reaction_smiles,detected_reaction_type,reaction_key
O=Cc1cccc([N+](=O)[O-])c1.OCCO>>O=[N+]([O-])c1cccc(C2OCCO2)c1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-NO2 | events: Ann+C-O
O=Cc1cccc(C(F)(F)F)c1.OC[C@@H]1[C@H](CO)[C@H]2C=C[C@@H]1O2>>FC(F)(F)c1cccc([C@@H]2OC[C@@H]3[C@H](CO2)[C@H]2C=C[C@@H]3O2)c1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-CF3|R2CH-OR | events: Ann+C-O
CCO.COc1cccc(C=O)c1>>CCOC(OCC)c1cccc(OC)c1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O; C-C(ar) | bond_formed_labeled: C-O; C(ar)-O; C-C(ar)[Ar-Alkyl] | spectators: Ar-OR | events: C-O+C-C
CCO.COc1ccc(C=O)cc1>>CCOC(OCC)c1ccc(OC)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O; C-C(ar) | bond_formed_labeled: C-O; C(ar)-O; C-C(ar)[Ar-Alkyl] | spectators: Ar-OR | events: C-O+C-C
N#Cc1ccc(C=O)cc1.COC(OC)OC>>COC(OC)c1ccc(C#N)cc1,Reduction_carbonyl,|Ar-CHO -> Ar-Alkyl | spectators: Ar-CN|R2CH-OR
CCCCCCCCCC=O.COC(OC)OC>>CCCCCCCCCC(OC)OC,Event:C-O,|RCH2-CHO|R_acidic-H -> [] | spectators: R2CH-OR
CC(C=O)c1ccccc1.OCCCO>>CC(c1ccccc1)C1OCCCO1,Multi-Event:Ann+C-O,|R2CH-CHO|RCH2-OH|R_acidic-H -> RCH2-OR | spectators: Ar-Alkyl | events: Ann+C-O
CO.O=C1CCCCC1>>COC1(OC)CCCCC1,Event:C-O,|CH3-OH|RCH2-COR -> R3C-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O
Cc1ccc(C=O)cc1.CCOC(OCC)OCC>>CCOC(OCC)c1ccc(C)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OR -> Ar-Alkyl | spectators: Ar-Alkyl
CC(C)=O.OCC(O)C(O)C(O)CO>>CC1(C)OC[C@@H]([C@H]2OC(C)(C)O[C@H]2CO)O1,Multi-Event:Ann+C-O+C-C,|Alkyl-COR|R2CH-OH|RCH2-OH -> R3C-OR|RCH2-OR | bond_formed: C-C; C-O; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O; C-O | events: Ann+C-O+C-C
OCCO.O=Cc1ccccc1-c1ccccc1>>c1ccc(-c2ccccc2C2OCCO2)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-Ar | events: Ann+C-O
CC(C)C=O.OCCCO>>CC(C)C1OCCCO1,Multi-Event:Ann+C-O,|R2CH-CHO|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
OCCO.CCCCCCCCCCC=O>>CCCCCCCCCCC1OCCO1,Multi-Event:Ann+C-O,|RCH2-CHO|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
OCCO.CC(=O)c1ccc(-c2ccc(Br)cc2)cc1>>BrCC1(c2ccc(-c3ccc(Br)cc3)cc2)OCCO1,Alcohol_to_Alkyl_Halide,|Ar-COR|RCH2-OH -> RCH2-Br | bond_formed: Br-C; C-O | bond_formed_labeled: Br-C; C-O | spectators: Ar-Ar|Ar-Br | events: Ann+C-O
CO.CC=O>>COC(C)OC,Event:C-O,|Alkyl-CHO|CH3-OH -> R2CH-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O
CCO.O=C1CCCC1>>CCOC1(OCC)CCCC1,Multi-Event:C-O+C-C,|RCH2-COR|RCH2-OH -> RCH2-OR | bond_formed: C-C; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O | events: C-O+C-C
OCc1ccccc1.CCCCCCC=O>>CCCCCCC(OCc1ccccc1)OCc1ccccc1,Multi-Event:Ann+C-O+C-C,|Bn-OH|RCH2-CHO -> Bn-OR | bond_formed: C-O; C(ar)-O; C(ar)-C(ar) | bond_formed_labeled: C-O; C(ar)-O; C(ar)-C(ar) | events: Ann+C-O+C-C
OCC(CO)(CO)CO.O=Cc1ccc([N+](=O)[O-])cc1>>O=[N+]([O-])c1ccc(C2OCC3(CO2)COC(c2ccc([N+](=O)[O-])cc2)OC3)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C; C-C; C-O; C-O; C-O; N-O | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C; C-C; C-O; C-O; C-O; N-O | bond_broken: C(ar)-C(ar) | spectators: Ar-NO2 | events: Ann+C-O+C-C
CO.CC(=O)Oc1ccc(C=O)cc1>>COC(OC)c1ccc(OC(C)=O)cc1,Reduction_carbonyl,|Ar-CHO|CH3-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O | spectators: Alkyl-CO2R|R_acidic-H
CO.O=CC1CCCCC1>>COC(OC)C1CCCCC1,Event:C-O,|CH3-OH|R2CH-CHO -> R2CH-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O
CO.CC(=O)c1ccc([N+](=O)[O-])cc1>>COC(CBr)(OC)c1ccc([N+](=O)[O-])cc1,Alcohol_to_Alkyl_Halide,|Ar-COR|CH3-OH -> RCH2-Br | bond_formed: C-O; Br-C; C(ar)-O | bond_formed_labeled: C-O; Br-C; C(ar)-O | spectators: Ar-NO2
OCCO.[N-]=[N+]=Nc1ccsc1C=O>>[N-]=[N+]=Nc1ccsc1C1OCCO1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-N3|HeteroAr-H|Thiophene | events: Ann+C-O
CO.CC(=O)c1ccc(C=O)cc1>>COC(OC)c1ccc(C(C)=O)cc1,Reduction_carbonyl,|Ar-CHO|CH3-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O | spectators: Ar-COR|R_acidic-H
COc1cccc(C=O)c1OC.OCC1(CO)CC2C=CC1C2>>COc1cccc(C2OCC3(CO2)CC2C=CC3C2)c1OC,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-OR | events: Ann+C-O
CC(=O)c1ccc2ccccc2c1.OCCO>>CC1(c2ccc3ccccc3c2)OCCO1,Reduction_carbonyl,|Ar-COR|RCH2-OH|R_acidic-H -> Ar-Alkyl | events: Ann+C-O
C=CCCC=O.CC(Br)(C=O)c1ccccc1.CO>>C=CCC[C@H](O)[C@](C)(c1ccccc1)C(OC)OC,Alkyl_Nucleophilic_Substitution,|CH3-OH|R3C-Br|R3C-CHO|RCH2-CHO -> R2CH-OR | bond_formed: C-C; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O | bond_broken: Br-C | spectators: Ar-Alkyl | events: LGDisp+C-O+C-C
OCCS.O=Cc1ccc(Cl)cc1>>Clc1ccc(C2OCCS2)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-SH -> Ar-Alkyl | bond_formed: C-S | bond_formed_labeled: C-S | spectators: Ar-Cl | events: Ann+C-S
CO.O=C(c1ccccc1)c1ccccc1>>COC(OC)(c1ccccc1)c1ccccc1,Reduction_carbonyl,|Ar-COR|CH3-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O
O=Cc1cccc(Cl)c1.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO>>OC[C@@H](O)[C@H]1OC(c2cccc(Cl)c2)O[C@H]2COC(c3cccc(Cl)c3)O[C@@H]12,Reduction_carbonyl,|Ar-CHO|R2CH-OH|RCH2-OH -> Ar-Alkyl | spectators: Ar-Cl | events: Ann+C-O+C-C
CC(C)=O.CCSC(SCC)[C@H](O)[C@@H](O)[C@H](O)CO>>CCSC(SCC)[C@@H]1OC(C)(C)O[C@H]1[C@H]1COC(C)(C)O1,Multi-Event:Ann+C-O+C-C,|Alkyl-COR|R2CH-OH|RCH2-OH -> R3C-OR|RCH2-OR | bond_formed: C-O; C-O; C-O; C-C; C-C | bond_formed_labeled: C-O; C-O; C-O; C-C; C-C | spectators: RCH2-SR | events: Ann+C-O+C-C
CC(=O)c1ccccc1.OCCO>>BrCC1(c2ccccc2)OCCO1,Alcohol_to_Alkyl_Halide,|Ar-COR|RCH2-OH|R_acidic-H -> RCH2-Br | events: Ann+C-O
O=CC=Cc1ccccc1.OCCO>>C(=CC1OCCO1)c1ccccc1,Multi-Event:Ann+C-O,|Alkenyl-CHO|RCH2-OH -> RCH2-OR | spectators: Ar-Alkenyl | events: Ann+C-O
OCCO.O=Cc1ccc(O)cc1>>Oc1ccc(C2OCCO2)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-OH | events: Ann+C-O
OCC(CO)(CO)CO.O=C(c1ccccc1)c1ccccc1>>c1ccc(C2(c3ccccc3)OCC3(CO2)COC(c2ccccc2)(c2ccccc2)OC3)cc1,Reduction_carbonyl,|Ar-COR|RCH2-OH -> Ar-Alkyl | events: Ann+C-O+C-C
OCCCO.O=Cc1cccc(Cl)c1>>Clc1cccc(C2OCCCO2)c1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-Cl | events: Ann+C-O
OCCO.CC12CCC(=O)C=C1CCCC2=O>>CC12CCC(=O)C=C1CCCC21OCCO1.CC12CCC3(C=C1CCCC21OCCO1)OCCO3,Multi-Event:Ann+C-O+C-C,|RCH2-COR|RCH2-OH|R_acidic-H -> RCH2-OR | spectators: Alkenyl-COR | events: Ann+C-O+C-C
CCO.O=CC=Cc1ccccc1>>CCOC(C=Cc1ccccc1)OCC,Event:C-O,|Alkenyl-CHO|RCH2-OH -> RCH2-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | spectators: Ar-Alkenyl
COC(OC)OC.CC(=O)C1CCCCC1=O>>COC(=O)CCCCCC(C)(OC)OC,Event:C-O,|R2CH-COR|R2CH-OR|RCH2-COR|R_acidic-H -> R3C-OR|RCH2-CO2R
CCCCCC=O.OCCO>>CCCCCC1OCCO1,Multi-Event:Ann+C-O,|RCH2-CHO|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
CC(C)(C)c1ccc(C=O)cc1.OC[C@@H]1[C@H](CO)[C@H]2C=C[C@@H]1O2>>CC(C)(C)c1ccc([C@@H]2OC[C@@H]3[C@H](CO2)[C@H]2C=C[C@@H]3O2)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-Alkyl|R2CH-OR | events: Ann+C-O
O=CC1CC1.O[C@H](c1ccccc1)[C@H](O)c1ccccc1>>c1ccc([C@H]2OC(C3CC3)O[C@@H]2c2ccccc2)cc1,Multi-Event:Ann+C-O,|R2CH-CHO|R2CH-OH|R_acidic-H -> R2CH-OR | spectators: Ar-Alkyl | events: Ann+C-O
CO.COc1cc(C=O)cc(OC)c1OC>>COc1cc(C(OC)OC)cc(OC)c1OC,Reduction_carbonyl,|Ar-CHO|CH3-OH -> Ar-Alkyl | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | spectators: Ar-OR
O=Cc1ccccc1.OCCc1ccccc1Br>>Brc1ccccc1CCOC(OCCc1ccccc1Br)c1ccccc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C-O; C-O | bond_formed_labeled: C(ar)-C(ar)[Ar-Alkyl]; C(ar)-C(ar); C(ar)-C(ar); C-O; C-O | spectators: Ar-Alkyl|Ar-Br | events: Ann+C-O+C-C
C=C(C)C1CC=C(C)C(=O)C1.OCCO>>C=C(C)C1CC=C(C)C2(C1)OCCO2,Michael_addition,|Alkenyl-COR|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
CCO.O=Cc1ccccc1[N+](=O)[O-]>>CCOC(OCC)c1ccccc1[N+](=O)[O-],Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C-C(ar); C-O; C-O | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-O; C-O | spectators: Ar-NO2 | events: C-O+C-C
CO.Cc1ccccc1C=O>>COC(OC)c1ccccc1C,Event:C-O,|Ar-CHO|CH3-OH -> R2CH-OR | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O | spectators: Ar-Alkyl
CO.O=C(c1ccccc1)c1ccc([N+](=O)[O-])cc1>>COC(OC)(c1ccccc1)c1ccc([N+](=O)[O-])cc1,Reduction_carbonyl,|Ar-COR|CH3-OH -> Ar-Alkyl | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O | spectators: Ar-NO2
OCCO.CC(=O)CCC(C)=O>>CC1(CCC2(C)OCCO2)OCCO1,Multi-Event:Ann+C-O+C-C,|RCH2-COR|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O+C-C
OCCO.O=C1CCCC1>>C1CCC2(C1)OCCO2,Multi-Event:Ann+C-O,|RCH2-COR|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
OCCCO.O=C1CCCCCCCCCCC1>>C1CCCCCC2(CCCCC1)OCCCO2,Multi-Event:Ann+C-O,|RCH2-COR|RCH2-OH -> RCH2-OR | bond_formed: C-O | bond_formed_labeled: C-O | events: Ann+C-O
OCCCO.CC(=O)N1CCC(=O)CC1>>CC(=O)N1CCC2(CC1)OCCCO2,Multi-Event:Ann+C-O,|RCH2-COR|RCH2-OH|R_acidic-H -> RCH2-OR | spectators: Alkyl-NRCOR | events: Ann+C-O
COc1ccc(C=O)cc1.COC(OC)OC>>COc1ccc(C(OC)OC)cc1,Reduction_carbonyl,|Ar-CHO -> Ar-Alkyl | spectators: Ar-OR|R2CH-OR
CCCCO.CC(C)C=O>>CCCCOC(OCCCC)C(C)C,Multi-Event:C-O+C-C,|R2CH-CHO|RCH2-OH -> RCH2-OR | bond_formed: C-O; C-O; C-C; C-C; C-C | bond_formed_labeled: C-O; C-O; C-C; C-C; C-C | events: C-O+C-C
O=C1CC=CCC1.C[Si](C)(C)OCCO[Si](C)(C)C>>C1=CCC2(CC1)OCCO2,Multi-Event:Ann+C-O,|Alkyl-Si*|RCH2-COR|R_acidic-H -> RCH2-OR | events: Ann+C-O
OCC(O)CO.CC(C)=O>>CC1(C)OCC(CO)O1,Multi-Event:Ann+C-O,|Alkyl-COR|R2CH-OH|RCH2-OH -> R3C-OR|RCH2-OR | bond_formed: C-O | bond_formed_labeled: C-O | events: Ann+C-O
O=Cc1ccccc1[N+](=O)[O-]>>CCCCOC(OCCCC)c1ccccc1[N+](=O)[O-],Reduction_carbonyl,|Ar-CHO -> Ar-Alkyl | bond_formed: C-C(ar); C-O; C-O; C-O | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-O; C-O; C-O | spectators: Ar-NO2 | events: C-O+C-C
CCCCCCCCCC(C)=O.COc1ccc(O)c(C(O)(c2ccccc2)c2ccccc2)c1>>CCCCCCCCCC1(C)Oc2ccc(OC)cc2C(c2ccccc2)(c2ccccc2)O1,Multi-Event:Ann+C-O,|Ar-OH|R3C-OH|RCH2-COR|R_acidic-H -> Ar-OR | spectators: Ar-Alkyl|Ar-OR | events: Ann+C-O
CC(O)CO.COc1cc(C=O)ccc1OC(=O)CC(C)C>>COc1cc(C2OCC(C)O2)ccc1OC(=O)CC(C)C,Reduction_carbonyl,|Ar-CHO|R2CH-OH|RCH2-OH -> Ar-Alkyl | spectators: Ar-OR|RCH2-CO2R|R_acidic-H | events: Ann+C-O
OCCO.CC(=O)c1ccc(Cl)c(Cl)c1>>Clc1ccc(C2(CBr)OCCO2)cc1Cl,Alcohol_to_Alkyl_Halide,|Ar-COR|RCH2-OH|R_acidic-H -> RCH2-Br | spectators: Ar-Cl | events: Ann+C-O
COc1ccc(C=O)cc1.CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.CC(=O)OC(C)=O>>COc1ccc([C@@H]2OC[C@H]3O[C@@H](OC)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]3O2)cc1,Reduction_carbonyl,|Ar-CHO|R2CH-OH|RCH2-OH -> Ar-Alkyl | spectators: Alkyl-CO2R|Ar-OR|R2CH-OR|R_acidic-H | events: Ann+C-O
OC[C@@H]1[C@H](CO)[C@H]2C=C[C@@H]1O2.O=Cc1c(F)ccc(F)c1Cl>>Fc1ccc(F)c([C@@H]2OC[C@@H]3[C@H](CO2)[C@H]2C=C[C@@H]3O2)c1Cl,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-Cl|Ar-F|R2CH-OR | events: Ann+C-O
COc1cc(C=O)ccc1O.OCC1(CO)CC2C=CC1C2>>COc1cc(C2OCC3(CO2)CC2C=CC3C2)ccc1O,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | spectators: Ar-OH|Ar-OR | events: Ann+C-O
CCC(=O)c1ccccc1.COC(OC)OC>>CCC(OC)(OC)c1ccccc1,Reduction_carbonyl,|Ar-COR|R2CH-OR|R_acidic-H -> Ar-Alkyl
CC(C)=O.O=C[C@H](O)[C@@H](O)[C@@H](O)CO>>CC1(C)O[C@H]2OC[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1,Multi-Event:Ann+C-O+C-C,|Alkyl-COR|R2CH-CHO|R2CH-OH|RCH2-OH -> R3C-OR|RCH2-OR | bond_formed: C-O; C-O; C-O; C-O; C-C | bond_formed_labeled: C-O; C-O; C-O; C-O; C-C | events: Ann+C-O+C-C
CC(O)CO.O=C1CCCC1>>CC1COC2(CCCC2)O1,Multi-Event:Ann+C-O,|R2CH-OH|RCH2-COR|RCH2-OH -> R3C-OR|RCH2-OR | bond_formed: C-O | bond_formed_labeled: C-O | events: Ann+C-O
CO.CCC=CC=CC=O>>CCC=CC=CC(OC)OC,Event:C-O,|Alkenyl-CHO|CH3-OH -> R2CH-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | spectators: Alkenyl-Alkenyl
OCCS.O=Cc1ccccc1>>c1ccc(C2OCCS2)cc1,Reduction_carbonyl,|Ar-CHO|RCH2-OH|RCH2-SH -> Ar-Alkyl | events: Ann+C-S
CCOC(OCC)OCC.CC(C)C(=O)C(C)C>>CCOC(OCC)(C(C)C)C(C)C,Event:C-C,|R2CH-COR|RCH2-OR|R_acidic-H -> []
O=C1CCCC1.OCCCO>>C1COC2(CCCC2)OC1,Multi-Event:Ann+C-O,|RCH2-COR|RCH2-OH|R_acidic-H -> RCH2-OR | events: Ann+C-O
O=C1CCCCC1=O.C[C@@H](O)[C@@H](C)O>>C[C@H]1OC2(CCCCC2=O)O[C@@H]1C,Multi-Event:Ann+C-O,|R2CH-OH|RCH2-COR|R_acidic-H -> R3C-OR | events: Ann+C-O
CCO.Cc1ccccc1C=O>>CCOC(OCC)c1ccccc1C,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C-C(ar); C-O; C-O | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-O; C-O | spectators: Ar-Alkyl | events: C-O+C-C
O=C1CCCCC1.O=[N+]([O-])c1ccccc1[C@@H](O)[C@H](O)c1ccccc1[N+](=O)[O-]>>O=[N+]([O-])c1ccccc1[C@H]1OC2(CCCCC2)O[C@@H]1c1ccccc1[N+](=O)[O-],Multi-Event:Ann+C-O,|R2CH-OH|RCH2-COR|R_acidic-H -> R3C-OR | spectators: Ar-Alkyl|Ar-NO2 | events: Ann+C-O
COC(OC)OC.O=Cc1ccc(OCc2ccccc2)cc1>>COC(OC)c1ccc(OCc2ccccc2)cc1,Reduction_carbonyl,|Ar-CHO -> Ar-Alkyl | spectators: Ar-OR|Bn-OR|R2CH-OR
COC(OC)OC.C=CCCCC(=O)CCC[C@H](C)OC(=O)C(C)(C)C>>C=CCCCC(CCC[C@H](C)OC(=O)C(C)(C)C)(OC)OC,Event:C-O,|R2CH-OR|RCH2-COR|R_acidic-H -> R3C-OR | spectators: R3C-CO2R
CO.C=C(C=O)CCCCC>>C=C(CCCCC)C(OC)OC,Event:C-O,|Alkenyl-CHO|CH3-OH -> R2CH-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O
CCO.O=Cc1ccc(Cl)c(Cl)c1>>CCOC(OCC)c1ccc(Cl)c(Cl)c1,Reduction_carbonyl,|Ar-CHO|RCH2-OH -> Ar-Alkyl | bond_formed: C(ar)-O; C-O | bond_formed_labeled: C(ar)-O; C-O | spectators: Ar-Cl
OCC(O)c1ccccc1.N#Cc1ccc(C=O)cc1>>O=[N+]([O-])c1ccc(C2OCC(c3ccccc3)O2)cc1,Reduction_carbonyl,|Ar-CHO|Ar-CN|R2CH-OH|RCH2-OH -> Ar-Alkyl | bond_formed: N-O; N-O; C(ar)-N; C-O | bond_formed_labeled: N-O; N-O; C(ar)-N; C-O | bond_broken: C-N; C-C(ar) | spectators: Ar-Alkyl | events: Ann+C-N+C-O
O=Cc1ccccc1.C[C@H](O)CO>>C[C@H]1COC(c2ccccc2)O1,Reduction_carbonyl,|Ar-CHO|R2CH-OH|RCH2-OH -> Ar-Alkyl | events: Ann+C-O
O=CC(Cl)(Cl)Cl.Oc1ccccc1NCc1ccccc1>>ClC(Cl)(Cl)C1Oc2ccccc2N1Cc1ccccc1,Reductive_amination,|Alkyl-CHO|Ar-NHR|Ar-OH|Bn-NHR -> Ar-NR2 | spectators: Alkyl-Cl | events: Ann+C-N
CCO.CC1CCCCC1=O>>CCOC1(OCC)CCCCC1C,Multi-Event:C-O+C-C,|RCH2-COR|RCH2-OH -> RCH2-OR | bond_formed: C-C; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O | events: C-O+C-C
CCCC=O.CO>>CCCC(O)C(CC)C(OC)OC,Reduction_carbonyl,|CH3-OH|RCH2-CHO -> R2CH-OH | bond_formed: C-C; C-O | bond_formed_labeled: C-C; C-O | events: C-O+C-C
CO.CC(C)C=O>>COC(OC)C(C)C,Event:C-O,|CH3-OH|R2CH-CHO -> R2CH-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O
CO.CC(=O)c1ccc(C)cc1>>COC(C)(OC)c1ccc(C)cc1,Event:C-O,|Ar-COR|CH3-OH -> R3C-OR | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | spectators: Ar-Alkyl
C=C(C=O)C(C)C.Cc1ccc(S(=O)(=O)ONS(=O)(=O)c2ccccc2[N+](=O)[O-])cc1.CO.[Na]>>COC(OC)[C@@](O)(CNS(=O)(=O)c1ccccc1[N+](=O)[O-])C(C)C,Reduction_carbonyl,|Alkenyl-CHO|Ar-Alkyl|CH3-OH|Inorganic -> R3C-OH | spectators: Ar-NO2|Ar-SO2NHR | events: C-N+C-O
