reaction_smiles,detected_reaction_type,reaction_key
Sc1ccccc1.[Na].Clc1nc(C(Cl)(Cl)Cl)ncc1-c1ccccc1>>c1ccc(Sc2nc(C(Sc3ccccc3)Sc3ccccc3)ncc2-c2ccccc2)cc1,C_S_Coupling,|Alkyl-Cl|Ar-SH|HeteroAr-Cl|Inorganic -> Ar-SR | bond_formed: C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C(ar)-S; C-S; C-S | bond_formed_labeled: C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C(ar)-S[Ar-SR]; C-S; C-S | bond_broken: C(ar)-Cl; C-Cl | spectators: Ar-Alkyl|Ar-Ar|HeteroAr-H|Pyrimidine | events: Ann+LGDisp+C-S+C-C
Sc1ccccc1.FC(F)(F)c1ccccc1I>>Oc1ccccc1Sc1ccccc1C(F)(F)F,C_S_Coupling,|Ar-I|Ar-SH -> Ar-SR | spectators: Ar-CF3 | events: LGDisp+C-O+C-S
COc1ccc(S)cc1.Ic1cccnc1>>c1ccc(Sc2cccnc2)cc1,C_S_Coupling,|Ar-OR|Ar-SH|HeteroAr-I -> Ar-SR | bond_formed: C(ar)-S | bond_formed_labeled: C(ar)-S[Ar-SR] | bond_broken: C(ar)-O; C(ar)-I | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-S
FC(F)(F)c1ccc(Cl)cc1.Sc1ccccc1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(Sc2ccccc2)cc1,C_S_Coupling,|Ar-Cl|Ar-SH -> Ar-SR | spectators: Ar-CF3 | events: Ann+LGDisp+C-S
OCCCS.O=C(O)N1CCN(C(=O)c2cc(F)c(F)cc2[N+](=O)[O-])CC1.NCc1ccncc1.O=C(O)C(F)(F)F>>O=C(O)C(F)(F)F.O=C(c1cc(S(=O)(=O)CCCO)c(NCc2ccncc2)cc1[N+](=O)[O-])N1CCNCC1,C_S_Coupling,|Ar-F|Bn-NH2|RCH2-SH -> Ar-SR | spectators: Alkyl-CO2H|Alkyl-F|Alkyl-NRCOR|Ar-CONR2|Ar-NO2|HeteroAr-H|Pyridine|RCH2-OH | events: LGDisp+C-N+C-S
Sc1cccc(Br)c1.Fc1cccc2ccc(Cl)nc12>>O=S(=O)(c1cccc(Br)c1)c1ccc2cccc(F)c2n1,C_S_Coupling,|Ar-Cl|Ar-SH -> Ar-SR | bond_formed: C(ar)-S; O-S; O-S | bond_formed_labeled: C(ar)-S[Ar-SR]; O-S; O-S | bond_broken: C(ar)-Cl | spectators: Ar-Br|HeteroAr-F|HeteroAr-H|Quinoline | events: LGDisp+C-S
Sc1ccc2ccccc2c1.Clc1ccc2ccccc2n1>>O=S(=O)(c1ccc2ccccc2c1)c1ccc2ccccc2n1,C_S_Coupling,|Ar-Cl|Ar-SH -> Ar-SR | bond_formed: O-S; O-S; C(ar)-S | bond_formed_labeled: O-S; O-S; C(ar)-S[Ar-SR] | bond_broken: C(ar)-Cl | spectators: HeteroAr-H|Quinoline | events: LGDisp+C-S
CS.[Na].COC(=O)C(CC1CCCC1)c1ccc(Cl)c([N+](=O)[O-])c1>>COC(=O)C(CC1CCCC1)c1ccc(S(C)(=O)=O)c([N+](=O)[O-])c1,C_S_Coupling,|Ar-Cl|CH3-SH|Inorganic -> Ar-SR | bond_formed: C(ar)-S; O-S; O-S | bond_formed_labeled: C(ar)-S[Ar-SR]; O-S; O-S | bond_broken: C(ar)-Cl | spectators: Ar-Alkyl|Ar-NO2|R2CH-CO2R|R_acidic-H | events: LGDisp+C-S
Oc1ccccc1S.N#Cc1cc(Cl)c(Cl)cc1C#N>>N#Cc1cc2c(cc1C#N)Sc1ccccc1O2,C_S_Coupling,|Ar-Cl|Ar-OH|Ar-SH -> Ar-SR | bond_formed: C(ar)-O; C(ar)-S | bond_formed_labeled: C(ar)-O; C(ar)-S[Ar-SR] | bond_broken: C(ar)-Cl | spectators: Ar-CN | events: Ann+LGDisp+C-O+C-S
SCc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(SCc2ccccc2)cc1,C_S_Coupling,|Ar-Br|Bn-SH -> Ar-SR | bond_formed: C(ar)-S | bond_formed_labeled: C(ar)-S[Ar-SR] | bond_broken: Br-C(ar) | spectators: Ar-CN | events: LGDisp+C-S
