reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-006-CAS-20035253,Kumada coupling,65,,,C=C(OCC)[Sn](CCCC)(CCCC)CCCC.O=C1NN=C(c2ccc(Br)c(C(F)(F)F)c2)CO1>>CC(=O)c1ccc(C2=NNC(=O)OC2)cc1C(F)(F)F,"World Intellectual Property Organization, WO2019025562 A1 2019-02-07","594-19-4, 623-12-1",5396-38-3,7647-01-0,14221-01-3,"123-91-1, 7732-18-5",,,,,,,2,1,65,,,,,,,Stille coupling (stage 1),Multi-Event:LGDisp+C-C,0.0,|Alkenyl-OR|Alkenyl-Sn*|Ar-Br|RCH2-Sn* -> Ar-COR|R_acidic-H | spectators: Ar-C=N|Ar-CF3 | events: LGDisp+C-C,high,0.85,1,
31-049-CAS-10628863,Kumada coupling,,,,COc1ccccc1Br.Br[Mg]C1CCCCC1>>Oc1ccccc1C1CCCCC1,"Bioorganic & Medicinal Chemistry Letters (2015), 25(7), 1377-1380","578-57-4, 1589-82-8",28994-41-4,10294-33-4,7440-02-0,,,,,,,,2,1,,,,,,,,Kumada coupling,Kumada,0.0,|Ar-Br|Ar-OR|R2CH-Mg* -> Ar-Alkyl | events: LGDisp+C-C,high,0.85,1,
31-049-CAS-18548172,Kumada coupling,,,,N#Cc1ccc(C=O)cc1C#N.CCOP(=O)(Cc1ccc(Br)c(OC)c1)OCC.CC(C)[Mg]Cl>>CC(C)c1ccc(/C=C/c2ccc(C#N)c(C#N)c2)cc1O,"United States, US9725406 B1 2017-08-08","95-46-5, 2386-64-3",611-14-3,"1310-73-2, 7732-18-5, 10294-33-4",14647-23-5,"109-99-9, 7732-18-5, 60-29-7, 75-09-2",,,,,,,5,1,,,,,,,,"Horner-Wadsworth-Emmons reaction in stage 1,stereoselective in stage 1,Kumada cross coupling reaction in stage 2,Grignard reagent used in stage 2",Kumada / Reduction_carbonyl,0.0,|Ar-Br|Ar-CHO|Ar-OR|R2CH-Mg* -> Ar-Alkenyl | spectators: Ar-Alkyl|Ar-CN | events: LGDisp+C-C | reaction_types: Kumada+Reduction_carbonyl,high,0.85,1,
31-059-CAS-20088708,Kumada coupling,44,,,N#Cc1cccc(I)c1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F.Cl[Zn]c1ccccc1>>N#Cc1cccc(-c2ccc(-c3ccccc3)cc2)c1,"Chemistry - A European Journal (2019), 25(26), 6508-6512","90224-21-8, 1809720-14-6",1809720-20-4,"1068-55-9, 7447-41-8, 12125-02-9",1435347-24-2,"109-99-9, 108-88-3, 7732-18-5",,,,,,,4,1,44,,,,,,,"chemoselective (chemoselective reaction (stage 2)), Schlenk flask used, alternative preparation shown, Kumada-Tamao-Corriu cross coupling (stage 2), Grignard reagent intermediate prepared from stage 1 added in stage 2 (stage 2), Negishi coupling (stage 3)",Negishi,0.0,|Ar-Br|Ar-I|Ar-OTf|Ar-Zn* -> Ar-Ar | spectators: Ar-CN | events: LGDisp+C-C,high,0.85,1,
31-090-CAS-1234178,Kumada coupling,74,,,Clc1ccc(Cl)cc1.Cl[Zn]c1ccccc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1.Clc1ccc(-c2ccccc2)cc1,"Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","580-13-2, 677-22-5","2876-35-9, 26490-07-3",,1158652-41-5,"109-99-9, 872-50-4",,,,,,,1,1,74,9,,,,,,"microwave irradiation, alternative preparation shown, Negishi coupling",Negishi,0.0,|Ar-Cl|Ar-Zn* -> Ar-Ar | events: Ann+LGDisp+C-C,medium,0.7,1,
31-090-CAS-904827,Kumada coupling,70,,,Br[Mg]c1ccccc1.Clc1cccc(Cl)c1>>c1ccc(-c2cccc(-c3ccccc3)c2)cc1.Clc1cccc(-c2ccccc2)c1,"Chemical Communications (Cambridge, United Kingdom) (2015), 51(18), 3832-3834","591-50-4, 4294-57-9","613-33-2, 644-08-6",,1158652-41-5,109-99-9,,,,,,,1,1,70,10,,,,,,"microwave irradiation, Kumada coupling, sealed vial used",Kumada,0.0,|Ar-Cl|Ar-Mg* -> Ar-Ar | events: Ann+LGDisp+C-C,medium,0.7,1,
31-113-CAS-15793514,Kumada coupling,16,,,CCC(C)(CC)[Mg]Cl.Brc1ccc(-c2ccccc2)cc1>>c1ccc(-c2ccccc2)cc1.CCC(C)(CC)c1ccc(-c2ccccc2)cc1,"Tetrahedron Letters (2016), 57(30), 3287-3290","591-50-4, 2386-64-3","92-52-4, 100-41-4","109-72-8, 12125-02-9","3264-82-2, 1808930-44-0","109-99-9, 110-54-3, 872-50-4, 7732-18-5",,,,,,,4,1,16,27,,,,,,"regioselective, in-situ generated catalyst in stage 1, Kumada-Tamao-Corriu coupling, conversion = 43%",Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl|Ar-Ar | spectators: Ar-Ar | events: Ann+LGDisp+C-C,medium,0.7,1,
31-113-CAS-18958815,Kumada coupling,59,,,Clc1cccnc1.CCCC[Mg]Cl>>c1ccncc1.CCCCc1cccnc1,"Synlett (2018), 29(13), 1700-1706","2675-77-6, 28557-00-8","100151-17-5, 406935-37-3",584-08-7,7773-01-5,"109-99-9, 141-78-6, 7732-18-5",,,,,,,3,1,59,15,,,,,,"green chemistry-catalyst, Kumada cross-coupling, glove box used, 22% of 3-chloropyridine recovered, dropwise addition of Grignard reagent",Kumada,0.0,|HeteroAr-Cl|RCH2-Mg* -> Ar-Alkyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl] | bond_broken: C-Mg; C(ar)-Cl | spectators: HeteroAr-H|Pyridine | events: Ann+LGDisp+C-C,high,0.85,0,
31-113-CAS-18958818,Kumada coupling,10,,,Fc1ccccn1.CCCC[Mg]Cl>>c1ccncc1.CCCCc1ccccn1,"Synlett (2018), 29(13), 1700-1706",,,584-08-7,7773-01-5,"109-99-9, 141-78-6, 7732-18-5",,,,,,,3,1,10,9,,,,,,"green chemistry-catalyst, Kumada cross-coupling, glove box used, 70% of 2-fluoropyridine recovered, dropwise addition of Grignard reagent, alternative preparation shown",Kumada,0.0,|Ar-F|RCH2-Mg* -> Ar-Alkyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl] | bond_broken: C-Mg; C(ar)-F | spectators: HeteroAr-H|Pyridine | events: Ann+LGDisp+C-C,high,0.85,0,
31-113-CAS-6979640,Kumada coupling,41,,,CC(C)[Mg]Cl.Brc1cc(Br)c2ccc3cccc4ccc1c2c43>>CC(C)c1ccc2ccc3c(C(C)C)ccc4ccc1c2c43,"Journal of Organic Chemistry (2013), 78(7), 3196-3207","1245716-47-5, 873-77-8",1548433-47-1,7646-85-7,72287-26-4,"109-99-9, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure C: Negishi Cross-Coupling Reaction (P1c and P2c). To a solution of zinc chloride (2.0 equiv) in THF was slowly added dropwise a 1.0 M solution of isopropylmagnesium chloride (2.0 equiv) in THF under an argon atmosphere at 0 °C and then 1 (1.0 equiv) and [1,1′-bis(diphenylphosphino)ferrocene]-palladium(II) dichloride (5 mol %) were added. The reaction mixture was then heated to reflux for 3 h. After quenching the reaction with water, the organic layer was extracted with chloroform and dried over Na2SO4. The solvent was removed in vacuo and the residue was purified by short-plug column chromatography on silica gel (hexane) and high-performance liquid chromatography. The relevant isomer, e.g., 1-propylpyrene, was isolated by repeated recrystallization in ethanol. Synthesis of 1-Isopropylpyrene (P1c). P1c was synthesized according to Procedure C and purified by the recrystallization in ethanol. Synthesis of 1,6-Diisopropylpyrene (P2c). P2c was synthesized according to Procedure C, using 2 (1.0 equiv), zinc chloride (4.0 equiv), isopropylmagnesium chloride (4.0 equiv) and [1,1′-bis-(diphenylphosphino)ferrocene] (10 mol %). Recrystallization was repeatedly carried out using toluene. Colorless crystal; yield 41% (0.85 g). 1H NMR (400 MHz, CDCl3, ppm) δ 8.32 (d, J = 9.5 Hz, 1H), 8.15 (d, J = 8.1 Hz, 1H), 8.06 (d, J = 9.5 Hz, 1H), 7.99 (d, J = 8.1 Hz, 1H), 4.08 (septet, J = 6.8 Hz, 2H), 1.53 (d, J = 6.8 Hz, 3H); MS (DART) calcd for C22H22 286.1, found 286.1 ([M]+). Anal. Calcd for C22H22: C, 92.26; H, 7.74. Found: C, 92.04; H, 7.75.",2,1,41,,,,,,,,Kumada,0.0,|Ar-Br|R2CH-Mg* -> Ar-Alkyl | bond_formed: C-C(ar); C-C(ar); C-C(ar); C(ar)-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C(ar)-C(ar) | bond_broken: C-Mg; Br-C(ar) | events: LGDisp+C-C,high,1.0,0,
