reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-117-CAS-4138088,Kumada coupling,91,,,C=CC[Mg]Cl.Brc1cccc2c1CNC2.Cl>>CC=Cc1cccc2c1CNC2.Cl.C=CCc1cccc2c1CNC2.Cl,"Transition Metal-Catalyzed Couplings in Process Chemistry (2013), 267-277","100-58-3, 106-46-7","92-94-4, 2051-62-9",,"3375-31-3, 886059-84-3","108-88-3, 109-99-9",,,,,,,1,1,,91,,,,,,"optimization study, optimized on stoichiometric amount of catalyst, solvent and temperature, Kumada coupling reaction, scalable, glovebox used, sealed vial used, mixture ratio (99:1)",Kumada,0.0,|Ar-Br|RCH2-Mg* -> Ar-Alkenyl|Ar-Alkyl | spectators: Bn-NHR|Inorganic | events: Ann+LGDisp+C-C,medium,0.7,1,
31-130-CAS-1155143,Kumada coupling,88,,,COc1ccc(Br)cc1.C=C[Sn](CCCC)(CCCC)CCCC>>C=Cc1ccc(OC)cc1,"Tetrahedron (2010), 66(29), 5451-5458","106-39-8, 960-16-7",2051-62-9,13400-13-0,"51364-51-3, 828283-36-9",108-88-3,,,,,,,1,1,88,,,,,,,Stille reaction,Multi-Event:LGDisp+C-C,0.0,|Alkenyl-Sn*|Ar-Br|RCH2-Sn* -> Ar-Alkenyl_terminal | spectators: Ar-OR | events: LGDisp+C-C,high,0.85,1,
31-130-CAS-15930494,Kumada coupling,62,,,Brc1cncnc1.CCCC[Sn](CCCC)(CCCC)c1cc2ccc1CCc1ccc(cc1)CC2>>c1ncc(-c2cc3ccc2CCc2ccc(cc2)CC3)cn1,"Advanced Synthesis & Catalysis (2016), 358(10), 1664-1670","927-77-5, 615-20-3",17229-76-4,"7447-41-8, 7758-89-6, 7789-23-3",14221-01-3,"68-12-2, 7732-18-5",,,,,,,2,1,62,,,,,,,"Stille coupling, Schlenk flask used",Stille,0.0,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar); C(ar)-Sn | spectators: Ar-Alkyl|HeteroAr-H|Pyrimidine | events: LGDisp+C-C,high,1.0,0,
31-130-CAS-16752655,Kumada coupling,53,,,CCCC[Sn](CCCC)(CCCC)c1ccco1.CCCCCCCCc1cc(Br)oc1Br>>CCCCCCCCc1cc(-c2ccco2)oc1-c1ccco1,"Chemical Science (2015), 6(1), 360-371","1245716-47-5, 28987-79-3",1548433-37-9,,14221-01-3,108-88-3,,,,,,,1,1,53,,,,,,,Stille coupling,Stille,0.0,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | spectators: Ar-Alkyl|Furan|HeteroAr-H | events: Ann+LGDisp+C-O+C-C,medium,0.7,1,
31-130-CAS-1766437,Kumada coupling,88,,,CCCC[Sn](CCCC)(CCCC)c1ccccc1.CC(C)c1ccccc1Br>>CC(C)c1ccccc1-c1ccccc1,"Tetrahedron (2010), 66(29), 5451-5458","19202-05-2, 44767-62-6",1454815-25-8,13400-13-0,"51364-51-3, 828283-36-9",108-88-3,,,,,,,1,1,88,,,,,,,Stille reaction,Stille,0.0,|Ar-Br|Ar-Sn*|RCH2-Sn* -> Ar-Ar | spectators: Ar-Alkyl | events: LGDisp+C-C,high,0.85,1,
31-130-CAS-18599100,Kumada coupling,86,,,CCCC[Sn](CCCC)(CCCC)c1cccs1.CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(Br)c3nsnc23)c1>>CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cccs3)c3nsnc23)c1,"United States, US20180022717 A1 2018-01-25","872-31-1, 17049-49-9",65016-62-8,,"6163-58-2, 51364-51-3",108-88-3,,,,,,,1,1,86,,,,,,,"Stille coupling, Schlenk flask used",Stille,0.0,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar); C(ar)-Sn | spectators: Ar-Alkyl|Ar-Ar|HeteroAr-F|HeteroAr-H|Thiophene | events: LGDisp+C-C,high,1.0,0,
31-130-CAS-18599103,Kumada coupling,73,,,CCCCCCCCCCCCc1csc([Sn](C)(C)C)c1.Clc1cc(-c2cccs2)c2nsnc2c1Br>>CCCCCCCCCCCCc1csc(-c2c(Cl)cc(-c3cccs3)c3nsnc23)c1,"United States, US20180022717 A1 2018-01-25",,,,"6163-58-2, 51364-51-3",108-88-3,,,,,,,1,1,73,,,,,,,"chemoselective, Stille coupling, Schlenk flask used",Stille,0.0,|Alkyl-Sn*|Ar-Sn*|HeteroAr-Br -> Ar-Ar | spectators: Ar-Alkyl|Ar-Ar|HeteroAr-Cl|HeteroAr-H|Thiophene | events: LGDisp+C-C,high,0.85,1,
31-130-CAS-2742747,Kumada coupling,95,,,O=[N+]([O-])c1cccc(Br)c1.CCCC[Sn](CCCC)(CCCC)c1cc2ccccc2n1C>>Cn1c(-c2cccc([N+](=O)[O-])c2)cc2ccccc21,"Journal of Organic Chemistry (2012), 77(6), 2729-2742","106-39-8, 368421-81-2",57774-36-4,,"1643-19-2, 1356815-59-2",7732-18-5,,,,,,"General/Typical Procedure: General Procedure for the Stille Cross-Coupling Reaction between Organostannanes with Aryl Halides under Microwave Heating. To a suspension of aryl halide (0.50 mmol), boronic acid (0.75 mmol), TBAB (0.161 g, 0.25 mmol), and palladacycle 1 (0.005 mol % Pd) in a pressure tube was added 1 mL of degassed water. The reaction mixture was microwave irradiated (with the heating program starting at 150 W) at 100 °C, and the reaction was monitored by TLC. When the reaction has completed, the reaction mixture was cooled to room temperature, poured into ether (20 mL), and washed successively with water (3 × 10 mL). The organic layer was dried over anhydrous MgSO4, filtered, and concentrated. The crude product was then purified by column chromatography. On the basis of the 1H NMR, the purities of compounds were determined to be ≥. 1-Methyl-2-(3-nitrophenyl)-1H-indole (11e), yield 95%. Mp: 152-154 °C. 1H NMR (500 MHz, CDCl3): δ 8.42 (t, J= 1.8 Hz, 1H), 8.31-8.25 (m, 1H), 7.89-7.87 (m, 1H), 7.73-7.65 (m, 2H), 7.46-7.20 (m, 3H), 6.72 (s, 1H), 3.82 (s, 3H). 13C NMR (125 MHz, CDCl3): δ 148.3, 138.7, 138.6, 134.9, 134.5, 129.5, 127.6, 123.7, 122.6, 122.4, 120.9, 120.3, 109.8, 103.2, 31.3. HRMS (EI): calcd for C15H12N2O2 252.0899, found 252.0895.",1,1,95,,,,,,,"green chemistry-catalyst, microwave irradiation (150 W), Stille coupling, pressure tube used",Stille,0.0,|Ar-Br|Ar-Sn*|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Sn; Br-C(ar) | spectators: Alkyl-AromN|Ar-NO2|HeteroAr-H | events: LGDisp+C-C,high,1.0,0,
31-130-CAS-3184268,Kumada coupling,74,,,Clc1cccnc1.CCCC[Sn](CCCC)(CCCC)c1ccccc1>>c1ccc(-c2cccnc2)cc1,"Tetrahedron (2016), 72(1), 69-75","1121-79-5, 100-58-3",41398-19-0,"584-08-7, 7782-44-7","7440-05-3, 21645-51-2",68-12-2,,,,,,,1,1,74,,,,,,,"solid-supported catalyst, Al(OH)3-supported Pd nanoparticles used as catalyst, Stille coupling, catalyst prepared and used, recyclable catalyst, aerobic, alternative preparation shown",Stille,0.0,|Ar-Sn*|HeteroAr-Cl|RCH2-Sn* -> Ar-Ar | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-C,high,0.85,1,
31-130-CAS-513,Kumada coupling,92,,,N#Cc1ccc(I)cc1.CCCC[Sn](C#Cc1ccccc1)(CCCC)CCCC>>N#Cc1ccc(C#Cc2ccccc2)cc1,"Journal of Organic Chemistry (2012), 77(6), 2729-2742","106-43-4, 4294-57-9",613-33-2,,"1643-19-2, 1356815-59-2",7732-18-5,,,,,,"General/Typical Procedure: General Procedure for the Stille Cross-Coupling Reaction between Organostannanes with Aryl Halides under Microwave Heating. To a suspension of aryl halide (0.50 mmol), boronic acid (0.75 mmol), TBAB (0.161 g, 0.25 mmol), and palladacycle 1 (0.005 mol % Pd) in a pressure tube was added 1 mL of degassed water. The reaction mixture was microwave irradiated (with the heating program starting at 150 W) at 100 °C, and the reaction was monitored by TLC. When the reaction has completed, the reaction mixture was cooled to room temperature, poured into ether (20 mL), and washed successively with water (3 × 10 mL). The organic layer was dried over anhydrous MgSO4, filtered, and concentrated. The crude product was then purified by column chromatography. On the basis of the 1H NMR, the purities of compounds were determined to be ≥. 4-(2-Phenylethynyl)benzonitrile (12c), yield 92%. Mp: 109-110 °C (lit.58 mp 110.2-111.4 °C). 1H NMR (500 MHz, CDCl3): δ 7.67-7.58 (m, 4H), 7.56-7.54 (m, 2H), 7.40-7.38 (m, 3H). 13C NMR (125 MHz, CDCl3): δ 132.0, 132.0, 131.8, 129.1, 128.5, 128.2, 122.2, 118.5, 111.4, 93.8, 87.7. HRMS (EI): calcd for C15H9N 203.0735, found 203.0733.",1,1,92,,,,,,,"green chemistry-catalyst, microwave irradiation (150 W), Stille coupling, pressure tube used",Multi-Event:LGDisp+C-C,0.0,|Ar-I|RCH2-Sn* -> Ar-Alkynyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkynyl] | bond_broken: C(ar)-I; C-Sn | spectators: Ar-Alkynyl|Ar-CN | events: LGDisp+C-C,high,1.0,0,
31-130-CAS-5253479,Kumada coupling,88,,,Brc1cccs1.CCCC[Sn](CCCC)(CCCC)c1cc2ccccc2n1C>>Cn1c(-c2cccs2)cc2ccccc21,"Journal of Organic Chemistry (2012), 77(6), 2729-2742","42930-39-2, 2098356-49-9",2098356-53-5,,"1643-19-2, 1356815-59-2",7732-18-5,,,,,,"General/Typical Procedure: General Procedure for the Stille Cross-Coupling Reaction between Organostannanes with Aryl Halides under Microwave Heating. To a suspension of aryl halide (0.50 mmol), boronic acid (0.75 mmol), TBAB (0.161 g, 0.25 mmol), and palladacycle 1 (0.005 mol % Pd) in a pressure tube was added 1 mL of degassed water. The reaction mixture was microwave irradiated (with the heating program starting at 150 W) at 100 °C, and the reaction was monitored by TLC. When the reaction has completed, the reaction mixture was cooled to room temperature, poured into ether (20 mL), and washed successively with water (3 × 10 mL). The organic layer was dried over anhydrous MgSO4, filtered, and concentrated. The crude product was then purified by column chromatography. On the basis of the 1H NMR, the purities of compounds were determined to be ≥. 1-Methyl-2-(thiophene-2-yl)-1H-indole (11c), yield 88%. Mp: 59-60 °C (lit.56 mp 58-59 °C). 1H NMR (500 MHz, CDCl3): δ 7.64 (d, J= 8.5 Hz, 1H), 7.40 (d, J= 8.1 Hz, 1H), 7.31(d, J= 8.3 Hz, 1H), 7.23- 7.20 (m, 2H), 7.12-7.06 (m, 2H), 6.64 (s, 1H), 3.89 (s, 3H). 13C NMR (125 MHz, CDCl3): δ 138.3, 134.1, 133.9, 127.6, 127.6, 126.7, 126.1, 122.0, 120.5, 120.0, 109.5, 102.7, 31.0. HRMS (EI): calcd for C13H11NS 213.1612, found 213.1619.",1,1,88,,,,,,,"green chemistry-catalyst, microwave irradiation (150 W), Stille coupling, pressure tube used",Stille,0.0,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Sn; Br-C(ar) | spectators: Alkyl-AromN|HeteroAr-H|Thiophene | events: LGDisp+C-C,high,1.0,0,
31-138-CAS-15793487,Kumada coupling,41,,,CC(C)(C)[Mg]Cl.COc1ccc(Br)cc1>>COc1ccc(C(C)(C)C)cc1.COc1ccc(CC(C)C)cc1,"Tetrahedron Letters (2016), 57(30), 3287-3290","100-58-3, 106-43-4","92-52-4, 644-08-6","109-72-8, 12125-02-9","3264-82-2, 1808930-44-0","109-99-9, 110-54-3, 872-50-4, 7732-18-5",,,,,,,4,1,41,5,,,,,,"regioselective, in-situ generated catalyst in stage 1, Kumada-Tamao-Corriu coupling, optimization study",Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-OR | events: Ann+LGDisp+C-C,medium,0.7,1,
31-138-CAS-15793491,Kumada coupling,50,,,CC(C)(C)[Mg]Cl.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccc(C(C)(C)C)cc1.CCOC(=O)c1ccc(CC(C)C)cc1,"Tetrahedron Letters (2016), 57(30), 3287-3290","100-59-4, 19493-44-8","92-52-4, 3297-72-1","109-72-8, 12125-02-9","3264-82-2, 1808930-44-0","109-99-9, 110-54-3, 872-50-4, 7732-18-5",,,,,,,4,1,50,5,,,,,,"regioselective, in-situ generated catalyst in stage 1, Kumada-Tamao-Corriu coupling",Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-CO2R | events: Ann+LGDisp+C-O+C-C,medium,0.7,1,
31-138-CAS-15793497,Kumada coupling,31,,,CC(C)(C)[Mg]Cl.COc1ccccc1Br>>COc1ccccc1C(C)(C)C.COc1ccccc1CC(C)C,"Tetrahedron Letters (2016), 57(30), 3287-3290","6297-11-6, 28557-00-8","115033-91-5, 1651206-00-6","109-72-8, 12125-02-9","3264-82-2, 1808930-44-0","109-99-9, 110-54-3, 872-50-4, 7732-18-5",,,,,,,4,1,31,2,,,,,,"regioselective, in-situ generated catalyst in stage 1, Kumada-Tamao-Corriu coupling",Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-OR | events: Ann+LGDisp+C-C,medium,0.7,1,
31-138-CAS-15793503,Kumada coupling,39,,,CC(C)(C)[Mg]Cl.Fc1ccccc1Br>>CC(C)(C)c1ccccc1F.CC(C)Cc1ccccc1F,"Tetrahedron Letters (2016), 57(30), 3287-3290","677-22-5, 95-46-5","1074-92-6, 36301-29-8","109-72-8, 12125-02-9","3264-82-2, 1808930-44-0","109-99-9, 110-54-3, 872-50-4, 7732-18-5",,,,,,,4,1,39,1,,,,,,"regioselective, in-situ generated catalyst in stage 1, Kumada-Tamao-Corriu coupling",Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-F | events: Ann+LGDisp+C-C,medium,0.7,1,
31-138-CAS-19752622,Kumada coupling,74,,,Brc1ccc2ccccc2c1.CC(C)(C)[Mg]Cl>>CC(C)(C)c1ccc2ccccc2c1.CC(C)Cc1ccc2ccccc2c1,"China, CN109096338 A 2018-12-28","580-13-2, 677-22-5","2876-35-9, 26490-07-3",,"7718-54-9, 2260894-54-8",109-99-9,,,,,,,1,1,74,4,,,,,,sealed tube used,Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | events: Ann+LGDisp+C-C,medium,0.7,1,
31-138-CAS-19752624,Kumada coupling,5,,,Brc1cccc2ccccc12.CC(C)(C)[Mg]Cl>>CC(C)Cc1cccc2ccccc12.CC(C)(C)c1cccc2ccccc12,"China, CN109096338 A 2018-12-28","90-11-9, 677-22-5","16727-91-6, 17085-91-5",,"7718-54-9, 2260894-54-8",109-99-9,,,,,,,1,1,5,55,,,,,,sealed tube used,Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | events: Ann+LGDisp+C-C,medium,0.7,1,
31-138-CAS-19902700,Kumada coupling,45,,,CC(C)(C)[Mg]Cl.Brc1ccc2c(ccc3ccccc32)c1>>CC(C)(C)c1ccc2c(ccc3ccccc32)c1.CC(C)Cc1ccc2c(ccc3ccccc32)c1,"Chinese Chemical Letters (2019), 30(3), 597-600","352-33-0, 13139-86-1","450-39-5, 58970-19-7",67-56-1,7718-54-9,109-99-9,,,,,,,2,1,45,3,,,,,,Kumada coupling,Kumada,0.0,|Ar-Br|R3C-Mg* -> Ar-Alkyl | bond_formed: C-C; C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_formed_labeled: C-C; C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C-C(ar) | bond_broken: C-Mg; Br-C(ar) | events: Ann+LGDisp+C-C,high,0.85,0,
31-138-CAS-19902710,Kumada coupling,76,,,CC(C)(C)[Mg]Cl.Cc1ccc2cc(Br)ccc2n1>>Cc1ccc2cc(C(C)(C)C)ccc2n1.Cc1ccc2cc(CC(C)C)ccc2n1,"Chinese Chemical Letters (2019), 30(3), 597-600","100-58-3, 71813-50-8","4831-01-0, 157581-09-4",67-56-1,7718-54-9,109-99-9,,,,,,,2,1,76,4,,,,,,Kumada coupling,Kumada,0.0,|HeteroAr-Br|R3C-Mg* -> Ar-Alkyl | bond_formed: C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_broken: Br-C(ar); C-Mg | spectators: Ar-Alkyl|HeteroAr-H|Quinoline | events: Ann+LGDisp+C-C,high,0.85,0,
31-171-CAS-20298665,Kumada coupling,64,,,Clc1ccc(Br)cc1.[Li]CCCC.COc1ccc(S)cc1>>CCCCc1ccc(Sc2ccc(OC)cc2)cc1,"Chemistry - A European Journal (2019), 25(39), 9180-9184","626-60-8, 873-77-8",5957-97-1,865-47-4,1435347-24-2,108-88-3,,,,,,,2,1,64,,,,,,,reaction in a Schlenk flask,C_S_Coupling,0.0,|Alkyl-H|Ar-Br|Ar-Cl|Ar-SH -> Ar-SR | spectators: Ar-OR | events: LGDisp+C-S+C-C,high,0.85,1,
31-172-CAS-20298656,Kumada coupling,78,,,Clc1ccc(Br)cc1.[Li]CCCC.COc1cccc(N)c1>>CCCCc1ccc(Nc2cccc(OC)c2)cc1,"Chemistry - A European Journal (2019), 25(39), 9180-9184","1006-99-1, 100-58-3",71215-89-9,865-47-4,1435347-24-2,108-88-3,,,,,,,2,1,78,,,,,,,reaction in a Schlenk flask,Snar_cn,0.0,|Alkyl-H|Ar-Br|Ar-Cl|Ar-NH2 -> Ar-NHR | spectators: Ar-OR | events: LGDisp+C-N+C-C,high,0.85,1,
