reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-356-CAS-16016196,Steglich esterification,61,,,Oc1cccc(OCc2ccccc2)c1.CCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)O)cc2)cc1>>CCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3cccc(OCc4ccccc4)c3)cc2)cc1,"Revista de Chimie (Bucharest, Romania) (2016), 67(3), 446-450","70928-91-5, 115914-43-7",1708104-20-4,538-75-0,1122-58-3,75-09-2,,,,,,,2,1,61,,,,,,,"literature preparation, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-CO2R|Ar-OR|Bn-OR,medium,0.6,1,
31-356-CAS-16016201,Steglich esterification,63,,,Oc1cccc(OCc2ccccc2)c1.CCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)O)cc2)cc1>>CCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3cccc(OCc4ccccc4)c3)cc2)cc1,"Revista de Chimie (Bucharest, Romania) (2016), 67(3), 446-450","97-67-6, 71432-55-8",355126-91-9,538-75-0,1122-58-3,75-09-2,,,,,,,2,1,63,,,,,,,"literature preparation, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-CO2R|Ar-OR|Bn-OR,medium,0.6,1,
31-356-CAS-16016207,Steglich esterification,50,,,Oc1cccc(OCc2ccccc2)c1.CCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)O)cc2)cc1>>CCCCCCCCCOc1ccc(C(=O)Oc2ccc(C(=O)Oc3cccc(OCc4ccccc4)c3)cc2)cc1,"Revista de Chimie (Bucharest, Romania) (2016), 67(3), 446-450","3769-41-3, 52899-68-0",1236853-58-9,538-75-0,1122-58-3,75-09-2,,,,,,,2,1,50,,,,,,,"literature preparation, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-CO2R|Ar-OR|Bn-OR,medium,0.6,1,
31-356-CAS-16456586,Steglich esterification,64,,,C=CCC(=O)O.C=CC(O)c1ccccc1OCOC>>C=CCC(=O)OC(C=C)c1ccccc1OCOC,"Synthesis (2016), 48(24), 4509-4518","78-83-1, 140-10-3",31416-74-7,"538-75-0, 1122-58-3",,75-09-2,,,,,,,1,1,64,,,,,,,,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> Allyl-CO2R | spectators: Ar-Alkyl|Ar-OR|RCH2-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-16456588,Steglich esterification,85,,,C=CCC(=O)O.C=CC(O)CO[Si](C)(C)C(C)(C)C>>C=CCC(=O)OC(C=C)CO[Si](C)(C)C(C)(C)C,"Synthesis (2016), 48(24), 4509-4518","625-38-7, 10029-04-6",2002442-41-1,"538-75-0, 1122-58-3",,75-09-2,,,,,,,1,1,85,,,,,,,,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> Allyl-CO2R | spectators: Alkyl-Si*|R_acidic-H,medium,0.6,1,
31-356-CAS-16456591,Steglich esterification,70,,,C=CCC(=O)O.C=CC(O)[Si](C)(C)C>>C=CCC(=O)OC(C=C)[Si](C)(C)C,"Synthesis (2016), 48(24), 4509-4518","473-98-3, 2067-33-6",1821122-44-4,"538-75-0, 1122-58-3",,75-09-2,,,,,,,1,1,70,,,,,,,,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> Allyl-CO2R | spectators: Alkyl-Si*|R_acidic-H,medium,0.6,1,
31-356-CAS-16583210,Steglich esterification,73,,,CCCCCOc1ccc(C(=O)O)cc1.N#Cc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(O)cc3)cc2)cc1>>CCCCCOc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(C#N)cc4)cc3)cc2)cc1,"CrystEngComm (2016), 18(45), 8794-8802","3535-32-8, 16779-03-6",3077083-55-4,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,73,,,,,,,Steglich esterification,Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-CN|Ar-CO2R|Ar-OR,medium,0.6,1,
31-356-CAS-16814728,Steglich esterification,,,,C=CC(O)CCCCC.C=CC(OC(C)=O)C(=O)O>>C=C[C@H](OC(C)=O)C(=O)O[C@@H](C=C)CCCCC.C=C[C@@H](CCCCC)OC(=O)[C@@H](C=C)OC(C)=O,"Synthesis (2016), 48(24), 4509-4518","2387548-44-7, 2387548-45-8, 2387548-48-1","2387548-55-0, 2387548-56-1",538-75-0,1122-58-3,75-09-2,,,,,,,1,1,,,,,,,,,Esterification,0.0,|R2CH-CO2H|R2CH-OH -> Alkyl-CO2R|R2CH-CO2R | bond_formed: C-C; C-O; C-O; C-O | bond_formed_labeled: C-C; C-O; C-O; C-O | spectators: Alkyl-CO2R|R_acidic-H | events: C-O+C-C,high,1.0,0,
31-356-CAS-17858746,Steglich esterification,74,,,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)O.CN1CCc2ccccc2Cc2ccc(O)cc2CC1>>CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c(c1)CCN(C)CCc1ccccc1C2,"Tetrahedron Letters (2017), 58(37), 3640-3642","15872-41-0, 1864824-45-2",2050042-78-7,"538-75-0, 7487-88-9",1122-58-3,68-12-2,,,,,,,1,1,74,,,,,,,Steglich esterification,Esterification,0.0,|Ar-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|CH3-NR2|RCH2-NR2|R_acidic-H,medium,0.6,1,
31-356-CAS-1806119,Steglich esterification,29,,,CCCCCCCCCCCC(=O)O.Oc1ccc(N=Cc2cccnc2)cc1>>CCCCCCCCCCCC(=O)Oc1ccc(/N=C/c2cccnc2)cc1,"Molbank (2008), (3), No pp. given","142-62-1, 26213-37-6",3027770-68-6,538-75-0,1122-58-3,"68-12-2, 75-09-2",,,,,,,1,1,29,,,,,,,,Esterification,0.0,|Ar-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Ar-C=N|HeteroAr-H|Pyridine|R_acidic-H,medium,0.6,1,
31-356-CAS-1807782,Steglich esterification,93,,,CCC#CCC(=O)O.CC#CC(O)c1ccc(OC)cc1>>CC#CC(OC(=O)CC#CCC)c1ccc(OC)cc1,"Chemistry - A European Journal (2015), 21(1), 427-433","100-51-6, 110-44-1",80313-75-3,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,93,,,,,,,"Steglich esterification, Schlenk flask used",Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Alkynyl|Ar-Alkyl|Ar-OR|Propargyl-H|R_acidic-H,medium,0.6,1,
31-356-CAS-18784804,Steglich esterification,84,,,O=C(O)c1ccccc1.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1ccccc1,"Tetrahedron (2018), 74(24), 2942-2955","79-41-4, 676532-52-8",676532-47-1,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,84,,,,,,,Steglich esterification,Esterification,0.0,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar,medium,0.6,1,
31-356-CAS-18784805,Steglich esterification,83,,,O=C(O)c1cccc2ccccc12.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1cccc2ccccc12,"Tetrahedron (2018), 74(24), 2942-2955","132-60-5, 403-41-8",1008416-06-5,25952-53-8,1122-58-3,75-09-2,,,,,,,1,1,83,,,,,,,Steglich esterification,Esterification,0.0,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar,medium,0.6,1,
31-356-CAS-18784806,Steglich esterification,83,,,O=C(O)c1ccco1.OCCc1ccc2cccc-2cc1>>O=C(OCCc1ccc2cccc-2cc1)c1ccco1,"Tetrahedron (2018), 74(24), 2942-2955","97208-38-3, 103939-79-3",2893850-20-7,25952-53-8,1122-58-3,75-09-2,,,,,,,1,1,83,,,,,,,Steglich esterification,Esterification,0.0,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-Ar|Furan|HeteroAr-H,medium,0.6,1,
31-356-CAS-18784808,Steglich esterification,72,,,C/C=C/C=C/C(=O)O.OCCc1ccc2cccc-2cc1>>C/C=C/C=C/C(=O)OCCc1ccc2cccc-2cc1,"Tetrahedron (2018), 74(24), 2942-2955","61799-89-1, 115914-43-7",1708104-49-7,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,72,,,,,,,Steglich esterification,Esterification,0.0,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Alkenyl-Alkenyl|Ar-Alkyl|Ar-Ar,high,0.75,0,
31-356-CAS-18784809,Steglich esterification,59,,,CC(=O)O.OCCc1ccc2cccc-2cc1>>CC(=O)OCCc1ccc2cccc-2cc1,"Tetrahedron (2018), 74(24), 2942-2955","1490-04-6, 2841741-61-3",2896206-63-4,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,59,,,,,,,Steglich esterification,Esterification,0.0,|Alkyl-CO2H|RCH2-OH -> Alkyl-CO2R | spectators: Ar-Alkyl|Ar-Ar|R_acidic-H,high,0.75,0,
31-356-CAS-18790260,Steglich esterification,70,,,CO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>COC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,"Macromolecular Rapid Communications (2018), 39(7), n/a","625-38-7, 95061-68-0",2002442-28-4,538-75-0,1122-58-3,67-56-1,,,,,,,2,1,70,,,,,,,,Esterification,0.0,|CH3-OH|R2CH-CO2H -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H,high,0.75,0,
31-356-CAS-18790261,Steglich esterification,65,,,CCCCO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>CCCCOC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,"Macromolecular Rapid Communications (2018), 39(7), n/a","140-10-3, 4780-79-4",128638-90-4,538-75-0,1122-58-3,109-99-9,,,,,,,2,1,65,,,,,,,,Esterification,0.0,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-18790262,Steglich esterification,80,,,CCCCCCCCCCO.O=C(O)[C@H]1[C@@H]2C=C[C@@]3(COC(=O)[C@@H]13)O2>>CCCCCCCCCCOC(=O)[C@H]1[C@H]2C(=O)OC[C@]23C=C[C@H]1O3,"Macromolecular Rapid Communications (2018), 39(7), n/a","67-56-1, 103-82-2",101-41-7,538-75-0,1122-58-3,109-99-9,,,,,,,2,1,80,,,,,,,,Esterification,0.0,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: R2CH-CO2R|R3C-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-19030537,Steglich esterification,84,,,C=C[C@@H](CC[C@@H](C)O)OCc1ccc(OC)cc1.C=C[C@H](CC(=O)O)O[Si](C)(C)C(C)(C)C>>C=C[C@H](CC(=O)O[C@H](C)CC[C@H](C=C)OCc1ccc(OC)cc1)O[Si](C)(C)C(C)(C)C,"Journal of Natural Products (2018), 81(6), 1399-1404","75-08-1, 99-66-1",55006-73-0,"538-75-0, 1122-58-3",,75-09-2,,,,,,,1,1,84,,,,,,,Steglich esterification reaction,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkyl-Si*|Ar-OR|Bn-OR|R_acidic-H,medium,0.6,1,
31-356-CAS-19046238,Steglich esterification,86,,,CCOP(=O)(CC(=O)O)OCC.C[C@H](O)CCC[C@H](/C=C/I)O[Si](C)(C)C(C)(C)C>>CCOP(=O)(CC(=O)O[C@@H](C)CCC[C@H](/C=C/I)O[Si](C)(C)C(C)(C)C)OCC,"Organic Letters (2018), 20(15), 4606-4609","89-83-8, 943-89-5",2382709-38-6,25952-53-8,,75-09-2,,,,,,,1,1,86,,,,,,,key intermediate,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkenyl-I|Alkyl-Si*|R_acidic-H,medium,0.6,1,
31-356-CAS-19046265,Steglich esterification,78,,,CCOP(=O)(CC(=O)O)OCC.C[C@H](O)CCC[C@@H](/C=C/I)O[Si](C)(C)C(C)(C)C>>CCOP(=O)(CC(=O)O[C@@H](C)CCC[C@@H](/C=C/I)O[Si](C)(C)C(C)(C)C)OCC,"Organic Letters (2018), 20(15), 4606-4609","1201-25-8, 26157-10-8",2226424-67-3,25952-53-8,,75-09-2,,,,,,,1,1,78,,,,,,,,Esterification,0.0,|R2CH-OH|RCH2-CO2H -> RCH2-CO2R | spectators: Alkenyl-I|Alkyl-Si*|R_acidic-H,medium,0.6,1,
31-356-CAS-1911195,Steglich esterification,87,,,CC[C@H](C)COc1ccc(C(=O)O)cc1.Oc1ccc(CCCCCCCCCc2ccc(O)cc2)cc1>>CC[C@H](C)COc1ccc(C(=O)Oc2ccc(CCCCCCCCCc3ccc(OC(=O)c4ccc(OC[C@@H](C)CC)cc4)cc3)cc2)cc1,"Chemistry - A European Journal (2015), 21(22), 8158-8167","66227-33-6, 115914-43-7",1708104-42-0,1892-57-5,1122-58-3,75-09-2,,,,,,,1,1,87,,,,,,,"combinatorial, Steglich esterification",Esterification,0.0,|Ar-CO2H|Ar-OH -> Ar-CO2R | spectators: Ar-Alkyl|Ar-OR | events: Ann+C-O+C-C,medium,0.7,1,
31-356-CAS-19204209,Steglich esterification,,,,OCC1CC2C=CC1C2.CN1c2ccc(C(=O)O)cc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2>>CN1c2ccc(C(=O)OCC3CC4C=CC3C4)cc2C(C)(C)C12C=Cc1cc([N+](=O)[O-])ccc1O2,"Polymers (Basel, Switzerland) (2017), 9(11), 630/1-630/16","107-21-1, 598-78-7",129068-18-4,538-75-0,1122-58-3,75-09-2,,,,,,,1,1,,,,,,,,Steglich esterification,Esterification,0.0,|Ar-CO2H|RCH2-OH -> Ar-CO2R | spectators: Ar-Alkenyl|Ar-Alkyl|Ar-NO2|Ar-NR2|Ar-OR|CH3-NR2|R3C-NR2,medium,0.6,1,
31-356-CAS-19419106,Steglich esterification,55,,,CO.O=C(O)/C=C/c1ccccc1>>COC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","71637-34-8, 2841741-61-3",2896206-76-9,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,55,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|CH3-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,high,0.75,0,
31-356-CAS-19419107,Steglich esterification,69,,,CCCO.O=C(O)/C=C/c1ccccc1>>CCCOC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","2425-41-4, 117241-31-3",1235584-44-7,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,69,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,high,0.75,0,
31-356-CAS-19419108,Steglich esterification,95,,,CCCCCCO.O=C(O)/C=C/c1ccccc1>>CCCCCCOC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","15687-27-1, 108734-55-0",1252794-64-1,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,95,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,high,0.75,0,
31-356-CAS-19419109,Steglich esterification,93,,,CC(C)CCO.O=C(O)/C=C/c1ccccc1>>CC(C)CCOC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","78-92-2, 140-10-3",17377-82-1,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,93,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,medium,0.6,1,
31-356-CAS-19419111,Steglich esterification,92,,,OCC1CCCCC1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OCC1CCCCC1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","3575-31-3, 115914-43-7",1708104-29-3,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,92,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|RCH2-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,high,0.75,0,
31-356-CAS-19419113,Steglich esterification,92,,,CCC(C)O.O=C(O)/C=C/c1ccccc1>>CCC(C)OC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","591-80-0, 29514-09-8",3093583-85-5,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,92,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,medium,0.6,1,
31-356-CAS-19419114,Steglich esterification,58,,,OC1CCCCC1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OC1CCCCC1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","88-13-1, 1380717-76-9",1426923-22-9,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,58,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,medium,0.6,1,
31-356-CAS-19419115,Steglich esterification,65,,,OC(c1ccccc1)c1ccccc1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OC(c1ccccc1)c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","103-40-2, 36062-04-1",3027546-84-2,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,65,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|R2CH-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Alkyl,medium,0.6,1,
31-356-CAS-19419118,Steglich esterification,76,,,OCc1ccccc1.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)OCc1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","75-08-1, 97-61-0",89375-03-1,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,76,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl,high,0.75,0,
31-356-CAS-19419119,Steglich esterification,74,,,O=C(O)/C=C/c1ccccc1.OCc1cccc(Br)c1>>O=C(/C=C/c1ccccc1)OCc1cccc(Br)c1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","17814-72-1, 90111-17-4",1651197-49-7,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,74,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Br,high,0.75,0,
31-356-CAS-19419120,Steglich esterification,94,,,O=C(O)/C=C/c1ccccc1.OCc1ccc(Br)cc1>>O=C(/C=C/c1ccccc1)OCc1ccc(Br)cc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","98-73-7, 3053783-86-8",3053783-87-9,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,94,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Br,high,0.75,0,
31-356-CAS-19419121,Steglich esterification,71,,,O=C(O)/C=C/c1ccccc1.OCc1ccccc1Cl>>O=C(/C=C/c1ccccc1)OCc1ccccc1Cl,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","13764-20-0, 1384165-47-2",2883033-71-2,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,71,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl,medium,0.6,1,
31-356-CAS-19419123,Steglich esterification,87,,,O=C(O)/C=C/c1ccccc1.OCc1ccc(Cl)cc1>>O=C(/C=C/c1ccccc1)OCc1ccc(Cl)cc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","71-36-3, 940-62-5",123248-22-6,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,87,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl,high,0.75,0,
31-356-CAS-19419124,Steglich esterification,89,,,O=C(O)/C=C/c1ccccc1.COc1ccccc1CO>>COc1ccccc1COC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","1486-48-2, 113973-86-7",154774-22-8,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,89,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR,medium,0.6,1,
31-356-CAS-19419125,Steglich esterification,90,,,O=C(O)/C=C/c1ccccc1.COc1cccc(CO)c1>>COc1cccc(COC(=O)/C=C/c2ccccc2)c1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","140-10-3, 6971-51-3",2225909-87-3,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,90,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR,medium,0.6,1,
31-356-CAS-19419126,Steglich esterification,99,,,COc1ccc(CO)cc1.O=C(O)/C=C/c1ccccc1>>COc1ccc(COC(=O)/C=C/c2ccccc2)cc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","2916-68-9, 7764-95-6",1611461-56-3,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,99,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR,medium,0.6,1,
31-356-CAS-19419128,Steglich esterification,85,,,O=C(O)/C=C/c1ccccc1.COc1cccc(CO)c1OC>>COc1cccc(COC(=O)/C=C/c2ccccc2)c1OC,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","472-15-1, 15687-27-1",2823447-54-5,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,85,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Bn-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR,medium,0.6,1,
31-356-CAS-19419131,Steglich esterification,73,,,COc1cccc(OC)c1O.O=C(O)/C=C/c1ccccc1>>COc1cccc(OC)c1OC(=O)/C=C/c1ccccc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","26157-10-8, 30379-55-6",2226424-63-9,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,73,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-OR,medium,0.6,1,
31-356-CAS-19419134,Steglich esterification,71,,,Oc1ccccc1Cl.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)Oc1ccccc1Cl,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","88-67-5, 1384165-47-2",2883033-83-6,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,71,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl,medium,0.6,1,
31-356-CAS-19419135,Steglich esterification,60,,,Oc1c(Cl)cccc1Cl.O=C(O)/C=C/c1ccccc1>>O=C(/C=C/c1ccccc1)Oc1c(Cl)cccc1Cl,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","473-98-3, 2623-87-2",566919-41-3,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,60,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-Cl,medium,0.6,1,
31-356-CAS-19419137,Steglich esterification,72,,,O=C(O)/C=C/c1ccccc1.N#Cc1ccc(O)cc1>>N#Cc1ccc(OC(=O)/C=C/c2ccccc2)cc1,"Bioorganic & Medicinal Chemistry (2018), 26(19), 5291-5298","117241-31-3, 118795-59-8",2222487-22-9,25952-53-8,1122-58-3,75-05-8,,,,,,,1,1,72,,,,,,,"green chemistry, Steglich esterification",Esterification,0.0,|Alkenyl-CO2H|Ar-OH -> Alkenyl-CO2R | spectators: Ar-Alkenyl|Ar-CN,medium,0.6,1,
31-356-CAS-19508089,Steglich esterification,,,,CO.N[C@H](Cc1ccc(O)cc1)C(=O)O>>COC(=O)[C@H](N)Cc1ccc(O)cc1,"European Journal of Organic Chemistry (2018), 2018(48), 6952-6965",2309304-83-2,2309305-36-8,7791-25-5,,67-56-1,,,,,,,1,1,,,,,,,,,Esterification,0.0,|CH3-OH|R2CH-CO2H -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R2CH-NH2|R_acidic-H,high,0.75,0,
31-356-CAS-19508093,Steglich esterification,81,,,CO.N[C@H](Cc1ccc(O)cc1)C(=O)O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,"European Journal of Organic Chemistry (2018), 2018(48), 6952-6965","27326-43-8, 335248-50-5",335248-53-8,"7791-25-5, 121-44-8",,"67-56-1, 75-09-2",,,,,,,2,1,81,,,,,,,,Esterification,0.0,|CH3-OH|Inorganic|R2CH-CO2H|R2CH-NH2 -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-OH|R_acidic-H | events: Amid+C-N,medium,0.55,1,
31-356-CAS-19508094,Steglich esterification,75,,,CO.Cl.N[C@H](Cc1ccc(O)c(Cl)c1)C(=O)O.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)[C@@H](Cc1ccc(O)c(Cl)c1)NC(=O)OC(C)(C)C,"European Journal of Organic Chemistry (2018), 2018(48), 6952-6965","140-10-3, 536-60-7",2770695-42-4,"7791-25-5, 121-44-8",,"67-56-1, 75-09-2",,,,,,,2,1,75,,,,,,,,Esterification,0.0,|CH3-OH|Inorganic|R2CH-CO2H|R2CH-NH2 -> R2CH-CO2R | spectators: Ar-Alkyl|Ar-Cl|Ar-OH|R_acidic-H | events: Amid+C-N,medium,0.55,1,
