reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-339-CAS-19299049,DIBAL‑H Partial reductions,54,,,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1>>CC1=C(/C=C/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,"Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862","472-87-7, 867-13-0",2230608-52-1,"109-72-8, 7226-23-5, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,54,,,,,,,"stereoselective, overall yield 12% from safranal, Wittig-Horner reaction (stage 1)",Michael_addition,0.0,|Alkenyl-CO2R -> Alkenyl-Alkenyl | spectators: Alkenyl-Alkenyl|Alkenyl-CHO,high,0.85,1,
31-339-CAS-19299050,DIBAL‑H Partial reductions,22,,,CCOC(=O)/C=C(\C)CP(=O)(OCC)OCC.CC1=C(/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1>>CC1=C(/C=C/C(C)=C/C=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1,"Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862",869205-72-1,869205-76-5,"109-72-8, 7226-23-5, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,22,,,,,,,"stereoselective, overall yield 4% from safranal, Wittig-Horner reaction (stage 1)",Michael_addition,0.0,|Alkenyl-CO2R -> Alkenyl-Alkenyl | spectators: Alkenyl-Alkenyl|Alkenyl-CHO,high,0.85,1,
31-339-CAS-19299051,DIBAL‑H Partial reductions,54,,,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CC=C1.CCOC(=O)CP(=O)(OCC)OCC>>CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=O)C(C)(C)CC=C1,"Journal of Physical Chemistry Letters (2018), 9(11), 2857-2862",3098271-95-2,3098272-19-3,"7646-69-7, 1191-15-7, 1313-13-9",,"109-99-9, 60-29-7",,,,,,,3,1,54,,,,,,,"stereoselective, overall yield 9% from safranal, Wittig-Horner reaction (stage 1)",Claisen_condensation,0.0,|RCH2-CO2R|R_acidic-H -> Alkenyl-Alkenyl | spectators: Alkenyl-Alkenyl|Alkenyl-CHO,high,0.85,1,
31-491-CAS-10868480,DIBAL‑H Partial reductions,45,,,O=C1CCCCCO1>>CC(O)CCCC=O,"Journal of Organic Chemistry (1984), 49(10), 1717-24",3098272-16-0,3098272-38-6,,,,,,,,,,1,1,45,,,,,,,,Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH | bond_broken: C-O | spectators: R_acidic-H,high,1.0,0,
31-513-CAS-11480402,DIBAL‑H Partial reductions,43,,,CC(C)[C@@H]1CC[C@@H](C)CC(=O)O1>>CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,"Khimiya Rastitel'nogo Syr'ya (2007), (3), 23-32",1855005-37-6,"1855005-38-7, 1855005-39-8",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,3,1,43,43,,,,,,1 equiv. Dibal-H; reaction followed by TLC; third stage 3ml:10mL THF:water,Claisen_condensation / Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH|R2CH-OR|RCH2-CHO | bond_formed: C-C; C-C; C-C; C-O | bond_formed_labeled: C-C; C-C; C-C; C-O | spectators: R_acidic-H | events: C-O+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,1.0,0,
31-513-CAS-11888126,DIBAL‑H Partial reductions,,,,C=C1C(=O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C>>C=C1C(O)O[C@H](c2ccc3c(c2)OCO3)[C@@H]1C.C=C(C=O)[C@@H](C)[C@H](O)c1ccc2c(c1)OCO2,"ACS Chemical Biology (2012), 7(11), 1873-1883","1191-15-7, 4547-43-7","34067-76-0, 2505486-68-8","1191-15-7, 67-56-1, 1310-73-2",,"75-09-2, 108-88-3, 7732-18-5",,,,,,"To a cooled (-78 °C) solution of α,β-unsaturated lactone 8 (15 mg, 0.064 mmol) in CH2Cl2 (2 mL) was added DIBALH (65 μL, 1.0 M in toluene, 0.064 mmol). After stirring for 10 min at -78 °C, the reaction mixture was quenched by addition of MeOH. 1N-NaOH and H2O were added and the resulting mixture was stirred for 1 h at 25 °C. The layers were separated, and the aqueous layer was extracted with CH2Cl2. The combined organic layers were dried over anhydrous Na2SO4 and concentrated in vacuo. The residue was purified by column chromatography (silica gel, EtOAc/hexanes, 1/4) to afford a mixture of lactol 9 and aldehyde. Yield 13 mg, 87%.",3,1,,,,,,,,87% combined yield,Michael_addition / Reduction_ester_to_alcohol,0.0,|Alkenyl-CO2R -> Ar-OR | bond_formed: C-C(ar); C-O | bond_formed_labeled: C-C(ar); C-O | spectators: Ar-Alkyl|Ar-OR | events: Ann+C-O+C-C | reaction_types: Michael_addition+Reduction_ester_to_alcohol,high,0.85,0,
31-513-CAS-12117307,DIBAL‑H Partial reductions,,,,O=C1OCc2ccccc21>>O=Cc1ccccc1CO.OC1OCc2ccccc21,"ChemCatChem (2013), 5(11), 3309-3315",137277-93-1,"152090-47-6, 152090-48-7","1191-15-7, 7757-82-6",,"75-09-2, 7732-18-5",,,,,,,2,1,,,,,,,,"incremental addition of Na2SO4 in stage 2, 78% overall yield",Claisen_condensation / Reduction_ester_to_alcohol,0.0,|Ar-CO2R -> Ar-CHO|Bn-OH|Bn-OR|R2CH-OH | bond_formed: C(ar)-C(ar); C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar); C(ar)-C(ar) | spectators: Ar-Alkyl | events: Ann+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,0.85,0,
31-513-CAS-18912208,DIBAL‑H Partial reductions,99,,,CC(=O)c1ccccc1.CCOC(=O)c1cccc(C)c1>>CC(O)c1ccccc1.Cc1cccc(C=O)c1,"Tetrahedron (2018), 74(31), 4236-4241","93-89-0, 13577-85-0","66-99-9, 100-52-7","1191-15-7, 7647-01-0",,"109-99-9, 7732-18-5",,,,,,,2,1,99,2,,,,,,"chemoselective, reactant also recovered in 92% yield",Reduction_ester_to_alcohol,0.0,|Ar-CO2R|Ar-COR -> R2CH-OH | bond_broken: C-O | spectators: Ar-Alkyl,high,1.0,0,
31-513-CAS-22769968,DIBAL‑H Partial reductions,65,,,O=C1CCCCO1>>OC1CCCCO1.O=CCCCCO,"Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",4192-77-2,"4407-36-7, 14371-10-9",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,65,25,,,,,,,Claisen_condensation / Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH|RCH2-CHO|RCH2-OH|RCH2-OR | bond_formed: C-O; C-C | bond_formed_labeled: C-O; C-C | spectators: R_acidic-H | events: C-O+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,1.0,0,
31-513-CAS-22769969,DIBAL‑H Partial reductions,15,,,O=C1CCCCCCO1>>O=CCCCCCCO.OC1CCCCCCO1,"Russian Journal of Organic Chemistry (2020), 56(8), 1353-1358",30614-77-8,"7040-25-7, 37656-23-8",1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,,1,1,15,37,,,,,,,Claisen_condensation / Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH|RCH2-CHO|RCH2-OH|RCH2-OR | bond_formed: C-O; C-C | bond_formed_labeled: C-O; C-C | spectators: R_acidic-H | events: C-O+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,1.0,0,
31-513-CAS-65032,DIBAL‑H Partial reductions,,,,CC1CC[C@@H](C(C)C)CC(=O)O1>>CC1CC[C@@H](C(C)C)CC(O)O1.CC(O)CC[C@H](CC=O)C(C)C,"Chemistry of Natural Compounds (2012), 47(6), 896-898",87-41-2,"55479-94-2, 59868-79-0",1191-15-7,,"108-88-3, 109-99-9, 7732-18-5",,,,,,"b) A solution of DIBAH (6.0 mL, 24.0 mmol, 73%) in toluene and anhydrous toluene (or THF) (20 mL) (Ar, -70°C) was treated dropwise with lactone 6 (2.00 g, 11.8 mmol) in anhydrous toluene (or THF) (20 mL), held at -70°C for 2 h, and treated at the same temperature with a mixture of THF (10 mL) and H2O (10 mL). Then, the reaction mixture was warmed to room temperature, diluted with CH2Cl2 (50 mL), filtered through a layer of Al2O3 (5 cm), dried over Na2SO4, and evaporated. Analogous mixture of 7 and 8 (1.78 g, 88%) (in THF, 1.73 g, 85%). 4R-Isopropyl-7-methyloxepan-2-ol (7) and 6-Hydroxy-3R-isopropylheptanal (8). 4R-Isopropyl-7-methyloxepan-2-ol (7). Rf 0.41 (PE:EtOAc, 7:3). PMR spectrum (CDCl3, δ, ppm, J/Hz, from the mixture with 8): 0.80 and 0.82 [6H, both d, J = 6.5, (CH3)2CH-4], 1.15 [1.10] (3H, d, J = 6.6, CH3-7), 1.15-1.23 (1H, m, H-5a), 1.35-1.47 (1H, m, H-3a), 1.38-1.45 (1H, m, H-5b), 1.49-1.52 (1H, m, H-6a), 1.70-1.81 (1H, m, H-3b), 1.70-1.87 (1H, m, H-4), 1.71-1.79 (1H, m, H-6b), 1.75-1.83 [1H, m, (CH3)2CH-4], 3.88-3.95 [3.72-3.81] (1H, m, H-7), 4.75 [4.83] (1H, dd, J = 9.4, 5.5 [8.1, 5.0], H-2). 13C NMR spectrum (CDCl3, from the mixture with 8): 18.37 [18.74] and 18.94 [19.37] [both q, (CH3)2CH-4], 23.07 [20.44] (q, CH3-7), 28.41 [27.98] [d, (CH3)2CH-4], 32.74 [30.64] (t, C-5), 36.60 [35.23] (t, C-6), 38.09 [37.65] (t, C-3), 38.44 [42.02] (d, C-4), 66.52 [70.33] (d, C-7), 95.31 [97.02] (d, C-2). 6-Hydroxy-3R-isopropylheptanal (8). Rf 0.20 (PE:EtOAc, 7:3). PMR spectrum (CDCl3, δ, ppm, J/Hz, from the mixture with 7): 0.80 and 0.83 [6H, both d, J = 6.5, (CH3)2CH-3], 1.05 [1.10] (3H, d, J = 6.6, H-7), 1.31-1.44 (1H, m, H-4a), 1.46-1.57 (1H, m, H-4b), 1.60-1.65 (1H, m, H-3), 1.65-1.72 (1H, m, H-5a), 1.80-1.87 [1H, m, (CH3)2CH-3], 2.15-2.20 (1H, m, H-5b), 2.23 (1H, ddd, J = 17.4, 6.0, 2.3, H-2a), 2.36 (1H, ddd, J = 17.4, 6.9, 2.3, H-2b), 3.50 (1H, br.s, OH), 3.90-4.0 [3.63-3.72] (1H, m, H-6), 9.72 (1H, t, J = 2.3, H-1). 13C NMR spectrum (CDCl3, from the mixture with 7): 18.29 [18.25] and 19.12 [19.66] [both q, (CH3)2CH-3], 23.21 [21.48] (q, C-7), 27.89 [29.78] [d, (CH3)2CH-4], 30.09 [29.78] (t, C-4), 38.06 [38.53] (t, C-5), 38.79 [38.44] (d, C-3), 45.52 [45.43] (t, C-2), 70.18 [72.02] (d, C-6), 203.31 [203.16] (d, C-1).",2,1,,,,,,,,"alternative solvent (THF) may be used, alternative method gave lower yield, 88% combined yield",Claisen_condensation / Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH|R2CH-OR|RCH2-CHO | bond_formed: C-C; C-C; C-O | bond_formed_labeled: C-C; C-C; C-O | spectators: R_acidic-H | events: C-O+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,1.0,0,
31-515-CAS-10250078,DIBAL‑H Partial reductions,57,,,COC(=O)/C=C/CCc1ccccc1>>O=C/C=C/CCc1ccccc1.OC/C=C/CCc1ccccc1,"European Journal of Organic Chemistry (2014), 2014(27), 6010-6016","93-89-0, 14660-52-7","100-52-7, 1191-30-6","1191-15-7, 64-17-5",,108-88-3,,,,,,,2,1,57,14,,,,,,selective reduction of ester,Reduction_ester_to_alcohol,0.0,|Alkenyl-CO2R -> RCH2-OH | bond_formed: C-C; C-C | bond_formed_labeled: C-C; C-C | bond_broken: C-O | spectators: Ar-Alkyl | events: Ann+C-C,high,0.85,0,
31-515-CAS-11422111,DIBAL‑H Partial reductions,85,,,CC1CC[C@@H](C(C)C)CC(=O)O1>>CC(O)CC[C@H](CC(O)OC(C)CC[C@H](CC=O)C(C)C)C(C)C,"Chemistry of Natural Compounds (2012), 47(6), 896-898",30614-77-8,37656-23-8,1191-15-7,,"75-09-2, 108-88-3, 109-99-9, 7732-18-5",,,,,,"6{[1,6-Dihydroxy-3R-isopropylheptyl]-oxy}-3R-isopropylheptanal (10). A solution of lactone 6 (2.00 g, 11.8 mmol) in dry CH2Cl2 (40 mL) (Ar, -70°C) was treated dropwise with a solution of DIBAH (3.0 mL, 12.0 mmol, 73%) in toluene, held at that temperature for 1 h, treated at -65°C with a mixture of THF (10 mL) and H2O (3 mL), and stirred at that same temperature for 1 h. The mixture was warmed to room temperature, diluted with CH2Cl2 (50 mL), filtered through a layer of Al2O3 (5 cm), rinsing with CH2Cl2. The filtrate was dried over Na2SO4 and evaporated. 10 (1.6 g, 80%). PMR spectrum (CDCl3, δ, ppm, J/Hz): 0.75-0.85 [12H, both d, J = 6.8, (CH3)2CH-3, (CH3)2CH-3′], 0.95 (3H, d, J = 6.2, CH3-7), 1.08 [1.12] (3H, d, J = 6.2, H-7′), 1.28-1.37 (2H, m, H-4a, H-4a′), 1.30-1.37 (1H, m, H-2′a), 1.45-1.52 (1H, m, H-2′b), 1.60-1.68 (2H, m, H-4b, H-4′b), 1.68-1.74 [4H, m, H-3, H-3′, (CH3)2CH-3, (CH3)2CH-3′], 1.72-1.80 (1H, m, H-5a), 1.79-1.84 (1H, m, H-5′a), 2.21 (1H, ddd, J = 16.8, 6.4, 5.2, H-2a), 2.30-2.33 (1H, m, H-5b), 2.32 (1H, ddd, J = 16.8, 6.4, 5.2, H-2b), 2.36-2.43 (1H, m, H-5′b), 3.6 (2H, br.s, HO-6, HO-1), 3.68-3.74 (1H, m, H-6), 4.31-4.43 (1H, m, H-6′), 4.78 [5.07] (1H, dd, J = 9.0, 5.6 [9.1, 5.4], H-1′), 9.71 (1H, dd, J = 6.4, 5.6, H-1). 13C NMR spectrum (CDCl3): 18.13, 19.55 [both q, (CH3)2CH-3], 18.39, 19.06 [both q, (CH3)2CH-3′], 23.24 [22.12] (q, C-7), 23.30 [22.40] (q, C-7′), 26.88 (t, C-4), 27.49 (t, C-4′), 28.99 [29.22] [d, (CH3)2CH-3], 29.48 [29.37] [d, (CH3)2CH-3′], 33.41 [33.73] (d, C-3′), 37.97 [38.44] (t, C-5′), 38.21 [38.73] (t, C-5), 38.29 [37.97] (t, C-2′), 38.44 (d, C-3), 45.30 (t, C-2), 67.72 [67.90] (d, C-6), 70.42 [70.98] (d, C-6′), 99.39 [99.27] (d, C-1′), 203.35 (d, C-1).",2,1,85,,,,,,,,Claisen_condensation / Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> R2CH-OH|R2CH-OR|RCH2-CHO | bond_formed: C-C; C-C; C-C; C-C; C-O | bond_formed_labeled: C-C; C-C; C-C; C-C; C-O | spectators: R_acidic-H | events: C-O+C-C | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol,high,1.0,0,
31-515-CAS-11786945,DIBAL‑H Partial reductions,4,,,CCOC(=O)/C=C/c1ccc(OC)cc1>>COc1ccc(/C=C/C=O)cc1.COc1ccc(/C=C/CO)cc1,"European Journal of Organic Chemistry (2014), 2014(27), 6010-6016",623-42-7,"71-36-3, 123-72-8","1191-15-7, 64-17-5",,108-88-3,,,,,,,2,1,4,16,,,,,,selective reduction of ester,Michael_addition / Reduction_ester_to_alcohol,0.0,|Alkenyl-CO2R -> Alkenyl-CHO|RCH2-OH | bond_formed: C-C(ar); C-C(ar); C(ar)-C(ar); C(ar)-C(ar) | bond_formed_labeled: C-C(ar); C-C(ar); C(ar)-C(ar); C(ar)-C(ar) | bond_broken: C-C | spectators: Ar-Alkenyl|Ar-OR | events: Ann+C-C | reaction_types: Michael_addition+Reduction_ester_to_alcohol,high,0.85,0,
31-515-CAS-12793218,DIBAL‑H Partial reductions,,,,COC(=O)C[C@H](C)CC[C@H](O)C(C)C>>CC(C)[C@@H]1CC[C@@H](C)C[C@@H](O)O1.CC(C)[C@@H](O)CC[C@@H](C)CC=O,"Russian Journal of Organic Chemistry (2015), 51(7), 947-950",1263400-98-1,"1338229-48-3, 1338229-49-4","1191-15-7, 7732-18-5",,"75-09-2, 108-88-3, 109-99-9",,,,,,,2,1,,,,,,,,"stereoselective, mixture yield, 80",Claisen_condensation,0.0,|RCH2-CO2R -> R2CH-OR|RCH2-CHO | spectators: R2CH-OH|R_acidic-H | events: Ann+C-O+C-C,medium,0.7,1,
31-515-CAS-13857693,DIBAL‑H Partial reductions,82,,,CCOC(=O)/C=C/CCc1ccccc1>>O=C/C=C/CCc1ccccc1.OC/C=C/CCc1ccccc1,"European Journal of Organic Chemistry (2014), 2014(27), 6010-6016",55282-95-6,"37868-70-5, 75553-23-0","1191-15-7, 64-17-5",,108-88-3,,,,,,,2,1,82,6,,,,,,"selective reduction of ester, optimization study (optimized on concentration of 2a, concentration of DIBAL-H, flow rate, time and temperature)",Reduction_ester_to_alcohol,0.0,|Alkenyl-CO2R -> RCH2-OH | bond_formed: C-C; C-C; C-C | bond_formed_labeled: C-C; C-C; C-C | bond_broken: C-O | spectators: Ar-Alkyl | events: Ann+C-C,high,0.85,0,
31-515-CAS-18510790,DIBAL‑H Partial reductions,86,,,CCCCCC(=O)OC>>CCCCCC=O.CCCCCCO,"Lab on a Chip (2016), 16(6), 977-983","94-30-4, 611-74-5","100-52-7, 123-11-5",1191-15-7,,108-88-3,,,,,,,1,1,86,,,,,,,"selectivity of hexanal = 86%, selectivity of 1-hexanol = 12%, selectivity of reactant = 2%, selective reduction, optimization study, optimized on time",Reduction_ester_to_alcohol,0.0,|RCH2-CO2R -> RCH2-OH | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: R_acidic-H,high,1.0,0,
31-515-CAS-19162877,DIBAL‑H Partial reductions,79,,,C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C(=O)OCC)ncn1-2>>C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(C=O)ncn1-2.C#Cc1ccc2c(c1)C(c1ccccn1)=NCc1c(CO)ncn1-2,"Synthesis (2018), 50(20), 4124-4132",934334-24-4,"37868-70-5, 75553-23-0",240490-44-2,,75-09-2,,,,,,,1,1,79,12,,,,,,"optimization study, optimized on stoichiometry of reagent, optimized on temperature, optimized on time, product depends on reaction conditions",Reduction_ester_to_alcohol,0.0,|Ar-CO2R -> Bn-OH | bond_formed: C(ar)-N(ar); C(ar)-N(ar); C-N(ar); C-N(ar) | bond_formed_labeled: C(ar)-N(ar); C(ar)-N(ar); C-N(ar); C-N(ar) | bond_broken: C-O | spectators: Ar-Alkyl|Ar-Alkynyl_terminal|Ar-AromN|Ar-C=N|HeteroAr-H|Pyridine | events: Ann+C-N,high,0.85,0,
