reaction_smiles,detected_reaction_type,reaction_key
O=C(O)C(=O)c1ccccc1.COC(=O)c1ncc2cc(Oc3ccccc3)ccc2c1O>>COC(=O)c1nc(C(=O)c2ccccc2)c2cc(Oc3ccccc3)ccc2c1O,Minisci_acylation,|Acyl-CO2H|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: C-C | spectators: Ar-CO2R|Ar-COR|Ar-OR|HeteroAr-OH|Isoquinoline
O=C(O)C(=O)c1ccccc1.Cn1c(=O)cnc2ccccc21>>Cn1c(=O)c(C(=O)c2ccccc2)nc2ccccc21,Minisci_acylation,|Acyl-CO2H|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: C-C | spectators: Alkyl-AromN|Ar-COR|Pyrimidine
Cc1cccc2cccnc12.O=C(O)C(=O)c1ccccc1>>Cc1cccc2ccc(C(=O)c3ccccc3)nc12,Minisci_acylation,|Acyl-CO2H|HeteroAr-H -> Ar-COR | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar) | bond_broken: C-C | spectators: Ar-Alkyl|Ar-COR|Quinoline
O=C(O)C(=O)c1ccccc1.C=CC(=O)OC(C)(C)C>>CC(C)(C)OC(=O)CCC(=O)c1ccccc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR
C=CC(=O)OC(C)(C)C.Cc1ccc(C(=O)C(=O)O)cc1>>Cc1ccc(C(=O)CCC(=O)OC(C)(C)C)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-Alkyl|Ar-COR
C=CC(=O)OC(C)(C)C.COc1ccc(C(=O)C(=O)O)cc1>>COc1ccc(C(=O)CCC(=O)OC(C)(C)C)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR|Ar-OR
C=CC(=O)OC(C)(C)C.CN(C)c1ccc(C(=O)C(=O)O)cc1>>CN(C)c1ccc(C(=O)CCC(=O)OC(C)(C)C)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR|Ar-NR2|CH3-NR2
C=CC(=O)OC(C)(C)C.O=C(O)C(=O)c1ccc(F)cc1>>CC(C)(C)OC(=O)CCC(=O)c1ccc(F)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR|Ar-F
C=CC(=O)OC(C)(C)C.O=C(O)C(=O)c1ccc(Cl)cc1>>CC(C)(C)OC(=O)CCC(=O)c1ccc(Cl)cc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR|Ar-Cl
C=CC(=O)OC(C)(C)C.Cc1cccc(C(=O)C(=O)O)c1>>Cc1cccc(C(=O)CCC(=O)OC(C)(C)C)c1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-Alkyl|Ar-COR
C=CC(=O)OC(C)(C)C.Cc1ccccc1C(=O)C(=O)O>>Cc1ccccc1C(=O)CCC(=O)OC(C)(C)C,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-Alkyl|Ar-COR
C=CC(=O)OC(C)(C)C.Cc1ccc(C)c(C(=O)C(=O)O)c1>>Cc1ccc(C)c(C(=O)CCC(=O)OC(C)(C)C)c1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-Alkyl|Ar-COR
C=CC(=O)OC(C)(C)C.COc1ccc(OC)c(C(=O)C(=O)O)c1>>COc1ccc(OC)c(C(=O)CCC(=O)OC(C)(C)C)c1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR|Ar-OR
C=CC(=O)OC(C)(C)C.O=C(O)C(=O)c1ccc2ccccc2c1>>CC(C)(C)OC(=O)CCC(=O)c1ccc2ccccc2c1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR
C=CC(=O)OCC.O=C(O)C(=O)c1ccccc1>>CCOC(=O)CCC(=O)c1ccccc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR
C=C(C)C(=O)OCC.O=C(O)C(=O)c1ccccc1>>CCOC(=O)C(C)CC(=O)c1ccccc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> R2CH-CO2R|R_acidic-H | spectators: Ar-COR
O=C(O)C(=O)c1ccccc1.C=CC(=O)OC1CCCCC1>>O=C(CCC(=O)c1ccccc1)OC1CCCCC1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> RCH2-CO2R|R_acidic-H | spectators: Ar-COR
O=C(O)C(=O)c1ccccc1.COC(=O)/C=C/C(=O)OC>>COC(=O)CC(C(=O)OC)C(=O)c1ccccc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> R2CH-CO2R|RCH2-CO2R|R_acidic-H | spectators: Ar-COR
O=C(O)C(=O)c1ccccc1.CC=C(C(=O)OCC)C(=O)OCC>>CCOC(=O)C(C(=O)OCC)C(C)C(=O)c1ccccc1,Michael_addition,|Acyl-CO2H|Alkenyl-CO2R -> R2CH-CO2R|R_acidic-H | spectators: Ar-COR
O=C(C=Cc1ccccc1)c1ccccc1.O=C(O)C(=O)c1ccccc1>>O=C(CC(C(=O)c1ccccc1)c1ccccc1)c1ccccc1,Wacker_oxidation / Reduction_carbonyl,|Acyl-CO2H|Alkenyl-COR|Ar-Alkenyl -> Ar-COR | spectators: Ar-COR | reaction_types: Wacker_oxidation+Reduction_carbonyl
O=C(O)C(=O)c1ccccc1.O=C(C=Cc1ccc(F)cc1)c1ccccc1>>O=C(CC(C(=O)c1ccccc1)c1ccc(F)cc1)c1ccccc1,Wacker_oxidation / Reduction_carbonyl,|Acyl-CO2H|Alkenyl-COR|Ar-Alkenyl -> Ar-COR | spectators: Ar-COR|Ar-F | reaction_types: Wacker_oxidation+Reduction_carbonyl
O=C(O)C(=O)c1ccccc1.COc1ccc(C=CC(=O)c2ccccc2)cc1>>COc1ccc(C(CC(=O)c2ccccc2)C(=O)c2ccccc2)cc1,Wacker_oxidation / Reduction_carbonyl,|Acyl-CO2H|Alkenyl-COR|Ar-Alkenyl -> Ar-COR | spectators: Ar-COR|Ar-OR | reaction_types: Wacker_oxidation+Reduction_carbonyl
O=C(O)C(=O)c1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-CN|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-I -> [] | bond_formed: C-C(ar) | bond_broken: C(ar)-I; C-C | spectators: Ar-CN|Ar-COR | events: LGDisp+C-C
FC(F)(F)c1ccc(Br)cc1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1ccc(C(F)(F)F)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-CF3|Ar-COR | events: LGDisp+C-C
CC(=O)c1ccc(Br)cc1.O=C(O)C(=O)c1ccccc1>>CC(=O)c1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-COR|R_acidic-H | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.COC(=O)c1ccc(Br)cc1>>COC(=O)c1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-CO2R|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-CO2R|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.O=Cc1ccc(Br)cc1>>O=Cc1ccc(C(=O)c2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-CHO|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.N#Cc1ccccc1Br>>N#Cc1ccccc1C(=O)c1ccccc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-CN|Ar-COR | events: LGDisp+C-C
COC(=O)c1ccccc1Br.O=C(O)C(=O)c1ccccc1>>COC(=O)c1ccccc1C(=O)c1ccccc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | bond_formed: C-C(ar) | bond_broken: Br-C(ar); C-C | spectators: Ar-CO2R|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.O=C(c1ccccc1)c1ccccc1Br>>O=C(c1ccccc1)c1ccccc1C(=O)c1ccccc1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.N#Cc1ccc(Br)cc1C(F)(F)F>>N#Cc1ccc(C(=O)c2ccccc2)cc1C(F)(F)F,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-CF3|Ar-CN|Ar-COR | events: LGDisp+C-C
FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1.O=C(O)C(=O)c1ccccc1>>O=C(c1ccccc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-CF3|Ar-COR | events: LGDisp+C-C
O=C(O)C(=O)c1ccccc1.N#Cc1cc(Br)cc(C(F)(F)F)c1>>N#Cc1cc(C(=O)c2ccccc2)cc(C(F)(F)F)c1,Multi-Event:LGDisp+C-C,|Acyl-CO2H|Ar-Br -> [] | spectators: Ar-CF3|Ar-CN|Ar-COR | events: LGDisp+C-C
