reaction_smiles,detected_reaction_type,reaction_key
CC(C)=C(C)Br>>CC(C)=C(C)I,Halogenation_unsaturated,|Alkenyl-Br -> Alkenyl-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: Br-C
N#Cc1ccc(C=O)cc1.C[Si](C)(C)C(F)(F)Br>>N#Cc1ccc(C(O)C(F)(F)I)cc1,Reduction_carbonyl,|Alkyl-Br|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Alkyl-F|Ar-CN | events: LGDisp+C-C
CCCCC(C)I>>CCCCC(C)Br,Aliphatic_Halide_Exchange,|R2CH-I -> R2CH-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-I
FC1CCCCC1>>C1=CCCCC1.IC1CCCCC1,Aliphatic_Halide_Exchange,|R2CH-F -> R2CH-I | bond_formed: C-C; C-C; C-I | bond_formed_labeled: C-C; C-C; C-I | bond_broken: C-F | events: Ann+LGDisp+C-C
C=C(CCl)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1>>C=C(CI)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: Ar-Alkyl|Ar-CO2R
CO[C@H]1O[C@H](COCCCCCl)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCCl>>CO[C@H]1O[C@H](COCCCCI)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCI,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-I | bond_formed: C-I; C-I | bond_formed_labeled: C-I; C-I | bond_broken: C-Cl | spectators: R2CH-OR|R3C-OR|RCH2-OR
O=Cc1ccco1.C[Si](C)(C)C(F)(F)Br>>OC(c1ccco1)C(F)(F)I,Reduction_carbonyl,|Alkyl-Br|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Alkyl-F|Furan|HeteroAr-H | events: LGDisp+C-C
O=Cc1ccccc1[N+](=O)[O-].C[Si](C)(C)C(F)(F)Br>>O=[N+]([O-])c1ccccc1C(O)C(F)(F)I,Reduction_carbonyl,|Alkyl-Br|Alkyl-Si*|Ar-CHO -> Ar-Alkyl|R2CH-OH | spectators: Alkyl-F|Ar-NO2 | events: LGDisp+C-C
CCC(C)(C)I>>CCC(C)(C)Br,Aliphatic_Halide_Exchange,|R3C-I -> R3C-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-I
ClCc1ccccc1>>BrCc1ccccc1,Aliphatic_Halide_Exchange,|Bn-Cl -> Bn-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-Cl
BrC12CC3CC4C5CC(CC41)CC2C5C3>>FC12CC3CC4C5CC(CC41)CC2C5C3,Aliphatic_Halide_Exchange,|R3C-Br -> R3C-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: Br-C
C=C(CCl)C[C@@H](CCc1ccccc1)OC(=O)[C@@H](C)CC>>C=C(CI)C[C@@H](CCc1ccccc1)OC(=O)[C@@H](C)CC,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: Ar-Alkyl|R2CH-CO2R|R_acidic-H
FC(F)(F)C(OC(Cl)(Cl)Cl)C(F)(F)F>>FC(Cl)(Cl)OC(C(F)(F)F)C(F)(F)F,Event:LGDisp,|[] -> Alkyl-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-Cl | spectators: Alkyl-CF3|Alkyl-Cl|R2CH-OR
CO[C@@H]1OC[C@@H](OCCCCCl)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@H]12>>CO[C@@H]1OC[C@@H](OCCCCI)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@H]12,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: R2CH-OR|R3C-OR|RCH2-OR
CO[C@@H]1OC[C@@H](OCCCCCl)[C@H]2OC(C)(C)O[C@@H]12>>CO[C@@H]1OC[C@@H](OCCCCI)[C@H]2OC(C)(C)O[C@@H]12,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: R2CH-OR|R3C-OR|RCH2-OR
BrC12CC3CC4C1CC1CC2C(C3)C4(Br)C1>>FC12CC3CC4C1CC1CC2C(C3)C4(F)C1,Aliphatic_Halide_Exchange,|R3C-Br -> R3C-F | bond_formed: C-F; C-F | bond_formed_labeled: C-F; C-F | bond_broken: Br-C
CC(=O)OC12CC3C4CC5(Br)CC3C(C1)C(C5)C4C2>>CC(=O)OC12CC3C4CC5(F)CC3C(C1)C(C5)C4C2,Aliphatic_Halide_Exchange,|R3C-Br -> R3C-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: Br-C | spectators: Alkyl-CO2R|R_acidic-H
CO[C@@]1(C)O[C@H]2[C@H](O[C@]1(C)OC)[C@H](OCc1ccccc1)C=C(Br)[C@H]2O>>CO[C@@]1(C)O[C@H]2[C@H](O[C@]1(C)OC)[C@H](OCc1ccccc1)C=C(I)[C@H]2O,Halogenation_unsaturated,|Alkenyl-Br -> Alkenyl-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: Br-C | spectators: Bn-OR|R2CH-OH|R3C-OR
C=C(CCl)CS(=O)(=O)c1ccccc1>>C=C(CBr)CS(=O)(=O)c1ccccc1,Aliphatic_Halide_Exchange,|RCH2-Cl -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-Cl | spectators: Ar-SR|RCH2-SO2R|R_acidic-H
BrCc1ccccc1>>FCc1ccccc1,Aliphatic_Halide_Exchange,|Bn-Br -> Bn-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: Br-C
CN(C)C=O.Cc1cc(C)n(CCBr)n1>>Cc1nn(CCCl)c(C)c1C=O,Aliphatic_Halide_Exchange,|RCH2-Br -> RCH2-Cl | bond_formed: C-Cl; C-C(ar) | bond_formed_labeled: C-Cl; C-C(ar) | bond_broken: Br-C; C-N | spectators: Alkyl-AromN|Ar-Alkyl|Pyrazole | events: LGDisp+C-C
COC(=O)C(Cl)(Cl)SC(=O)c1ccccc1>>COC(=O)C(F)(Cl)SC(=O)c1ccccc1,Aliphatic_Halide_Exchange,|Alkyl-Cl -> Alkyl-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: C-Cl | spectators: Alkyl-CO2R
CC(C)(C)Br>>CC(C)(C)Cl,Aliphatic_Halide_Exchange,|R3C-Br -> R3C-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: Br-C
CSC(Cl)(Cl)Cl>>CSC(F)(F)F,Aliphatic_Halide_Exchange,|Alkyl-Cl -> Alkyl-F | bond_formed: C-F; C-F; C-F | bond_formed_labeled: C-F; C-F; C-F | bond_broken: C-Cl | spectators: CH3-SR
CC(=O)OC[C@H]1O[C@](Cl)(Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O>>CC(=O)OCC1OC(F)(Cl)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,Aliphatic_Halide_Exchange,|Alkyl-Br -> Alkyl-F | bond_formed: C-F | bond_formed_labeled: C-F | bond_broken: Br-C | spectators: Alkyl-CO2R|Alkyl-Cl|R2CH-OR|R_acidic-H
