reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,predicted_reaction_type,predicted_reaction_confidence,predicted_reaction_key,predicted_reaction_key_quality_level,predicted_reaction_key_quality_score,predicted_mapping_warning,prediction_error
31-031-CAS-14571720,Nitrile hydration. Nitrile → amide,71,,,N#CCCCCl.CC(C)Nc1ccccc1>>CC(C)N(CCCCN)c1ccccc1,"Organic Preparations and Procedures International (2014), 46(5), 444-452","1197-19-9, 4559-70-0",2060615-11-2,"584-08-7, 7681-11-0, 14044-65-6, 7647-01-0, 1310-73-2",,"68-12-2, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure for the Synthesis of N-Alkyl-N-arylputrescines and Cadaverines (3) and N-Arylputrescines and Cadaverines (5). A solution of the corresponding ω-halonitrile (2.5 mmol) in dimethylformamide (0.5 ml) was added over 1.5 h to a mixture of the arylamine (5 mmol), K2CO3 (345.5 mg, 2.5 mmol) and KI (830 mg, 5 mmol) in dimethylformamide (3 ml) for compounds 1 or dimethylformamide (0.6 ml) and dimethoxyethane (2.4 ml) for compounds 4. The mixture was stirred at the indicated temperature for 5 h. After completion of the reaction, as indicated by TLC, the mixture was diluted with ethyl ether (50 ml) and water (10 ml). The aqueous phase was separated and additionally extracted once with ethyl ether (30 ml). The combined organic layers were washed with water, dried over anhydrous sodium sulfate and filtered. The filtrate was evaporated in vacuo and the resulting crude material was dissolved in tetrahydrofuran and treated with 1M borane/THF (30 ml). The solution was refluxed for 2 h, cooled and treated with methanol. The solvent was then evaporated in vacuo. The residue was refluxed with 10% hydrochloric acid (30 ml) for 2 h, filtered and made alkaline with 10% aqueous sodium hydroxide. The alkaline mixture was extracted with ethyl acetate (4 × 20 ml). The organic phase was washed with water (5 ml), dried over sodium sulfate and filtered. The solvent was evaporated in vacuo and the crude product was purified by column chromatography (silica gel, dichloromethane:methanol:isopropylamine 10:1:0.1). N-Isopropyl-N-phenyl-1,4-diaminobutane (3c), Yield: 71%, pale yellow oil. Temp: 100 °C. Solvent: dimethylformamide. 1H NMR: δ 7.22-7.26 (2H, m), 6.77 (2H, d, J = 8.0), 6.70 (1H, tt, J = 7.2, 0.9), 4.06 (1H, h, J = 6.6), 3.15 (2H, t, J = 7.8), 2.75 (2H,t,7.0), 1,73 (2H, bs), 1.58-1.64 (2H, m), 1.47-1.55 (2H, m), 1.2 (6H, d, J = 6.6). 13C NMR: δ 148.75, 129.16, 116.2, 113.54, 48.79, 43.80, 42.08, 31.38, 26.70, 20.10. IR: 3345, 3058, 3021, 2968, 1597 cm-1. Anal. Calcd for C13H22N2: C, 75.68; H, 10.75; N, 13.58. Found: C, 75.58; H, 10.89; N, 13.50.",4,1,71,,,,,,,,Alkyl_Nucleophilic_Substitution,0.0,|Ar-NHR|R2CH-NHR|RCH2-CN|RCH2-Cl -> Ar-NR2|R2CH-NR2|RCH2-NH2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | events: LGDisp+C-N,high,1.0,0,
31-031-CAS-3944802,Nitrile hydration. Nitrile → amide,75,,,CCNc1ccccc1.N#CCCCCl>>CCN(CCCCN)c1ccccc1,"Organic Preparations and Procedures International (2014), 46(5), 444-452","108-24-7, 1392426-52-6",1403335-75-0,"584-08-7, 7681-11-0, 14044-65-6, 7647-01-0, 1310-73-2",,"68-12-2, 7732-18-5",,,,,,"General/Typical Procedure: General Procedure for the Synthesis of N-Alkyl-N-arylputrescines and Cadaverines (3) and N-Arylputrescines and Cadaverines (5). A solution of the corresponding ω-halonitrile (2.5 mmol) in dimethylformamide (0.5 ml) was added over 1.5 h to a mixture of the arylamine (5 mmol), K2CO3 (345.5 mg, 2.5 mmol) and KI (830 mg, 5 mmol) in dimethylformamide (3 ml) for compounds 1 or dimethylformamide (0.6 ml) and dimethoxyethane (2.4 ml) for compounds 4. The mixture was stirred at the indicated temperature for 5 h. After completion of the reaction, as indicated by TLC, the mixture was diluted with ethyl ether (50 ml) and water (10 ml). The aqueous phase was separated and additionally extracted once with ethyl ether (30 ml). The combined organic layers were washed with water, dried over anhydrous sodium sulfate and filtered. The filtrate was evaporated in vacuo and the resulting crude material was dissolved in tetrahydrofuran and treated with 1M borane/THF (30 ml). The solution was refluxed for 2 h, cooled and treated with methanol. The solvent was then evaporated in vacuo. The residue was refluxed with 10% hydrochloric acid (30 ml) for 2 h, filtered and made alkaline with 10% aqueous sodium hydroxide. The alkaline mixture was extracted with ethyl acetate (4 × 20 ml). The organic phase was washed with water (5 ml), dried over sodium sulfate and filtered. The solvent was evaporated in vacuo and the crude product was purified by column chromatography (silica gel, dichloromethane:methanol:isopropylamine 10:1:0.1). N-Ethyl-N-phenyl-1,4-diaminobutane (3b), Yield: 75%, pale yellow oil. Temp: 100 °C. solvent: dimethylformamide. 1H NMR: δ 7.20-7.25 (2H, m), 6.70-6.69 (2H, m), 6.65 (1H, tt, J = 7.2, 1.0), 3.38 (2H, q, J = 7.0), 3.28 (2H, t, J = 7.7), 2.74 (2H, t, J = 7.1), 2.01(2H, bs), 1.63 (2H, p, J = 7.7), 1.50-1.56 (2H, m), 1.35-1.43 (2H, m), 1.17 (3H, t, J = 7.1). 13C NMR: δ 147.89, 129.18, 115.29, 111.77, 50.26, 44.88, 41.94, 33.22, 27.35, 24.43, 12.23. Anal. Calcd for CH1220N2: C, 74.95; H, 10.48; N, 14.57. Found: C, 74.82; H, 10.57; N, 14.49.",4,1,75,,,,,,,,Alkyl_Nucleophilic_Substitution,0.0,|Ar-NHR|RCH2-CN|RCH2-Cl|RCH2-NHR -> Ar-NR2|RCH2-NH2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl | events: LGDisp+C-N,high,1.0,0,
31-113-CAS-19623651,Nitrile hydration. Nitrile → amide,99,,,N#Cc1ccc(Br)cc1>>NCc1ccccc1,"Green Chemistry (2019), 21(4), 830-838","140-29-4, 24424-99-5",38427-90-6,"1333-74-0, 144-55-8",99-56-9,7732-18-5,,,,complexes with Pd,,,2,1,99,,,,,,,"green chemistry-solvent, conversion (>99%), recyclable catalyst used (stage 1), reusable catalyst used (stage 1), alternative preparation shown",Reduction_nitrile_to_amine,0.0,|Ar-Br -> Bn-NH2 | bond_broken: Br-C(ar),high,1.0,0,
31-211-CAS-10248699,Nitrile hydration. Nitrile → amide,95,,,N#Cc1ccccc1C=O.NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1>>O=C1NC(NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2ccccc21,"New Journal of Chemistry (2015), 39(1), 81-84",110-61-2,333-93-7,429-06-1,,75-05-8,,,,,,,1,1,95,,,,,,,"electrochemical, divided cell used",Reductive_amination,0.0,|Ar-CHO|Ar-CN|Bn-NH2 -> Bn-NHR|R2CH-NHR | spectators: Ar-CF3 | events: Ann+C-N,medium,0.7,1,
31-211-CAS-11467786,Nitrile hydration. Nitrile → amide,70,,,N#Cc1ccccc1.O=Cc1ccccc1.Oc1ccc2ccccc2c1>>O=C(NC(c1ccccc1)c1c(O)ccc2ccccc12)c1ccccc1,"Synlett (2013), 24(6), 713-718","100-47-0, 100-52-7, 135-19-3",102665-39-4,7732-18-5,"7646-85-7, 10026-04-7",107-06-2,,,,,,"General/Typical Procedure: MCR of aldehydes, 2-naphthol, and nitriles/amides utilizing SiCl4/ZnCl2; General procedure: To a solution of anhydrous ZnCl2 (0.7 g, 5 mmol) in ClCH2CH2Cl (or DCM) (20 ml) were added aldehyde (5 mmol), 2-naphthol (5 mmol), and nitrile/amide (6.5 mmol). The reaction mixture was stirred at ambient temperature for 10 min SiCl4 (1.2 ml, 10 mmol) was added and the reaction mixture was stirred with exclusion of moisture. On completion (TLC monitoring of the progress of the reaction), the mixture was poured onto aq. Na2CO3 (100 ml), extracted with CH2Cl2 (2 × 50 ml) and the combined organic extract dried over anhydrous MgSO4, evaporated and the residue chromatographed on silica gel using pet. ether-ethyl acetate (1:1 for 4,5,6e,f and 2:1 for 7-10) as eluent. 1-amidoalkyl naphthol 8a, Yield: 70%. Time: 18 h.",3,1,70,,,,,,,"combinatorial, Ritter-type reaction, alternative preparation shown, alternate solvent (dichloromethane) may be used in stage 1",Multi-Event:C-N+C-C,0.0,|Ar-CHO|Ar-CN -> Ar-Alkyl|Ar-CONHR | bond_formed: C-N; C-C(ar) | bond_formed_labeled: C-N; C-C(ar)[Ar-Alkyl] | spectators: Ar-OH | events: C-N+C-C,high,1.0,0,
31-211-CAS-3420395,Nitrile hydration. Nitrile → amide,90,,,CC(=O)c1ccccc1.N#Cc1ccccc1.O=Cc1ccccc1>>O=C(CC(NC(=O)c1ccccc1)c1ccccc1)c1ccccc1,"Canadian Journal of Chemistry (2008), 86(5), 376-383",1394827-18-9,2820042-45-1,75-36-5,10028-26-9,100-47-0,,,,,,,1,1,90,,,,,,,"green chemistry, reusable,environmentally benign catalyst",Multi-Event:C-N+C-C,0.0,|Ar-CHO|Ar-CN|R_acidic-H -> Ar-CONHR | spectators: Ar-COR | events: C-N+C-C,high,0.85,1,
31-211-CAS-6701891,Nitrile hydration. Nitrile → amide,85,,,CCCCN.N#Cc1ccccc1C=O>>CCCCNC1NC(=O)c2ccccc21,"New Journal of Chemistry (2015), 39(1), 81-84",110-59-8,2444430-99-1,429-06-1,,75-05-8,,,,,,,1,1,85,,,,,,,"electrochemical, divided cell used",Reductive_amination,0.0,|Ar-CHO|Ar-CN|RCH2-NH2 -> R2CH-NHR|RCH2-NHR | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | events: Ann+C-N,high,0.85,0,
31-211-CAS-7787537,Nitrile hydration. Nitrile → amide,96,,,NCc1ccc(Cl)cc1.N#Cc1ccccc1C=O>>O=C1NC(NCc2ccc(Cl)cc2)c2ccccc21,"New Journal of Chemistry (2015), 39(1), 81-84",5399-02-0,1838-07-9,429-06-1,,75-05-8,,,,,,,1,1,96,,,,,,,"electrochemical, divided cell used",Reductive_amination,0.0,|Ar-CHO|Ar-CN|Bn-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | spectators: Ar-Cl | events: Ann+C-N,high,0.85,0,
31-242-CAS-16395623,Nitrile hydration. Nitrile → amide,91,,,CCC(C#N)=C1C2CC3CC(C2)CC1C3>>CCC(CN)C1C2CC3CC(C2)CC1C3,"Russian Journal of General Chemistry (2016), 86(6), 1255-1258",1431612-17-7,1431612-18-8,"16853-85-3, 1310-73-2",,7732-18-5,,,,,,,2,1,91,,,,,,,,Reduction_nitrile_to_amine,0.0,|Alkenyl-CN -> RCH2-NH2,medium,0.6,1,
31-242-CAS-19164255,Nitrile hydration. Nitrile → amide,72,,,N#CC=Cc1ccccc1>>Cl.NCCCc1ccccc1,"ACS Catalysis (2018), 8(10), 9125-9130",110-59-8,142-65-4,"17979-81-6, 1333-74-0, 7647-01-0",7789-43-7,"109-99-9, 60-29-7",,,,,,,3,1,72,,,,,,,"high pressure (stage 2), thermal (stage 2), high-pressure Parr reactor used",Reduction_nitrile_to_amine,0.0,|Alkenyl-CN|Ar-Alkenyl -> RCH2-NH2,high,0.75,0,
