reaction_smiles,detected_reaction_type,reaction_key
O=C(O)c1ccc(O)cc1.CCCCCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCCCCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
CO.O=C(O)Cc1ccc(CBr)cc1>>COCc1ccc(CC(=O)OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-Alkyl|Bn-Br|CH3-OH|RCH2-CO2H -> Bn-CO2R | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | bond_broken: Br-C | spectators: R_acidic-H | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCCCCCCCCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCCCCCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
CBr.O=C(O)c1ccc(O)cc1.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>COc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|CH3-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
O=C(O)c1ccc(O)cc1.CCCCCCBr.COc1cc(/N=N/c2ccc(Cl)c(Cl)c2)ccc1O>>CCCCCCOc1ccc(C(=O)Oc2ccc(/N=N/c3ccc(Cl)c(Cl)c3)cc2OC)cc1,Esterification / Alkyl_Nucleophilic_Substitution,|Ar-CO2H|Ar-OH|RCH2-Br -> Ar-CO2R | spectators: Ar-Cl|Ar-OR | events: LGDisp+C-O | reaction_types: Esterification+Alkyl_Nucleophilic_Substitution
NCCCC(=O)O.OCc1ccccc1>>Cc1ccc(S(=O)(=O)O)cc1.NCCCC(=O)OCc1ccccc1,Esterification,|Bn-OH|RCH2-CO2H -> RCH2-CO2R | spectators: RCH2-NH2|R_acidic-H | events: Ann+C-C
CCO.CC(=O)CCC(=O)O>>CCOC(=O)CCC(C)=O.CCOC1(C)CCC(=O)O1,Esterification,|RCH2-CO2H|RCH2-OH -> RCH2-CO2R | bond_formed: C-O; C-O | bond_formed_labeled: C-O; C-O | spectators: RCH2-COR|R_acidic-H | events: Ann+C-O
O=CC(=O)O.N#CCc1ccc(C(F)(F)F)cc1.CO>>COC(=O)/C=C(\C(=O)OC)c1ccc(C(F)(F)F)cc1,Esterification,|Acyl-CO2H|Bn-CN|CH3-OH|R_acidic-H -> Alkenyl-CO2R | spectators: Ar-CF3 | events: C-O+C-C
CCCCO.CC(C)C(=O)O>>CCCCOC(=O)C(C)C,Esterification,|R2CH-CO2H|RCH2-OH -> R2CH-CO2R | spectators: R_acidic-H
CO.O=C(O)c1ccc(C(=O)O)c(Br)c1>>COC(=O)c1ccc(C(=O)OC)c(Br)c1,Esterification,|Ar-CO2H|CH3-OH -> Ar-CO2R | bond_formed: C-O | bond_formed_labeled: C-O | spectators: Ar-Br
CC(=O)O.CCCCCCCCO>>CCCCCCCCOC(C)=O,Esterification,|Alkyl-CO2H|RCH2-OH -> Alkyl-CO2R | spectators: R_acidic-H
CCCC(=O)O.CCCCCCCCO>>CCCCCCCCOC(=O)CCC,Esterification,|RCH2-CO2H|RCH2-OH -> RCH2-CO2R | spectators: R_acidic-H
CC(=O)O.CCCCCCO>>CCCCCCOC(C)=O,Esterification,|Alkyl-CO2H|RCH2-OH -> Alkyl-CO2R | spectators: R_acidic-H
COc1ccc(CCC(=O)O)cc1.Cc1ccc(CCCO)cc1>>COc1ccc(CCC(=O)OCCCc2ccc(C)cc2)cc1,Esterification,|RCH2-CO2H|RCH2-OH -> RCH2-CO2R | spectators: Ar-Alkyl|Ar-OR|R_acidic-H
OCc1ccccc1.CCCCCCCC(=O)O>>CCCCCCCC(=O)OCc1ccccc1,Esterification,|Bn-OH|RCH2-CO2H -> RCH2-CO2R | spectators: R_acidic-H
