reaction_smiles,detected_reaction_type,reaction_key
C=CC[Mg]Cl.Brc1cccc2c1CNC2.Cl>>CC=Cc1cccc2c1CNC2.Cl.C=CCc1cccc2c1CNC2.Cl,Kumada,|Ar-Br|RCH2-Mg* -> Ar-Alkenyl|Ar-Alkyl | spectators: Bn-NHR|Inorganic | events: Ann+LGDisp+C-C
COc1ccc(Br)cc1.C=C[Sn](CCCC)(CCCC)CCCC>>C=Cc1ccc(OC)cc1,Multi-Event:LGDisp+C-C,|Alkenyl-Sn*|Ar-Br|RCH2-Sn* -> Ar-Alkenyl_terminal | spectators: Ar-OR | events: LGDisp+C-C
Brc1cncnc1.CCCC[Sn](CCCC)(CCCC)c1cc2ccc1CCc1ccc(cc1)CC2>>c1ncc(-c2cc3ccc2CCc2ccc(cc2)CC3)cn1,Stille,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar); C(ar)-Sn | spectators: Ar-Alkyl|HeteroAr-H|Pyrimidine | events: LGDisp+C-C
CCCC[Sn](CCCC)(CCCC)c1ccco1.CCCCCCCCc1cc(Br)oc1Br>>CCCCCCCCc1cc(-c2ccco2)oc1-c1ccco1,Stille,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | spectators: Ar-Alkyl|Furan|HeteroAr-H | events: Ann+LGDisp+C-O+C-C
CCCC[Sn](CCCC)(CCCC)c1ccccc1.CC(C)c1ccccc1Br>>CC(C)c1ccccc1-c1ccccc1,Stille,|Ar-Br|Ar-Sn*|RCH2-Sn* -> Ar-Ar | spectators: Ar-Alkyl | events: LGDisp+C-C
CCCC[Sn](CCCC)(CCCC)c1cccs1.CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(Br)c3nsnc23)c1>>CCCCCCCCCCC(CCCCCCCC)Cc1csc(-c2c(F)c(F)c(-c3cccs3)c3nsnc23)c1,Stille,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar); C(ar)-Sn | spectators: Ar-Alkyl|Ar-Ar|HeteroAr-F|HeteroAr-H|Thiophene | events: LGDisp+C-C
CCCCCCCCCCCCc1csc([Sn](C)(C)C)c1.Clc1cc(-c2cccs2)c2nsnc2c1Br>>CCCCCCCCCCCCc1csc(-c2c(Cl)cc(-c3cccs3)c3nsnc23)c1,Stille,|Alkyl-Sn*|Ar-Sn*|HeteroAr-Br -> Ar-Ar | spectators: Ar-Alkyl|Ar-Ar|HeteroAr-Cl|HeteroAr-H|Thiophene | events: LGDisp+C-C
O=[N+]([O-])c1cccc(Br)c1.CCCC[Sn](CCCC)(CCCC)c1cc2ccccc2n1C>>Cn1c(-c2cccc([N+](=O)[O-])c2)cc2ccccc21,Stille,|Ar-Br|Ar-Sn*|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Sn; Br-C(ar) | spectators: Alkyl-AromN|Ar-NO2|HeteroAr-H | events: LGDisp+C-C
Clc1cccnc1.CCCC[Sn](CCCC)(CCCC)c1ccccc1>>c1ccc(-c2cccnc2)cc1,Stille,|Ar-Sn*|HeteroAr-Cl|RCH2-Sn* -> Ar-Ar | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-C
N#Cc1ccc(I)cc1.CCCC[Sn](C#Cc1ccccc1)(CCCC)CCCC>>N#Cc1ccc(C#Cc2ccccc2)cc1,Multi-Event:LGDisp+C-C,|Ar-I|RCH2-Sn* -> Ar-Alkynyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkynyl] | bond_broken: C(ar)-I; C-Sn | spectators: Ar-Alkynyl|Ar-CN | events: LGDisp+C-C
Brc1cccs1.CCCC[Sn](CCCC)(CCCC)c1cc2ccccc2n1C>>Cn1c(-c2cccs2)cc2ccccc21,Stille,|Ar-Sn*|HeteroAr-Br|RCH2-Sn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Sn; Br-C(ar) | spectators: Alkyl-AromN|HeteroAr-H|Thiophene | events: LGDisp+C-C
CC(C)(C)[Mg]Cl.COc1ccc(Br)cc1>>COc1ccc(C(C)(C)C)cc1.COc1ccc(CC(C)C)cc1,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-OR | events: Ann+LGDisp+C-C
CC(C)(C)[Mg]Cl.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccc(C(C)(C)C)cc1.CCOC(=O)c1ccc(CC(C)C)cc1,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-CO2R | events: Ann+LGDisp+C-O+C-C
CC(C)(C)[Mg]Cl.COc1ccccc1Br>>COc1ccccc1C(C)(C)C.COc1ccccc1CC(C)C,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-OR | events: Ann+LGDisp+C-C
CC(C)(C)[Mg]Cl.Fc1ccccc1Br>>CC(C)(C)c1ccccc1F.CC(C)Cc1ccccc1F,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | spectators: Ar-F | events: Ann+LGDisp+C-C
Brc1ccc2ccccc2c1.CC(C)(C)[Mg]Cl>>CC(C)(C)c1ccc2ccccc2c1.CC(C)Cc1ccc2ccccc2c1,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | events: Ann+LGDisp+C-C
Brc1cccc2ccccc12.CC(C)(C)[Mg]Cl>>CC(C)Cc1cccc2ccccc12.CC(C)(C)c1cccc2ccccc12,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | events: Ann+LGDisp+C-C
CC(C)(C)[Mg]Cl.Brc1ccc2c(ccc3ccccc32)c1>>CC(C)(C)c1ccc2c(ccc3ccccc32)c1.CC(C)Cc1ccc2c(ccc3ccccc32)c1,Kumada,|Ar-Br|R3C-Mg* -> Ar-Alkyl | bond_formed: C-C; C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_formed_labeled: C-C; C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C-C(ar) | bond_broken: C-Mg; Br-C(ar) | events: Ann+LGDisp+C-C
CC(C)(C)[Mg]Cl.Cc1ccc2cc(Br)ccc2n1>>Cc1ccc2cc(C(C)(C)C)ccc2n1.Cc1ccc2cc(CC(C)C)ccc2n1,Kumada,|HeteroAr-Br|R3C-Mg* -> Ar-Alkyl | bond_formed: C-C(ar); C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl]; C-C(ar); C-C(ar); C-C(ar); C-C(ar) | bond_broken: Br-C(ar); C-Mg | spectators: Ar-Alkyl|HeteroAr-H|Quinoline | events: Ann+LGDisp+C-C
Clc1ccc(Br)cc1.[Li]CCCC.COc1ccc(S)cc1>>CCCCc1ccc(Sc2ccc(OC)cc2)cc1,C_S_Coupling,|Alkyl-H|Ar-Br|Ar-Cl|Ar-SH -> Ar-SR | spectators: Ar-OR | events: LGDisp+C-S+C-C
Clc1ccc(Br)cc1.[Li]CCCC.COc1cccc(N)c1>>CCCCc1ccc(Nc2cccc(OC)c2)cc1,Snar_cn,|Alkyl-H|Ar-Br|Ar-Cl|Ar-NH2 -> Ar-NHR | spectators: Ar-OR | events: LGDisp+C-N+C-C
Clc1ccc(Br)cc1.[Li]C(C)CC.CNc1ccccc1>>CCC(C)c1ccc(N(C)c2ccccc2)cc1,Snar_cn,|Alkyl-H|Ar-Br|Ar-Cl|Ar-NHR|CH3-NHR -> Ar-NR2 | events: LGDisp+C-N+C-C
Cc1ccccc1[Mg]Cl.Ic1ccc(-n2cccc2)cc1>>Cc1ccccc1-c1ccc(-n2cccc2)cc1,Kumada,|Ar-I|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; C(ar)-I | spectators: Ar-Alkyl|Ar-AromN|HeteroAr-H | events: LGDisp+C-C
Cc1cccs1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccc(C)s2)cc1,Reductive_coupling,|Ar-Br -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar) | spectators: Ar-Alkyl|HeteroAr-H|Thiophene | events: LGDisp+C-C
COc1ccc(-c2cccs2)cc1.FC(F)(F)c1ccc(Br)cc1>>COc1ccc(-c2ccc(-c3ccc(C(F)(F)F)cc3)s2)cc1,Reductive_coupling,|Ar-Br|HeteroAr-H -> Ar-Ar | spectators: Ar-Ar|Ar-CF3|Ar-OR|Thiophene | events: LGDisp+C-C
Brc1ccccc1.Cc1ccc([Mg]Br)cc1>>Cc1ccc(-c2ccccc2)cc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; Br-C(ar) | spectators: Ar-Alkyl | events: LGDisp+C-C
COc1ccc(F)cc1OC.CN(C)c1ccc([Mg]Br)cc1>>COc1ccc(-c2ccc(N(C)C)cc2)cc1OC,Kumada,|Ar-F|Ar-Mg* -> Ar-Ar | spectators: Ar-NR2|Ar-OR|CH3-NR2 | events: LGDisp+C-C
COc1ccc(Br)cc1.Cc1ccc([Mg]Br)cc1>>COc1ccc(-c2ccc(C)cc2)cc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar); C(ar)-Mg | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
Clc1ccccc1.CN(C)c1ccc([Zn]Cl)cc1>>CN(C)c1ccc(-c2ccccc2)cc1,Negishi,|Ar-Cl|Ar-Zn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Zn; C(ar)-Cl | spectators: Ar-NR2|CH3-NR2 | events: LGDisp+C-C
COc1ccc(Cl)cc1.Cc1ccccc1[Mg]Cl>>COc1ccc(-c2ccccc2C)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
c1ccc2sccc2c1.Cc1ccc(Cl)cc1>>Cc1ccc(-c2cc3ccccc3s2)cc1,Reductive_coupling,|Ar-Cl -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl | spectators: Ar-Alkyl|Benzothiophene|HeteroAr-H | events: LGDisp+C-C
COCOc1ccc(Cl)cc1.COc1ccc([Mg]Br)cc1>>COCOc1ccc(-c2ccc(OC)cc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-OR|RCH2-OR | events: LGDisp+C-C
COc1ccccc1Br.Br[Mg]CC1CCCCC1>>COc1ccccc1CC1CCCCC1,Kumada,|Ar-Br|RCH2-Mg* -> Ar-Alkyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl] | bond_broken: Br-C(ar); C-Mg | spectators: Ar-OR | events: LGDisp+C-C
Br[Mg]c1ccccc1.Fc1ccc(F)cc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,Kumada,|Ar-F|Ar-Mg* -> Ar-Ar | events: Ann+LGDisp+C-C
Clc1cccnc1.Cc1ccc([Mg]Br)cc1>>Cc1ccc(-c2cccnc2)cc1,Kumada,|Ar-Mg*|HeteroAr-Cl -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; C(ar)-Cl | spectators: Ar-Alkyl|HeteroAr-H|Pyridine | events: LGDisp+C-C
Clc1ccccc1.Cc1ccc([Mg]Br)cc1>>Cc1ccc(-c2ccc(C)cc2)cc1.Cc1ccc(-c2ccccc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Alkyl|Ar-Ar | bond_formed: C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Alkyl]; C(ar)-C(ar)[Ar-Ar]; C(ar)-C(ar); C(ar)-C(ar); C(ar)-C(ar) | bond_broken: C(ar)-Mg; C(ar)-Cl | spectators: Ar-Alkyl | events: Ann+LGDisp+C-C
N#Cc1ccccc1Cl.Cl[Zn]c1ccco1>>N#Cc1ccccc1-c1ccco1,Negishi,|Ar-Cl|Ar-Zn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Zn | spectators: Ar-CN|Furan|HeteroAr-H | events: LGDisp+C-C
Cl[Mg]c1ccccc1.Brc1ccccc1>>c1ccc(-c2ccccc2)cc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | events: LGDisp+C-C
Brc1c2ccccc2cc2ccccc12.Br[Mg]c1ccccn1>>c1ccc(-c2c3ccccc3cc3ccccc23)nc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; Br-C(ar) | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-C
Cc1ccccc1Br.Cl[Mg]c1ccccc1>>Cc1ccccc1-c1ccccc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl | events: LGDisp+C-C
C[Si](C)(C)[CH-](->[Mg+2]([Cl-])[Br-])[Si](C)(C)C.[Li+].COc1ccc(-c2c(Br)cccc2C(=O)OC(C)(C)C)cc1>>COc1ccc(-c2c(C(=O)OC(C)(C)C)cccc2C([Si](C)(C)C)[Si](C)(C)C)cc1,Unknown,
FC(F)(F)c1ccc(Cl)cc1.COc1ccc([Zn]Cl)cc1>>COc1ccc(-c2ccc(C(F)(F)F)cc2)cc1,Negishi,|Ar-Cl|Ar-Zn* -> Ar-Ar | spectators: Ar-CF3|Ar-OR | events: LGDisp+C-C
Brc1cncnc1.Br[Mg]c1ccccn1>>c1ccc(-c2cncnc2)nc1,Kumada,|Ar-Mg*|HeteroAr-Br -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; Br-C(ar) | spectators: HeteroAr-H|Pyridine|Pyrimidine | events: LGDisp+C-C
Br[Mg]c1ccccc1.Clc1ccc(Cl)s1>>c1ccc(-c2ccc(-c3ccccc3)s2)cc1.Clc1ccc(-c2ccccc2)s1,Kumada,|Ar-Mg*|HeteroAr-Cl -> Ar-Ar | spectators: HeteroAr-H|Thiophene | events: Ann+LGDisp+C-S+C-C
N#Cc1ccc(Cl)cc1.Cc1ccc([Mg]Br)cc1>>Cc1ccc(-c2ccc(C#N)cc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl|Ar-CN | events: LGDisp+C-C
COc1ccccc1Cl.Cc1ccccc1[Mg]Br>>COc1ccccc1-c1ccccc1C,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
FC(F)(F)c1ccc(Br)cc1.Cc1ccnc([Mg]Br)c1>>Cc1ccnc(-c2ccc(C(F)(F)F)cc2)c1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl|Ar-CF3|HeteroAr-H|Pyridine | events: LGDisp+C-C
O=C(c1ccccc1)c1ccc(Cl)cc1.Cc1ccccc1[Zn]Cl>>Cc1ccccc1-c1ccc(C(=O)c2ccccc2)cc1,Negishi,|Ar-Cl|Ar-Zn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Zn; C(ar)-Cl | spectators: Ar-Alkyl|Ar-COR | events: LGDisp+C-C
Cc1ccc([Mg]Br)cc1.CCOC(=O)c1ccc(Cl)cc1>>CCOC(=O)c1ccc(-c2ccc(C)cc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-Alkyl|Ar-CO2R | events: LGDisp+C-C
Cl[Mg]c1ccccc1.Oc1ccc(Cl)cc1Cl>>Oc1ccc(Cl)cc1-c1ccccc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-OH | events: LGDisp+C-C
COc1ccccc1Cl.Cc1ccc([Mg]Br)cc1>>COc1ccccc1-c1ccc(C)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Cl; C(ar)-Mg | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
Cc1ccc([Mg]Br)cc1.OCc1ccccc1Cl>>Cc1ccc(-c2ccccc2CO)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; C(ar)-Cl | spectators: Ar-Alkyl|Bn-OH | events: LGDisp+C-C
O=C(c1ccccc1)c1ccc(Cl)cc1.Cc1ccc([Mg]Br)cc1>>Cc1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl|Ar-COR | events: LGDisp+C-C
Brc1ccc2ccccc2c1.CC(C)(C)c1ccc([Mg]Br)cc1>>CC(C)(C)c1ccc(-c2ccc3ccccc3c2)cc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl | events: LGDisp+C-C
Clc1ccccc1.CN(C)c1ccc([Mg]Br)cc1>>CN(C)c1ccc(-c2ccccc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; C(ar)-Cl | spectators: Ar-NR2|CH3-NR2 | events: LGDisp+C-C
Fc1ccc(F)cc1.CN(C)c1ccc([Mg]Br)cc1>>CN(C)c1ccc(-c2ccc(-c3ccc(N(C)C)cc3)cc2)cc1,Kumada,|Ar-F|Ar-Mg* -> Ar-Ar | spectators: Ar-NR2|CH3-NR2 | events: Ann+LGDisp+C-C
Cl[Mg]c1ccccc1.Cc1cccc(I)c1>>Cc1cccc(-c2ccccc2)c1,Kumada,|Ar-I|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-I; C(ar)-Mg | spectators: Ar-Alkyl | events: LGDisp+C-C
Cc1ccc2cc(F)ccc2n1.Cc1cc(C)c([Mg]Br)c(C)c1>>Cc1cc(C)c(-c2ccc3nc(C)ccc3c2)c(C)c1,Kumada,|Ar-Mg*|HeteroAr-F -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; C(ar)-F | spectators: Ar-Alkyl|HeteroAr-H|Quinoline | events: LGDisp+C-C
Br[Mg]c1ccccc1.COc1c(Cl)cccc1Cl>>COc1c(-c2ccccc2)cccc1-c1ccccc1.COc1c(Cl)cccc1-c1ccccc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | spectators: Ar-OR | events: Ann+LGDisp+C-C
Cc1cc(Cl)nc2ccccc12.CN(C)c1ccc([Mg]Br)cc1>>Cc1cc(-c2ccc(N(C)C)cc2)nc2ccccc12,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | spectators: Ar-Alkyl|Ar-NR2|CH3-NR2|HeteroAr-H|Quinoline | events: LGDisp+C-C
Cc1cccs1.FC(F)(F)c1ccc(Br)cc1>>Cc1ccc(-c2ccc(C(F)(F)F)cc2)s1,Reductive_coupling,|Ar-Br|HeteroAr-H -> Ar-Ar | spectators: Ar-Alkyl|Ar-CF3|Thiophene | events: LGDisp+C-C
COc1ccc(F)cc1.Cl[Mg]c1ccccc1>>COc1ccc(-c2ccccc2)cc1,Kumada,|Ar-F|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-F; C(ar)-Mg | spectators: Ar-OR | events: LGDisp+C-C
CCCC[Mg]Cl.Cn1cnc2c(N(Cc3ccccc3)Cc3ccccc3)nc(Cl)nc21>>CCCCc1nc(N(Cc2ccccc2)Cc2ccccc2)c2ncn(C)c2n1,Kumada,|HeteroAr-Cl|RCH2-Mg* -> Ar-Alkyl | spectators: Alkyl-AromN|Ar-NR2|Bn-NR2|HeteroAr-H|Pyrimidine | events: LGDisp+C-C
Cc1cc(Cl)nc2ccccc12.COc1ccc([Zn]Cl)cc1>>COc1ccc(-c2cc(C)c3ccccc3n2)cc1,Negishi,|Ar-Cl|Ar-Zn* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Zn; C(ar)-Cl | spectators: Ar-Alkyl|Ar-OR|HeteroAr-H|Quinoline | events: LGDisp+C-C
c1ccc2sccc2c1.COc1ccc(Br)cc1>>COc1ccc(-c2cc3ccccc3s2)cc1,Reductive_coupling,|Ar-Br -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: Br-C(ar) | spectators: Ar-OR|Benzothiophene|HeteroAr-H | events: LGDisp+C-C
CCCCC[Mg]Br.Brc1ccsc1>>CCCCCc1ccsc1,Kumada,|HeteroAr-Br|RCH2-Mg* -> Ar-Alkyl | bond_formed: C-C(ar) | bond_formed_labeled: C-C(ar)[Ar-Alkyl] | bond_broken: C-Mg; Br-C(ar) | spectators: HeteroAr-H|Thiophene | events: LGDisp+C-C
Br[Mg]c1ccccc1.Clc1ccccc1>>c1ccc(-c2ccccc2)cc1,Kumada,|Ar-Cl|Ar-Mg* -> Ar-Ar | events: LGDisp+C-C
Brc1ccccn1.COc1ccc([Mg]Br)cc1>>COc1ccc(-c2ccccn2)cc1,Kumada,|Ar-Br|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-Mg; Br-C(ar) | spectators: Ar-OR|HeteroAr-H|Pyridine | events: LGDisp+C-C
COc1ccc2ccccc2c1I.Cc1ccccc1[Mg]Cl>>COc1ccc2ccccc2c1-c1ccccc1C,Kumada,|Ar-I|Ar-Mg* -> Ar-Ar | bond_formed: C(ar)-C(ar) | bond_formed_labeled: C(ar)-C(ar)[Ar-Ar] | bond_broken: C(ar)-I; C(ar)-Mg | spectators: Ar-Alkyl|Ar-OR | events: LGDisp+C-C
