reaction_smiles,detected_reaction_type,reaction_key
N#Cc1ccc2ccc(=O)n(CC=O)c2c1.CO[C@@H]1CNCC[C@H]1NC(=O)OC(C)(C)C>>CO[C@@H]1CN(CCn2c(=O)ccc3ccc(C#N)cc32)CC[C@H]1NC(=O)OC(C)(C)C,Reductive_amination,|RCH2-CHO|RCH2-NHR|R_acidic-H -> RCH2-NR2 | spectators: Alkyl-AromN|HeteroAr-CN|HeteroAr-H|Quinoline|R2CH-OR
c1ccc(N2CCNCC2)cc1.O=C1CCC1>>c1ccc(N2CCN(C3CCC3)CC2)cc1,Reductive_amination,|RCH2-COR|RCH2-NHR|R_acidic-H -> R2CH-NR2|RCH2-NR2 | spectators: Ar-NR2
c1ccc2c(C3CCNCC3)c[nH]c2c1.COC(=O)/C=C/c1ccc(C=O)cc1>>COC(=O)/C=C/c1ccc(CN2CCC(c3c[nH]c4ccccc34)CC2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkenyl-CO2R|Ar-Alkenyl|Ar-Alkyl|AromN-H|HeteroAr-H|Indole
O=Cc1cccnc1.CCOc1ccc(-n2c(C(N)CC)nc3ncccc3c2=O)cc1>>CCOc1ccc(-n2c(C(CC)NCc3cccnc3)nc3ncccc3c2=O)cc1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkyl|Ar-AromN|Ar-OR|HeteroAr-H|Pyridine|Pyrimidine
C=O.c1ccc(Cn2c([C@H]3CCCNC3)nc3ccccc32)nc1>>CN1CCC[C@H](c2nc3ccccc3n2Cc2ccccn2)C1,Event:C-N,|RCH2-NHR|Unclassified-Reactant -> CH3-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-AromN|Ar-Alkyl|HeteroAr-H|Pyridine
NCCO.O=Cc1ccc(Cl)c(Cl)c1>>OCCNCc1ccc(Cl)c(Cl)c1,Reductive_amination,|Ar-CHO|RCH2-NH2 -> Bn-NHR|RCH2-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Cl|RCH2-OH
c1ccc(CNCc2ccccc2)cc1.O=CCCCCCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1>>O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCN(Cc2ccccc2)Cc2ccccc2)CC1,Reductive_amination,|Bn-NHR|RCH2-CHO|R_acidic-H -> Bn-NR2|RCH2-NR2 | spectators: Ar-Ar|RCH2-NR2
CCOC(=O)[C@@H](N)Cc1c[nH]c2ccccc12.COC(=O)[C@H](CC=O)N(COC(C)=O)C(=O)OC>>CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)NCC[C@@H](C(=O)OC)N(COC(C)=O)C(=O)OC,Reductive_amination,|R2CH-NH2|RCH2-CHO -> R2CH-NHR|RCH2-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-CO2R|Ar-Alkyl|AromN-H|HeteroAr-H|Indole|R2CH-CO2R|R_acidic-H
c1ccc(CNCc2ccccc2)cc1.O=CCCCCCCCCCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1>>O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCCCN(Cc2ccccc2)Cc2ccccc2)CC1,Reductive_amination,|Bn-NHR|RCH2-CHO|R_acidic-H -> Bn-NR2|RCH2-NR2 | spectators: Ar-Ar|RCH2-NR2
Nc1ccc([N+](=O)[O-])cc1.COc1ccc(C=O)c(OC)c1>>COc1ccc(CNc2ccc([N+](=O)[O-])cc2)c(OC)c1,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-NO2|Ar-OR
Nc1ccc([N+](=O)[O-])cc1.O=C1CCCCC1>>O=[N+]([O-])c1ccc(NC2CCCCC2)cc1,Reductive_amination,|Ar-NH2|RCH2-COR|R_acidic-H -> R2CH-NHR | spectators: Ar-NO2
O=C1CC2CCC(C1)N2Cc1ccccc1>>N[C@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1.N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccccc1,Multi-Event:Ann+C-N+C-C,|RCH2-COR -> R2CH-NH2 | bond_formed: C(ar)-N; C-C(ar); C-C(ar); C-N | bond_formed_labeled: C(ar)-N; C-C(ar); C-C(ar); C-N | bond_broken: C-O | spectators: Bn-NR2|R2CH-NR2 | events: Ann+C-N+C-C
COC(=O)CCCCCCN.Cl.O=Cc1ccc(-c2ccccn2)cc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C>>COC(=O)CCCCCCN(Cc1ccc(-c2ccccn2)cc1)C(=O)OC(C)(C)C,Event:C-N,|Ar-CHO|Inorganic|RCH2-NH2 -> Ar-Alkyl | spectators: Ar-Ar|HeteroAr-H|Pyridine|RCH2-CO2R|R_acidic-H
C1COCCNCCOCCN1.O=Cc1ccncc1>>c1cc(CN2CCOCCN(Cc3ccncc3)CCOCC2)ccn1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N; C-N; C-C; C-C; C-C(ar); C-C(ar); C(ar)-N(ar) | bond_formed_labeled: C-N; C-N; C-C; C-C; C-C(ar); C-C(ar); C(ar)-N(ar) | bond_broken: C-O | spectators: HeteroAr-H|Pyridine|RCH2-OR | events: Ann+C-N+C-C
CC(C=O)c1ccccc1.COC(=O)CCCCN>>CC(CN1CCCCC1=O)c1ccccc1,Claisen_condensation,|R2CH-CHO|RCH2-CO2R|RCH2-NH2 -> Alkyl-NRCOR|RCH2-CONR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: Ar-Alkyl|R_acidic-H | events: Ann+C-N
O=Cc1ccccc1.COC(=O)CCCCN>>O=C1CCCCN1Cc1ccccc1,Claisen_condensation,|Ar-CHO|RCH2-CO2R|RCH2-NH2 -> Alkyl-NRCOR|RCH2-CONR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: R_acidic-H | events: Ann+C-N
C=CCN.O=Cc1cccc(Br)n1>>C=CCN(Cc1cccc(Br)n1)Cc1cccc(Br)n1,Reductive_amination,|Allyl-NH2|Ar-CHO -> Bn-NR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: Ar-Br|HeteroAr-H|Pyridine | events: Ann+C-N
COC(=O)C(C)(C)N.Cl.CC(=O)N(CC=O)Cc1ccccc1>>CC1(C)C(=O)C=C2N(Cc3ccccc3)CCN21,Reductive_amination,|Alkyl-NRCOR|Ar-Alkyl|Inorganic|R3C-CO2R|R3C-NH2|RCH2-CHO|R_acidic-H -> Bn-NR2|R3C-NR2|RCH2-NR2 | events: Ann+C-N+C-C
O=C1CCCCC1.CC(O)C(=O)O.O=C(/C=C/c1ccc(CNCCc2c[nH]c3ccccc23)cc1)NO>>O=C(/C=C/c1ccc(CN(CCc2c[nH]c3ccccc23)C2CCCCC2)cc1)NO,Reductive_amination,|Bn-NHR|R2CH-CO2H|R2CH-OH|RCH2-COR|RCH2-NHR|R_acidic-H -> Bn-NR2|R2CH-NR2|RCH2-NR2 | spectators: Alkenyl-CONHR|Ar-Alkenyl|Ar-Alkyl|AromN-H|HeteroAr-H|Indole | events: Amid+C-N
NCc1ccccc1.CC(=O)C1=CCCCC1>>CC(NCc1ccccc1)C1=CCCCC1.Cl,Reductive_amination,|Alkenyl-COR|Bn-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O
O=Cc1ccc2c(n1)NC(=O)CO2.COc1ccc2ncc(=O)n(CCN3CCC(N)CC3)c2c1>>COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,Reductive_amination,|Ar-CHO|R2CH-NH2 -> Bn-NHR|R2CH-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Alkyl-AromN|Ar-NHCOR|Ar-OR|HeteroAr-H|Pyridine|Pyrimidine|RCH2-NR2|R_acidic-H
c1ccc(N2CCNCC2)cc1.O=Cc1ccsc1>>c1ccc(N2CCN(Cc3ccsc3)CC2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-NR2|HeteroAr-H|Thiophene
NCc1ccco1.O=CCCC(=O)c1cccnc1>>c1cncc(C2CCCN2Cc2ccco2)c1,Reductive_amination,|Ar-COR|Bn-NH2|RCH2-CHO -> Bn-NR2|R2CH-NR2|RCH2-NR2 | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: C-O | spectators: Furan|HeteroAr-H|Pyridine | events: Ann+C-N
O=Cc1ccccc1.CCCCN.O=C(c1ccccc1)C1CC1>>CCCCN1CCC(=Cc2ccccc2)C1c1ccccc1,Reductive_amination,|Ar-CHO|Ar-COR|RCH2-NH2|R_acidic-H -> R2CH-NR2|RCH2-NR2
CC1(C)OCC(=O)CO1.Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1OCCNC2.O=C(O)C(F)(F)F>>Cc1c(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)ccc2c1OCCN(C1COC(C)(C)OC1)C2,Reductive_amination,|Alkyl-CO2H|Alkyl-F|Bn-NHR|RCH2-COR|RCH2-NHR|R_acidic-H -> Bn-NR2|R2CH-NR2|RCH2-NR2 | spectators: Ar-Alkyl|Ar-Ar|Ar-CN|Ar-OR|RCH2-OR | events: Amid+C-N
COc1cc(C=O)cc(OC)c1OC.Nc1ccc(Br)cn1>>COc1cc(CNc2ccc(Br)cn2)cc(OC)c1OC,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-OR|HeteroAr-Br|HeteroAr-H|Pyridine
CC(C)NC(C)C.C=CCCCCCCCCC=O>>C=CCCCCCCCCCN(C(C)C)C(C)C,Reductive_amination,|R2CH-NHR|RCH2-CHO|R_acidic-H -> R2CH-NR2|RCH2-NR2
CN(C)CCN.CC(C)(C)OC(=O)Nc1cccc(CC2CN(C(=O)OC(C)(C)C)CC2=O)n1>>CN(C)CCN[C@@H]1CN(C(=O)OC(C)(C)C)C[C@@H]1Cc1cccc(NC(=O)OC(C)(C)C)n1,Reductive_amination,|RCH2-COR|RCH2-NH2|R_acidic-H -> R2CH-NHR|RCH2-NHR | spectators: Ar-Alkyl|CH3-NR2|HeteroAr-H|Pyridine|RCH2-NR2
Nc1ncnc2c1cnn2-c1ccccc1.O=Cc1cccc(Oc2ccccc2)c1>>c1ccc(Oc2cccc(CNc3ncnc4c3cnn4-c3ccccc3)c2)cc1,Event:C-N,|Ar-CHO|HeteroAr-NH2 -> HeteroAr-NHR | spectators: Ar-AromN|Ar-OR|HeteroAr-H|Pyrazole|Pyrimidine
CCC(C)=O.CCOC(=O)CN>>CCOC(=O)CNC(C)CC.Cl,Reductive_amination,|RCH2-COR|RCH2-NH2 -> R2CH-NHR|RCH2-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: RCH2-CO2R|R_acidic-H
CO[C@H]1CCNC1.CC(C)(C)OC(=O)N1CCc2c(C=O)cccc2C1>>CO[C@H]1CCN(Cc2cccc3c2CCN(C(=O)OC(C)(C)C)C3)C1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-Alkyl|R2CH-OR
O=Cc1ccccc1.NCCOCCOCCN>>c1ccc(CNCCOCCOCCNCc2ccccc2)cc1,Reductive_amination,|Ar-CHO|RCH2-NH2 -> Bn-NHR|RCH2-NHR | spectators: RCH2-OR | events: Ann+C-N+C-C
CCOC(CN)OCC.O=C1CCCCCCCCCCC1>>CCOC(CNC1CCCCCCCCCCC1)OCC,Reductive_amination,|RCH2-COR|RCH2-NH2|R_acidic-H -> R2CH-NHR|RCH2-NHR | spectators: RCH2-OR
CC(C)CNCC(C)C.O=Cc1nc2ccccc2[nH]1>>CC(C)CN(Cc1nc2ccccc2[nH]1)CC(C)C,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: AromN-H|Benzimidazole|HeteroAr-H
O=Cc1ccccc1.Nc1cccnc1Cl.O=C=NS(=O)(=O)Cl>>NC(=O)N(Cc1ccccc1)c1cccnc1Cl,Event:C-N,|Ar-CHO|HeteroAr-NH2|Unclassified-Reactant -> Ar-Alkyl|Ar-Urea | bond_formed: C-N; C-N | bond_formed_labeled: C-N; C-N | bond_broken: N-S; C-O | spectators: Ar-Cl|HeteroAr-H|Pyridine
O=Cc1cc(F)cc(F)c1.C1COCCOCCOCCOCCN1>>Fc1cc(F)cc(CN2CCOCCOCCOCCOCC2)c1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-F|RCH2-OR
c1ccc(CNCc2ccccc2)cc1.O=CCCCCCCCCCCCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1>>O=C(Nc1ccccc1-c1ccccc1)OC1CCN(CCCCCCCCCCCCN(Cc2ccccc2)Cc2ccccc2)CC1,Reductive_amination,|Bn-NHR|RCH2-CHO|R_acidic-H -> Bn-NR2|RCH2-NR2 | spectators: Ar-Ar|RCH2-NR2
O=C1CCN(Cc2ccccc2)CC1.Cc1n[nH]c2ccc(N)cc12>>Cc1n[nH]c2ccc(NC3CCN(Cc4ccccc4)CC3)cc12,Event:C-N,|HeteroAr-NH2|RCH2-COR -> HeteroAr-NHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O | spectators: Ar-Alkyl|AromN-H|Bn-NR2|HeteroAr-H|Pyrazole|RCH2-NR2
C1COCCN1.CC(C)(C)OC(=O)N1Cc2ccc(C=O)cc2C1>>CC(C)(C)OC(=O)N1Cc2ccc(CN3CCOCC3)cc2C1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-Alkyl|RCH2-OR
O=Cc1ccccc1.COC(=O)N[C@@H]1CNCC[C@@H]1C>>COC(=O)N[C@@H]1CN(Cc2ccccc2)CC[C@@H]1C.Cl,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-O
C1CSCCOCCOCCSCCN1.CN(C)c1ccc(-c2cc3ccc4ccc(C=O)nc4c3o2)cc1>>CN(C)c1ccc(-c2cc3ccc4ccc(CN5CCSCCOCCOCCSCC5)nc4c3o2)cc1,Reductive_amination,|Ar-CHO|RCH2-NHR -> Bn-NR2|RCH2-NR2 | spectators: Ar-Ar|Ar-NR2|Benzofuran|CH3-NR2|HeteroAr-H|Quinoline|RCH2-OR|RCH2-SR
