reaction_smiles,detected_reaction_type,reaction_key
[N-]=[N+]=Nc1ccccc1.O=C(Cl)COc1ccccc1>>O=C1C(Oc2ccccc2)/C(=C/Oc2ccccc2)N1c1ccccc1,Multi-Event:Ann+LGDisp+C-N+C-C,|Alkyl-COCl|Ar-N3 -> Ar-NRCOR | bond_formed: C-N; C-C(ar); C-C(ar); C(ar)-N | bond_formed_labeled: C-N; C-C(ar); C-C(ar); C(ar)-N[Ar-NRCOR] | bond_broken: C-Cl; N-N | spectators: Ar-OR|R_acidic-H | events: Ann+LGDisp+C-N+C-C
[N-]=[N+]=Nc1ccccc1.Cc1cc(Cl)ccc1OCC(=O)Cl>>Cc1cc(Cl)ccc1O/C=C1/C(Oc2ccc(Cl)cc2C)C(=O)N1c1ccccc1,Multi-Event:Ann+LGDisp+C-N+C-O,|Alkyl-COCl|Ar-N3 -> Ar-NRCOR | bond_formed: C(ar)-C(ar); C(ar)-Cl; C(ar)-O; C-O; C-C; C-N; C-N | bond_formed_labeled: C(ar)-C(ar); C(ar)-Cl; C(ar)-O; C-O; C-C; C-N; C-N | bond_broken: C-Cl; N-N | spectators: Ar-Alkyl|Ar-Cl|Ar-OR|R_acidic-H | events: Ann+LGDisp+C-N+C-O
Cc1cccc(N=[N+]=[N-])c1.Cc1ccc(OCC(=O)Cl)cc1>>Cc1ccc(O/C=C2/C(Oc3ccc(C)cc3)C(=O)N2c2cccc(C)c2)cc1,Multi-Event:Ann+LGDisp+C-N+C-O,|Alkyl-COCl|Ar-N3 -> Ar-NRCOR | bond_formed: C-O; C-C; C-N; C-N | bond_formed_labeled: C-O; C-C; C-N; C-N | bond_broken: C-Cl; N-N | spectators: Ar-Alkyl|Ar-OR|R_acidic-H | events: Ann+LGDisp+C-N+C-O
[N-]=[N+]=N[C@]12CCCC[C@@H]1CCCC2.O=C(Cl)c1ccc([N+](=O)[O-])cc1>>O=C(N[C@]12CCCC[C@@H]1CCCC2)c1ccc([N+](=O)[O-])cc1,Multi-Event:LGDisp+C-N,|Ar-COCl|R3C-N3 -> Ar-CONHR | bond_formed: C-N | bond_formed_labeled: C-N | bond_broken: C-Cl; N-N | spectators: Ar-NO2 | events: LGDisp+C-N
O=Cc1ccccc1.Cc1ccc(N=[N+]=[N-])c(CN)c1.CC(=O)C(=O)O.[C-]#[N+]C(C)(C)C>>CC1=Nc2ccc(C)cc2CN(C(C(=O)NC(C)(C)C)c2ccccc2)C1=O,Amide_formation,|Acyl-CO2H|Alkyl-COR|Alkyl-H|Ar-CHO|Ar-N3|Bn-NH2|R_acidic-H -> Alkyl-NHCOR | spectators: Ar-Alkyl | events: Amid+Ann+C-N+C-C
CCCC=O.[N-]=[N+]=Nc1ccccc1CN.O=C(O)C(=O)c1ccccc1.[C-]#[N+]C(C)(C)C>>CCCC(C(=O)NC(C)(C)C)N1Cc2ccccc2N=C(c2ccccc2)C1=O,Amide_formation,|Acyl-CO2H|Alkyl-H|Ar-COR|Ar-N3|Bn-NH2|RCH2-CHO -> Alkyl-NHCOR|Alkyl-NRCOR | spectators: R_acidic-H | events: Amid+Ann+C-N+C-C
CCN.O=CC(=O)c1ccc(Br)cc1.[C-]#[N+]C1CCCCC1.COc1ccc(C=C(N=[N+]=[N-])C(=O)O)cc1>>CCN1C(=O)C(=Cc2ccc(OC)cc2)N=C(c2ccc(Br)cc2)C1C(=O)NC1CCCCC1,Amide_formation,|Alkenyl-CO2H|Alkenyl-N3|Alkyl-H|Ar-COR|RCH2-NH2 -> Alkenyl-CONR2|Alkyl-NHCOR|Alkyl-NRCOR | spectators: Ar-Alkenyl|Ar-Br|Ar-OR | events: Amid+Ann+C-N+C-C
Nc1ccccc1.[C-]#[N+]C(C)(C)C.O=Cc1coc2ccccc2c1=O.[N-]=[N+]=NCC(=O)O>>CC(C)(C)NC(=O)C1C(C(=O)c2ccccc2O)=CNCC(=O)N1c1ccccc1,Amide_formation / Wittig_reaction / Reduction_carbonyl_to_alcohol,|Alkyl-H|Ar-CHO|Ar-NH2|HeteroAr-H|RCH2-CO2H|RCH2-N3 -> Alkyl-NHCOR|Alkyl-NRCOR|Ar-NRCOR | spectators: R_acidic-H | events: Amid+C-N+C-C | reaction_types: Amide_formation+Wittig_reaction+Reduction_carbonyl_to_alcohol
O=C(O)c1ccccc1.CCC(N)C(=O)c1ccccc1.Cl.[C-]#[N+]C1CCCCC1.[N-]=[N+]=Nc1ccccc1C=O>>CCC1C(c2ccccc2)=Nc2ccccc2C(C(=O)NC2CCCCC2)N1C(=O)c1ccccc1,Amide_formation,|Alkyl-H|Ar-CHO|Ar-CO2H|Ar-COR|Ar-N3|Inorganic|R2CH-NH2 -> Alkyl-NHCOR|Alkyl-NRCOR|Ar-CONR2 | spectators: R_acidic-H | events: Amid+Ann+C-N+C-C
Cc1ccc(C=O)cc1.C1COCCN1.O=C(O)c1ccc([N+](=O)[O-])cc1.[C-]#[N+]Cc1ccccc1N=[N+]=[N-]>>Cc1ccc(C(C(=O)N2Cc3ccccc3N=C2c2ccc([N+](=O)[O-])cc2)N2CCOCC2)cc1,Amide_formation / Reductive_amination,|Ar-CHO|Ar-CO2H|Ar-N3|RCH2-NHR -> R2CH-CONR2 | spectators: Ar-Alkyl|Ar-NO2|RCH2-OR | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
C1COCCN1.O=Cc1ccc(Br)cc1.O=C(O)c1ccc(C(F)(F)F)cc1.[C-]#[N+]Cc1ccccc1N=[N+]=[N-]>>O=C(C(c1ccc(Br)cc1)N1CCOCC1)N1Cc2ccccc2N=C1c1ccc(C(F)(F)F)cc1,Amide_formation / Reductive_amination,|Ar-CHO|Ar-CO2H|Ar-N3|RCH2-NHR -> R2CH-CONR2 | spectators: Ar-Alkyl|Ar-Br|Ar-CF3|RCH2-OR | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
C1COCCN1.COc1ccc(C=O)cc1.O=C(O)c1ccc(F)cc1.[C-]#[N+]Cc1cc(C)ccc1N=[N+]=[N-]>>COc1ccc(C(C(=O)N2Cc3cc(C)ccc3N=C2c2ccc(F)cc2)N2CCOCC2)cc1,Amide_formation / Reductive_amination,|Ar-CHO|Ar-CO2H|Ar-N3|RCH2-NHR -> R2CH-CONR2 | spectators: Ar-Alkyl|Ar-F|Ar-OR|RCH2-OR | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
O=Cc1ccccc1Cl.C1COCCN1.O=C(O)c1ccccc1.[C-]#[N+]Cc1cc(C)ccc1N=[N+]=[N-]>>Cc1ccc2c(c1)CN(C(=O)C(c1ccccc1Cl)N1CCOCC1)C(c1ccccc1)=N2,Amide_formation / Reductive_amination,|Ar-CHO|Ar-CO2H|Ar-N3|RCH2-NHR -> R2CH-CONR2 | spectators: Ar-Alkyl|Ar-Cl|RCH2-OR | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
O=Cc1ccccc1Cl.Cc1ccc(N=[N+]=[N-])c(CN)c1.O=C(O)c1ccc([N+](=O)[O-])cc1.[C-]#[N+]C1CCCCC1>>Cc1ccc2c(c1)CN(C(C(=O)NC1CCCCC1)c1ccccc1Cl)C(c1ccc([N+](=O)[O-])cc1)=N2,Amide_formation / Reductive_amination,|Alkyl-H|Ar-CHO|Ar-CO2H|Ar-N3|Bn-NH2 -> Alkyl-NHCOR | spectators: Ar-Alkyl|Ar-Cl|Ar-NO2 | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
O=Cc1ccc(Cl)cc1.[N-]=[N+]=Nc1ccccc1CN.N#Cc1ccc(C(=O)O)cc1.[C-]#[N+]C(C)(C)C>>CC(C)(C)NC(=O)C(c1ccc(Cl)cc1)N1Cc2ccccc2N=C1c1ccc(C#N)cc1,Amide_formation / Reductive_amination,|Alkyl-H|Ar-CHO|Ar-CO2H|Ar-N3|Bn-NH2 -> Alkyl-NHCOR | spectators: Ar-CN|Ar-Cl | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
CCC=O.[N-]=[N+]=Nc1cc(Cl)ccc1CN.O=C(O)c1ccccc1.[C-]#[N+]C(C)(C)C>>CCC(C(=O)NC(C)(C)C)N1Cc2ccc(Cl)cc2N=C1c1ccccc1,Amide_formation / Reductive_amination,|Alkyl-H|Ar-CO2H|Ar-N3|Bn-NH2|RCH2-CHO -> Alkyl-NHCOR | spectators: Ar-Cl|R_acidic-H | events: Amid+Ann+C-N+C-C | reaction_types: Amide_formation+Reductive_amination
CC(=O)[C@@H]1[C@@H](CCN=[N+]=[N-])NC(=O)N[C@]1(C)O>>CC(=O)C1=C(C)NCCC1NC(N)=O,Oxidation_alcohol,|R2CH-COR|R2CH-LactamN|R3C-LactamN|R3C-OH|RCH2-N3 -> Alkenyl-COR | bond_broken: C-O; N-N | spectators: R_acidic-H
[N-]=[N+]=Nc1ccccc1Cl.Cc1cccc(OCC(=O)Cl)c1>>Cc1cccc(OCC(=Nc2ccccc2Cl)Nc2ccccc2Cl)c1,Multi-Event:Ann+LGDisp+C-N,|Alkyl-COCl|Ar-N3|R_acidic-H -> Ar-NHR | spectators: Ar-Alkyl|Ar-Cl|Ar-OR | events: Ann+LGDisp+C-N
c1ccc(CP(c2ccccc2)c2ccccc2)cc1.COC(=O)c1ccccc1N=[N+]=[N-]>>COC(=O)c1ccccc1N=P(Cc1ccccc1)(c1ccccc1)c1ccccc1,Unknown,|Ar-N3|Ar-PR2 -> [] | spectators: Ar-Alkyl|Ar-CO2R
c1ccc(P(c2ccccc2)c2ccccc2)cc1.[N-]=[N+]=NCc1nc2ccccc2s1>>c1ccc(P(=NCc2nc3ccccc3s2)(c2ccccc2)c2ccccc2)cc1,Unknown,|Ar-PR2|Bn-N3 -> Ar-Alkyl | spectators: HeteroAr-H|Thiazole
CCCN(C(=O)c1ccccc1)C(C(=O)NC(C)(C)C)c1ccccc1N=[N+]=[N-].Cc1cccc(N=C=O)c1>>CCCN1C(N(C(=O)c2ccccc2)c2cccc(C)c2)=Nc2ccccc2C1C(=O)NC(C)(C)C,Multi-Event:Ann+C-N,|Alkyl-NRCOR|Ar-CONR2|Ar-N3 -> Ar-NRCOR | spectators: Alkyl-NHCOR|Ar-Alkyl|R2CH-CONHR|R_acidic-H | events: Ann+C-N
CC(C)(C)c1ccc(OCCCN=[N+]=[N-])cc1>>CC(C)(C)c1ccc(OCCCN)cc1,Unknown,|RCH2-N3 -> RCH2-NH2 | bond_broken: N-N | spectators: Ar-Alkyl|Ar-OR
CCCCCCCCCCCCCC[C@H](O)[C@H](O)[C@H](CN=[N+]=[N-])NC(=O)C(C)(C)C>>CCCCCCCCCCCCCC[C@H](O)[C@H](O)[C@H](CN)NC(=O)C(C)(C)C,Unknown,|RCH2-N3 -> RCH2-NH2 | bond_broken: N-N | spectators: Alkyl-NHCOR|R2CH-OH|R3C-CONHR
O=C=Nc1ccccc1.CC(=O)OC[C@H](N=[N+]=[N-])[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@@H]1OC(C)=O>>CC(=O)OC[C@H](N=C=Nc1ccccc1)[C@H]1O[C@@H]2OC(C)(C)O[C@@H]2[C@@H]1OC(C)=O,Event:C-N,|Ar-H|R2CH-N3 -> [] | spectators: Alkyl-CO2R|R2CH-OR|R3C-OR|R_acidic-H
