reaction_smiles,detected_reaction_type,reaction_key
O=C1C(Br)=C[C@@H]2[C@@]1(Br)[C@@H]1C=C[C@@]2(Br)C12OCCO2>>O=C1C(Br)=C[C@@H]2[C@H]1[C@]1(Br)C=C[C@@]2(Br)C1=O,Unknown,|RCH2-OR -> R3C-COR|R_acidic-H | bond_broken: C-O | spectators: Alkenyl-Br|Alkenyl-COR|R3C-Br
CC1(C)CC2C1CCC1=CCCC2(O)CC1>>CC1(C)CC2C1CCC1=CCCC2(Br)CC1Br.CC1(C)CC2C1CCC1=CC(Br)CC2(O)CC1,Multi-Event:Ann+C-C,|[] -> R2CH-Br|R3C-Br | bond_formed: C-C; C-C; C-C; C-C; C-C; C-C; Br-C; Br-C | bond_formed_labeled: C-C; C-C; C-C; C-C; C-C; C-C; Br-C; Br-C | spectators: R3C-OH | events: Ann+C-C
O=C1c2c(O)cccc2Cc2cccc(O)c21>>O=C1c2c(O)ccc(Br)c2C(Br)c2c(Br)ccc(O)c21,Unknown,|[] -> Ar-Br|R2CH-Br | bond_formed: Br-C(ar); Br-C; Br-C(ar) | bond_formed_labeled: Br-C(ar); Br-C; Br-C(ar) | spectators: Ar-Alkyl|Ar-COR|Ar-OH
Cc1cc(O)c(C)c2c1OC(C)(C)CC2>>Cc1c(Br)c(O)c(CBr)c2c1OC(C)(C)CC2,Unknown,|Ar-Alkyl -> Ar-Br|Bn-Br | bond_formed: Br-C(ar); Br-C | bond_formed_labeled: Br-C(ar); Br-C | spectators: Ar-OH|Ar-OR
COC(=O)c1c(C)cc2cccccc1-2>>COC(=O)c1c2cccccc-2c(Br)c1C.COC(=O)c1c2cccccc-2c(Br)c1CBr,Multi-Event:Ann+C-C,|[] -> Ar-Br|Bn-Br | bond_formed: C(ar)-C(ar); C(ar)-C(ar); Br-C(ar); C-C(ar); C-C(ar) | bond_formed_labeled: C(ar)-C(ar); C(ar)-C(ar); Br-C(ar); C-C(ar); C-C(ar) | spectators: Ar-Alkyl|Ar-Ar|Ar-CO2R | events: Ann+C-C
Cc1ccc(C)s1>>Brc1c(C(Br)Br)sc(C(Br)Br)c1Br,Halogenation_aromatic,|HeteroAr-H -> HeteroAr-Br | bond_formed: Br-C(ar); Br-C; Br-C; Br-C; Br-C; Br-C(ar) | bond_formed_labeled: Br-C(ar); Br-C; Br-C; Br-C; Br-C; Br-C(ar) | spectators: Ar-Alkyl|Thiophene
Cc1cccc2cccnc12>>BrCc1cccc2cccnc12.BrCc1ccc(Br)c2cccnc12,Event:Ann,|Ar-Alkyl -> Bn-Br|HeteroAr-Br|Quinoline | bond_formed: Br-C; Br-C(ar) | bond_formed_labeled: Br-C; Br-C(ar) | spectators: HeteroAr-H|Quinoline
Cc1ccc(C(C)(C)C)cc1>>CC(C)(C)c1ccc(CBr)cc1.Cc1ccc(C(C)(C)C)cc1Br.CC(C)(C)c1ccc(C(Br)Br)cc1,Multi-Event:Ann+C-C,|[] -> Ar-Alkyl | spectators: Ar-Alkyl | events: Ann+C-C
Cc1ccc(C(C)(C)C)cc1>>CC(C)(C)c1ccc(CBr)cc1.Cc1ccc(C(C)(C)C)cc1Br,Multi-Event:Ann+C-C,|[] -> Ar-Alkyl | spectators: Ar-Alkyl | events: Ann+C-C
Cc1ccc(C)cc1>>Cc1ccc(CBr)cc1.Cc1ccc(C)c(Br)c1,Multi-Event:Ann+C-C,|[] -> Ar-Br|Bn-Br | spectators: Ar-Alkyl | events: Ann+C-C
COC(=O)Cc1cn(C(=O)OC)c2ccccc12>>COC(=O)C(Br)c1cn(C(=O)OC)c2ccccc12.COC(=O)Cc1c(Br)n(C(=O)OC)c2ccccc12,Multi-Event:Ann+C-O+C-C,|[] -> Ar-Alkyl | bond_formed: C-O; C-O; C-C(ar) | bond_formed_labeled: C-O; C-O; C-C(ar)[Ar-Alkyl] | spectators: Bn-CO2R|HeteroAr-H|R_acidic-H | events: Ann+C-O+C-C
