reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes
31-345-CAS-10024155,Ruppert–Prakash (TMS–CF3),71,,,C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2C(=O)c1ccnc2ccc(OC)cc12.C[Si](C)(C)C(F)(F)F>>C=C[C@H]1C[N@]2CC[C@H]1C[C@@H]2[C@](O)(c1ccnc2ccc(OC)cc12)C(F)(F)F,"Journal of the American Chemical Society (2011), 133(26), 9992-9995","589-92-4, 81290-20-2",883558-03-0,163931-61-1,,109-99-9,,,,,,"Procedure for the Preparation of epiCF3QD (1) Quinidinone was prepared according to the known procedures described by Woodward et al. 1 and Skarewski et al. 2 Quinidinone (3.74 g, 11.6 mmol) and TMSCF3 (4.14 g, 29.1 mmol, 2.5 eq.) were quickly dissolved in anhydrous THF (72 mL) in a Schlenk flask under argon atmosphere. Tetrabutylammonium difluorotriphenylsilicate (1.57 g, 2.9 mmol, 0.25 eq.) was added to above mentioned solution within 2 min at 0 °C. The ice bath was removed thereafter, and the reaction mixture was warmed to room temperature and the mixture was stirred for 2h before evaporating the volatile matters. The resulting crude product was purified by column chromatography with Et2O-Et2O/MeOH (98:2) as the eluent affording the desired product as a yellowish amorphous solid (3.24 g, 71%). epiCF3QD (1), yield (3.24 g, 71%) 1H NMR (400 MHz, CDCl3, 293K) 1.65-1.71 (m, 2H), 1.77 (m, 1H), 1.94 (m, pseudo s, 1H), 2.19-2.25 (m, 1H), 2.26-2.33 (m, 1H), 2.77-3.00 (m, 2H), 2.89-3.07 (m, 2H), 3.47 (m, pseudo t, J = 10.2 Hz, 1H), 5.07-5.13 (m, 2H), 5.92 (ddd, J = 17.3, 10.6, 7.1 Hz, 1H), 7.05 (br s, 1H), 7.33 (d, J = 4.8 Hz, 1H), 7.36 (dd, J = 9.2, 2.8 Hz, 1H), 8.00 (d, J = 9.2 Hz, 1H), 8.54 (d, J = 2.8 Hz, 1H), 8.69 (d, J = 4.8 Hz, 1H). 13C NMR (101 MHz, CDCl3, 293 K) 24.0, 26.0, 29.3, 39.4, 48.9 (q, J = 3.3 Hz), 51.2, 55.5, 64.5, 79.8 (q, J = 27.5 Hz), 105.5, 115.6, 120.1, 122.0, 125.8 (q, J = 288.2 Hz), 128.1, 131.6, 139.0, 143.5, 146.0, 146.3, 157.4. 19F NMR (376 MHz, CDCl3, 293K) -70.64 (s, 3F). HRMS (ESI) Exact mass calculated for C21H24F3N2O2 [M+H+] 393.1784; Found 393.1788.",1,1,71,,,,,,,stereoselective
31-345-CAS-10061211,Ruppert–Prakash (TMS–CF3),76,,,C[Si](C)(C)C(F)(F)F.Cc1ccc(C=O)cc1>>Cc1ccc(C(O)C(F)(F)F)cc1,"Journal of Fluorine Chemistry (2013), 15246-50","529-20-4, 81290-20-2",877996-73-1,"12125-02-9, 7647-01-0","373-68-2, 1091629-74-1","75-09-2, 108-88-3, 7732-18-5",,,,,,,4,1,76,,,,,,,"green chemistry-process simplification, regioselective, stereoselective, 60% ee"
31-345-CAS-10085241,Ruppert–Prakash (TMS–CF3),81,,,O=Cc1ccc(Br)cc1.C[Si](C)(C)C(F)(F)F>>O[C@H](c1ccc(Br)cc1)C(F)(F)F,"Organic & Biomolecular Chemistry (2012), 10(47), 9334-9337","83-38-5, 81290-20-2",911297-90-0,"7732-18-5, 429-41-4","945732-76-3, 1087319-58-1","108-88-3, 109-99-9",,,,,,,4,1,81,,,,,,,"stereoselective, 57% ee"
31-345-CAS-10176418,Ruppert–Prakash (TMS–CF3),97,,,COc1ccc(C=O)cc1.C[Si](C)(C)C(F)(F)F>>COc1ccc(C(O)C(F)(F)F)cc1,"Tetrahedron Letters (1999), 40(47), 8231-8234","123-11-5, 81290-20-2",1737-27-5,"12125-02-9, 7647-01-0",254910-12-8,"60-29-7, 7732-18-5, 109-99-9",,,,,,,5,1,97,,,,,,,stereoselective
31-345-CAS-10244924,Ruppert–Prakash (TMS–CF3),85,,,C[Si](C)(C)C(F)(F)F.COc1ccc(/N=C2/C(=O)[C@]3(C)CC[C@H]2C3(C)C)cc1>>COc1ccc(/N=C2\[C@H]3CC[C@](C)(C3(C)C)[C@@]2(O)C(F)(F)F)cc1,"Tetrahedron: Asymmetry (2008), 19(14), 1676-1683","81290-20-2, 603126-38-1",1255152-59-0,16940-66-2,13400-13-0,"110-71-4, 7732-18-5, 64-17-5",,,,,,,3,1,85,,,,,,,"chemoselective (in stage 1), stereoselective (in stage 1)"
31-345-CAS-10249706,Ruppert–Prakash (TMS–CF3),87,,,Cc1ccc(S(=O)(=O)N=Cc2ccccc2)cc1.C[Si](C)(C)CC#N>>Cc1ccc(S(=O)(=O)NC(CC#N)c2ccccc2)cc1,"Chemical Communications (Cambridge, United Kingdom) (2012), 48(10), 1428-1430","92-91-1, 81290-20-2",2243023-90-5,139-02-6,1643-19-2,"108-88-3, 109-99-9",,,,,,,1,1,87,,,,,,,mol. sieves used
31-345-CAS-10283475,Ruppert–Prakash (TMS–CF3),100,,,O=CC=Cc1ccccc1.C[Si](C)(C)C(F)(F)F>>OC(C=Cc1ccccc1)C(F)(F)F,"Combinatorial Chemistry and High Throughput Screening (2002), 5(3), 197-199","66866-64-6, 81290-20-2",291778-48-8,"215368-99-3, 9037-24-5, 9064-41-9",,109-99-9,,,,,,,3,1,100,,,,,,,solid-supported reagent
31-345-CAS-10294505,Ruppert–Prakash (TMS–CF3),77,,,O=CCCc1ccccc1.C[Si](C)(C)C(F)(F)F>>C[Si](C)(C)OC(CCc1ccccc1)C(F)(F)F,"Bulletin of the Chemical Society of Japan (2006), 79(7), 1133-1145","104-53-0, 81290-20-2",659721-45-6,12125-02-9,546-89-4,"68-12-2, 7732-18-5",,,,,,,2,1,77,,,,,,,
31-345-CAS-10303979,Ruppert–Prakash (TMS–CF3),83,,,COc1ccc(C=NS(=O)(=O)c2ccc(C)cc2)cc1.C[Si](C)(C)C(F)(F)F>>COc1ccc(C(NS(=O)(=O)c2ccc(C)cc2)C(F)(F)F)cc1,"Chemistry Letters (2005), 34(3), 422-423","14674-38-5, 81290-20-2",332902-07-5,12125-02-9,546-89-4,"68-12-2, 7732-18-5",,,,,,,2,1,83,,,,,,,
31-345-CAS-10339637,Ruppert–Prakash (TMS–CF3),80,,,Cc1ccc(S(=O)(=O)N=Cc2ccc(Br)cc2)cc1.C[Si](C)(C)C(F)(F)F>>Cc1ccc(S(=O)(=O)NC(c2ccc(Br)cc2)C(F)(F)F)cc1,"Synlett (2006), (2), 267-270","36176-90-6, 81290-20-2",851165-65-6,13716-12-6,,68-12-2,,,,,,"General/Typical Procedure: Typical Experimental Procedure. Tri-tert-butylphosphine [P(t-Bu)3, 3.9 mg, 0.019 mmol]) was placed in a round-bottomed flask under N2. Dry DMF (0.25 mL) and 2-naphthaldehyde (1b, 30 mg, 0.19 mmol) were added. To the stirred solution, Me3SiCF3 (57 mL, 0.38 mmol) was added at r.t. The mixture was stirred at r.t. for 0.5 h; the reaction was concentrated under reduced pressure. The residue was chromatographed on silica gel using hexane to afford 2b. 6e, yield 80%.",1,1,80,,,,,,,
31-345-CAS-10364234,Ruppert–Prakash (TMS–CF3),90,,,O=Cc1ccc(-c2ccccc2)cc1.C[Si](C)(C)C(F)(F)F>>O[C@H](c1ccc(-c2ccccc2)cc1)C(F)(F)F,"Organic & Biomolecular Chemistry (2012), 10(47), 9334-9337","586-37-8, 81290-20-2",1008727-12-5,"7732-18-5, 429-41-4","945732-76-3, 1087319-58-1","108-88-3, 109-99-9",,,,,,,4,1,90,,,,,,,"stereoselective, 66% ee"
31-345-CAS-1038877,Ruppert–Prakash (TMS–CF3),85,,,O=C/C=C/c1ccccc1.C[Si](C)(C)C(F)(F)F>>C[Si](C)(C)OC(/C=C/c1ccccc1)C(F)(F)F,"Synlett (2006), (1), 112-114","14371-10-9, 81290-20-2",228123-21-5,,,67-68-5,,,,,,"General/Typical Procedure: Typical Procedure. A solution of benzaldehyde (30 mL, 0.30 mmol) and TMSCF3 (54 mL, 0.36 mmol) in DMSO (2 mL) in the presence of powdered MS 4 Å (150 mg) was stirred at r.t. under an argon atmosphere. After 15 min, the reaction mixture was quenched with a phosphate buffer (pH 7, 20 mL). The organic materials were extracted with Et2O, dried over anhyd MgSO4, and the solvent was evaporated in vacuo. 1H NMR analysis (400 MHz) of the crude product using 1,1,2,2-tetrachloroethane as an internal standard shows that (2,2,2-trifluoro-1-phenylethoxy)trimethylsilane was obtained. The product gave satisfactory 1H NMR, 13C NMR, 19F NMR, and IR spectra after the purification by TLC on silica gel. Table 2, Run 13. Yield 85%.",2,1,85,,,,,,,"4A mol. sieves used first stage, phosphate buffer used second stage"
