reaction_smiles,detected_reaction_type,reaction_key
Oc1ccccc1Cl.Oc1ccc(F)cc1.CCOC(=O)CCl>>CCOC(=O)COc1ccccc1Oc1ccc(F)cc1,C_O_Coupling,|Ar-Cl|Ar-OH|RCH2-Cl -> Ar-OR | bond_formed: C-O; C(ar)-O | bond_formed_labeled: C-O; C(ar)-O[Ar-OR] | bond_broken: C-Cl; C(ar)-Cl | spectators: Ar-F|RCH2-CO2R|R_acidic-H | events: LGDisp+C-O
Nc1ccccc1Br.COc1ccccc1O>>COc1ccccc1Oc1ccccc1N=[N+]=[N-],C_O_Coupling,|Ar-Br|Ar-NH2|Ar-OH -> Ar-OR | bond_formed: C(ar)-O; N-N | bond_formed_labeled: C(ar)-O[Ar-OR]; N-N | bond_broken: Br-C(ar) | spectators: Ar-OR | events: LGDisp+C-O
CO.[Na].Clc1cncc(Cl)c1>>COc1cc(OC)c(Br)nc1Br,C_O_Coupling,|CH3-OH|HeteroAr-Cl|Inorganic -> Ar-OR | bond_formed: C(ar)-O; C(ar)-O; C(ar)-O; Br-C(ar) | bond_formed_labeled: C(ar)-O[Ar-OR]; C(ar)-O; C(ar)-O; Br-C(ar) | bond_broken: C(ar)-Cl | spectators: HeteroAr-H|Pyridine | events: LGDisp+C-O
CCCCC(CC)CO.Brc1cccnc1>>Brc1ccncc1.CCCCC(CC)COc1cccnc1.CCCCC(CC)COc1ccncc1,Multi-Event:Ann+C-N+C-O+C-C,|RCH2-OH -> Ar-OR | bond_formed: C(ar)-N(ar); C(ar)-O; C-C(ar); C-C(ar) | bond_formed_labeled: C(ar)-N(ar); C(ar)-O[Ar-OR]; C-C(ar); C-C(ar) | spectators: HeteroAr-Br|HeteroAr-H|Pyridine | events: Ann+C-N+C-O+C-C
Oc1ccc(Br)cc1.O=C(O)c1cc(I)ccc1I>>O=c1c2cc(Br)ccc2oc2ccc(I)cc12,Multi-Event:Ann+LGDisp+C-O+C-C,|Ar-Br|Ar-CO2H|Ar-I|Ar-OH -> HeteroAr-Br|HeteroAr-H|HeteroAr-I | events: Ann+LGDisp+C-O+C-C
Cc1ccc(O)c(Br)c1.Brc1cnc(Br)cn1>>Cc1ccc(Oc2cncc(Oc3ccc(C)cc3Br)n2)c(Br)c1,C_O_Coupling,|Ar-OH|HeteroAr-Br -> Ar-OR | spectators: Ar-Alkyl|Ar-Br|HeteroAr-H|Pyrimidine | events: Ann+LGDisp+C-O+C-C
COc1ccc(O)cc1.COc1ccccc1Br>>COc1ccc(Oc2ccccc2OC)cc1,C_O_Coupling,|Ar-Br|Ar-OH -> Ar-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O[Ar-OR] | bond_broken: Br-C(ar) | spectators: Ar-OR | events: LGDisp+C-O
Cc1ccc(C(C)C)cc1O.O=[N+]([O-])c1ccc(Br)c([N+](=O)[O-])c1>>Cc1ccc(C(C)C)cc1Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C_O_Coupling,|Ar-Br|Ar-OH -> Ar-OR | spectators: Ar-Alkyl|Ar-NO2 | events: LGDisp+C-O
COc1ccc(O)cc1.N#Cc1ccccc1Br>>COc1ccc(Oc2ccccc2C#N)cc1,C_O_Coupling,|Ar-Br|Ar-OH -> Ar-OR | bond_formed: C(ar)-O | bond_formed_labeled: C(ar)-O[Ar-OR] | bond_broken: Br-C(ar) | spectators: Ar-CN|Ar-OR | events: LGDisp+C-O
Oc1ccccc1Br.O=[N+]([O-])c1cc([N+](=O)[O-])c(Cl)cc1Cl>>O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2ccccc2Br)cc1Oc1ccccc1Br,C_O_Coupling,|Ar-Cl|Ar-OH -> Ar-OR | spectators: Ar-Br|Ar-NO2 | events: Ann+LGDisp+C-O+C-C
