reaction_smiles,detected_reaction_type,reaction_key
c1ccc2cc(C3OCCO3)ccc2c1>>O=Cc1ccc2ccccc2c1.OCc1ccc2ccccc2c1,Oxidation_alcohol,|Ar-Alkyl|RCH2-OR -> Ar-CHO | bond_formed: C-C(ar); C-C(ar) | bond_formed_labeled: C-C(ar); C-C(ar) | bond_broken: C-O; C-O | events: Ann+C-C
ClCCBr.O=Cc1ccc(O)cc1>>OCc1ccc(OCCCl)cc1,Alkyl_Nucleophilic_Substitution / Reduction_carbonyl_to_alcohol,|Ar-CHO|Ar-OH|RCH2-Br -> Ar-OR | bond_formed: C-O | bond_formed_labeled: C-O | bond_broken: Br-C | spectators: RCH2-Cl | events: LGDisp+C-O | reaction_types: Alkyl_Nucleophilic_Substitution+Reduction_carbonyl_to_alcohol
O=Cc1ccc(Br)cc1>>OCc1ccccc1,Reduction_carbonyl_to_alcohol,|Ar-Br|Ar-CHO -> Bn-OH | bond_broken: Br-C(ar)
CC(=O)c1ccc(Br)s1>>CC(O)c1cccs1,Reduction_carbonyl_to_alcohol / Arylation_acidic_C_H,|Ar-COR|HeteroAr-Br -> R2CH-OH | bond_broken: Br-C(ar) | spectators: HeteroAr-H|Thiophene | reaction_types: Reduction_carbonyl_to_alcohol+Arylation_acidic_C_H
Cc1ccc(S(=O)(=O)/C(=C/c2ccc(Cl)c(Cl)c2)C(=O)c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)[C@H](Cc2ccc(Cl)c(Cl)c2)[C@H](O)c2ccccc2)cc1,Reduction_carbonyl_to_alcohol,|Alkenyl-COR|Alkenyl-SO2R|Ar-Alkenyl -> R2CH-OH | spectators: Ar-Alkyl|Ar-Cl
CC(=O)/C=C/c1ccccc1>>CC(O)CCc1ccccc1.CC(=O)CCc1ccccc1.CC(O)/C=C/c1ccccc1,Reduction_carbonyl_to_alcohol,|Alkenyl-COR -> R2CH-OH | spectators: Ar-Alkenyl|R_acidic-H
Nc1ccccc1.O=Cc1ccc2ccccc2n1>>OCc1ccc2ccccc2n1.c1ccc(NCc2ccc3ccccc3n2)cc1,Reductive_amination,|Ar-CHO|Ar-NH2 -> Bn-NHR | bond_formed: C-C(ar); C(ar)-C(ar); C(ar)-N | bond_formed_labeled: C-C(ar); C(ar)-C(ar); C(ar)-N | spectators: HeteroAr-H|Quinoline | events: Ann+C-N+C-C
c1ccc(CNCc2ccccc2)cc1.O=Cc1ccc(F)cc1>>OCc1ccc(F)cc1.Fc1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,Reductive_amination,|Ar-CHO|Bn-NHR -> Bn-NR2 | spectators: Ar-F | events: Ann+C-N+C-C
O=[N+]([O-])c1ccccc1.O=Cc1ccccc1>>OCc1ccccc1.c1ccc(CNc2ccccc2)cc1,Reduction_carbonyl_to_alcohol,|Ar-CHO|Ar-NO2 -> Bn-OH | bond_formed: C(ar)-O; C(ar)-C(ar); C(ar)-C(ar); C-N | bond_formed_labeled: C(ar)-O; C(ar)-C(ar); C(ar)-C(ar); C-N | bond_broken: C-O; N-O | events: Ann+C-N+C-O+C-C
CC(=O)OC(OC(C)=O)c1ccc(Cl)cc1>>OCc1ccc(Cl)cc1,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Ar-Cl | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
COc1ccc(C(OC(C)=O)OC(C)=O)cc1>>COc1ccc(CO)cc1,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Ar-OR | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
CC(=O)OC(OC(C)=O)c1ccc(Cl)cc1Cl>>OCc1ccc(Cl)cc1Cl,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Ar-Cl | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
CC(=O)OC(OC(C)=O)c1ccc(C(F)(F)F)cc1>>OCc1ccc(C(F)(F)F)cc1,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Ar-CF3 | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
COc1cc(C(OC(C)=O)OC(C)=O)cc(OC)c1OC>>COc1cc(CO)cc(OC)c1OC,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Ar-OR | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
CC(=O)OC(OC(C)=O)c1cccs1>>OCc1cccs1,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: HeteroAr-H|Thiophene | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
CC(=O)OC(OC(C)=O)c1ccco1>>OCc1ccco1,Claisen_condensation / Reduction_ester_to_alcohol,|Alkyl-CO2R|Ar-Alkyl|R_acidic-H -> Bn-OH | spectators: Furan|HeteroAr-H | reaction_types: Claisen_condensation+Reduction_ester_to_alcohol
CCOP(=O)(OCC)Oc1ccc(C=O)cc1OP(=O)(OCC)OCC>>CCOP(=O)(OCC)Oc1ccc(CO)cc1OP(=O)(OCC)OCC,Reduction_carbonyl_to_alcohol,|Ar-CHO -> Bn-OH
