reaction_smiles,detected_reaction_type,reaction_key
CCOC(=O)CCC(=O)c1ccc2c(Br)c(OC)ccc2c1>>COc1ccc2cc(CCCC(=O)O)ccc2c1,Claisen_condensation / Arylation_acidic_C_H,|Ar-Br|Ar-COR|RCH2-CO2R -> Ar-Alkyl|RCH2-CO2H | bond_broken: C-O; Br-C(ar) | spectators: Ar-OR|R_acidic-H | events: EsterHyd+LGDisp | reaction_types: Claisen_condensation+Arylation_acidic_C_H
CC(=O)c1ccccc1>>[2H]C([2H])([2H])C([2H])([2H])c1ccccc1,Unknown,|Ar-COR|R_acidic-H -> Ar-Alkyl | bond_formed: C-H; C-H; C-H; C-H; C-H | bond_formed_labeled: C-H; C-H; C-H; C-H; C-H | bond_broken: C-O
COc1cccc([C@]2(CC(C)=O)C=CN(C)C[C@@H]2C)c1>>COc1cccc([C@]23CCC[C@H](C2)N(C)C[C@@H]3C)c1,Multi-Event:Ann+C-C,|Alkenyl-NR2|RCH2-COR -> R2CH-NR2 | bond_formed: C-C | bond_formed_labeled: C-C | bond_broken: C-O | spectators: Ar-Alkyl|Ar-OR|CH3-NR2|RCH2-NR2 | events: Ann+C-C
COC(=O)[C@@]12CC[C@@]34C(=O)C(=O)[C@@H](C[C@@H]3C1)C[C@H]4[C@H]2O>>O=C(O)C12CCC34CCC(CC3C1)CC4C2,Oxidation_alcohol,|R2CH-COR|R2CH-OH|R3C-CO2R|R3C-COR -> R3C-CO2H | bond_broken: C-O
O=C(CCCCC(=O)c1ccccc1)c1ccccc1>>C(/C=C/c1ccccc1)=C\CCc1ccccc1,Wittig_reaction,|Ar-COR|R_acidic-H -> Alkenyl-Alkenyl|Ar-Alkenyl
CC(=O)C(C)C(C)=O>>CCC(C)(O)C(C)=O,Reduction_carbonyl_to_alcohol,|R2CH-COR|R_acidic-H -> R3C-OH
O=C(c1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccccc1>>OC(c1ccccc1)C1CCCCC1Cc1ccccc1,Reduction_carbonyl_to_alcohol,|Ar-COR -> R2CH-OH | bond_broken: C-O
O=C(c1ccccc1)C(O)c1ccccc1>>c1ccc(CCc2ccccc2)cc1.C(=C/c1ccccc1)\c1ccccc1,Wittig_reaction,|Ar-COR|R2CH-OH|R_acidic-H -> Ar-Alkenyl | spectators: Ar-Alkyl | events: Ann+C-C
O=C(c1ccccc1)C(O)c1ccccc1>>c1ccc(CCc2ccccc2)cc1,Unknown,|Ar-COR|R2CH-OH -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Alkyl
COc1ccccc1C(C)=O>>CCc1ccccc1OC,Unknown,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-OR
O=C(/C=C/c1ccccc1)c1ccccc1>>c1ccc(CCCc2ccccc2)cc1,Michael_addition,|Alkenyl-COR|Ar-Alkenyl -> Ar-Alkyl
CC(=O)c1ccc(Br)cc1>>CCc1ccc(Br)cc1,Unknown,|Ar-COR -> Ar-Alkyl | bond_broken: C-O | spectators: Ar-Br
