Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br -> Ar-SAr || Alkyl-OR|Any-OR|Ar-Ar|Ar-F|Ar-OR|Ar-X,False,"Ar-Br,Ar-X,H-SR","Ar-Ar,Ar-Br,Ar-X,Ar-F,Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H","Ar-Ar,Ar-F,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-Ar|Ar-Br|Ar-F|Ar-OR|Ar-X|AromN-H|H-AromN|H-SR,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-F|Ar-OR|Ar-SAr|Ar-SR|Ar-X,81.0,Sc1ccccc1Br.COc1ccc(-c2nc(-c3cc(F)ccc3Br)[nH]c2-c2ccc(OC)cc2)cc1>>COc1ccc(-c2nc3n(c2-c2ccc(OC)cc2)-c2ccccc2Sc2ccc(F)cc2-3)cc1,CuI,phen,K2CO3,DMF,,,,0.7071067811865475
Ar-Br -> Ar-SAr || Alkyl-OR|Any-OR|Ar-Ar|Ar-OR,False,"Ar-Br,Ar-X,H-SR","Ar-Ar,Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H","Ar-Ar,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-Ar|Ar-Br|Ar-OR|Ar-X|AromN-H|H-AromN|H-SR,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-OR|Ar-SAr|Ar-SR,87.0,Sc1ccccc1Br.COc1ccc(-c2nc(-c3cc(OC)ccc3Br)[nH]c2-c2ccc(OC)cc2)cc1>>COc1ccc(-c2nc3n(c2-c2ccc(OC)cc2)-c2ccccc2Sc2ccc(OC)cc2-3)cc1,CuI,phen,K2CO3,DMF,,,,-0.3779644730092272
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-R|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-R,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Ar,Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-R|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X,84.0,Sc1cccc(Cl)c1Cl.Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Cc1ccc2c(c1)Sc1cccc(Cl)c1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,CuI,phen,K2CO3,DMF,,,,-1.1547005383792517
Ar-Br|Ar-Cl -> Ar-SAr || Alkyl-OR|Any-OR|Ar-Ar|Ar-Cl|Ar-OR|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-Ar|Ar-Br|Ar-Cl|Ar-OR|Ar-X|AromN-H|H-AromN|H-SR,Alkyl-OR|Any-AromN|Any-OR|Ar-Ar|Ar-AromN|Ar-Cl|Ar-OR|Ar-SAr|Ar-SR|Ar-X,90.0,Sc1cccc(Cl)c1Cl.COc1ccc(Br)c(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c1>>COc1ccc2c(c1)-c1nc(-c3ccccc3)c(-c3ccccc3)n1-c1c(Cl)cccc1S2,CuI,phen,K2CO3,DMF,,,,0.0
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-X,False,"Ar-Ar,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,85.0,Brc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1.Sc1cccc(Cl)c1Cl>>Clc1cccc2c1-n1c(nc(-c3ccccc3)c1-c1ccccc1)-c1ccccc1S2,CuI,phen,K2CO3,DMF,,,,-0.2182178902359924
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,82.0,Sc1ccc(Cl)cc1Cl.Brc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1>>Clc1ccc2c(c1)-n1c(nc(-c3ccccc3)c1-c1ccccc1)-c1ccccc1S2,CuI,phen,K2CO3,DMF,,,,-0.8728715609439696
Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-Cl,Ar-X,Ar-Br,H-AromN,AromN-H","Ar-Ar,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,86.0,Sc1cccc(Cl)c1Cl.Clc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Clc1ccc2c(c1)Sc1cccc(Cl)c1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,CuI,phen,K2CO3,DMF,,,,0.0
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-R|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-R,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Ar,Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-R|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X,87.0,Sc1ccc(Cl)cc1Cl.Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Cc1ccc2c(c1)Sc1ccc(Cl)cc1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,CuI,phen,K2CO3,DMF,,,,0.5773502691896258
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-X,False,"Ar-Ar,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,91.0,Brc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)[nH]1.Sc1c(Cl)cccc1Cl>>Clc1cccc2c1Sc1ccccc1-c1nc(-c3ccccc3)c(-c3ccccc3)n1-2,CuI,phen,K2CO3,DMF,,,,1.091089451179962
Ar-Br|Ar-Cl -> Ar-SAr || Ar-Ar|Ar-Cl|Ar-R|Ar-X,False,"Ar-Cl,Ar-X,H-SR","Ar-Ar,Ar-R,Ar-Br,Ar-X,H-AromN,AromN-H","Ar-Ar,Ar-R,Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-AromN,Any-AromN",Ar-Ar|Ar-Br|Ar-Cl|Ar-R|Ar-X|AromN-H|H-AromN|H-SR,Any-AromN|Ar-Ar|Ar-AromN|Ar-Cl|Ar-R|Ar-SAr|Ar-SR|Ar-X,87.0,Sc1c(Cl)cccc1Cl.Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Cc1ccc2c(c1)Sc1c(Cl)cccc1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,CuI,phen,K2CO3,DMF,,,,0.5773502691896258
Ar-Br -> Ar-NR2 || Any-Imino|Ar-Imino,False,"Ar-Br,Ar-X,H-SR","Ar-Br,Ar-X,H-NR2,Any-NHR,Ar-Imino,Any-Imino","Ar-NR2,Any-NR2,Ar-SAr,Ar-SR,Ar-Imino,Any-Imino",Any-Imino|Any-NHR|Ar-Br|Ar-Imino|Ar-X|H-NR2|H-SR,Any-Imino|Any-NR2|Ar-Imino|Ar-NR2|Ar-SAr|Ar-SR,79.0,Sc1ccccc1Br.Brc1ccccc1C1=NCCN1>>c1ccc2c(c1)Sc1ccccc1N1CCN=C21,CuI,phen,K2CO3,DMF,,,,0.0
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Pyrazole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Pyrazole,Any-AromN|Ar-AromN,92.0,c1cn[nH]c1.Ic1ccccc1>>c1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.5270457526483566
Ar-I|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2,False,"H-AromN,AromN-H,Pyrazole","Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN",Any-NO2|Ar-I|Ar-NO2|Ar-X|AromN-H|H-AromN|Pyrazole,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2,97.0,c1cn[nH]c1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.133023660447015
Ar-I|H-AromN -> Ar-AromN || Alkyl-COR|Alkyl-H-acidic|Any-COR|Ar-COR,False,"H-AromN,AromN-H,Pyrazole","Alkyl-H-acidic,Ar-I,Ar-X,Ar-COR,Alkyl-COR,Any-COR","Alkyl-H-acidic,Ar-COR,Alkyl-COR,Any-COR,Ar-AromN,Any-AromN",Alkyl-COR|Alkyl-H-acidic|Any-COR|Ar-COR|Ar-I|Ar-X|AromN-H|H-AromN|Pyrazole,Alkyl-COR|Alkyl-H-acidic|Any-AromN|Any-COR|Ar-AromN|Ar-COR,95.0,c1cn[nH]c1.CC(=O)c1ccc(I)cc1>>CC(=O)c1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.4924050144892729
Ar-I|H-AromN -> Ar-AromN || Ar-R,False,"H-AromN,AromN-H,Pyrazole","Ar-R,Ar-I,Ar-X","Ar-R,Ar-AromN,Any-AromN",Ar-I|Ar-R|Ar-X|AromN-H|H-AromN|Pyrazole,Any-AromN|Ar-AromN|Ar-R,89.0,c1cn[nH]c1.Cc1ccc(I)cc1>>Cc1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.43480881416578754
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Pyrazole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Pyrazole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,92.0,c1cn[nH]c1.COc1ccc(I)cc1>>COc1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.6085114900560337
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Pyrazole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Pyrazole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,87.0,c1cn[nH]c1.COc1ccccc1I>>COc1ccccc1-n1cccn1,2409651-49-4,,K2CO3,DMF / water,,,,0.029865594603977873
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,94.0,c1ccc2[nH]cnc2c1.Ic1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.794664839485346
Ar-I|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2,False,"H-AromN,AromN-H,Benzimidazole","Ar-I,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN",Any-NO2|Ar-I|Ar-NO2|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2,98.0,c1ccc2[nH]cnc2c1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(-n2cnc3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.3310277952824154
Ar-I|H-AromN -> Ar-AromN || Ar-R,False,"H-AromN,AromN-H,Benzimidazole","Ar-R,Ar-I,Ar-X","Ar-R,Ar-AromN,Any-AromN",Ar-I|Ar-R|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN|Ar-R,92.0,c1ccc2[nH]cnc2c1.Cc1ccc(I)cc1>>Cc1ccc(-n2cnc3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.8399715728202715
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN,93.0,c1ccc2c(c1)[nH]c1ccccc12.Ic1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.6608552960668513
Ar-X|H-AromN -> Ar-AromN || Ar-Cl|Ar-X,False,"H-AromN,AromN-H,Indole","Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-AromN,Any-AromN",Ar-Cl|Ar-I|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN|Ar-Cl|Ar-X,98.0,c1ccc2c(c1)[nH]c1ccccc12.Clc1ccc(I)cc1>>Clc1ccc(-n2c3ccccc3c3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.4458017014876108
Ar-I|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Indole","Ar-I,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-I|Ar-OR|Ar-X|AromN-H|H-AromN|Indole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,89.0,c1ccc2c(c1)[nH]c1ccccc12.COc1ccc(I)cc1>>COc1ccc(-n2c3ccccc3c3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.2613239527848002
Ar-I|Ar-NHAr -> Ar-NAr2 || None,False,Ar-NHAr,"Ar-I,Ar-X",Ar-NAr2,Ar-I|Ar-NHAr|Ar-X,Ar-NAr2,95.0,c1ccc(Nc2ccccc2)cc1.Ic1ccccc1>>c1ccc(N(c2ccccc2)c2ccccc2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.0
Ar-I -> None || Any-Hydrazine|Ar-Hydrazine,False,"Ar-Hydrazine,Any-Hydrazine","Ar-I,Ar-X","Ar-Hydrazine,Any-Hydrazine",Any-Hydrazine|Ar-Hydrazine|Ar-I|Ar-X,Any-Hydrazine|Ar-Hydrazine,92.0,c1ccc(NNc2ccccc2)cc1.Ic1ccccc1>>c1ccc(N(c2ccccc2)N(c2ccccc2)c2ccccc2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.0
Ar-I|H-NR2 -> Ar-NR2 || Any-NR2|Ar-NR2,False,"Ar-NR2,Any-NR2,H-NR2,Any-NHR","Ar-I,Ar-X","Ar-NR2,Any-NR2",Any-NHR|Any-NR2|Ar-I|Ar-NR2|Ar-X|H-NR2,Any-NR2|Ar-NR2,87.0,c1ccc(N2CCNCC2)cc1.Ic1ccccc1>>c1ccc(N2CCN(c3ccccc3)CC2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.0
Ar-I|H-NR2 -> Ar-NR2 || None,False,"H-NR2,Any-NHR","Ar-I,Ar-X","Ar-NR2,Any-NR2",Any-NHR|Ar-I|Ar-X|H-NR2,Any-NR2|Ar-NR2,83.0,CCNCC.Ic1ccccc1>>CCN(CC)c1ccccc1,2409651-49-4,,K2CO3,DMF / water,,,,-0.6836559403266647
Ar-Br|H-AromN -> Ar-AromN || None,False,"Ar-Br,Ar-X","H-AromN,AromN-H,Pyrazole","Ar-AromN,Any-AromN",Ar-Br|Ar-X|AromN-H|H-AromN|Pyrazole,Any-AromN|Ar-AromN,93.0,Brc1ccccc1.c1cn[nH]c1>>c1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.2168984666091154
Ar-Br|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2,False,"H-AromN,AromN-H,Pyrazole","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN",Any-NO2|Ar-Br|Ar-NO2|Ar-X|AromN-H|H-AromN|Pyrazole,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2,95.0,c1cn[nH]c1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.2410866947709214
Ar-Br|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","H-AromN,AromN-H,Pyrazole","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-Br|Ar-OR|Ar-X|AromN-H|H-AromN|Pyrazole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,89.0,COc1ccc(Br)cc1.c1cn[nH]c1>>COc1ccc(-n2cccn2)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.4833729453824873
Ar-Br|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Benzimidazole","Ar-Br,Ar-X","Ar-AromN,Any-AromN",Ar-Br|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Ar-AromN,91.0,c1ccc2[nH]cnc2c1.Brc1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.9354389573253742
Ar-Br|H-AromN -> Ar-AromN || Any-NO2|Ar-NO2,False,"H-AromN,AromN-H,Benzimidazole","Ar-Br,Ar-X,Ar-NO2,Any-NO2","Ar-NO2,Any-NO2,Ar-AromN,Any-AromN",Any-NO2|Ar-Br|Ar-NO2|Ar-X|AromN-H|Benzimidazole|H-AromN,Any-AromN|Any-NO2|Ar-AromN|Ar-NO2,93.0,c1ccc2[nH]cnc2c1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(-n2cnc3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,1.0519687222344
Ar-Br|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Indole","Ar-Br,Ar-X","Ar-AromN,Any-AromN",Ar-Br|Ar-X|AromN-H|H-AromN|Indole,Any-AromN|Ar-AromN,90.0,c1ccc2c(c1)[nH]c1ccccc12.Brc1ccccc1>>c1ccc(-n2c3ccccc3c3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,0.7947092026835035
Ar-Br|H-AromN -> Ar-AromN || Alkyl-OR|Any-OR|Ar-OR,False,"H-AromN,AromN-H,Indole","Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR","Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR",Alkyl-OR|Any-OR|Ar-Br|Ar-OR|Ar-X|AromN-H|H-AromN|Indole,Alkyl-OR|Any-AromN|Any-OR|Ar-AromN|Ar-OR,82.0,c1ccc2c(c1)[nH]c1ccccc12.COc1ccc(Br)cc1>>COc1ccc(-n2c3ccccc3c3ccccc32)cc1,2409651-49-4,,K2CO3,DMF / water,,,,-0.4989656210399874
Ar-Br -> Ar-AromN || Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-OR|Ar-R|H-NR2|R2CH-NR2|R3C-CN,True,"Ar-R,Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR,R3C-CN,Alkyl-CN,Any-CN,R2CH-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,H-AromN,AromN-H,Any-Imino,Benzimidazole",,"Ar-R,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,R3C-CN,Alkyl-CN,Any-CN,R2CH-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,Any-Imino",Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NR2|R2CH-NR2|R3C-CN,Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-AromN|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-AromN|Ar-OR|Ar-R|H-NR2|R2CH-NR2|R3C-CN,75.0,COc1ccc(C2C(=S)N(C3CCCCC3)C(=N)C2(C#N)c2nc3ccccc3[nH]2)c(Br)c1>>COc1ccc2c(c1)-n1c(nc3ccccc31)C1(C#N)C(=N)N(C3CCCCC3)C(=S)C21,CuI,2412102-28-2,KOH,PhMe / water,,,,-0.7071067811865475
Ar-Br -> Ar-AromN || Alkyl-CN|Alkyl-NR2|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-R|H-NR2|R3C-CN|R3C-NR2,True,"Ar-R,Ar-Br,Ar-X,R3C-CN,Alkyl-CN,Any-CN,R3C-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,H-AromN,AromN-H,Any-Imino,Benzimidazole",,"Ar-R,Ar-AromN,Any-AromN,R3C-CN,Alkyl-CN,Any-CN,R3C-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,Any-Imino",Alkyl-CN|Alkyl-NR2|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-Br|Ar-R|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NR2|R3C-CN|R3C-NR2,Alkyl-CN|Alkyl-NR2|Any-AromN|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-AromN|Ar-R|H-NR2|R3C-CN|R3C-NR2,72.0,CC(C)(C)N1C(=N)C(C#N)(c2nc3ccccc3[nH]2)C(c2ccccc2Br)C1=S>>CC(C)(C)N1C(=N)C2(C#N)c3nc4ccccc4n3-c3ccccc3C2C1=S,CuI,2412102-28-2,KOH,PhMe / water,,,,-0.7071067811865475
Ar-Br -> Ar-AromN || Alkyl-CN|Alkyl-NR2|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-R|H-NR2|R3C-CN|R3C-NR2,True,"Ar-R,Ar-Br,Ar-X,R3C-CN,Alkyl-CN,Any-CN,R3C-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,H-AromN,AromN-H,Any-Imino,Benzimidazole",,"Ar-R,Ar-AromN,Any-AromN,R3C-CN,Alkyl-CN,Any-CN,R3C-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,Any-Imino",Alkyl-CN|Alkyl-NR2|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-Br|Ar-R|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NR2|R3C-CN|R3C-NR2,Alkyl-CN|Alkyl-NR2|Any-AromN|Any-CN|Any-Imino|Any-NHR|Any-NR2|Ar-AromN|Ar-R|H-NR2|R3C-CN|R3C-NR2,73.0,Cc1cc2nc(C3(C#N)C(=N)N(C(C)(C)C)C(=S)C3c3ccccc3Br)[nH]c2cc1C>>Cc1cc2nc3n(c2cc1C)-c1ccccc1C1C(=S)N(C(C)(C)C)C(=N)C31C#N,CuI,2412102-28-2,KOH,PhMe / water,,,,0.7071067811865475
Ar-Br -> Ar-AromN || Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-OR|Ar-R|H-NR2|R2CH-NR2|R3C-CN,True,"Ar-R,Ar-Br,Ar-X,Ar-OR,Alkyl-OR,Any-OR,R3C-CN,Alkyl-CN,Any-CN,R2CH-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,H-AromN,AromN-H,Any-Imino,Benzimidazole",,"Ar-R,Ar-AromN,Any-AromN,Ar-OR,Alkyl-OR,Any-OR,R3C-CN,Alkyl-CN,Any-CN,R2CH-NR2,Alkyl-NR2,Any-NR2,H-NR2,Any-NHR,Any-Imino",Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-Br|Ar-OR|Ar-R|Ar-X|AromN-H|Benzimidazole|H-AromN|H-NR2|R2CH-NR2|R3C-CN,Alkyl-CN|Alkyl-NR2|Alkyl-OR|Any-AromN|Any-CN|Any-Imino|Any-NHR|Any-NR2|Any-OR|Ar-AromN|Ar-OR|Ar-R|H-NR2|R2CH-NR2|R3C-CN,76.0,COc1ccc(C2C(=S)N(C3CCCCC3)C(=N)C2(C#N)c2nc3cc(C)c(C)cc3[nH]2)c(Br)c1>>COc1ccc2c(c1)-n1c(nc3cc(C)c(C)cc31)C1(C#N)C(=N)N(C3CCCCC3)C(=S)C21,CuI,2412102-28-2,KOH,PhMe / water,,,,0.7071067811865475
Ar-I|H-AromN -> Ar-AromN || None,False,"H-AromN,AromN-H,Imidazole","Ar-I,Ar-X","Ar-AromN,Any-AromN",Ar-I|Ar-X|AromN-H|H-AromN|Imidazole,Any-AromN|Ar-AromN,98.0,c1c[nH]cn1.Ic1ccccc1>>c1ccc(-n2ccnc2)cc1,Cu(0),,K2CO3,water,,,,1.3299030131593248
Ar-Br|H-AromN -> Ar-AromN || None,False,"Ar-Br,Ar-X","H-AromN,AromN-H,Imidazole","Ar-AromN,Any-AromN",Ar-Br|Ar-X|AromN-H|H-AromN|Imidazole,Any-AromN|Ar-AromN,70.0,Brc1ccccc1.c1c[nH]cn1>>c1ccc(-n2ccnc2)cc1,Cu(0),,K2CO3,water,,,,-2.019885890153908
