Reaction_Type_Standardized,AREA_TOTAL_REDUCED,z-Score,Reactant_A,Reactant_B,Reactant_A_Type,Reactant_B_Type,Reactant_A_Category,Reactant_B_Category,Catalyst,Ligand,Base,Solvent,Secondary Solvent,Additive,Coupling Reagent,Reaction_Type_V2,Reactant_A_Motifs,Reactant_B_Motifs,Is_V2_Mapped
Suzuki,3.69,0.06,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,KOH,tAmOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,2.02,-0.66,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,KOH,tAmOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Negishi-in-situ,57.66,0.34,ArBr,Alkyl-I,"Alkyl-I, ArBr",,"ArX*, Alkyl-X",,,No Ligand,,PhMe,water,,,negishi,"R-I,Ar-Br",,False
Borylation-Miyaura,3.18,-0.54,ArBr,ArBr,ArBr,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,"K2CO3, Potassium 2-ethylhexanoate",PhMe,,,,miyaura_borylation,Ar-Br,,True
Borylation-Miyaura,2.48,-0.59,ArBr,ArBr,ArBr,,ArX*,,IPent Pd(tBuInd)Cl],IPENT,K3PO4,tAmOH,,Potassium 2-ethylhexanoate,,miyaura_borylation,Ar-Br,,True
CC-Coupling,0.0,-0.72,ArCl,ArCl,ArCl,,ArX*,,meCgPPh Pd G3,meCgPPh,K3PO4,tAmOH,water,,,CC-Coupling,Ar-Cl,,True
CC-Coupling,0.0,-0.72,ArCl,ArCl,ArCl,,ArX*,,VPhos Pd G4,VPhos,,MeTHF,,,,CC-Coupling,Ar-Cl,,True
CC-Coupling,3.21,-0.56,ArCl,ArCl,ArCl,,ArX*,,dcypfPdCl2,dcypf,K3PO4,MeTHF,water,,,CC-Coupling,Ar-Cl,,True
CO-Coupling,52.04,1.38,ArCl,ArCl,ArCl,,ArX*,,meCgPPh Pd G3,meCgPPh,KOtBu,Dioxane,MeOH,,,c_o_coupling,Ar-Cl,,True
CO-Coupling,19.5,-0.22,ArCl,ArCl,ArCl,,ArX*,,rac-BINAP Pd G3,BINAP,Potassium 2-ethylhexanoate,PhMe,,,,c_o_coupling,Ar-Cl,,True
CO-Coupling,39.56,0.77,ArCl,ArCl,ArCl,,ArX*,,DPEPhos Pd(allyl)Cl,DPEPhos,KOtBu,DMI,MeOH,B(OMe)3,,c_o_coupling,Ar-Cl,,True
CO-Coupling,37.15,0.65,ArCl,ArCl,ArCl,,ArX*,,QPhos Pd(crotyl)Cl,QPhos,NaOtBu,tAmOH,,B(OMe)3,,c_o_coupling,Ar-Cl,,True
Suzuki,5.03,-0.06,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,rac-Antphos Pd(allyl)Cl,No Ligand,NaHCO3,Dioxane,water,TBAC,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,0.63,-0.51,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Cs2CO3,iPrOH,,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,2.19,-0.35,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,tAmOH,,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,16.36,1.04,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,rac-Antphos Pd(allyl)Cl,No Ligand,NaHCO3,Dioxane,water,TBAC,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,3.97,-0.45,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,,No Ligand,Cs2CO3,iPrOH,,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
C_N_Coupling,0.0,-0.5,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,TMSOK,Dioxane,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Suzuki,6.24,-0.35,ArI,ArB(OR)2,ArI,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,DIPEA,tAmOH,,,,suzuki_miyaura,Ar-I,Ar-B(OR)2,True
Negishi,0.0,-0.92,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,,Dioxane,,,,negishi,Ar-Br,R-M,True
Negishi,0.0,-0.92,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,P(tBu)3 Pd G2,P(tBu)3,,NMI,,,,negishi,Ar-Br,R-M,True
Negishi,17.4,0.47,ArBr,Alkyl-M,ArBr,Alkyl-M,ArX*,Organometallic,,No Ligand,,DMAc,,,,negishi,Ar-Br,R-M,True
Hydrolysis,10.63,0.11,RCN,RCN,,,,,,No Ligand,,EtOH,,,,Hydrolysis,,,True
Suzuki,16.46,-1.79,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,Na2CO3,tAmOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
C_N_Coupling,29.85,1.43,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,THF,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.0,-0.25,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Hydrodehalogenation,0.0,-0.79,ArCl,ArCl,ArCl,,ArX*,,,No Ligand,,iPrOH,,,,Hydrodehalogenation,Ar-Cl,,True
C_N_Coupling,5.95,-0.32,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,CuI,trans-NN-Dimethylcyclohexane-12-diamine,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,0.0,-0.46,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,trans-NN-Dimethylcyclohexane-12-diamine,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,CuI,trans-NN-Dimethylcyclohexane-12-diamine,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Stetter,22.72,-0.22,alkene,RCHO,,alkene,,Alkene,Glorius-NHC*HClO4,No Ligand,Cs2CO3,MeCN,,,,Stetter,,Any-Alkene,True
Stetter,15.63,-0.53,alkene,RCHO,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NMI,MeCN,,AcOH,,Stetter,,Any-Alkene,True
C_N_Coupling,3.56,-0.19,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,CuI,trans-Hyp,KOH,Dioxane,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,3.55,-0.19,ArBr,arom. NH,ArBr,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,N-Methylglycine,Cs2CO3,MeCN,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
Hydrodehalogenation,2.64,-0.99,ArCl,ArCl,ArCl,,ArX*,,Pd/C,Missing,,EtOH,,water,,Hydrodehalogenation,Ar-Cl,,True
Suzuki,14.52,-0.16,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,XantPhos Pd(allyl)Cl,XantPhos,KOH,Dioxane,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,19.54,0.05,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Na2CO3,EtOH,,water,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,68.67,1.71,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,PPh3)2PdCl2,PPh3,Potassium 2-ethylhexanoate,tAmOH,,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,1.43,-1.0,ArB(OH)2,ArBr,ArBr,ArB(OH)2,ArX*,ArB*,MorDalPhos Pd G6 Br,MorDalphos,DIPEA,PhMe,,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
CH-Activation,0.0,-0.33,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,,CH-Activation,,R-H,True
CH-Activation,0.0,-0.33,Alkyl-H,Alkyl-H,,Alkyl-H,,Alkyl-C-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,,AdCOOH,,CH-Activation,,R-H,True
amide_formation,0.0,-0.91,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,THF,BSTFA,PyClOP,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,5.55,-0.71,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,MeCN,THF,BSA,pyBOP,amide_coupling,,"Any-CO2H,Any-NH2",False
amide_formation,7.99,-0.62,RNH2,RCO2H or M,,"RCO2H, RNH2",,"Aliphatic-amine, Acyl-source",,No Ligand,NMM,iPrOAc,MeCN,BSA,DIC,amide_coupling,,"Any-CO2H,Any-NH2",False
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,XantPhos Pd(allyl)Cl,XantPhos,LiOH.H2O,iPrOH,,,,c_o_coupling,Ar-Br,,True
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,DMSO,water,TBAI,,c_o_coupling,Ar-Br,,True
CO-Coupling,0.0,-0.43,ArBr,ArBr,ArBr,,ArX*,,RockPhos Pd G6 Br,RockPhos,CsOH.H2O,Dioxane,,TBAI,,c_o_coupling,Ar-Br,,True
Suzuki,3.66,-0.8,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,DPEPhosPdCl2,DPEPhos,DIPEA,PhMe,water,,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
Suzuki,0.0,-0.9,ArB(OH)2,ArCl,ArCl,ArB(OH)2,ArX*,ArB*,dppfPdCl2,dppf,K2CO3,THF,water,water,,suzuki_miyaura,Ar-Cl,Ar-B(OH)2,True
C_N_Coupling,0.0,-0.41,arom. NH,ArI,ArI,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,Salicylaldoxime,Cs2CO3,MeCN,,,,c_n_cross_coupling,Ar-I,AromN-H,True
C_N_Coupling,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,KOH,DMSO,water,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,0.0,-0.2,ArBr,Lactam,ArBr,Lactam,ArX*,Amide-type,Cu(MeCN)4BF4,"N,N-Dimethylethylenediamine",DBU,DMI,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
C_N_Coupling,44.11,1.42,RCONHR,ArBr,ArBr,,ArX*,,AlPhosPd G6 Br,AlPhos,Cs2CO3,DMF,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,22.13,4.62,ArBr,RCONHR,ArBr,,ArX*,,AlPhosPd G6 Br,AlPhos,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.45,ArBr,RCONHR,ArBr,,ArX*,,AlPhosPd G6 Br,AlPhos,Cs2CO3,DMF,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,72.37,1.28,Lactam,ArBr,ArBr,Lactam,ArX*,Amide-type,AlPhosPd G6 Br,AlPhos,Cs2CO3,DMF,,,,c_n_cross_coupling,Ar-Br,Any-Lactam,True
Sonogashira,0.0,-0.52,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,"AmPhos2PdCl2, Copper(I) thiophene-2-carboxylate",AmPhos,NEt3,PhMe,,,,sonogashira,Ar-Br,Any-Alkyne,True
C_N_Coupling,25.78,0.23,Alkyl-B(OH)2,arom. NH,,"Alkyl-B(OH)2, arom-NH",,"RB*, Aniline-type",Copper(II)acetate,Me4phen,NEt3,DMF,,,,c_n_cross_coupling,,"R-B(OH)2,AromN-H",False
C_N_Coupling,0.42,-0.5,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KOH,tAmOH,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,0.0,-0.52,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,,No Ligand,Cs2CO3,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,8.86,-0.61,ArCl,arom. NH,ArCl,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,DMPAO,K3PO4,Propionitrile,,,,c_n_cross_coupling,Ar-Cl,AromN-H,True
C_N_Coupling,0.29,-0.63,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,CuI,MNFO,DBU,DMSO,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.65,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,SPhos Pd(crotyl)Cl,SPhos,TMSOK,anisole,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,0.0,-0.37,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,CuI,Bis-biphenylamino benzene,KOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
Deprotection,100.0,2.02,R3N,R3N,,,,,,No Ligand,,HCOOH,,,,Deprotection,,,True
Suzuki,42.16,0.57,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,SPhos Pd(crotyl)Cl,SPhos,TMSOK,THF,,"B(OMe)3, LiBr",,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Stetter,31.79,0.55,RCHO,alkene,,alkene,,Alkene,thiazolium-NHC*HCl,No Ligand,NMI,MeCN,,,,Stetter,,Any-Alkene,True
Suzuki,0.0,-0.83,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,THF,,,,suzuki_miyaura,Ar-Br,R-B(OH)2,True
Suzuki,0.72,-0.8,ArBr,Alkyl-B(OH)2,ArBr,Alkyl-B(OH)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2HPO4,MeOH,,water,,suzuki_miyaura,Ar-Br,R-B(OH)2,True
Suzuki,56.15,0.54,ArI,alkeneB(OR)2,ArI,alkeneB(OR)2,ArX*,RB*,meCgPPh Pd G3,meCgPPh,NaHCO3,PhMe,water,TBAB,,suzuki_miyaura,Ar-I,Vinyl-B(OR)2,True
CC-Coupling,0.0,-0.89,RCO2R,ArI,,,,,NiBr2-glyme,tBubpyCAMCN,,NMI,,,,CC-Coupling,,,True
C_N_Coupling,0.0,-0.23,ArBr,ArNH2,ArBr,ArNH2,ArX*,Aniline-type,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,DIPEA,THF,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
Cyclization,87.89,1.74,alkyne,alkyne,,alkyne,,Alkyne,Ph3P AuCl,No Ligand,,HFIP,,AgOTf,,Cyclization,,Any-Alkyne,True
CC-Coupling,3.11,-1.03,ArBr,RCO2R,,,,,NiBr2-glyme,"2,6-di(1H-pyrazol-1-yl)pyridine",,DMAc,,,,CC-Coupling,,,True
C_N_Coupling,60.63,0.97,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,dppfPdCl2,dppf,KOH,anisole,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,4.32,-0.8,RNH2 a-branch,ArBr,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,BrettPhos Pd G3,BrettPhos,NaOH,tAmOH,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Cyclization,0.0,-0.33,alkyne,ArBr,ArBr,alkyne,ArX*,Alkyne,CataCXiumA Pd(allyl)Cl,CataCXiumA,Cs2CO3,Dioxane,,,,Cyclization,Ar-Br,Any-Alkyne,True
Suzuki,47.02,0.88,ArBr,alkeneB(OR)2,ArBr,alkeneB(OR)2,ArX*,RB*,dtbpfPdCl2,dtbpf,K2CO3,iPrOH,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
Suzuki,0.0,-0.52,ArB(OR)2,ArCl,ArCl,ArB(OR)2,ArX*,ArB*,cataCXiumA Pd G6 Br)2,CataCXiumA,TMSOK,MeTHF,,,,suzuki_miyaura,Ar-Cl,Ar-B(OR)2,True
amide_formation,16.8,1.16,R2NH,RCO2R,,R2NH,,Aliphatic-amine,,No Ligand,"KOH, NMM",EtOAc,water,,PyOxim,amide_coupling,,Any-NHR,True
C_N_Coupling,0.81,-0.36,ArBr,RCONHR,ArBr,,ArX*,,CuI,"N,N-Dimethylglycine",DBU,PhMe,,,,c_n_cross_coupling,Ar-Br,,True
C_N_Coupling,0.0,-0.18,ArBr,RCONHR,ArBr,,ArX*,,CuI,"N,N-Dimethylglycine",DBU,PhMe,,,,c_n_cross_coupling,Ar-Br,,True
Cyclization,0.0,-0.41,RCO2R,RCO2R,,,,,,No Ligand,,DMSO,,lutidine,,Cyclization,,,True
C_N_Coupling,0.0,-0.42,arom. NH,ArBr,ArBr,arom-NH,ArX*,Aniline-type,Cu(MeCN)4BF4,trans-NN-Dimethylcyclohexane-12-diamine,LiOTMS,tAmOH,,,,c_n_cross_coupling,Ar-Br,AromN-H,True
C_N_Coupling,13.52,1.14,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,CuI,N-Methylglycine,NaOtBu,Dioxane,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
Alkylation,9.51,1.13,Alkyl-H acidic,ArBr,ArBr,Alkyl-H-acidic,ArX*,Alkyl-C-H,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,TMPMgCl.LiCl,THF,,LiBr,,Alkylation,Ar-Br,R-H-acidic,True
Suzuki,79.94,1.4,ArCl,Alkyl-BF3K,ArCl,Alkyl-BF3K,ArX*,RB*,dppfPdCl2,dppf,Na2CO3,tAmOH,water,,,suzuki_miyaura,Ar-Cl,R-BF3K,True
C_N_Coupling,0.0,-0.38,Lactam,Alkyl-B(OH)2,,"Alkyl-B(OH)2, Lactam",,"RB*, Amide-type",Copper(II)acetate,Me4phen,"DMAP, NEt3",MeCN,,,,c_n_cross_coupling,,"R-B(OH)2,Any-Lactam",False
CH-Activation,0.0,-0.49,ArI,Ar-H,ArI,Ar-H,ArX*,ArH,FPhos Pd G6 OTES,FPhos ,KOAc,DMI,,,,CH-Activation,Ar-I,Ar-H,True
Suzuki-in-situ,1.11,-1.1,ArBr,ArBr,ArBr,,ArX*,,XPhos Pd(crotyl)Cl,XPhos,"K3PO4, Potassium 2-ethylhexanoate",TBME,water,,,suzuki_miyaura,Ar-Br,,True
Suzuki-in-situ,2.07,-1.07,ArBr,ArBr,ArBr,,ArX*,,dppfPdCl2,dppf,,2-BuOH,,KOPiv,,suzuki_miyaura,Ar-Br,,True
CO-Coupling,3.81,-0.23,alkyl-OH primary,ArBr,ArBr,,ArX*,,Cu(MeCN)4BF4,DL-Proline,Cs2CO3,MeTHF,,,,c_o_coupling,Ar-Br,,True
Suzuki,26.59,-0.28,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Suzuki,0.24,-1.51,ArBr,ArB(OH)2,ArBr,ArB(OH)2,ArX*,ArB*,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,Na2CO3,EtOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OH)2,True
Negishi,0.66,-0.49,Alkyl-M,ArBr,ArBr,Alkyl-M,ArX*,Organometallic,XantPhos Pd(allyl)Cl,XantPhos,,,,LiI,,negishi,Ar-Br,R-M,True
Suzuki,55.73,-0.12,ArB(OR)2,ArBr,ArBr,ArB(OR)2,ArX*,ArB*,XantPhos Pd G2,XantPhos,K2CO3,EtOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Heck,5.43,-0.4,alkene,ArBr,ArBr,alkene,ArX*,Alkene,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,N-Methyldicyclohexylamin,DMI,,,,heck,Ar-Br,Any-Alkene,True
Heck,26.01,1.42,alkene,ArBr,ArBr,alkene,ArX*,Alkene,Me4tBuXPhos Pd G3,Me4tBuXPhos,"N-Methyldicyclohexylamin, TBD",DMI,,TBAC,,heck,Ar-Br,Any-Alkene,True
Heck,2.02,-0.7,alkene,ArBr,ArBr,alkene,ArX*,Alkene,dppdtbpf)PdCl2,dppdtbpf,TBD,MeTHF,,TBAC,,heck,Ar-Br,Any-Alkene,True
Condensation,0.0,-0.33,ArNH2,RSO2Cl,,ArNH2,,Aniline-type,,No Ligand,TMP,THF,,TMEDA,,Condensation,,Ar-NH2,True
Suzuki,7.08,0.14,alkeneB(OR)2,ArBr,ArBr,alkeneB(OR)2,ArX*,RB*,cataCXiumA Pd G3,CataCXiumA,NaHCO3,DMF,water,,,suzuki_miyaura,Ar-Br,Vinyl-B(OR)2,True
C_N_Coupling,73.2,1.95,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,DBU,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Any-CONHR,True
C_N_Coupling,63.83,1.6,RCONH2,ArCl,ArCl,RCONH2,ArX*,Amide-type,EPhosPd G6 Br,EPhos,Cs2CO3,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Any-CONHR,True
C_N_Coupling,0.24,-0.63,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,K2CO3,tAmOH,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,1.43,-0.58,ArBr,RNH2,ArBr,RNH2,ArX*,Aliphatic-amine,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K2CO3,PrOH,water,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
CH-Activation,0.0,-1.1,ArH,ArBr,ArBr,,ArX*,,XPhos Pd G2,XPhos,Li2CO3,DMI,,KOPiv,,CH-Activation,Ar-Br,,True
CH-Activation,0.0,-1.1,ArH,ArBr,ArBr,,ArX*,,P(tBu)3 Pd G2,P(tBu)3,NaHCO3,anisole,NMP,,,CH-Activation,Ar-Br,,True
CH-Activation,60.23,0.81,ArH,ArBr,ArBr,,ArX*,,Pd(OAc)2,Missing,"K2CO3, NMI",anisole,,KOAc,,CH-Activation,Ar-Br,,True
Suzuki,6.35,-1.53,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,NaHCO3,EtOH,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
Suzuki,37.62,-0.5,ArBr,ArB(OR)2,ArBr,ArB(OR)2,ArX*,ArB*,XPhos Pd G2,XPhos,Na2CO3,iPrOAc,water,,,suzuki_miyaura,Ar-Br,Ar-B(OR)2,True
C_N_Coupling,2.98,-0.5,ArNH2,ArBr,ArBr,ArNH2,ArX*,Aniline-type,[Pd(allyl)(AlPhos)]OTf,AlPhos,NaOtBu,PhMe,,,,c_n_cross_coupling,Ar-Br,Ar-NH2,True
C_N_Coupling,1.07,-0.61,ArBr,R2NH,ArBr,R2NH,ArX*,Aliphatic-amine,Pd2dba3.CHCl3,"Missing, triisobutylphosphatrane",NaOtBu,THF,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,75.88,0.76,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,NaOtBu,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,78.45,0.6,ArCl,ArNHR,ArCl,ArNHR,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,NaOtBu,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Ar-NHR,True
C_N_Coupling,36.83,-0.4,ArNHR,ArBr,ArBr,ArNHR,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,LiHMDS,MeTHF,,,,c_n_cross_coupling,Ar-Br,Ar-NHR,True
C_N_Coupling,0.0,-0.43,R2NH,ArBr,ArBr,R2NH,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,NaOtBu,MeTHF,,,,c_n_cross_coupling,Ar-Br,Any-NHR,True
C_N_Coupling,46.22,0.08,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,LiHMDS,MeTHF,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,69.92,0.91,ArBr,RNH2 a-branch,ArBr,RNH2-a-branch,ArX*,Aliphatic-amine,QPhos Pd(crotyl)Cl,QPhos,LiHMDS,MeTHF,,,,c_n_cross_coupling,Ar-Br,Any-NH2,True
C_N_Coupling,12.46,0.63,R2NH,ArCl,ArCl,R2NH,ArX*,Aliphatic-amine,MorDalphos Pd G3,MorDalphos,NaOtBu,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Any-NHR,True
C_N_Coupling,11.12,-0.49,ArNHR,ArCl,ArCl,ArNHR,ArX*,Aniline-type,BippyPhos Pd(allyl)OTf,BippyPhos,KOtBu,MeTHF,,,,c_n_cross_coupling,Ar-Cl,Ar-NHR,True
C_N_Coupling,0.95,-0.65,Ar2NH,ArBr,ArBr,Ar2NH,ArX*,Aniline-type,MorDalphos Pd G3,MorDalphos,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Br,Ar-NHAr,True
C_N_Coupling,7.36,-0.12,Lactam,ArCl,ArCl,Lactam,ArX*,Amide-type,MorDalphos Pd G3,MorDalphos,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Cl,Any-Lactam,True
C_N_Coupling,0.0,-0.71,RCONH2,ArBr,ArBr,RCONH2,ArX*,Amide-type,MorDalphos Pd G3,MorDalphos,K3PO4,tAmOH,,,,c_n_cross_coupling,Ar-Br,Any-CONHR,True
Condensation,26.36,-0.39,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KHMDS,THF,,,Diethylchlorophosphate,Condensation,,"Any-Lactam,Any-NH2",False
Condensation,38.45,0.46,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KOtPent,MeTHF,,,pyBOP,Condensation,,"Any-Lactam,Any-NH2",False
Condensation,46.12,1.0,Lactam,RNH2,,"Lactam, RNH2",,"Aliphatic-amine, Amide-type",,No Ligand,KOtPent,MeTHF,,,pyBOP,Condensation,,"Any-Lactam,Any-NH2",False
