reaction_type,yield,z_score,reactant_1,orig_reactant_1,reactant_2,orig_reactant_2,catalyst,ligand,base,solvent,additive
cs_coupling,86.43,1.38,Ar-I,ArI,Ar-I,ArI,,No Ligand,,anisole,
amide_formation,73.13,0.68,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NMM,MeCN,"HOSu, DIC"
amide_formation,62.71,0.18,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,DBU,THF,"HOPS, EDC"
arylation-acidic-c-h,18.55,0.56,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,K2CO3,tAmOH,
arylation-acidic-c-h,33.36,1.63,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,anisole,
cn_coupling,0.0,-0.71,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeCN, water",
cn_coupling,0.0,-0.71,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,QPhos Pd(crotyl)Cl,QPhos,K2HPO4,tAmOH,
cn_coupling,0.0,-0.71,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,bridged tBuPhosphinito PdCl2,tBuPhosphinito,TMSOK,xylenes,
cn_coupling,70.3,2.12,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,,No Ligand,KF,DMSO,
cn_coupling,80.31,2.52,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,,No Ligand,,DMSO,CsF
cn_coupling,31.18,0.54,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,,No Ligand,,"DMI, DMSO",CuF2
cn_coupling,89.91,2.91,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,,No Ligand,CsF,MeCN,
cn_coupling,47.41,0.84,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,QPhos Pd(crotyl)Cl,QPhos,DBU,o-Xylene,Sodium trifluoroacetate
cn_coupling,8.16,-0.74,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"MeCN, water",
suzuki_miyaura,63.83,1.42,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dppdtbpf)PdCl2,dppdtbpf,KOH,"tAmOH, water",
cyanation,15.45,-1.33,Ar-Br,ArBr,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,,Dioxane,Zn
arylation-acidic-c-h,33.07,0.39,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,anisole,
arylation-acidic-c-h,38.56,0.61,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,XPhos Pd G4,XPhos,Cs2CO3,"CPME, water",
arylation-acidic-c-h,10.05,-0.68,alkyl-hacidic,Alkyl-H acidic,R-Br,Alkyl-Br,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,anisole,
arylation-acidic-c-h,40.38,0.37,alkyl-hacidic,Alkyl-H acidic,R-Br,Alkyl-Br,XPhos Pd G4,XPhos,Cs2CO3,"CPME, water",
arylation-acidic-c-h,2.54,-0.3,Ar-Br,ArBr,alkyl-hacidic,Alkyl-H acidic,BrettPhos Pd(crotyl)OTf,BrettPhos,KOH,anisole,
cn_coupling,75.37,0.78,Ar-Cl,ArCl,R-NH2,RNH2,QPhos Pd(crotyl)Cl,QPhos,DBU,xylenes,Sodium trifluoroacetate
amide_formation,67.08,0.03,R-CO2H,RCO2H or M,R2CH-NH2,RNH2 a-branch,,No Ligand,NMI,PhMe,"HOPO, DIC"
suzuki_miyaura,4.55,-1.24,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,SPhos Pd(crotyl)Cl,SPhos,Cs2CO3,"MeOH, water",
suzuki_miyaura,26.21,-0.33,Alkenyl-Br,alkene-Br,Ar-B(OH)2,ArB(OH)2,dppf Pd G3,dppf,K3PO4,PhMe,MeOH
suzuki_miyaura,24.28,-0.39,Alkenyl-Br,alkene-Br,Ar-B(OH)2,ArB(OH)2,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,K2CO3,"PhMe, water",
cn_coupling,1.65,-0.4,Ar-I,ArI,AromN-H,arom. NH,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMF,
cn_coupling,10.9,0.85,Ar-I,ArI,AromN-H,arom. NH,CuI,NFO,K3PO4,DMF,
salt-formation,0.0,-0.39,R-NH2,RNH2,R-NH2,RNH2,,No Ligand,,PhMe,
salt-formation,0.0,-0.39,R-NH2,RNH2,R-NH2,RNH2,,No Ligand,,nBuOAc,
cn_coupling,92.7,1.26,Ar-I,ArI,AromN-H,arom. NH,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,CPME,
cn_coupling,26.74,1.29,AromN-H,arom. NH,Ar-Br,ArBr,CuI,NFO,K3PO4,DMF,
cn_coupling,0.0,-0.46,AromN-H,arom. NH,Ar-Br,ArBr,Cu(MeCN)4BF4,44′-Dimethoxy-22′-bipyridyl,K3PO4,DMF,
miyaura_borylation,26.61,0.57,Ar-Br,ArBr,Ar-Br,ArBr,XPhos Pd(crotyl)Cl,XPhos,KOAc,Dioxane,
cn_coupling,69.23,0.65,AromN-H,arom. NH,Ar-I,ArI,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,CPME,
cn_coupling,78.77,0.52,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,TMSOK,xylenes,
cn_coupling,86.32,0.85,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,tAmOH,
cn_coupling,42.64,1.06,R2CH-NH2,RNH2 a-branch,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,KOH,MeCN,
cn_coupling,75.72,3.03,Ar-I,ArI,R-NH2,RNH2,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,Cs2CO3,DMF,
cn_coupling,5.48,-0.9,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,XantPhos Pd(allyl)Cl,XantPhos,NaOtBu,Dioxane,
cn_coupling,13.52,-0.28,Ar-Cl,ArCl,R2CH-NH2,RNH2 a-branch,dppf Pd G3,dppf,KOH,MeCN,Potassium 2-ethylhexanoate
cn_coupling,17.48,-0.98,Ar-NH2,ArNH2,Ar-Cl,ArCl,XantPhosPdCl2,XantPhos,Cs2CO3,tAmOH,
amide_formation,6.75,-0.92,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,DIPEA,MeCN,PyBrOP
amide_formation,54.87,1.91,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NMM,acetone,"HOPO, DIC"
amide_formation,0.56,-0.58,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,DIPEA,MeCN,PyBrOP
amide_formation,96.91,3.14,R-CO2H,RCO2H or M,Ar-NH2,ArNH2,,No Ligand,NMM,THF,T3P
amide_formation,73.89,0.44,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,DIPEA,MeCN,"HOPO, DIC"
amide_formation,44.94,-0.48,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,DMAc,T3P
cn_coupling,0.0,-0.49,Ar-Br,ArBr,Any-Urea,Urea,IPent Pd(tBuInd)Cl],IPENT,,,
co_coupling,23.62,2.18,Ar-Br,ArBr,R2CH-OH,Alkyl-OH a-branch,CuI,BPPO,Cs2CO3,MeTHF,
suzuki_miyaura,2.59,-0.63,Ar-Cl,ArCl,Ar-B(OR)2,ArB(OR)2,dppfPdCl2,dppf,K3PO4,"Dioxane, water",
hydrolysis,0.0,-0.14,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"tAmOH, water",benzaldehyde oxime
cn_coupling,5.14,-0.34,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,Jackie CPhos Pd G4,Jackie CPhos,NaBHT,anisole,
condensation,0.0,-0.28,R-CHO,RCHO,R2CH-NH2,RNH2 a-branch,,No Ligand,,MeCN,DIC
condensation,8.52,0.88,R-CHO,RCHO,R2CH-NH2,RNH2 a-branch,,No Ligand,NMM,DCM,acrylonitrile
condensation,0.0,-0.78,R-CHO,RCHO,R2CH-NHR,R2NH a-branch,,No Ligand,,MeCN,DIC
condensation,1.04,-0.71,R-CHO,RCHO,R2CH-NHR,R2NH a-branch,,No Ligand,,MeCN,PyClOP
condensation,21.07,0.77,R-CHO,RCHO,R2CH-NHR,R2NH a-branch,,No Ligand,,anisole,DIC
cn_coupling,57.28,2.02,Ar-Br,ArBr,Ar-NH2,ArNH2,AlPhosPd G6 Br,AlPhos,NaOtBu,Dioxane,
suzuki_miyaura,70.53,3.43,RCH2-B(OR)2,Alkyl-B(OR)2,Ar-Br,ArBr,dtbpfPdCl2,dtbpf,K3PO4,"PhMe, water",Potassium 2-ethylhexanoate
cn_coupling,100.0,1.18,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,KOH,MeCN,
cn_coupling,0.27,-0.44,Ar-Br,ArBr,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,Cs2CO3,tAmOH,
cn_coupling,17.54,2.15,Ar-Br,ArBr,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,K3PO4,"DMI, water",
co_coupling,0.0,-0.42,Ar-Cl,ArCl,R2CH-OH,Alkyl-OH a-branch,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,NaOtBu,DMI,
suzuki_miyaura,0.0,-0.7,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,,No Ligand,Na2CO3,"THF, water",Potassium 2-ethylhexanoate
suzuki_miyaura,18.1,1.01,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,,No Ligand,Na2CO3,"THF, water",Potassium 2-ethylhexanoate
negishi-in-situ,61.98,0.52,Ar-Br,ArBr,R-I,Alkyl-I,,No Ligand,,"PhMe, water",Potassium 2-ethylhexanoate
miyaura_borylation,0.0,-0.77,Ar-Br,ArBr,Ar-Br,ArBr,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,KOAc,PhMe,
miyaura_borylation,40.99,2.18,Ar-Br,ArBr,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,EtOH,Potassium 2-ethylhexanoate
miyaura_borylation,24.74,1.01,Ar-Br,ArBr,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,K2CO3,tAmOH,Potassium 2-ethylhexanoate
miyaura_borylation,20.34,0.69,Ar-Br,ArBr,Ar-Br,ArBr,tBuXPhos Pd G3,tBuXPhos,"K3PO4, Potassium 2-ethylhexanoate",iPrOAc,
cc-coupling,18.52,0.22,Ar-Cl,ArCl,Ar-Cl,ArCl,cataCXiumA Pd G3,CataCXiumA,K3PO4,"PhMe, water",
cc-coupling,41.57,1.4,Ar-Cl,ArCl,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,,MeTHF,TBAC
cc-coupling,0.0,-0.72,Ar-Cl,ArCl,Ar-Cl,ArCl,XPhos Pd G2,XPhos,K3PO4,"Dioxane, water",
cc-coupling,0.0,-0.72,Ar-Cl,ArCl,Ar-Cl,ArCl,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,TMSOK,THF,"B(OMe)3, LiCl"
co_coupling,36.15,0.6,Ar-Cl,ArCl,Ar-Cl,ArCl,XantPhos Pd(allyl)Cl,XantPhos,KOtBu,"DMF, MeOH",
co_coupling,0.0,-1.18,Ar-Cl,ArCl,Ar-Cl,ArCl,tBuXPhos Pd G3,tBuXPhos,,tAmOH,
co_coupling,0.0,-1.18,Ar-Cl,ArCl,Ar-Cl,ArCl,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KOtBu,tAmOH,MeOH
co_coupling,8.45,-0.76,Ar-Cl,ArCl,Ar-Cl,ArCl,AmPhos Pd(crotyl)Cl,AmPhos,LiOtBu,"DMI, MeOH",B(OMe)3
co_coupling,58.54,1.7,Ar-Cl,ArCl,Ar-Cl,ArCl,IPent Pd(tBuInd)Cl],IPENT,KOtBu,"MeOH, tAmOH",B(OMe)3
cn_coupling,0.0,-0.49,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,"MeTHF, water",
cn_coupling,0.0,-0.49,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,DBU,DMSO,
cn_coupling,73.06,1.09,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,Cs2CO3,tAmOH,
suzuki_miyaura,0.07,-0.56,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,P(tBu)2Ph)2PdCl2,P(tBu)2Ph,KOH,"PhMe, water",
suzuki_miyaura,0.93,-0.48,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,,No Ligand,Na2CO3,"iPrOH, water",
suzuki_miyaura,1.28,-0.44,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,cBridP Pd(allyl)Cl,cBridP,KOH,"PhMe, water",
suzuki_miyaura,6.41,-0.16,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,P(tBu)2Ph)2PdCl2,P(tBu)2Ph,KOH,"PhMe, water",
suzuki_miyaura,27.33,2.36,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,,No Ligand,Na2CO3,"iPrOH, water",
cn_coupling,0.0,-0.45,Ar-Br,ArBr,R-NHR,R2NH,JosiphosSL-J009-1 Pd G3,JosiphosSL-J009-1,KHMDS,Dioxane,
cn_coupling,27.16,0.58,Ar-Br,ArBr,Ar-NH2,ArNH2,XantPhos Pd(allyl)Cl,XantPhos,KHMDS,PhMe,
suzuki_miyaura,19.09,2.17,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,iPrOH,
suzuki_miyaura,2.08,-0.57,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,AmPhos2PdCl2,AmPhos,NaHCO3,"MeTHF, water",
suzuki_miyaura,0.0,-0.69,Ar-I,ArI,Ar-B(OR)2,ArB(OR)2,P(tBu)3 Pd(crotyl)Cl,P(tBu)3,TMSOK,MeTHF,
negishi,59.66,3.86,Ar-Br,ArBr,R-Mg,Alkyl-M,XPhos Pd(crotyl)Cl,XPhos,,DMF,
negishi,14.18,0.21,Ar-Br,ArBr,R-Mg,Alkyl-M,meCgPPh Pd G3,meCgPPh,,MeTHF,
negishi,13.72,0.18,Ar-Br,ArBr,R-Mg,Alkyl-M,XPhos Pd G4,XPhos,,DMSO,
negishi,38.94,2.2,Ar-Br,ArBr,R-Mg,Alkyl-M,,No Ligand,,MeTHF,LiCl
hydrolysis,28.69,1.1,R-CN,RCN,R-CN,RCN,,No Ligand,NMI,EtOH,
hydrolysis,6.68,-0.11,R-CN,RCN,R-CN,RCN,,No Ligand,,EtOH,BF3.OEt2
suzuki_miyaura,29.76,-1.27,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,PPh3)2PdCl2,PPh3,Cs2CO3,PhMe,MeOH
suzuki_miyaura,97.2,1.33,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,dtbpfPdCl2,dtbpf,Na2CO3,"iPrOAc, water",Potassium 2-ethylhexanoate
cn_coupling,0.0,-0.5,Ar-Br,ArBr,Ar-NH2,ArNH2,SPhos Pd(crotyl)Cl,SPhos,K3PO4,"Dioxane, water",
cn_coupling,0.0,-0.25,Ar-Br,ArBr,R-NHR,R2NH,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,tAmOH,
hydrodehalogenation,0.25,-0.78,Ar-Cl,ArCl,Ar-Cl,ArCl,,No Ligand,,MeTHF,
hydrodehalogenation,11.37,-0.35,Ar-Cl,ArCl,Ar-Cl,ArCl,Pd/C,Missing,,MeCN,
cn_coupling,4.7,-0.38,Ar-Br,ArBr,R-NHR,R2NH,CuI,BTMPO,KHMDS,Dioxane,
cn_coupling,0.0,-0.46,Ar-Br,ArBr,R2CH-NH2,RNH2 a-branch,CuI,BTMPO,LiHMDS,PhMe,
cn_coupling,0.0,-0.42,AromN-H,arom. NH,Ar-Br,ArBr,CuI,BTMPO,KHMDS,Dioxane,
suzuki_miyaura,0.0,-0.79,Ar-B(OR)2,ArB(OR)2,Ar-Br,ArBr,meCgPPh Pd G3,meCgPPh,NaOtBu,tAmOH,
cn_coupling,0.0,-0.29,Ar-Br,ArBr,R-NHR,R2NH,CuI,BTMPO,Cs2CO3,PhMe,water
stetter,9.5,-0.8,Any-Alkene,alkene,R-CHO,RCHO,Rovis-NHC*HBF4,No Ligand,NEt3,THF,
stetter,62.6,1.54,Any-Alkene,alkene,R-CHO,RCHO,thiazolium-NHC*HCl,No Ligand,NEt3,Dioxane,
cn_coupling,85.12,1.45,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,AlPhosPd G6 Br,AlPhos,Cs2CO3,MeCN,
cn_coupling,0.0,-0.27,AromN-H,arom. NH,Ar-Br,ArBr,Cu2O,MNBO,NaOtBu,Dioxane,
cn_coupling,11.56,-0.53,Ar-Br,ArBr,R-NHR,R2NH,CuI,BTMPO,Cs2CO3,DMF,
cn_coupling,0.59,-0.52,Ar-Br,ArBr,AromN-H,arom. NH,RockPhos Pd G6 Br,RockPhos,KOH,tAmOH,
cn_coupling,1.24,-0.45,Ar-Br,ArBr,AromN-H,arom. NH,CuI,diphenethyloxamide,Cs2CO3,tAmOH,
cn_coupling,0.0,-0.59,Ar-Br,ArBr,AromN-H,arom. NH,CuI,trans-NN-Dimethylcyclohexane-12-diamine,K2CO3,DMSO,
hydrodehalogenation,9.9,0.05,Ar-Cl,ArCl,Ar-Cl,ArCl,Pd/C,Missing,,MeCN,
suzuki_miyaura,12.51,-0.3,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"Dioxane, water",LiCl
suzuki_miyaura,0.0,-0.79,Ar-Br,ArBr,Ar-B(OH)2,ArB(OH)2,AmPhos Pd(crotyl)Cl,AmPhos,Cs2CO3,PhMe,Potassium 2-ethylhexanoate
suzuki_miyaura,87.58,2.48,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,K2CO3,"PhMe, water",
suzuki_miyaura,61.14,1.41,Ar-B(OH)2,ArB(OH)2,Ar-Br,ArBr,AmPhos Pd(crotyl)Cl,AmPhos,K3PO4,"tAmOH, water",
c_h_activation,0.0,-0.33,R-H,Alkyl-H,R-H,Alkyl-H,P(tBu)(Cy)2)2PdCl2,P(tBu)(Cy)2,"Ag2CO3, Cs2CO3",Mesitylene,AdCOOH
c_h_activation,0.0,-0.33,R-H,Alkyl-H,R-H,Alkyl-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,AdCOOH
c_h_activation,37.56,4.77,R-H,Alkyl-H,R-H,Alkyl-H,DPEPhos Pd(allyl)Cl,DPEPhos,Cs2CO3,Mesitylene,AdCOOH
amide_formation,70.62,0.71,Ar-NH2,ArNH2,R-CO2H,RCO2H or M,,No Ligand,NMI,THF,"HOSu, DIC"
amide_formation,100.0,2.61,R-NH2,RNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,MeCN,"BSTFA, HOSu, DIC"
amide_formation,47.2,0.75,R-NH2,RNH2,R-CO2H,RCO2H or M,,No Ligand,NMM,MeCN,"BSTFA, PivCl"
amide_formation,2.8,-0.81,R-NH2,RNH2,R-CO2H,RCO2H or M,,No Ligand,DIPEA,"MeCN, PhMe","BSA, HOPO, pyBOP"
cn_coupling,0.0,-0.28,Ar-Br,ArBr,R-NHR,R2NH,AlPhosPd G6 Br,AlPhos,KOH,"tAmOH, water",
co_coupling,0.0,-0.43,Ar-Br,ArBr,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,KOH,"iPrOH, water",water
co_coupling,0.0,-0.43,Ar-Br,ArBr,Ar-Br,ArBr,CuI,BHMPO,CsOH.H2O,Dioxane,TBAB
co_coupling,0.0,-0.43,Ar-Br,ArBr,Ar-Br,ArBr,RockPhos Pd G3,RockPhos,CsOH.H2O,DMSO,TBAB
suzuki_miyaura,95.31,1.73,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,K3PO4,"Dioxane, water",
suzuki_miyaura,3.94,-0.8,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,dtbpfPdCl2,dtbpf,K3PO4,"MeCN, water",
suzuki_miyaura,4.22,-0.79,Ar-B(OH)2,ArB(OH)2,Ar-Cl,ArCl,AmPhos2PdCl2,AmPhos,K3PO4,"MeCN, water",
cn_coupling,0.0,-0.41,AromN-H,arom. NH,Ar-I,ArI,CuI,diphenethyloxamide,Cs2CO3,tAmOH,
cs_coupling,3.1,-0.19,Ar-Br,ArBr,R-SH,RSH,(DiMeIHept Cl) Pd(cinnamyl)Cl,DiMeIHept Cl,KOtBu,PhMe,
cn_coupling,0.0,-0.2,Ar-Br,ArBr,Any-CONHR,Lactam,CuI,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,DMI,
cn_coupling,0.0,-0.2,Ar-Br,ArBr,Any-CONHR,Lactam,Cu(MeCN)4BF4,trans-NN-Dimethylcyclohexane-12-diamine,Cs2CO3,Dioxane,
cn_coupling,15.82,-0.04,rconhr,RCONHR,Ar-Br,ArBr,CuI,BTMO,Cs2CO3,DMSO,
cn_coupling,14.79,2.91,Ar-Br,ArBr,rconhr,RCONHR,CuI,BTMO,Cs2CO3,PhMe,BSA
cn_coupling,0.96,-0.13,Ar-Br,ArBr,rconhr,RCONHR,CuI,BTMO,Cs2CO3,DMSO,
cn_coupling,14.37,-0.67,Any-CONHR,Lactam,Ar-Br,ArBr,CuI,BTMO,Cs2CO3,DMSO,
negishi,36.37,1.59,R-Mg,Alkyl-M,Ar-Br,ArBr,meCgPPh Pd G3,meCgPPh,,NMP,
sonogashira,0.0,-0.52,R-CCH,alkyne,Ar-Br,ArBr,"CuI, tBuXPhos Pd(allyl)OTf",Me4tBuXPhos,DIPEA,DMF,
sonogashira,28.9,2.66,R-CCH,alkyne,Ar-Br,ArBr,"Copper(I) thiophene-2-carboxylate, DPEPhos Pd(allyl)Cl",DPEPhos,NEt3,DMAc,
suzuki_miyaura,4.11,-0.31,Alkenyl-B(OR)2,alkeneB(OR)2,Ar-Cl,ArCl,meCgPPh Pd G3,meCgPPh,K3PO4,Dioxane,
cn_coupling,31.3,0.59,RCH2-B(OH)2,Alkyl-B(OH)2,AromN-H,arom. NH,CuI,bpy,NaHCO3,Dioxane,
cn_coupling,2.38,-0.37,Ar-Br,ArBr,Ar-NH2,ArNH2,XantPhos Pd(allyl)Cl,XantPhos,K3PO4,"tAmOH, water",
cn_coupling,7.14,-0.07,Ar-Br,ArBr,Ar-NH2,ArNH2,AlphosPd)2cod,AlPhos,KOH,"DMSO, water",LiBr
cn_coupling,0.44,-0.5,Ar-Br,ArBr,Ar-NH2,ArNH2,,No Ligand,K3PO4,"tAmOH, water",
cn_coupling,11.7,-0.38,Ar-Cl,ArCl,AromN-H,arom. NH,Pd-PEPPSI-IPent Cl 3-chloropyridine,IPENT Cl,DBU,DMSO,
cn_coupling,91.03,2.54,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,K2CO3,DMSO,
cn_coupling,0.0,-0.65,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,AlphosPd)2cod,AlPhos,KOH,tAmOH,
cn_coupling,52.63,1.19,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,tBuBrettPhos Pd(allyl)OTf,tBuBrettPhos,K3PO4,"Brij 35, iPrOAc",
cn_coupling,0.0,-0.37,Ar-Br,ArBr,R-NHR,R2NH,Pd-PEPPSI-IPent Cl o-picoline,IPENT Cl,Cs2CO3,tAmOH,
deprotection,0.0,-0.67,R-NR2,R3N,R-NR2,R3N,,No Ligand,,DCE,
suzuki_miyaura,47.03,0.88,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,(CyMPhos)PdCl2,CyMPhos,KOH,"THF, water",
stetter,21.99,0.07,R-CHO,RCHO,Any-Alkene,alkene,thiazolium-NHC*HCl,No Ligand,NEt3,EtOH,
suzuki_miyaura,45.28,1.15,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,PPh3)2PdCl2,PPh3,K3PO4,"PhMe, water",
suzuki_miyaura,0.0,-0.83,Ar-Br,ArBr,RCH2-B(OH)2,Alkyl-B(OH)2,dcypfPdCl2,dcypf,NEt3,iPrOAc,
cyclization,0.0,-2.1,R-NH2,RNH2,R-NH2,RNH2,,No Ligand,,PhMe,CDT
suzuki_miyaura,46.12,-0.06,Ar-I,ArI,Alkenyl-B(OR)2,alkeneB(OR)2,dppdtbpf)PdCl2,dppdtbpf,K3PO4,"Dioxane, water",
cc-coupling,4.1,-0.69,R-Ester,RCO2R,Ar-I,ArI,NiBr2-glyme,tBubpyCAMCN,,DMAc,TFA
cn_coupling,0.0,-0.23,Ar-Br,ArBr,Ar-NH2,ArNH2,SPhos Pd(crotyl)Cl,SPhos,NaOtBu,Dioxane,
cyclization,33.48,0.19,R-CCH,alkyne,R-CCH,alkyne,dppfPdCl2,dppf,,PhMe,
suzuki_miyaura,91.76,1.2,Ar-Br,ArBr,Ar-B(OR)2,ArB(OR)2,dtbpfPdCl2,dtbpf,NaHCO3,"iPrOAc, water",
cc-coupling,47.52,1.02,Ar-Br,ArBr,R-Ester,RCO2R,Ni(OAc)2,tBubpyCAMCN,,DMAc,
cc-coupling,26.93,0.07,Ar-Br,ArBr,R-Ester,RCO2R,,No Ligand,,MeCN,
cc-coupling,51.77,1.22,Ar-Br,ArBr,R-Ester,RCO2R,"(4,4-dtbbpy)NiCl2",No Ligand,,DMAc,pyridine
cc-coupling,35.08,0.45,Ar-Br,ArBr,R-Ester,RCO2R,"(4,4-dtbbpy)NiCl2",No Ligand,lutidine,iPrOAc,LiI
cn_coupling,31.32,0.32,Ar-Br,ArBr,Ar-NH2,ArNH2,cBridP Pd(allyl)Cl,cBridP,Cs2CO3,tAmOH,
cn_coupling,66.49,1.16,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,XantPhos Pd(allyl)Cl,XantPhos,KOH,MeTHF,
cn_coupling,8.28,-0.68,R2CH-NH2,RNH2 a-branch,Ar-Br,ArBr,tBuXPhos Pd(allyl)OTf,Me4tBuXPhos,KOH,"MeCN, water",water
sonogashira,3.8,-0.7,Ar-Br,ArBr,R-CCH,alkyne,"CuI, XPhos Pd(crotyl)Cl",XPhos,DIPEA,DMSO,
sonogashira,4.19,-0.68,Ar-Br,ArBr,R-CCH,alkyne,"Cu(MeCN)4BF4, tBuBrettPhos Pd(allyl)OTf",tBuBrettPhos,Cs2CO3,DMF,
cyclization,1.66,-0.25,R-CCH,alkyne,Ar-Br,ArBr,"Cu(MeCN)4BF4, dppf Pd G3",dppf,Cs2CO3,NMP,LiCl
