Reaction_Key,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Product_Type,All_Reactant_Motifs,All_Product_Motifs,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
H-SR -> Ar-SAr || Any-Amide|Ar-I|Ar-X|AromN-H|H-Amide|H-AromN|Pyrazole,False,"H-SR,H-Amide,Any-Amide","Ar-I,Ar-X,H-AromN,AromN-H,Pyrazole","Ar-I,Ar-X,Ar-SAr,Ar-SR,H-AromN,AromN-H,H-Amide,Any-Amide,Pyrazole",Any-Amide|Ar-I|Ar-X|AromN-H|H-Amide|H-AromN|H-SR|Pyrazole,Any-Amide|Ar-I|Ar-SAr|Ar-SR|Ar-X|AromN-H|H-Amide|H-AromN|Pyrazole,90.0,CNC(=O)c1ccccc1S.Ic1ccc2cn[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(I)n[nH]c2c1,Pd2(dba)3,XantPhos,KOH,NMP / water,,,,0.0
Ar-Br|H-SR -> Ar-Cl || Any-CN|Ar-CN|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-CN,Any-CN","Ar-Cl,Ar-X,Ar-CN,Any-CN,Ar-SAr,Ar-SR",Any-CN|Ar-Br|Ar-CN|Ar-X|H-SR,Any-CN|Ar-CN|Ar-Cl|Ar-SAr|Ar-SR|Ar-X,80.0,Sc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(Cl)cc2)cc1,2411842-61-8,L-Proline,NaOtBu,MeCN,,,,0.0
Ar-Br|H-SR -> Ar-Cl || Any-COR|Ar-COR|Ar-X|R-COR|R-H-acidic,False,"R-H-acidic,Ar-Br,Ar-X,Ar-COR,Any-COR,R-COR",H-SR,"R-H-acidic,Ar-Cl,Ar-X,Ar-COR,Any-COR,R-COR,Ar-SAr,Ar-SR",Any-COR|Ar-Br|Ar-COR|Ar-X|H-SR|R-COR|R-H-acidic,Any-COR|Ar-COR|Ar-Cl|Ar-SAr|Ar-SR|Ar-X|R-COR|R-H-acidic,88.0,CC(=O)c1ccc(Br)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccc(Cl)cc2)cc1,Cu(0),51-61-6,,iPrOH,,,,0.0
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|Ar-R|R-OR,False,"Ar-R,H-SR","Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-R,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,H-OR",Any-OR|Ar-I|Ar-OR|Ar-R|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-R|Ar-SAr|Ar-SR|H-OR|R-OR,73.0,Cc1cccc(S)c1.COc1ccc(I)cc1>>COc1ccc(Sc2cc(C)ccc2O)cc1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.855952915702654
Ar-I|H-SR -> Ar-SAr || Ar-CF3,False,H-SR,"Ar-I,Ar-X,Ar-CF3","Ar-CF3,Ar-SAr,Ar-SR,H-OR",Ar-CF3|Ar-I|Ar-X|H-SR,Ar-CF3|Ar-SAr|Ar-SR|H-OR,76.0,Sc1ccccc1.FC(F)(F)c1ccccc1I>>Oc1ccccc1Sc1ccccc1C(F)(F)F,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-0.5135766577750392
Ar-I|H-SR -> Ar-SAr || Ar-CF3|Ar-R,False,"Ar-R,H-SR","Ar-I,Ar-X,Ar-CF3","Ar-R,Ar-CF3,Ar-SAr,Ar-SR,H-OR",Ar-CF3|Ar-I|Ar-R|Ar-X|H-SR,Ar-CF3|Ar-R|Ar-SAr|Ar-SR|H-OR,84.0,Cc1ccc(S)cc1.FC(F)(F)c1ccccc1I>>Cc1ccc(Sc2ccccc2C(F)(F)F)c(O)c1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.315316874191219
Ar-I|H-SR -> Ar-SAr || Any-OR|Ar-OR|R-OR,False,"Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-OR,Any-OR,R-OR,H-SR","Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,H-OR",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-OR|Ar-SAr|Ar-SR|H-OR|R-OR,79.0,COc1ccc(I)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(OC)cc2O)cc1,CuI,,Cs2CO3,DMF,,,,-0.6664216701666756
Ar-I|Ar-X -> Ar-SAr || Any-OR|Ar-F|Ar-OR|Ar-X|R-OR,False,"Ar-F,Ar-X,H-SR","Ar-I,Ar-X,Ar-OR,Any-OR,R-OR","Ar-F,Ar-X,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,H-OR",Any-OR|Ar-F|Ar-I|Ar-OR|Ar-X|H-SR|R-OR,Any-OR|Ar-F|Ar-OR|Ar-SAr|Ar-SR|Ar-X|H-OR|R-OR,70.0,Fc1ccc(S)cc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccc(F)cc2O)cc1,CuI,,Cs2CO3,DMF,,,,-1.6519683607607385
Ar-I|Ar-X -> Ar-SAr || Any-OR|Ar-Cl|Ar-OR|Ar-X|R-OR|RCH2-OR,False,"Ar-Cl,Ar-X,H-SR","Ar-I,Ar-X,Ar-OR,Any-OR,R-OR,RCH2-OR","Ar-Cl,Ar-X,Ar-SAr,Ar-SR,Ar-OR,Any-OR,R-OR,RCH2-OR,H-OR",Any-OR|Ar-Cl|Ar-I|Ar-OR|Ar-X|H-SR|R-OR|RCH2-OR,Any-OR|Ar-Cl|Ar-OR|Ar-SAr|Ar-SR|Ar-X|H-OR|R-OR|RCH2-OR,76.0,Sc1ccc(Cl)cc1.CCOc1ccc(I)cc1>>CCOc1ccc(Sc2ccc(Cl)cc2O)cc1,CuI,,Cs2CO3,DMF,,,,0.0
Ar-X -> Ar-SAr || Ar-Br|Ar-X,False,"Ar-Br,Ar-X,H-SR","Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Br|Ar-I|Ar-X|H-SR,Ar-Br|Ar-SAr|Ar-SR|Ar-X|H-OR,70.0,Sc1ccc(Br)cc1.Brc1ccc(I)cc1>>Oc1cc(Br)ccc1Sc1ccc(Br)cc1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-2.134551993655776
Ar-X|H-SR -> Ar-SAr || Ar-Br|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-I","Ar-R,Ar-Br,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Br|Ar-I|Ar-R|Ar-X|H-SR,Ar-Br|Ar-R|Ar-SAr|Ar-SR|Ar-X|H-OR,80.0,Cc1ccc(S)cc1.Brc1ccc(I)cc1>>Cc1ccc(Sc2ccc(Br)cc2)c(O)c1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-0.9914842084836829
Ar-X|H-SR -> Ar-SAr || Ar-Cl|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-I","Ar-Cl,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Cl|Ar-I|Ar-X|H-SR,Ar-Cl|Ar-SAr|Ar-SR|Ar-X|H-OR,78.0,Sc1ccccc1.Clc1ccc(I)cc1>>Oc1ccccc1Sc1ccc(Cl)cc1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.476849554225576
Ar-I|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,H-SR","Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR,H-OR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR|H-OR,71.0,Cc1ccc(S)cc1.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccc(C)cc2O)cc1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.559454552705083
Ar-X|H-SR -> Ar-SAr || Ar-Br|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-I","Ar-R,Ar-Br,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Br|Ar-I|Ar-R|Ar-X|H-SR,Ar-Br|Ar-R|Ar-SAr|Ar-SR|Ar-X|H-OR,77.0,Cc1cccc(S)c1.Brc1ccc(I)cc1>>Cc1ccc(O)c(Sc2ccc(Br)cc2)c1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.3542223335386887
Ar-X|H-SR -> Ar-SAr || Ar-Br|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-SAr,Ar-SR,H-OR",Ar-Br|Ar-I|Ar-X|H-SR,Ar-Br|Ar-SAr|Ar-SR|Ar-X|H-OR,75.0,Sc1ccccc1.Brc1ccc(I)cc1>>Oc1ccccc1Sc1ccc(Br)cc1,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,-1.6482514785001223
Ar-I|Ar-OR -> Ar-SAr || Pyridine,False,"Ar-OR,Any-OR,R-OR,H-SR","Ar-I,Ar-X,Pyridine","Ar-SAr,Ar-SR,Pyridine",Any-OR|Ar-I|Ar-OR|Ar-X|H-SR|Pyridine|R-OR,Ar-SAr|Ar-SR|Pyridine,94.0,COc1ccc(S)cc1.Ic1cccnc1>>c1ccc(Sc2cccnc2)cc1,CuI,Dabco,K2CO3,DME,,,,0.0
Ar-I|RCH2-NR2 -> Ar-SAr || Any-NO2|Ar-NO2|Ar-R,False,"Ar-I,Ar-X,Ar-NO2,Any-NO2","RCH2-NR2,Any-NR2,R-NR2","Ar-R,Ar-NO2,Any-NO2,Ar-SAr,Ar-SR,Thiazole",Any-NHR|Any-NO2|Any-NR2|Ar-I|Ar-NO2|Ar-R|Ar-X|H-NR2|H-SR|R-NR2|RCH2-NR2,Any-NO2|Ar-NO2|Ar-R|Ar-SAr|Ar-SR|Thiazole,85.0,O=[N+]([O-])c1ccc(I)cc1.CCN(CC)CC.Cc1ccc(NC(=S)S)c(I)c1>>Cc1ccc2nc(Sc3ccccc3[N+](=O)[O-])sc2c1,CuI,1,K2CO3,DMSO,,,,-0.7071067811865475
Ar-Br|H-SR -> Ar-CF3 || Ar-CF3,False,H-SR,"Ar-Br,Ar-X,Ar-CF3","Ar-CF3,Ar-SAr,Ar-SR",Ar-Br|Ar-CF3|Ar-X|H-SR,Ar-CF3|Ar-SAr|Ar-SR,5.0,Sc1ccccc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(Sc2ccccc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.0
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-F","Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-F|Ar-X|H-SR,Ar-F|Ar-SAr|Ar-SR|Ar-X,98.0,Sc1ccccc1.Fc1ccc(Br)cc1>>Fc1ccc(Sc2ccccc2)cc1.Fc1ccccc1,1023743-21-6,,NaOtBu,PhMe,,,,1.499778442449218
Ar-Br|H-SR -> Ar-CF3 || Ar-CF3,False,H-SR,"Ar-Br,Ar-X,Ar-CF3","Ar-CF3,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Br|Ar-CF3|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|RCH2-SR,10.0,CCCCCS.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.CCCCCSc1ccc(C(F)(F)F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,1.404878717372541
Ar-Br|H-SR -> Ar-CF3 || Ar-CF3,False,"Ar-Br,Ar-X,Ar-CF3",H-SR,"Ar-CF3,Ar-SR,Any-SR,R-SR,R2CH-SR",Ar-Br|Ar-CF3|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|R2CH-SR,2.0,FC(F)(F)c1ccc(Br)cc1.SC1CCCCC1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.8429272304235246
Ar-X|H-SR -> Ar-SR || Ar-Br|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-I","Ar-Br,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Br|Ar-I|Ar-X|H-SR,Any-SR|Ar-Br|Ar-SR|Ar-X|R-SR|RCH2-SR,96.0,CCCCCS.Brc1ccccc1I>>CCCCCSc1ccc(Br)cc1,Dabco,,,PhMe,,,,1.6979196589295789
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Ar-CO2R,False,H-SR,"Ar-Br,Ar-X,Ar-CO2R,Any-CO2R","Ar-SR,Any-SR,R-SR,R2CH-SR,Ar-CO2R,Any-CO2R",Any-CO2R|Ar-Br|Ar-CO2R|Ar-X|H-SR,Any-CO2R|Any-SR|Ar-CO2R|Ar-SR|R-SR|R2CH-SR,24.0,SC1CCCCC1.CCOC(=O)c1cccc(Br)c1>>CCOC(=O)c1ccccc1.CCOC(=O)c1cccc(SC2CCCCC2)c1,1023743-21-6,,NaOtBu,PhMe,,,,-1.866209063796436
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-X,False,H-SR,"Ar-Br,Ar-X,Ar-F","Ar-F,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Br|Ar-F|Ar-X|H-SR,Any-SR|Ar-F|Ar-SR|Ar-X|R-SR|RCH2-SR,4.0,CCCCCS.Fc1ccc(Br)cc1>>Fc1ccccc1.CCCCCSc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.4788766254837854
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-X,False,"Ar-Br,Ar-X,Ar-F",H-SR,"Ar-F,Ar-X,Ar-SR,Any-SR,R-SR,R2CH-SR",Ar-Br|Ar-F|Ar-X|H-SR,Any-SR|Ar-F|Ar-SR|Ar-X|R-SR|R2CH-SR,3.0,Fc1ccc(Br)cc1.SC1CCCCC1>>Fc1ccccc1.Fc1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.4999261474830727
Ar-Cl|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,Ar-Cl,Ar-X","Ar-R,H-SR","Ar-R,Ar-SAr,Ar-SR",Ar-Cl|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,97.0,Cc1cccc(Cl)c1.CC(C)c1ccccc1S>>Cc1ccc(Sc2ccccc2C(C)C)cc1,Pd(dba)2,158923-11-6,NaOtBu,PhMe,,,,0.6952265374407576
Ar-Br|H-SR -> Ar-SR || Any-CO2R|Ar-CO2R,False,H-SR,"Ar-Br,Ar-X,Ar-CO2R,Any-CO2R","Ar-SR,Any-SR,R-SR,R2CH-SR,Ar-CO2R,Any-CO2R",Any-CO2R|Ar-Br|Ar-CO2R|Ar-X|H-SR,Any-CO2R|Any-SR|Ar-CO2R|Ar-SR|R-SR|R2CH-SR,17.0,SC1CCCCC1.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccccc1.CCOC(=O)c1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-2.105705893650312
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-R|Ar-X,False,"Ar-Br,Ar-X,Ar-F","Ar-R,H-SR","Ar-R,Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-F|Ar-R|Ar-X|H-SR,Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X,4.0,Fc1ccc(Br)cc1.CC(C)c1ccccc1S>>Fc1ccccc1.CC(C)c1ccccc1Sc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.7833494518006403
Ar-Br|H-SR -> Ar-CF3 || Ar-CF3|Ar-R,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-CF3","Ar-R,Ar-CF3,Ar-SAr,Ar-SR",Ar-Br|Ar-CF3|Ar-R|Ar-X|H-SR,Ar-CF3|Ar-R|Ar-SAr|Ar-SR,3.0,Cc1ccc(S)cc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.Cc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.0
Ar-Br|H-SR -> Ar-NR2 || Any-NR2|Ar-NR2,False,H-SR,"Ar-Br,Ar-X,Ar-NR2,Any-NR2","Ar-NR2,Any-NR2,Ar-SAr,Ar-SR",Any-NR2|Ar-Br|Ar-NR2|Ar-X|H-SR,Any-NR2|Ar-NR2|Ar-SAr|Ar-SR,3.0,Sc1ccccc1.CN(C)c1ccc(Br)cc1>>CN(C)c1ccccc1.CN(C)c1ccc(Sc2ccccc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.0
Ar-Cl|H-SR -> Ar-CF3 || Ar-CF3,False,"Ar-Cl,Ar-X,Ar-CF3",H-SR,"Ar-CF3,Ar-SAr,Ar-SR",Ar-CF3|Ar-Cl|Ar-X|H-SR,Ar-CF3|Ar-SAr|Ar-SR,3.0,FC(F)(F)c1ccc(Cl)cc1.Sc1ccccc1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(Sc2ccccc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.8660254037844387
Ar-I|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,93.0,Sc1ccccc1.CC(C)c1ccc(I)cc1>>CC(C)c1ccccc1Sc1ccccc1,Cu(0),Fe,K2CO3,DMAc,,,,0.37534973200015476
Ar-Cl|H-SR -> Ar-CF3 || Ar-CF3,False,"Ar-Cl,Ar-X,Ar-CF3",H-SR,"Ar-CF3,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-CF3|Ar-Cl|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|RCH2-SR,3.0,FC(F)(F)c1ccc(Cl)cc1.CCCCCS>>FC(F)(F)c1ccccc1.CCCCCSc1ccc(C(F)(F)F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.8660254037844387
Ar-Br|H-SR -> Ar-R || Ar-R,False,"Ar-R,Ar-Br,Ar-X",H-SR,"Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,79.0,Cc1ccc(Br)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1.Cc1cccc(Sc2ccccc2)c1,CuI,1909333-84-1,KOtBu,DMF,,,,-0.6175490750460756
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-F","Ar-R,Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-F|Ar-R|Ar-X|H-SR,Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X,4.0,Cc1ccc(S)cc1.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1ccc(Sc2ccc(F)cc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.7833494518006403
Ar-Cl|H-SR -> Ar-Ar || Any-OR|Any-X|Ar-Ar|Ar-OR|Ar-R|Pyrimidine|R-F|R-OR|R-X,False,"Ar-R,H-SR","Ar-Ar,Ar-Cl,Ar-X,Ar-OR,Any-OR,R-OR,R-F,Any-X,R-X,Pyrimidine","Ar-Ar,Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR,R-F,Any-X,R-X,Pyrimidine",Any-OR|Any-X|Ar-Ar|Ar-Cl|Ar-OR|Ar-R|Ar-X|H-SR|Pyrimidine|R-F|R-OR|R-X,Any-OR|Any-SR|Any-X|Ar-Ar|Ar-OR|Ar-R|Ar-SR|Pyrimidine|R-F|R-OR|R-SR|R-X|RCH2-SR,8.0,SCCc1ccccc1.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>FC(F)Oc1ccc(-c2nnc3cncc(SCCc4ccccc4)n23)cc1.FC(F)Oc1ccc(-c2nnc3c(SCCc4ccccc4)nccn23)cc1,18C6,,KOH,PhMe,,,,0.0
Ar-Cl|H-SR -> Ar-Ar || Any-OR|Ar-Ar|Ar-OR|Ar-R|Pyrimidine|R-OR,False,"Ar-R,H-SR","Ar-Ar,Ar-Cl,Ar-X,Ar-OR,Any-OR,R-OR,Pyrimidine","Ar-Ar,Ar-R,Ar-SR,Any-SR,R-SR,RCH2-SR,Ar-OR,Any-OR,R-OR,Pyrimidine",Any-OR|Ar-Ar|Ar-Cl|Ar-OR|Ar-R|Ar-X|H-SR|Pyrimidine|R-OR,Any-OR|Any-SR|Ar-Ar|Ar-OR|Ar-R|Ar-SR|Pyrimidine|R-OR|R-SR|RCH2-SR,8.0,SCCc1ccccc1.COc1ccc(-c2nnc3cncc(Cl)n23)cc1>>COc1ccc(-c2nnc3cncc(SCCc4ccccc4)n23)cc1.COc1ccc(-c2nnc3c(SCCc4ccccc4)nccn23)cc1,18C6,,KOH,PhMe,,,,0.0
Ar-Cl|H-SR -> Ar-F || Ar-F|Ar-X,False,H-SR,"Ar-Cl,Ar-X,Ar-F","Ar-F,Ar-X,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Cl|Ar-F|Ar-X|H-SR,Any-SR|Ar-F|Ar-SR|Ar-X|R-SR|RCH2-SR,3.0,CCCCCCCCCCS.Fc1ccc(Cl)cc1>>Fc1ccccc1.CCCCCCCCCCSc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,1.154700538379251
Ar-Cl|H-SR -> Ar-CF3 || Ar-CF3,False,"Ar-Cl,Ar-X,Ar-CF3",H-SR,"Ar-CF3,Ar-SR,Any-SR,R-SR,R2CH-SR",Ar-CF3|Ar-Cl|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|R2CH-SR,1.0,FC(F)(F)c1ccc(Cl)cc1.SC1CCCCC1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.8660254037844387
Ar-Cl|H-SR -> Ar-CF3 || Ar-CF3|Ar-R,False,"Ar-Cl,Ar-X,Ar-CF3","Ar-R,H-SR","Ar-R,Ar-CF3,Ar-SAr,Ar-SR",Ar-CF3|Ar-Cl|Ar-R|Ar-X|H-SR,Ar-CF3|Ar-R|Ar-SAr|Ar-SR,4.0,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(S)cc1>>FC(F)(F)c1ccccc1.Cc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,0.0
Ar-Cl|H-SR -> Ar-F || Ar-F|Ar-X,False,"Ar-Cl,Ar-X,Ar-F",H-SR,"Ar-F,Ar-X,Ar-SR,Any-SR,R-SR,R2CH-SR",Ar-Cl|Ar-F|Ar-X|H-SR,Any-SR|Ar-F|Ar-SR|Ar-X|R-SR|R2CH-SR,2.0,Fc1ccc(Cl)cc1.SC1CCCCC1>>Fc1ccccc1.Fc1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.577350269189626
Ar-Br|H-SR -> Ar-CF3 || Ar-CF3,False,H-SR,"Ar-Br,Ar-X,Ar-CF3","Ar-CF3,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-Br|Ar-CF3|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|RCH2-SR,3.0,CCCCCCCCCCS.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.CCCCCCCCCCSc1ccc(C(F)(F)F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.5619514869490164
Ar-Cl|H-SR -> Ar-F || Ar-F|Ar-R|Ar-X,False,"Ar-Cl,Ar-X,Ar-F","Ar-R,H-SR","Ar-R,Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Cl|Ar-F|Ar-R|Ar-X|H-SR,Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X,1.0,Fc1ccc(Cl)cc1.CC(C)c1ccccc1S>>Fc1ccccc1.CC(C)c1ccccc1Sc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.7071067811865475
Ar-I|H-SR -> Ar-SAr || Ar-R,False,H-SR,"Ar-R,Ar-I,Ar-X","Ar-R,Ar-SAr,Ar-SR",Ar-I|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,91.0,Sc1ccccc1.Cc1ccc(I)c(C)c1>>Cc1cc(C)cc(Sc2ccccc2)c1,7791-20-0,,KOH,,TBAB,,,0.19945843339058772
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-F","Ar-R,Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-F|Ar-R|Ar-X|H-SR,Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X,2.0,Cc1cccc(C)c1S.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1cccc(C)c1Sc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-1.3055824196677337
Ar-Br|H-SR -> Ar-SR || Any-Amide|R-Amide,False,H-SR,"Ar-Br,Ar-X,R-Amide,Any-Amide","Ar-SR,Any-SR,R-SR,R2CH-SR,R-Amide,Any-Amide",Any-Amide|Ar-Br|Ar-X|H-SR|R-Amide,Any-Amide|Any-SR|Ar-SR|R-Amide|R-SR|R2CH-SR,2.0,SC1CCCCC1.CCN(CC)C(=O)c1ccc(Br)cc1>>CCN(CC)C(=O)c1ccccc1.CCN(CC)C(=O)c1ccc(SC2CCCCC2)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-1.143838525799368
Ar-Br|H-SR -> Ar-SAr || Ar-R,False,"Ar-R,Ar-Br,Ar-X","Ar-R,H-SR","Ar-R,Ar-SAr,Ar-SR",Ar-Br|Ar-R|Ar-X|H-SR,Ar-R|Ar-SAr|Ar-SR,99.0,Cc1ccc(Br)cc1.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccc(C)cc2)cc1,1233194-72-3,,KOtBu,PhMe,,,,0.8590777963254739
Ar-Br|H-SR -> Ar-F || Ar-F|Ar-R|Ar-X,False,"Ar-R,H-SR","Ar-Br,Ar-X,Ar-F","Ar-R,Ar-F,Ar-X,Ar-SAr,Ar-SR",Ar-Br|Ar-F|Ar-R|Ar-X|H-SR,Ar-F|Ar-R|Ar-SAr|Ar-SR|Ar-X,3.0,Cc1ccccc1S.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1ccccc1Sc1ccc(F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.26111648393354675
Ar-Cl|H-SR -> Ar-CF3 || Ar-CF3,False,"Ar-Cl,Ar-X,Ar-CF3",H-SR,"Ar-CF3,Ar-SR,Any-SR,R-SR,RCH2-SR",Ar-CF3|Ar-Cl|Ar-X|H-SR,Any-SR|Ar-CF3|Ar-SR|R-SR|RCH2-SR,1.0,FC(F)(F)c1ccc(Cl)cc1.CCCCCCCCCCS>>FC(F)(F)c1ccccc1.CCCCCCCCCCSc1ccc(C(F)(F)F)cc1,1023743-21-6,,NaOtBu,PhMe,,,,-0.8660254037844387
