Reaction_Type_Standardized,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R2CH-OR|R3C-F|RCH2-OR,"Ar-R,Ar-NH2,R3C-F","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-R,Ar-Br,RCH2-OR,R2CH-OR|Ar-R,Ar-NH2,R3C-F",98.0,Nc1ccc(C(F)(F)F)cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2ccc(C(F)(F)F)cc2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.7071067811865475
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-CN|Ar-R|R2CH-OR|RCH2-OR,"Ar-CN,Ar-NH2","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-CN,Ar-NH2|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",85.0,N#Cc1ccc(N)cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2ccc(C#N)cc2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R2CH-OR|RCH2-OR,Ar-NH2,"Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-NH2|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",91.0,Nc1ccccc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2ccccc2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,1.1094003924504583
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R2CH-OR|RCH2-OR,"Ar-NH2,RCH2-OR","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-NH2,RCH2-OR|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",80.0,COc1ccc(N)cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1ccc(Nc2cc(OC)c(OC)cc2CC2OCCO2)cc1,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-Ester|Ar-R|R2CH-OR|RCH2-OR,"Ar-NH2,Ar-Ester","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-NH2,Ar-Ester|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",73.0,COC(=O)c1ccc(N)cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COC(=O)c1ccc(Nc2cc(OC)c(OC)cc2CC2OCCO2)cc1,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.0
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-R|R2CH-OR|R3C-F|RCH2-OR,"Ar-R,Ar-NH2,R3C-F","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-R,Ar-Br,RCH2-OR,R2CH-OR|Ar-R,Ar-NH2,R3C-F",83.0,Nc1cccc(C(F)(F)F)c1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2cccc(C(F)(F)F)c2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,-0.7071067811865475
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-F|Ar-R|R2CH-OR|RCH2-OR,"Ar-F,Ar-NH2","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-F,Ar-NH2|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",90.0,Nc1ccc(F)cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2ccc(F)cc2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.7071067811865475
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-F|Ar-R|R2CH-OR|RCH2-OR,"Ar-F,Ar-NH2","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-F,Ar-NH2|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",88.0,Nc1cccc(F)c1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2cccc(F)c2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,-0.7071067811865475
Ar-Br|Ar-NH2 -> Ar-NHR || Ar-NO2|Ar-R|R2CH-OR|RCH2-OR,"Ar-NO2,Ar-NH2","Ar-R,Ar-Br,RCH2-OR,R2CH-OR","Ar-NO2,Ar-NH2|Ar-R,Ar-Br,RCH2-OR,R2CH-OR",85.0,Nc1ccc([N+](=O)[O-])cc1.COc1cc(Br)c(CC2OCCO2)cc1OC>>COc1cc(CC2OCCO2)c(Nc2ccc([N+](=O)[O-])cc2)cc1OC,Pd2(dba)3,XantPhos,Cs2CO3,PhMe,,,,0.0
Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-NO2|R-H-acidic|RCH2-CO2H,"R-H-acidic,RCH2-NH2,RCH2-CO2H","Ar-Cl,Ar-NO2","Ar-Cl,Ar-NO2|R-H-acidic,RCH2-NH2,RCH2-CO2H",91.0,NCCC(=O)O.O=[N+]([O-])c1ccc(Cl)c2nonc12>>O=C(O)CCNc1ccc([N+](=O)[O-])c2nonc12,,,K2CO3,MeOH / water,,,,0.0
Ar-Cl -> None || Ar-Ar|Ar-Br|Ar-NO2,"Ar-Cl,Ar-NO2","Ar-Ar,Ar-Br","Ar-Ar,Ar-Br|Ar-Cl,Ar-NO2",83.0,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Brc1ccc(-c2ccncc2)cc1>>O=[N+]([O-])c1ccc(-[n+]2ccc(-c3ccc(Br)cc3)cc2)c([N+](=O)[O-])c1.[Cl-],,,,MeCN,,,,-0.558156305651438
Ar-Cl -> Any-NH2|AromN-H || Ar-R|R3C-F,"Ar-R,Ar-Cl,R3C-F",,"Ar-R,Ar-Cl,R3C-F",81.0,FC(F)(F)c1ccc(Cl)nc1C(F)(F)F>>NN=c1ccc(C(F)(F)F)c(C(F)(F)F)[nH]1,,,,EtOH / water,,,,0.0
None -> Any-NH2|AromN-H || Ar-Cl,Ar-Cl,,Ar-Cl,92.0,Clc1ccc2cccc(Cl)c2n1>>NN=c1ccc2cccc(Cl)c2[nH]1,,,,EtOH,,,,0.6141320177454433
Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-NH2,"Ar-NH2,Bn-NH2",Ar-Cl,"Ar-Cl|Ar-NH2,Bn-NH2",77.0,NCc1cccc(N)c1.Clc1ncnc2ccccc12>>Nc1cccc(CNc2ncnc3ccccc23)c1,,,NaHCO3,DCM / water,,,,0.0
Ar-NH2 -> Ar-NHR || Ar-Cl|RCH2-OR,"Ar-Cl,Ar-NH2",RCH2-OR,"Ar-Cl,Ar-NH2|RCH2-OR",78.0,Nc1ccc(Cl)cc1.CCCCOc1c(OCCCC)c(=O)c1=O>>CCCCOc1c(Nc2ccc(Cl)cc2)c(=O)c1=O,,,,EtOH,,,,-1.1377602479771496
Ar-NH2|RCH2-OR -> None || Ar-Cl|Ar-NHR|Bn-NHR,"Ar-NH2,Bn-NHR","Ar-Cl,Ar-NHR,RCH2-OR","Ar-Cl,Ar-NHR,RCH2-OR|Ar-NH2,Bn-NHR",85.0,Nc1cccc(CNc2ncnn3cccc23)c1.CCCCOc1c(Nc2ccc(Cl)c(Cl)c2)c(=O)c1=O>>O=c1c(Nc2cccc(CNc3ncnn4cccc34)c2)c(Nc2ccc(Cl)c(Cl)c2)c1=O,,,,EtOH / EtOAc,,,,-0.8728715609439687
Ar-NH2|RCH2-OR -> None || Ar-Cl|Ar-NHR|Bn-NHR,"Ar-NH2,Bn-NHR","Ar-Cl,Ar-NHR,RCH2-OR","Ar-Cl,Ar-NHR,RCH2-OR|Ar-NH2,Bn-NHR",97.0,Nc1cccc(CNc2ncnn3cccc23)c1.CCCCOc1c(Nc2ccc(Cl)cc2)c(=O)c1=O>>O=c1c(Nc2ccc(Cl)cc2)c(Nc2cccc(CNc3ncnn4cccc34)c2)c1=O,,,,EtOH / EtOAc,,,,1.0910894511799627
Ar-NH2|RCH2-OR -> None || Ar-Cl|Ar-NHR|Bn-NHR,"Ar-NH2,Bn-NHR","Ar-Cl,Ar-NHR,RCH2-OR","Ar-Cl,Ar-NHR,RCH2-OR|Ar-NH2,Bn-NHR",89.0,Nc1cccc(CNc2ncnc3ccccc23)c1.CCCCOc1c(Nc2ccc(Cl)c(Cl)c2)c(=O)c1=O>>O=c1c(Nc2cccc(CNc3ncnc4ccccc34)c2)c(Nc2ccc(Cl)c(Cl)c2)c1=O,,,,EtOH / EtOAc,,,,-0.21821789023599159
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Alkynyl|Ar-Ar|Propargyl-H|R2CH-OH|R2CH-OR|RCH2-OR,RCH2-NH2,Any-H,Any-H|RCH2-NH2,70.0,CN.Cl.CCCCC#Cc1nc2c(Cl)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O>>CCCCC#Cc1nc2c(NC)nc(-c3ccco3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,,,Et3N,EtOH,,,,-1.1276286380155869
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Alkynyl|Ar-Ar|Ar-I|Propargyl-H|R2CH-OH|R2CH-OR|RCH2-OR,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",88.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc2c(Cl)nc(-c3cccs3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O>>CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3cccs3)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,,,Et3N,EtOH,,,,0.8542758535991483
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Any-SR|Ar-Alkynyl|Ar-Ar|Ar-I|Propargyl-H|R2CH-OH,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",76.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc2c(Cl)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O>>CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3ccco3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,,,Et3N,EtOH,,,,-0.6101970382851059
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Any-SR|Ar-Alkynyl|Ar-Ar|Ar-I|Propargyl-H|R2CH-OH,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",70.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc2c(Cl)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O>>CCCCC#Cc1nc2c(NCc3cccc(I)c3)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,,,Et3N,EtOH,,,,-1.342433484227233
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Any-SR|Ar-Alkynyl|Ar-Ar|Propargyl-H|R2CH-OH,RCH2-NH2,Any-H,Any-H|RCH2-NH2,83.0,CN.Cl.CCCCC#Cc1nc2c(Cl)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O>>CCCCC#Cc1nc2c(NC)nc(-c3cccs3)nc2n1[C@@H]1SC[C@@H](O)[C@H]1O,,,Et3N,EtOH,,,,0.2611350530141357
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Alkynyl|Ar-Ar|Ar-I|AromN-H|Propargyl-H,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",86.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc2nc(-c3ccco3)nc(Cl)c2[nH]1>>CCCCC#Cc1nc2nc(-c3ccco3)nc(NCc3cccc(I)c3)c2[nH]1,,,Et3N,EtOH,,,,0.6101970382851059
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Alkynyl|Ar-Ar|AromN-H|Propargyl-H,RCH2-NH2,Any-H,Any-H|RCH2-NH2,90.0,CN.Cl.CCCCC#Cc1nc2nc(-c3cccs3)nc(Cl)c2[nH]1>>CCCCC#Cc1nc2nc(-c3cccs3)nc(NC)c2[nH]1,,,Et3N,EtOH,,,,1.0089308866455249
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Alkynyl|Ar-Ar|AromN-H|Propargyl-H,RCH2-NH2,Any-H,Any-H|RCH2-NH2,90.0,CN.Cl.CCCCC#Cc1nc2nc(-c3ccco3)nc(Cl)c2[nH]1>>CCCCC#Cc1nc2nc(-c3ccco3)nc(NC)c2[nH]1,,,Et3N,EtOH,,,,1.0089308866455249
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Alkynyl|Ar-Ar|AromN-H|Propargyl-H,RCH2-NH2,Any-H,Any-H|RCH2-NH2,87.0,CN.Cl.CCCCC#Cc1nc(Cl)c2[nH]c(-c3ccco3)nc2n1>>CCCCC#Cc1nc(NC)c2[nH]c(-c3ccco3)nc2n1,,,Et3N,EtOH,,,,0.688446957946358
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || Ar-Alkynyl|Ar-Ar|AromN-H|Propargyl-H,RCH2-NH2,Any-H,Any-H|RCH2-NH2,84.0,CN.Cl.CCCCC#Cc1nc(Cl)c2[nH]c(-c3cccs3)nc2n1>>CCCCC#Cc1nc(NC)c2[nH]c(-c3cccs3)nc2n1,,,Et3N,EtOH,,,,0.36796302924719126
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Alkynyl|Ar-Ar|Ar-I|AromN-H|Propargyl-H,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",85.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc2nc(-c3cccs3)nc(Cl)c2[nH]1>>CCCCC#Cc1nc2nc(-c3cccs3)nc(NCc3cccc(I)c3)c2[nH]1,,,Et3N,EtOH,,,,0.4881576306280847
Any-H|Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Alkynyl|Ar-Ar|Ar-I|AromN-H|Propargyl-H,Any-H,"Ar-I,Bn-NH2","Any-H|Ar-I,Bn-NH2",72.0,Cl.NCc1cccc(I)c1.CCCCC#Cc1nc(Cl)c2[nH]c(-c3cccs3)nc2n1>>CCCCC#Cc1nc(NCc2cccc(I)c2)c2[nH]c(-c3cccs3)nc2n1,,,Et3N,EtOH,,,,-1.0983546689131907
Ar-Cl -> Any-NH2|AromN-H || Ar-F,"Ar-Cl,Ar-F",,"Ar-Cl,Ar-F",89.0,Cn1c(Cl)nc2cc(F)c(F)cc21>>Cn1c(=NN)[nH]c2cc(F)c(F)cc21,,,,,,,,0.9277363973070601
Ar-Cl -> Any-NH2|AromN-H || None,Ar-Cl,,Ar-Cl,89.0,Cn1c(Cl)nc2ccccc21>>Cn1c(=NN)[nH]c2ccccc21,,,,,,,,0.4230324271172069
Ar-Cl -> Any-NH2|AromN-H || Ar-F,"Ar-Cl,Ar-F",,"Ar-Cl,Ar-F",89.0,Cn1c(Cl)nc2cc(F)ccc21>>Cn1c(=NN)[nH]c2cc(F)ccc21,,,,,,,,0.9277363973070601
Any-H|Ar-F|R2CH-NH2 -> R2CH-NHR || Ar-NO2|R-H-acidic|R2CH-Ester,"Ar-F,Ar-NO2","R-H-acidic,R2CH-NH2,R2CH-Ester","Ar-F,Ar-NO2|R-H-acidic,R2CH-NH2,R2CH-Ester",93.0,O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1.CC(C)(C)OC(=O)[C@@H](N)C(C)(C)C.Cl>>CC(C)(C)OC(=O)[C@@H](Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(C)(C)C,,,DIPEA,DMSO,,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-CONR2|Ar-OH|Ar-R|R2CH-NHR|RCH2-NR2,"Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2","Ar-R,Ar-Cl,R2CH-NHR","Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2|Ar-R,Ar-Cl,R2CH-NHR",76.0,CN(C)C(=O)c1cccc(N)c1O.Clc1nc2nonc2nc1N[C@H]1CCCc2ccccc21>>CN(C)C(=O)c1cccc(Nc2nc3nonc3nc2N[C@H]2CCCc3ccccc32)c1O,,,DIPEA,MeCN,,,,0.0
Ar-Cl|Ar-NH2 -> None || Ar-CONR2|Ar-NHR|Ar-OH|RCH2-NR2,"Ar-Cl,Ar-NHR","Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2","Ar-Cl,Ar-NHR|Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2",84.0,Clc1nc2nonc2nc1Nc1ccccc1.CN(C)C(=O)c1cccc(N)c1O>>CN(C)C(=O)c1cccc(Nc2nc3nonc3nc2Nc2ccccc2)c1O,,,DIPEA,MeCN,,,,0.0
Ar-Cl|Ar-NH2 -> Ar-NHR || Ar-CONR2|Ar-OH|RCH2-NHR|RCH2-NR2,"Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2","Ar-Cl,RCH2-NHR","Ar-Cl,RCH2-NHR|Ar-NH2,Ar-OH,Ar-CONR2,RCH2-NR2",74.0,CN(C)C(=O)c1cccc(N)c1O.Clc1nc2nonc2nc1NCC1CC1>>CN(C)C(=O)c1cccc(Nc2nc3nonc3nc2NCC2CC2)c1O,,,DIPEA,MeCN,,,,0.0
Ar-NH2 -> None || Ar-Cl|Ar-F|Ar-NHR|Ar-OH|Ar-SO2NR2|RCH2-NR2,"Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2","Ar-Cl,Ar-F,Ar-NHR","Ar-Cl,Ar-F,Ar-NHR|Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2",8.0,CN(C)S(=O)(=O)c1c(Cl)ccc(N)c1O.Fc1cccc(Nc2nc3nonc3nc2Cl)c1>>CN(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc3nonc3nc2Nc2cccc(F)c2)c1O,,,DIPEA,MeCN,,,,0.0
Ar-NH2 -> None || Ar-Br|Ar-Cl|Ar-NHR|Ar-OH|Ar-SO2NR2|RCH2-NR2,"Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2","Ar-Cl,Ar-Br,Ar-NHR","Ar-Cl,Ar-Br,Ar-NHR|Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2",6.0,CN(C)S(=O)(=O)c1c(Cl)ccc(N)c1O.Clc1nc2nonc2nc1Nc1ccccc1Br>>CN(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc3nonc3nc2Nc2ccccc2Br)c1O,,,DIPEA,MeCN,,,,-0.7071067811865475
Ar-NH2 -> None || Ar-Cl|Ar-NHR|Ar-OH|Ar-SO2NR2|RCH2-NR2,"Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2","Ar-Cl,Ar-NHR","Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2|Ar-Cl,Ar-NHR",9.0,CN(C)S(=O)(=O)c1c(Cl)ccc(N)c1O.Clc1ccc(Nc2nc3nonc3nc2Cl)cc1Cl>>CN(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc3nonc3nc2Nc2ccc(Cl)c(Cl)c2)c1O,,,DIPEA,MeCN,,,,0.0
Ar-NH2 -> None || Ar-Br|Ar-Cl|Ar-NHR|Ar-OH|Ar-SO2NR2|RCH2-NR2,"Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2","Ar-Cl,Ar-Br,Ar-NHR","Ar-Cl,Ar-Br,Ar-NHR|Ar-Cl,Ar-NH2,Ar-OH,Ar-SO2NR2,RCH2-NR2",7.0,CN(C)S(=O)(=O)c1c(Cl)ccc(N)c1O.Clc1nc2nonc2nc1Nc1cccc(Br)c1>>CN(C)S(=O)(=O)c1c(Cl)ccc(Nc2nc3nonc3nc2Nc2cccc(Br)c2)c1O,,,DIPEA,MeCN,,,,0.7071067811865475
Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-F|R2CH-OH,"Ar-F,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,R2CH-OH|Ar-F,Bn-NH2",75.0,NCc1cccc(F)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)ncnc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(F)c4)ncnc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,-0.17962501179934748
Bn-NH2 -> Bn-NHR || Ar-Br|Ar-Cl|R2CH-OH,"Ar-Br,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Br,Bn-NH2|Ar-Cl,R2CH-OH",77.0,NCc1cccc(Br)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Br)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,0.06657795516141249
Bn-NH2 -> Bn-NHR || Ar-Cl|Ar-I|R2CH-OH,"Ar-I,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,R2CH-OH|Ar-I,Bn-NH2",79.0,NCc1cccc(I)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,-0.408248290463863
Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-I|R2CH-OH,"Ar-I,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,R2CH-OH|Ar-I,Bn-NH2",78.0,NCc1cccc(I)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)ncnc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(I)c4)ncnc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,-0.5443310539518174
Any-H|Ar-Cl|RCH2-NH2 -> RCH2-NHR || R2CH-OH,RCH2-NH2,Any-H,Any-H|RCH2-NH2,77.0,CN.Cl.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)ncnc31)[C@H](O)[C@@H]2O>>CNc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C)C[C@H]12,,,Et3N,EtOH,,,,-0.3798328043841978
Bn-NH2 -> Bn-NHR || Ar-Cl|R2CH-OH,"Ar-Cl,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,Bn-NH2|Ar-Cl,R2CH-OH",78.0,NCc1cccc(Cl)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)ncnc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)ncnc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,0.8783100656536786
Any-H|RCH2-NH2 -> RCH2-NHR || Ar-Cl|R2CH-OH,RCH2-NH2,Any-H,Any-H|RCH2-NH2,76.0,CN.Cl.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O>>CNc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(C)C[C@H]12,,,Et3N,EtOH,,,,-0.4866607806172534
Bn-NH2 -> Bn-NHR || Ar-Cl|Ar-F|R2CH-OH,"Ar-F,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,R2CH-OH|Ar-F,Bn-NH2",70.0,NCc1cccc(F)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(F)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,-0.6928393312260546
Bn-NH2 -> Bn-NHR || Ar-Cl|R2CH-OH,"Ar-Cl,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Cl,Bn-NH2|Ar-Cl,R2CH-OH",78.0,NCc1cccc(Cl)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)nc(Cl)nc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Cl)c4)nc(Cl)nc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,0.8783100656536786
Ar-Cl|Bn-NH2 -> Bn-NHR || Ar-Br|R2CH-OH,"Ar-Br,Bn-NH2","Ar-Cl,R2CH-OH","Ar-Br,Bn-NH2|Ar-Cl,R2CH-OH",79.0,NCc1cccc(Br)c1.C[C@@]12C[C@@H]1[C@@H](n1cnc3c(Cl)ncnc31)[C@H](O)[C@@H]2O>>C[C@@]12C[C@@H]1[C@@H](n1cnc3c(NCc4cccc(Br)c4)ncnc31)[C@H](O)[C@@H]2O,,,Et3N,EtOH,,,,0.46604568612989306
Ar-F|RCH2-NHR -> RCH2-NR2 || Ar-Ar|Ar-CN|R3C-Ester|R3C-NHR|RCH2-OR,"RCH2-NHR,R3C-NHR,R3C-Ester","Ar-Ar,Ar-F,Ar-CN,RCH2-OR","Ar-Ar,Ar-F,Ar-CN,RCH2-OR|RCH2-NHR,R3C-NHR,R3C-Ester",90.0,COC(=O)C1(NC(=O)OC(C)(C)C)CCNCC1.CCOc1cc(-c2ccc(F)nc2)c2c(C#N)cnn2c1>>CCOc1cc(-c2ccc(N3CCC(NC(=O)OC(C)(C)C)(C(=O)OC)CC3)nc2)c2c(C#N)cnn2c1,,,DIPEA,DMSO,,,,0.0
Ar-Br|RCH2-NHR -> None || Any-Ester|Ar-R|R-H-acidic|R2CH-CN|RCH2-Ester|RCH2-NR2,"RCH2-NHR,RCH2-NR2,Any-Ester","R-H-acidic,Ar-R,Ar-Br,R2CH-CN,RCH2-Ester","R-H-acidic,Ar-R,Ar-Br,R2CH-CN,RCH2-Ester|RCH2-NHR,RCH2-NR2,Any-Ester",79.0,CC(C)(C)OC(=O)N1CCNCC1.CC(C)(C)OC(=O)CCC(C#N)c1cccc(Br)c1>>CC(C)(C)OC(=O)CCC(C#N)c1cccc(N2CCN(C(=O)OC(C)(C)C)CC2)c1,Pd2(dba)3,XPhos,Cs2CO3,"1,4-Dioxane",,,,0.0
Ar-Cl|Ar-Imino -> Ar-Ar|Ar-N3 || Any-OH|Ar-NO2|AromN-H,"Ar-Cl,AromN-H,Ar-NO2,Any-OH,Ar-Imino",,"Ar-Cl,AromN-H,Ar-NO2,Any-OH,Ar-Imino",71.0,O=[N+]([O-])c1c(-n2nnc(C(Cl)=NO)n2)n[nH]c1Cl>>[N-]=[N+]=Nc1[nH]nc(-n2nnc(-c3nnnn3O)n2)c1[N+](=O)[O-],,,,MeCN / water,water,,,0.0
