Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
Bn-NH2|R2CH-CO2H|Thiazole -> Bn-NHR|R-CONHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Ar-CONHR,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Ar-CONHR,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)c2ccc(CN)cc2)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCc2ccc(C(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCc3ccc(-c4scnc4C)cc3)C(C)(C)C)cc2)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
Bn-NH2|R2CH-CO2H|Thiazole -> Bn-NHR|R-CONHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O.Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)Cc2cccc(CN)c2)C(C)(C)C)cc1>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCc2cccc(CC(=O)N[C@H](C(=O)N3C[C@@H](O)C[C@H]3C(=O)N[C@@H](C)c3ccc(-c4scnc4C)cc3)C(C)(C)C)c2)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2|RCH2-OR,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,RCH2-OR,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,RCH2-OR,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCOCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2|RCH2-OR,False,"R-H-acidic,Ar-Ar,Ar-R,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,RCH2-OR,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,RCH2-OR,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCOCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCOCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](C)c2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
Bn-NH2|R2CH-CO2H|Thiazole -> Bn-NHR|R-CONHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-Ar,Ar-R,Bn-NH2,Bn-NHR,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O.Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCc2ccccc2CN)C(C)(C)C)cc1>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCc2ccccc2CCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
R2CH-CO2H|RCH2-NH2|Thiazole -> R-CONHR|RCH2-NHR || Any-OH|Ar-Ar|Ar-Br|Ar-CONHR|Ar-OH|Ar-OR|Ar-R|Bn-NHR|R-CONHR|R-CONR2|R-H-acidic|R2CH-NHR|R2CH-NR2|R2CH-OH|R3C-F|RCH2-NHR|RCH2-NR2,False,"R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole","R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR","R-H-acidic,Ar-Ar,Ar-R,Bn-NHR,RCH2-NH2,R2CH-NHR,R2CH-NR2,RCH2-NR2,R2CH-OH,R-CONHR,R-CONR2,Thiazole|R-H-acidic,Ar-R,Ar-Br,Ar-OH,Ar-OR,Ar-CONHR,RCH2-NHR,R2CH-NHR,Any-OH,R2CH-CO2H,R3C-F,R-CONHR",70.0,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCCCN)C(C)(C)C)cc1.COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)O)ccc1O>>COc1cc(CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc(C(F)(F)P(=O)(O)O)cc2)C(=O)N[C@@H](CCCCNC(=O)c2ccc(C)c(Br)c2)C(=O)NCCCCCCCCCCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCc2ccc(-c3scnc3C)cc2)C(C)(C)C)ccc1O,,,DIPEA,DMF,HOAt,HATU,,0.0
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-R|RCH2-OR|Thiophene,False,"Ar-R,Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-R,Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",97.0,Cc1cscc1C(=O)O.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1cscc1C,DMAP,,,THF,,EDCI·HCl,,0.5773502691896236
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-R|RCH2-OR|Thiophene,False,"Ar-R,Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-R,Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",97.0,Cc1sccc1C(=O)O.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1ccsc1C,DMAP,,,THF,,EDCI·HCl,,0.5773502691896236
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-R|RCH2-OR|Thiophene,False,"Ar-R,Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-R,Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",93.0,Cc1cc(C(=O)O)cs1.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1csc(C)c1,DMAP,,,THF,,EDCI·HCl,,-1.1547005383792535
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || RCH2-OR|Thiophene,False,"Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",89.0,O=C(O)c1ccsc1.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1ccsc1,DMAP,,,THF,,EDCI·HCl,,0.0
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-Br|RCH2-OR|Thiophene,False,"Ar-Br,Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-Br,Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",94.0,O=C(O)c1cscc1Br.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1cscc1Br,DMAP,,,THF,,EDCI·HCl,,0.7071067811865476
Ar-CO2H|RCH2-NH2 -> Ar-CONHR|RCH2-NHR || Ar-Br|RCH2-OR|Thiophene,False,"Ar-Br,Ar-CO2H,Thiophene","RCH2-NH2,RCH2-OR","Ar-Br,Ar-CO2H,Thiophene|RCH2-NH2,RCH2-OR",87.0,O=C(O)c1csc(Br)c1.COCCOCCOCCOCCCCCCCCCCCCN>>COCCOCCOCCOCCCCCCCCCCCCNC(=O)c1csc(Br)c1,DMAP,,,THF,,EDCI·HCl,,-0.7071067811865476
Ar-Alkynyl|Propargyl-H|RCH2-NHR -> Ar-R|RCH2-NH2 || Any-Lactam|Ar-CONR2|Bn-NR2|R-CONR2|R-H-acidic|R3C-CO2H|R3C-F,False,"R-H-acidic,Ar-Alkynyl,Propargyl-H,Ar-CONR2,Bn-NR2,RCH2-NHR,R-CONR2,Any-Lactam","R3C-CO2H,R3C-F","R-H-acidic,Ar-Alkynyl,Propargyl-H,Ar-CONR2,Bn-NR2,RCH2-NHR,R-CONR2,Any-Lactam|R3C-CO2H,R3C-F",8.0,CN1C(=O)CCC(N2Cc3c(C#CCCNC(=O)OC(C)(C)C)cccc3C2=O)C1=O.O=C(O)C(F)(F)F>>CN1C(=O)CCC(N2Cc3c(CCCCN)cccc3C2=O)C1=O.O=C(O)C(F)(F)F,Palladium,,,MeOH / DCM,,,,0.0
Any-H|R2CH-CO2H|R2CH-NH2 -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,R2CH-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,R2CH-CO2H",77.0,O=C(O)C1Cc2ccccc21.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)C1Cc2ccccc21,,,DIPEA,DMF,,PyBOP,,-0.8070303755119524
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,RCH2-CO2H",72.0,O=C(O)Cc1ccccc1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1ccccc1,,,DIPEA,DMF,,PyBOP,,-1.5598237006724092
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-Br|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-Br,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-Br,RCH2-CO2H",84.0,O=C(O)Cc1cccc(Br)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(Br)c1,,,DIPEA,DMF,,PyBOP,,0.7071067811865475
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-I|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-I,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-I,RCH2-CO2H",86.0,O=C(O)Cc1cccc(I)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(I)c1,,,DIPEA,DMF,,PyBOP,,0.0
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,RCH2-CO2H,R3C-F",Any-H,"Any-H|R-H-acidic,Ar-R,RCH2-CO2H,R3C-F",78.0,O=C(O)Cc1cccc(C(F)(F)F)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(C(F)(F)F)c1,,,DIPEA,DMF,,PyBOP,,0.0
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-CN|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-CN,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-CN,RCH2-CO2H",84.0,N#Cc1cccc(CC(=O)O)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(C#N)c1,,,DIPEA,DMF,,PyBOP,,0.0
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-Cl|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-Cl,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-Cl,RCH2-CO2H",71.0,O=C(O)Cc1ccc(Cl)cc1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1ccc(Cl)cc1,,,DIPEA,DMF,,PyBOP,,-0.6450859486177276
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-OR|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-OR,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-OR,RCH2-CO2H",84.0,CCOc1cccc(CC(=O)O)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>CCOc1cccc(CC(=O)N[C@H](CC#N)Cc2ccc(C(F)(F)F)cc2)c1,,,DIPEA,DMF,,PyBOP,,0.7071067811865476
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,RCH2-CO2H",78.0,O=C(O)CC1CCCC1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)CC1CCCC1,,,DIPEA,DMF,,PyBOP,,-0.6736031586759779
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-OR|Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,Ar-OR,RCH2-CO2H,R3C-F",Any-H,"Any-H|R-H-acidic,Ar-R,Ar-OR,RCH2-CO2H,R3C-F",74.0,O=C(O)Cc1cccc(OC(F)(F)F)c1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1cccc(OC(F)(F)F)c1,,,DIPEA,DMF,,PyBOP,,0.0
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,RCH2-CO2H",84.0,CCCCCC(=O)O.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>CCCCCC(=O)N[C@H](CC#N)Cc1ccc(C(F)(F)F)cc1,,,DIPEA,DMF,,PyBOP,,0.04811451133399915
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|Pyridine|R-H-acidic|R3C-F|RCH2-CN,False,Any-H,"R-H-acidic,Ar-R,RCH2-CO2H,Pyridine","Any-H|R-H-acidic,Ar-R,RCH2-CO2H,Pyridine",84.0,Cl.O=C(O)Cc1ccncc1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1ccncc1,,,DIPEA,DMF,,PyBOP,,0.6920802213988716
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|Pyridine|R-H-acidic|R3C-F|RCH2-CN,False,Any-H,"R-H-acidic,Ar-R,RCH2-CO2H,Pyridine","Any-H|R-H-acidic,Ar-R,RCH2-CO2H,Pyridine",84.0,Cl.O=C(O)Cc1ccccn1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)Cc1ccccn1,,,DIPEA,DMF,,PyBOP,,0.6920802213988716
Any-H|R2CH-NH2|RCH2-CO2H -> R-CONHR|R2CH-NHR || Ar-R|R-H-acidic|R3C-F|RCH2-CN,False,"R-H-acidic,Ar-R,RCH2-CO2H",Any-H,"Any-H|R-H-acidic,Ar-R,RCH2-CO2H",81.0,O=C(O)CCc1ccccc1.Cl.N#CC[C@@H](N)Cc1ccc(C(F)(F)F)cc1>>N#CC[C@H](Cc1ccc(C(F)(F)F)cc1)NC(=O)CCc1ccccc1,,,DIPEA,DMF,,PyBOP,,-0.346627489038313
