Reaction_Type_Standardized,Is_Intramolecular,Reactant_A_Type,Reactant_B_Type,Reactant_Types_Key,yield,smiles,Catalyst,Ligand,Base,Solvent,Additive,Coupling Reagent,Secondary Solvent,z-Score
Ar-B(OH)2|R2CH-NH2 -> Ar-NHR || R-H-acidic|R2CH-Ester,False,Ar-B(OH)2,"R-H-acidic,R2CH-NH2,R2CH-Ester","Ar-B(OH)2|R-H-acidic,R2CH-NH2,R2CH-Ester",60.0,OB(O)c1ccccc1.COC(=O)C(N)CC(C)C>>COC(=O)C(CC(C)C)Nc1ccccc1,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Triazole -> Ar-AromN || Ar-OR|Ar-R|R-AromN,False,"Ar-R,AromN-H,R-AromN,Triazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-R,AromN-H,R-AromN,Triazole",26.0,Cc1n[nH]c(=O)n1C.COc1ccc(B(O)O)cc1OC>>COc1ccc(-n2nc(C)n(C)c2=O)cc1OC,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|R2CH-NH2 -> Ar-NHR || Ar-OH|Ar-R|R-H-acidic|R2CH-Ester,False,Ar-B(OH)2,"R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-Ester","Ar-B(OH)2|R-H-acidic,Ar-R,Ar-OH,R2CH-NH2,R2CH-Ester",26.0,OB(O)c1ccccc1.COC(=O)C(N)Cc1ccc(O)cc1>>COC(=O)[C@H](Cc1ccc(O)cc1)Nc1ccccc1,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|Bn-NHR -> Ar-NR2 || None,False,Bn-NHR,Ar-B(OH)2,Ar-B(OH)2|Bn-NHR,89.0,c1ccc2c(c1)CNC2.OB(O)c1ccc2ccccc2c1>>c1ccc2c(c1)CN(c1ccc3ccccc3c1)C2,Cu(OAc)2,,Et3N,DCM,,,,-0.7071067811865475
Ar-B(OH)2|R2CH-NH2 -> Ar-NHR || Ar-OR|Ar-R|R-H-acidic|R2CH-Ester,False,Ar-B(OH)2,"R-H-acidic,Ar-R,Ar-OR,R2CH-NH2,R2CH-Ester","Ar-B(OH)2|R-H-acidic,Ar-R,Ar-OR,R2CH-NH2,R2CH-Ester",3.0,OB(O)c1ccccc1.COC(=O)[C@@H](N)Cc1ccc(Oc2ccccc2)cc1>>COC(=O)[C@H](Cc1ccc(Oc2ccccc2)cc1)Nc1ccccc1,Cu(OAc)2,,Et3N / Py,DCM,,,,0.0
Ar-B(OH)2|AromN-H|Benzimidazole -> Ar-AromN || None,False,"AromN-H,Benzimidazole",Ar-B(OH)2,"Ar-B(OH)2|AromN-H,Benzimidazole",88.0,c1ccc2[nH]cnc2c1.OB(O)c1ccccc1>>c1ccc(-n2cnc3ccccc32)cc1,Cu(OAc)2,328044-97-9,Et3N,DMF / water,,,,0.3775468242580459
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-R|R3C-F,False,Ar-NHR,"Ar-R,Ar-B(OH)2,R3C-F","Ar-NHR|Ar-R,Ar-B(OH)2,R3C-F",91.0,CNc1ccccc1.OB(O)c1ccc(C(F)(F)F)cc1>>CN(c1ccccc1)c1ccc(C(F)(F)F)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NHR -> Ar-NR2 || Ar-NO2|Ar-R|R3C-F,False,"Ar-NO2,Ar-NHR","Ar-R,Ar-B(OH)2,R3C-F","Ar-NO2,Ar-NHR|Ar-R,Ar-B(OH)2,R3C-F",93.0,CNc1ccc([N+](=O)[O-])cc1.OB(O)c1ccc(C(F)(F)F)cc1>>CN(c1ccc([N+](=O)[O-])cc1)c1ccc(C(F)(F)F)cc1,Cu(OAc)2,,Et3N,DCM,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR,False,Ar-NH2,"Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NH2",74.0,Nc1ccccc1.COc1ccccc1B(O)O>>COc1ccccc1Nc1ccccc1,Cu(0),,K2CO3,MeCN,,,,0.06984302957695715
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Pyrazole,False,"AromN-H,Ar-NH2,Pyrazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Pyrazole",75.0,Nc1cc[nH]n1.COc1ccc(B(O)O)cc1>>COc1ccc(Nc2cc[nH]n2)cc1,NiOAc2,,DBU,DMSO,,,,0.7071067811865475
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Cl|AromN-H|Benzimidazole,False,Ar-B(OH)2,"Ar-Cl,AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2|Ar-Cl,AromN-H,Ar-NH2,Benzimidazole",78.0,OB(O)c1ccccc1.Nc1nc2cc(Cl)c(Cl)cc2[nH]1>>Clc1cc2nc(Nc3ccccc3)[nH]c2cc1Cl,NiOAc2,,DBU,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-Cl|AromN-H|Benzimidazole,False,"Ar-Br,Ar-B(OH)2","Ar-Cl,AromN-H,Ar-NH2,Benzimidazole","Ar-Br,Ar-B(OH)2|Ar-Cl,AromN-H,Ar-NH2,Benzimidazole",80.0,OB(O)c1ccc(Br)cc1.Nc1nc2cc(Cl)c(Cl)cc2[nH]1>>Clc1cc2nc(Nc3ccc(Br)cc3)[nH]c2cc1Cl,NiOAc2,,DBU,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-NO2|AromN-H|Benzimidazole,False,"Ar-B(OH)2,Ar-NO2","Ar-Br,AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-NO2|Ar-Br,AromN-H,Ar-NH2,Benzimidazole",82.0,O=[N+]([O-])c1cccc(B(O)O)c1.Nc1nc2cc(Br)ccc2[nH]1>>O=[N+]([O-])c1cccc(Nc2nc3cc(Br)ccc3[nH]2)c1,NiOAc2,,DBU,DMSO,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|Ar-F|AromN-H|Benzimidazole,False,"Ar-F,Ar-B(OH)2","Ar-Br,AromN-H,Ar-NH2,Benzimidazole","Ar-Br,AromN-H,Ar-NH2,Benzimidazole|Ar-F,Ar-B(OH)2",85.0,OB(O)c1ccc(F)cc1.Nc1nc2cc(Br)ccc2[nH]1>>Fc1ccc(Nc2nc3cc(Br)ccc3[nH]2)cc1,NiOAc2,,DBU,DMSO,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",50.0,Nc1cccc(S(N)(=O)=O)c1.OB(O)c1ccccc1>>Nc1cccc(S(=O)(=O)Nc2ccccc2)c1,7758-89-6,,NaH,MeOH,,,,-0.7348401288562931
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",36.0,Nc1cccc(S(N)(=O)=O)c1.Cc1cccc(B(O)O)c1>>Cc1cccc(NS(=O)(=O)c2cccc(N)c2)c1,7758-89-6,,NaH,MeOH,,,,-2.4065488568684232
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-CN|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-CN","Ar-B(OH)2,Ar-CN|AromN-H,Ar-NH2,Benzimidazole",75.0,Nc1nc2ccccc2[nH]1.N#Cc1ccc(B(O)O)cc1>>N#Cc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-OR,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NH2,Ar-SO2NH2,Any-NH2",71.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc(Oc2ccccc2)cc1>>Nc1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.8006407690254346
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-CHO|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-CHO","Ar-B(OH)2,Ar-CHO|AromN-H,Ar-NH2,Benzimidazole",82.0,Nc1nc2ccccc2[nH]1.O=Cc1ccc(B(O)O)cc1>>O=Cc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-SR,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2,Ar-SR","Ar-B(OH)2,Ar-SR|Ar-NH2,Ar-SO2NH2,Any-NH2",65.0,Nc1ccccc1S(N)(=O)=O.CSc1ccc(B(O)O)cc1>>CSc1ccc(NS(=O)(=O)c2ccccc2N)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Cl|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",75.0,Nc1nc2ccccc2[nH]1.OB(O)c1cccc(Cl)c1>>Clc1cccc(Nc2nc3ccccc3[nH]2)c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-OR|R3C-F,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2,Ar-OR,R3C-F","Ar-B(OH)2,Ar-OR,R3C-F|Ar-NH2,Ar-SO2NH2,Any-NH2",59.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc(OC(F)(F)F)cc1>>Nc1ccccc1S(=O)(=O)Nc1ccc(OC(F)(F)F)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-NO2|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-NO2","Ar-B(OH)2,Ar-NO2|AromN-H,Ar-NH2,Benzimidazole",73.0,Nc1nc2ccccc2[nH]1.O=[N+]([O-])c1cccc(B(O)O)c1>>O=[N+]([O-])c1cccc(Nc2nc3ccccc3[nH]2)c1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",78.0,Nc1nc2ccccc2[nH]1.COc1ccc(B(O)O)cc1>>COc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.9970544855015794
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.CCOc1ccc(B(O)O)cc1>>CCOc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.23008949665420894
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-OR,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NH2,Ar-SO2NH2,Any-NH2",63.0,Nc1ccccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2ccccc2N)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,-1.1208970766356112
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-OR|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|AromN-H,Ar-NH2,Benzimidazole",80.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(Oc2ccccc2)cc1>>c1ccc(Oc2ccc(Nc3nc4ccccc4[nH]3)cc2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,-0.23008949665420894
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",68.0,Nc1ccccc1S(N)(=O)=O.CCc1ccc(B(O)O)cc1>>CCc1ccc(NS(=O)(=O)c2ccccc2N)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.22176388783429182
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Br|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-Br,Ar-B(OH)2","Ar-Br,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",81.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(Br)cc1>>Brc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.7071067811865475
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",72.0,Nc1ccccc1S(N)(=O)=O.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(NS(=O)(=O)c2ccccc2N)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.5503029809221313
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-F|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-F,Ar-B(OH)2","Ar-F,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",78.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(F)cc1>>Fc1ccc(Nc2nc3ccccc3[nH]2)cc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2,False,Ar-B(OH)2,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",83.0,OB(O)c1ccccc1.Nc1ccccc1S(N)(=O)=O>>Nc1ccccc1S(=O)(=O)Nc1ccccc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,1.5968641261684835
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",84.0,Nc1ccccc1S(N)(=O)=O.Cc1ccc(B(O)O)cc1>>Cc1ccc(NS(=O)(=O)c2ccccc2N)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,1.5359202601856494
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-Cl|Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-Cl,Ar-B(OH)2","Ar-Cl,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",45.0,Nc1ccc(S(N)(=O)=O)cc1.OB(O)c1ccc(Cl)cc1>>Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.6848329953982648
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",60.0,Nc1ccc(S(N)(=O)=O)cc1.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.43531429834138696
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",68.0,Nc1ccc(S(N)(=O)=O)cc1.Cc1cc(C)cc(B(O)O)c1>>Cc1cc(C)cc(NS(=O)(=O)c2ccc(N)cc2)c1,7758-89-6,,KOtBu,MeOH,,,,0.22176388783429182
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",65.0,Nc1ccc(S(N)(=O)=O)cc1.Cc1cccc(B(O)O)c1>>Cc1cccc(NS(=O)(=O)c2ccc(N)cc2)c1,7758-89-6,,KOtBu,MeOH,,,,-0.02464043198158772
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-Ar|Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-Ar,Ar-B(OH)2","Ar-Ar,Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",48.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc(-c2ccccc2)cc1>>Nc1ccccc1S(=O)(=O)Nc1ccc(-c2ccccc2)cc1,7758-89-6,,Et3N,"1,4-Dioxane",,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Any-Imino|Any-SR,False,Ar-B(OH)2,"RCH2-NHR,Any-SR,Any-Imino","Ar-B(OH)2|RCH2-NHR,Any-SR,Any-Imino",59.0,OB(O)c1ccccc1.CSC1=NCCN1>>CSC1=NCCN1c1ccccc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Thiophene,False,Ar-NH2,"Ar-B(OH)2,Thiophene","Ar-B(OH)2,Thiophene|Ar-NH2",74.0,Nc1ccccc1.OB(O)c1ccsc1>>c1ccc(Nc2ccsc2)cc1,Cu(OAc)2,328044-97-9,Et3N,DMF / water,,,,0.0
Ar-Bpin|Ar-NH2 -> Ar-NHR || Any-NH2|Ar-CONH2|Ar-OR,False,"Ar-NH2,Ar-CONH2,Any-NH2","Ar-Bpin,Ar-OR","Ar-Bpin,Ar-OR|Ar-NH2,Ar-CONH2,Any-NH2",31.0,NC(=O)c1ccccc1N.COc1ccccc1B1OC(C)(C)C(C)(C)O1>>COc1ccccc1Nc1ccccc1C(N)=O,7758-89-6,,Et3N,MeOH,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",60.0,Nc1ccc(S(N)(=O)=O)cc1.OB(O)c1ccccc1>>Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.028263081879088103
Ar-Bpin|Ar-NH2 -> Ar-NHR || Any-NH2|Ar-CONH2|Ar-Cl,False,"Ar-NH2,Ar-CONH2,Any-NH2","Ar-Cl,Ar-Bpin","Ar-Cl,Ar-Bpin|Ar-NH2,Ar-CONH2,Any-NH2",87.0,NC(=O)c1ccccc1N.CC1(C)OB(c2ccccc2Cl)OC1(C)C>>NC(=O)c1ccccc1Nc1ccccc1Cl,7758-89-6,,Et3N,MeOH,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2|Ar-R,False,"Ar-NH2,Ar-SO2NH2,Any-NH2","Ar-R,Ar-B(OH)2","Ar-NH2,Ar-SO2NH2,Any-NH2|Ar-R,Ar-B(OH)2",63.0,Nc1ccc(S(N)(=O)=O)cc1.Cc1ccc(B(O)O)cc1>>Cc1ccc(NS(=O)(=O)c2ccc(N)cc2)cc1,7758-89-6,,KOtBu,MeOH,,,,-0.18890997852550742
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-R|Thiophene,False,"Ar-R,Ar-B(OH)2","RCH2-NHR,Ar-Imino,Thiophene","Ar-R,Ar-B(OH)2|RCH2-NHR,Ar-Imino,Thiophene",48.0,Cc1ccccc1B(O)O.c1csc(C2=NCCN2)c1>>Cc1ccccc1N1CCN=C1c1cccs1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-F|Ar-Imino,False,"Ar-F,Ar-B(OH)2","RCH2-NHR,Ar-Imino","Ar-F,Ar-B(OH)2|RCH2-NHR,Ar-Imino",79.0,OB(O)c1ccc(F)cc1.c1ccc2c(C3=NCCN3)cccc2c1>>Fc1ccc(N2CCN=C2c2cccc3ccccc23)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR|Ar-R,False,"Ar-OR,RCH2-NHR,Ar-Imino","Ar-R,Ar-B(OH)2","Ar-OR,RCH2-NHR,Ar-Imino|Ar-R,Ar-B(OH)2",24.0,COc1ccc(C2=NCCN2)cc1.Cc1ccccc1B(O)O>>COc1ccc(C2=NCCN2c2ccccc2C)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR,False,"Ar-B(OH)2,Ar-OR","Ar-OR,RCH2-NHR,Ar-Imino","Ar-B(OH)2,Ar-OR|Ar-OR,RCH2-NHR,Ar-Imino",46.0,COc1ccc(B(O)O)cc1OC.COc1cc(C2=NCCN2)cc(OC)c1OC>>COc1ccc(N2CCN=C2c2cc(OC)c(OC)c(OC)c2)cc1OC,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Any-NH2|Ar-B(OH)2|Ar-SO2NH2 -> Ar-NHR|Ar-SO2NHR || Ar-NH2,False,"Ar-NH2,Ar-SO2NH2,Any-NH2",Ar-B(OH)2,"Ar-B(OH)2|Ar-NH2,Ar-SO2NH2,Any-NH2",47.0,Nc1ccccc1S(N)(=O)=O.OB(O)c1ccc2ccccc2c1>>Nc1ccccc1S(=O)(=O)Nc1ccc2ccccc2c1,7758-89-6,,Et3N,"1,4-Dioxane",,,,-0.9468132429494547
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR|Pyridine,False,"Ar-B(OH)2,Ar-OR","RCH2-NHR,Ar-Imino,Pyridine","Ar-B(OH)2,Ar-OR|RCH2-NHR,Ar-Imino,Pyridine",83.0,COc1ccc(B(O)O)cc1.c1cncc(C2=NCCN2)c1>>COc1ccc(N2CCN=C2c2cccnc2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Any-Imino|Ar-F,False,"Ar-F,Ar-B(OH)2","RCH2-NHR,Any-Imino","Ar-F,Ar-B(OH)2|RCH2-NHR,Any-Imino",55.0,OB(O)c1ccc(F)cc1.C1CCC(C2=NCCN2)CC1>>Fc1ccc(N2CCN=C2C2CCCCC2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-OR|Thiophene,False,"Ar-B(OH)2,Ar-OR","RCH2-NHR,Ar-Imino,Thiophene","Ar-B(OH)2,Ar-OR|RCH2-NHR,Ar-Imino,Thiophene",85.0,COc1ccc(B(O)O)cc1.c1csc(C2=NCCN2)c1>>COc1ccc(N2CCN=C2c2cccs2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Ar-NO2|Ar-OR,False,"Ar-NO2,RCH2-NHR,Ar-Imino","Ar-B(OH)2,Ar-OR","Ar-B(OH)2,Ar-OR|Ar-NO2,RCH2-NHR,Ar-Imino",45.0,O=[N+]([O-])c1cccc(C2=NCCN2)c1.COc1ccc(B(O)O)cc1OC>>COc1ccc(N2CCN=C2c2cccc([N+](=O)[O-])c2)cc1OC,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|RCH2-NHR -> Ar-NR2 || Ar-Imino|Furan,False,Ar-B(OH)2,"RCH2-NHR,Ar-Imino,Furan","Ar-B(OH)2|RCH2-NHR,Ar-Imino,Furan",86.0,OB(O)c1ccccc1.c1coc(C2=NCCN2)c1>>c1ccc(N2CCN=C2c2ccco2)cc1,Cu(OAc)2,,K2CO3 / Et3N,DMSO / EtOAc,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Cl|Ar-F|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-Cl,Ar-F,Ar-B(OH)2","Ar-Cl,Ar-F,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",78.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(F)c(Cl)c1>>Fc1ccc(Nc2nc3ccccc3[nH]2)cc1Cl,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
Ar-B(OH)2|Ar-NH2 -> Ar-NHR || Ar-Ar|Ar-F|AromN-H|Benzimidazole,False,"AromN-H,Ar-NH2,Benzimidazole","Ar-Ar,Ar-F,Ar-B(OH)2","Ar-Ar,Ar-F,Ar-B(OH)2|AromN-H,Ar-NH2,Benzimidazole",87.0,Nc1nc2ccccc2[nH]1.OB(O)c1ccc(-c2ccccc2)c(F)c1>>Fc1cc(Nc2nc3ccccc3[nH]2)ccc1-c1ccccc1,Cu(OAc)2,bpy,Cs2CO3,DMF,,,,0.0
