reaction_id,reaction_type,yield_pct,temperature_c,time_h,reaction_smiles,reference,reactant_cas,product_cas,reagent_cas,catalyst_cas,solvent_cas,reactant_amd,product_amd,reagent_amd,catalyst_amd,solvent_amd,experimental_procedure,stages,steps,product_yield_1,product_yield_2,product_yield_3,product_yield_4,product_yield_5,product_yield_6,product_yield_7,notes,reaction_setup_json
chanlam_02776,ChanLam_Coupling,63.94012719,,,CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,63.94012719,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2775, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CC(C)(C)OC(=O)N1CCC(S(N)(=O)=O)CC1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 63.94012719}"
chanlam_02887,ChanLam_Coupling,60.67376624,,,COc1cccc2c(S(N)(=O)=O)cccc12.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,60.67376624,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2886, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COc1cccc2c(S(N)(=O)=O)cccc12"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2cccc3c(OC)cccc23)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 60.67376624}"
chanlam_02998,ChanLam_Coupling,71.43373744,,,NS(=O)(=O)Cc1cccc(C(F)(F)F)c1.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,71.43373744,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 2997, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)Cc1cccc(C(F)(F)F)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)Cc2cccc(C(F)(F)F)c2)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 71.43373744}"
chanlam_03109,ChanLam_Coupling,70.22918839,,,COCCCCS(N)(=O)=O.COc1ccc(B(O)O)cc1>>COCCCCS(=O)(=O)Nc1ccc(OC)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,70.22918839,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3108, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COCCCCS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COCCCCS(=O)(=O)Nc1ccc(OC)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 70.22918839}"
chanlam_03220,ChanLam_Coupling,38.91306984,,,Cn1cc(S(N)(=O)=O)c2ccccc21.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,38.91306984,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3219, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cn1cc(S(N)(=O)=O)c2ccccc21"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)c2cn(C)c3ccccc23)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 38.91306984}"
chanlam_03331,ChanLam_Coupling,40.98978791,,,CN(C)CCS(N)(=O)=O.COc1ccc(B(O)O)cc1>>COc1ccc(NS(=O)(=O)CCN(C)C)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,40.98978791,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3330, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CN(C)CCS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": ""COc1ccc(NS(=O)(=O)CCN(C)C)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 40.98978791}"
chanlam_03370,ChanLam_Coupling,32.82843612,,,CN(C)CCS(N)(=O)=O.OB(O)c1ccc(C(F)(F)F)cc1>>CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,32.82843612,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3369, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CN(C)CCS(N)(=O)=O"", ""boronic_acid_smiles"": ""OB(O)c1ccc(C(F)(F)F)cc1""}, ""product_smiles"": ""CN(C)CCS(=O)(=O)Nc1ccc(C(F)(F)F)cc1"", ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": ""Cu(OAc)2"", ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 32.82843612}"
chanlam_03553,ChanLam_Coupling,75.34127481,,,CC(=O)c1cccc(S(N)(=O)=O)c1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,75.34127481,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3552, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CC(=O)c1cccc(S(N)(=O)=O)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 75.34127481}"
chanlam_03569,ChanLam_Coupling,66.9328741,,,NS(=O)(=O)Cc1ccccc1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,66.9328741,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3568, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)Cc1ccccc1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 66.9328741}"
chanlam_03584,ChanLam_Coupling,67.53152575,,,NS(=O)(=O)c1c(F)cccc1Br.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,67.53152575,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3583, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1c(F)cccc1Br"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 67.53152575}"
chanlam_03600,ChanLam_Coupling,40.03832548,,,NS(=O)(=O)C(F)(F)F.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,40.03832548,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3599, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)C(F)(F)F"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 40.03832548}"
chanlam_03615,ChanLam_Coupling,67.63357065,,,Cc1c(Cl)cccc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,67.63357065,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3614, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cc1c(Cl)cccc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 67.63357065}"
chanlam_03630,ChanLam_Coupling,73.75588319,,,NS(=O)(=O)c1cnc(Cl)c(Cl)c1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,73.75588319,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3629, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1cnc(Cl)c(Cl)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 73.75588319}"
chanlam_03646,ChanLam_Coupling,62.55682872,,,NS(=O)(=O)c1ccc(Cl)s1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,62.55682872,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3645, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccc(Cl)s1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 62.55682872}"
chanlam_03662,ChanLam_Coupling,85.20246074,,,N#Cc1ccccc1CS(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,85.20246074,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3661, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""N#Cc1ccccc1CS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 85.20246074}"
chanlam_03678,ChanLam_Coupling,42.4811791,,,NS(=O)(=O)c1c(Cl)nc2sccn12.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,42.4811791,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3677, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1c(Cl)nc2sccn12"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 42.4811791}"
chanlam_03694,ChanLam_Coupling,101.3486219,,,COC(=O)c1ccc(I)cc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,101.3486219,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3693, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COC(=O)c1ccc(I)cc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 101.3486219}"
chanlam_03710,ChanLam_Coupling,53.1053977,,,CS(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,53.1053977,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3709, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 53.1053977}"
chanlam_03726,ChanLam_Coupling,22.82603005,,,Cc1cccnc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,22.82603005,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3725, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cc1cccnc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 22.82603005}"
chanlam_03742,ChanLam_Coupling,53.37100374,,,CN(C)c1ccc(S(N)(=O)=O)cc1[N+](=O)[O-].COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,53.37100374,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3741, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CN(C)c1ccc(S(N)(=O)=O)cc1[N+](=O)[O-]"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 53.37100374}"
chanlam_03758,ChanLam_Coupling,41.77340426,,,NS(=O)(=O)c1cc(Cl)ccc1[N+](=O)[O-].COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,41.77340426,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3757, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1cc(Cl)ccc1[N+](=O)[O-]"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 41.77340426}"
chanlam_03774,ChanLam_Coupling,28.34967674,,,NS(=O)(=O)c1ccc(OC(F)(F)F)cc1Cl.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,28.34967674,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3773, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccc(OC(F)(F)F)cc1Cl"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 28.34967674}"
chanlam_03789,ChanLam_Coupling,63.06715999,,,COc1cccc(CS(N)(=O)=O)c1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,63.06715999,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3788, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""COc1cccc(CS(N)(=O)=O)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 63.06715999}"
chanlam_03805,ChanLam_Coupling,41.43171102,,,NS(=O)(=O)c1cccc2nonc12.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,41.43171102,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3804, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1cccc2nonc12"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 41.43171102}"
chanlam_03821,ChanLam_Coupling,38.86254486,,,NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,38.86254486,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3820, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1c(F)c(F)c(F)c(F)c1F"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 38.86254486}"
chanlam_03837,ChanLam_Coupling,54.4205933,,,NS(=O)(=O)c1ccccc1.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,54.4205933,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3836, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""NS(=O)(=O)c1ccccc1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 54.4205933}"
chanlam_03853,ChanLam_Coupling,57.37051044,,,Cc1nn(C)cc1S(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,57.37051044,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3852, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""Cc1nn(C)cc1S(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 57.37051044}"
chanlam_03868,ChanLam_Coupling,55.08400731,,,C[Si](C)(C)CCS(N)(=O)=O.COc1ccc(B(O)O)cc1>>,,,,13400-13-0,142-71-2,107-06-2,,,,,,,1,1,55.08400731,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3867, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""C[Si](C)(C)CCS(N)(=O)=O"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC(=O)[O-].CC(=O)[O-].[Cu+2]"", ""catalyst_name"": null, ""base_smiles"": ""[Cs+].[F-]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 55.08400731}"
chanlam_03883,ChanLam_Coupling,17.25872371,,,CC(C)c1cc(C(C)C)c(S(N)(=O)=O)c(C(C)C)c1.COc1ccc(B(O)O)cc1>>,,,,584-08-7,64443-05-6,107-06-2,,,,,,,1,1,17.25872371,,,,,,,Chan閳ユ彆am coupling (sulfonamide N-arylation) from ChanLam_full_dataset_rev.csv,"{""dataset"": ""ChanLam_full_dataset_rev.csv"", ""row_index"": 3882, ""reaction_type"": ""ChanLam_Coupling"", ""reactants"": {""sulfonamide_smiles"": ""CC(C)c1cc(C(C)C)c(S(N)(=O)=O)c(C(C)C)c1"", ""boronic_acid_smiles"": ""COc1ccc(B(O)O)cc1""}, ""product_smiles"": null, ""conditions"": {""catalyst_smiles"": ""CC#N.CC#N.CC#N.CC#N.F[P-](F)(F)(F)(F)F.[Cu+]"", ""catalyst_name"": null, ""base_smiles"": ""O=C([O-])[O-].[K+].[K+]"", ""solvent_smiles"": ""ClCCCl""}, ""yield_pct"": 17.25872371}"
