sample_row,detected_reaction_type,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,formed_motifs,formed_bond_classes,event_kinds,potential_scope_issue,decision
157,Suzuki_miyaura,CCOC(=O)C(Cc1cc(Cl)c(Cl)c(I)c1)(NC(C)=O)C(=O)OCC.COc1cncc(B(O)O)c1>>CCOC(=O)C(Cc1cc(Cl)c(Cl)c(-c2cncc(OC)c2)c1)(NC(C)=O)C(=O)OCC,CCOC(=O)C(Cc1cc(Cl)c(Cl)c(I)c1)(NC(C)=O)C(=O)OCC.COc1cncc(B(O)O)c1>>CCOC(=O)C(Cc1cc(Cl)c(Cl)c(-c2cncc(OC)c2)c1)(NC(C)=O)C(=O)OCC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
158,Miyaura_borylation,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)n3c2cc2cc(Br)ccc23)cc1>>Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)n3c2cc2cc(B4OC(C)(C)C(C)(C)O4)ccc23)cc1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)n3c2cc2cc(Br)ccc23)cc1>>Cc1ccc(S(=O)(=O)N2CC(c3ccccc3)n3c2cc2cc(B4OC(C)(C)C(C)(C)O4)ccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,HeteroAr-Bpin,B-C,intermolecular_or_multi_component|leaving_group_displacement,borylation_like_non_suzuki_cc,kept
159,Suzuki_miyaura,CB1OB(C)OB(C)O1.COC(=O)c1cc(O[C@H]2CC[C@@](C)(C(=O)OCc3cccc4ccccc34)CC2)c(Br)cc1OC>>COC(=O)c1cc(O[C@H]2CC[C@@](C)(C(=O)OCc3cccc4ccccc34)CC2)c(C)cc1OC,CB1OB(C)OB(C)O1.COC(=O)c1cc(O[C@H]2CC[C@@](C)(C(=O)OCc3cccc4ccccc34)CC2)c(Br)cc1OC>>COC(=O)c1cc(O[C@H]2CC[C@@](C)(C(=O)OCc3cccc4ccccc34)CC2)c(C)cc1OC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
160,Suzuki_miyaura,Brc1c2ccccc2c(-c2ccccc2)c2ccccc12.OB(O)c1ccc2c(c1)OCO2>>c1ccc(-c2c3ccccc3c(-c3ccc4c(c3)OCO4)c3ccccc23)cc1,Brc1c2ccccc2c(-c2ccccc2)c2ccccc12.OB(O)c1ccc2c(c1)OCO2>>c1ccc(-c2c3ccccc3c(-c3ccc4c(c3)OCO4)c3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
161,Miyaura_borylation,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.C[C@@H]1C(=O)N(C)c2ccc(Br)cc2N1C1CCC1>>C[C@@H]1C(=O)N(C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2N1C1CCC1,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.C[C@@H]1C(=O)N(C)c2ccc(Br)cc2N1C1CCC1>>C[C@@H]1C(=O)N(C)c2ccc(B3OC(C)(C)C(C)(C)O3)cc2N1C1CCC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Bpin,B-C,intermolecular_or_multi_component|leaving_group_displacement,borylation_like_non_suzuki_cc,kept
162,Suzuki_miyaura,OB(O)c1cncnc1.CN(C)c1nccn2c(I)c(-c3ccc(F)cc3)nc12>>CN(C)c1nccn2c(-c3cncnc3)c(-c3ccc(F)cc3)nc12,OB(O)c1cncnc1.CN(C)c1nccn2c(I)c(-c3ccc(F)cc3)nc12>>CN(C)c1nccn2c(-c3cncnc3)c(-c3ccc(F)cc3)nc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
163,Suzuki_miyaura,OB(O)c1ccccc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
164,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccc(I)cc1>>COc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.COc1ccc(I)cc1>>COc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
165,Suzuki_miyaura,CC(C)(C)OC(=O)NCc1ccccc1Br.OB(O)c1cccnc1F>>CC(C)(C)OC(=O)NCc1ccccc1-c1cccnc1F,CC(C)(C)OC(=O)NCc1ccccc1Br.OB(O)c1cccnc1F>>CC(C)(C)OC(=O)NCc1ccccc1-c1cccnc1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
166,Suzuki_miyaura,OB(O)c1cccs1.Clc1nc(I)c(Cl)c(Br)c1Cl>>Clc1nc(-c2cccs2)c(Cl)c(Br)c1Cl,OB(O)c1cccs1.Clc1nc(I)c(Cl)c(Br)c1Cl>>Clc1nc(-c2cccs2)c(Cl)c(Br)c1Cl,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
167,Suzuki_miyaura,OB(O)c1ccccc1.O=Cc1ccc(Cl)cc1>>O=Cc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.O=Cc1ccc(Cl)cc1>>O=Cc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
168,Unknown,NS(=O)(=O)c1ccc(Br)cc1.COC(=O)CN([CH2-][B+3]([F-])([F-])[F-])C(=O)OC(C)(C)C.[K+]>>COC(=O)CN(Cc1ccc(S(N)(=O)=O)cc1)C(=O)OC(C)(C)C,NS(=O)(=O)c1ccc(Br)cc1>>COC(=O)CN(Cc1ccc(S(N)(=O)=O)cc1)C(=O)OC(C)(C)C,1,0,2,eligible_taxonomy_benchmark,0,Ar-Alkyl|RCH2-COOR|R_acidic-H,C-C|C-N|C-O,c_c_bond_formation|c_n_bond_formation|c_o_bond_formation|intramolecular_likely|leaving_group_displacement,,kept
169,Suzuki_miyaura,OB(O)c1cccc2ccccc12.Clc1nccc2occc12>>c1ccc2c(-c3nccc4occc34)cccc2c1,OB(O)c1cccc2ccccc12.Clc1nccc2occc12>>c1ccc2c(-c3nccc4occc34)cccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
170,Suzuki_miyaura,Brc1ccccc1I.O=S(=O)(Oc1ccc(B(O)O)cc1)C(F)(F)F>>O=S(=O)(Oc1ccc(-c2ccccc2Br)cc1)C(F)(F)F,Brc1ccccc1I.O=S(=O)(Oc1ccc(B(O)O)cc1)C(F)(F)F>>O=S(=O)(Oc1ccc(-c2ccccc2Br)cc1)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
171,Suzuki_miyaura,Cc1nc2cc(Cl)ccc2o1.COc1ccc(B(O)O)cn1>>COc1ccc(-c2ccc3oc(C)nc3c2)cn1,Cc1nc2cc(Cl)ccc2o1.COc1ccc(B(O)O)cn1>>COc1ccc(-c2ccc3oc(C)nc3c2)cn1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
172,Suzuki_miyaura,OB(O)c1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
173,Suzuki_miyaura,O=Cc1ccccc1Br.Cc1ccccc1B(O)O>>Cc1ccccc1-c1ccccc1C=O,O=Cc1ccccc1Br.Cc1ccccc1B(O)O>>Cc1ccccc1-c1ccccc1C=O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
174,Multi-Event:LGDisp+C-C,Ic1cccnc1.CC1(C)OB(/C(=C/C(F)(F)F)c2ccccc2)OC1(C)C>>FC(F)(F)/C=C(\c1ccccc1)c1cccnc1,Ic1cccnc1.CC1(C)OB(/C(=C/C(F)(F)F)c2ccccc2)OC1(C)C>>FC(F)(F)/C=C(\c1ccccc1)c1cccnc1,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
175,Suzuki_miyaura,OB(O)c1ccccc1.COc1ccnc(Br)c1>>COc1ccnc(-c2ccccc2)c1,OB(O)c1ccccc1.COc1ccnc(Br)c1>>COc1ccnc(-c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
176,Suzuki_miyaura,O=C1C(I)=C[C@H]2CO[C@@H]1O2.OB(O)c1ccc(F)c(F)c1F>>O=C1C(c2ccc(F)c(F)c2F)=C[C@H]2CO[C@@H]1O2,O=C1C(I)=C[C@H]2CO[C@@H]1O2.OB(O)c1ccc(F)c(F)c1F>>O=C1C(c2ccc(F)c(F)c2F)=C[C@H]2CO[C@@H]1O2,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
177,Suzuki_miyaura,OB(O)c1ccoc1.CCC(=O)Nc1cc(Cl)nc(Cl)n1>>CCC(=O)Nc1cc(-c2ccoc2)nc(-c2ccoc2)n1,OB(O)c1ccoc1.CCC(=O)Nc1cc(Cl)nc(Cl)n1>>CCC(=O)Nc1cc(-c2ccoc2)nc(-c2ccoc2)n1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Furan|HeteroAr-H,,ring_closure_or_annulation,non_cc_without_borylation_label,kept
178,Suzuki_miyaura,O=c1oc(Cl)cc2ccccc12.COc1noc(OC)c1B(O)O>>COc1noc(OC)c1-c1cc2ccccc2c(=O)o1,O=c1oc(Cl)cc2ccccc12.COc1noc(OC)c1B(O)O>>COc1noc(OC)c1-c1cc2ccccc2c(=O)o1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
179,Suzuki_miyaura,OB(O)c1cccnc1.Cc1cc2n[nH]c(=O)n2c2cc(Br)ccc12>>Cc1cc2n[nH]c(=O)n2c2cc(-c3cccnc3)ccc12,OB(O)c1cccnc1.Cc1cc2n[nH]c(=O)n2c2cc(Br)ccc12>>Cc1cc2n[nH]c(=O)n2c2cc(-c3cccnc3)ccc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
180,Suzuki_miyaura,O=[N+]([O-])c1cc(Br)ccc1F.COC(=O)c1ccc(B(O)O)cc1>>COC(=O)c1ccc(-c2ccc(F)c([N+](=O)[O-])c2)cc1,O=[N+]([O-])c1cc(Br)ccc1F.COC(=O)c1ccc(B(O)O)cc1>>COC(=O)c1ccc(-c2ccc(F)c([N+](=O)[O-])c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
181,Suzuki_miyaura,OB(O)c1ccc(OC(F)(F)F)cc1.CC1(COc2ccc(Br)nc2)CCn2cc([N+](=O)[O-])nc2O1>>CC1(COc2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)CCn2cc([N+](=O)[O-])nc2O1,OB(O)c1ccc(OC(F)(F)F)cc1.CC1(COc2ccc(Br)nc2)CCn2cc([N+](=O)[O-])nc2O1>>CC1(COc2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)CCn2cc([N+](=O)[O-])nc2O1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
182,Suzuki_miyaura,Nc1nccc(Cl)n1.CC1(C)OB(c2ccc3nccn3c2)OC1(C)C>>Nc1nccc(-c2ccc3nccn3c2)n1,Nc1nccc(Cl)n1.CC1(C)OB(c2ccc3nccn3c2)OC1(C)C>>Nc1nccc(-c2ccc3nccn3c2)n1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
183,Suzuki_miyaura,OB(O)c1ccco1.Cc1[nH]c2ccc(Cl)cc2c(=O)c1I>>Cc1[nH]c2ccc(Cl)cc2c(=O)c1-c1ccco1,OB(O)c1ccco1.Cc1[nH]c2ccc(Cl)cc2c(=O)c1I>>Cc1[nH]c2ccc(Cl)cc2c(=O)c1-c1ccco1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
184,Suzuki_miyaura,OB(O)c1ccccc1.O=C=O.Cc1ccc(I)cc1>>Cc1ccc(C(=O)c2ccccc2)cc1.Cc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.O=C=O.Cc1ccc(I)cc1>>Cc1ccc(C(=O)c2ccccc2)cc1.Cc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar|Ar-COR,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
185,Multi-Event:LGDisp+C-N+C-O+C-C,CC(C)(C)OC(=O)N1CCC(Br)CC1.CC1(C)COB(c2ccc(F)cc2)OC1>>CC(C)(C)OC(=O)N1CC=CCC1.CC(C)(C)OC(=O)N1CCC(c2ccc(F)cc2)CC1,CC(C)(C)OC(=O)N1CCC(Br)CC1.CC1(C)COB(c2ccc(F)cc2)OC1>>CC(C)(C)OC(=O)N1CC=CCC1.CC(C)(C)OC(=O)N1CCC(c2ccc(F)cc2)CC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|RCH2-Alkenyl,C-C|C-N|C-O,c_c_bond_formation|c_n_bond_formation|c_o_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
186,Suzuki_miyaura,Nc1cc(F)ccc1Br.C=CCc1ccccc1B(O)O.Cc1ccc(S(=O)(=O)Cl)cc1>>C=CCc1ccccc1-c1ccc(F)cc1NS(=O)(=O)c1ccc(C)cc1,Nc1cc(F)ccc1Br.C=CCc1ccccc1B(O)O.Cc1ccc(S(=O)(=O)Cl)cc1>>C=CCc1ccccc1-c1ccc(F)cc1NS(=O)(=O)c1ccc(C)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-SO2NHR,C-C|N-S,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
187,Suzuki_miyaura,Cc1ccc(B(O)O)cc1.C[Si](C)(CC(c1cccc(Cl)c1)C(F)(F)F)c1ccccc1>>Cc1ccc(-c2cccc(C(C[Si](C)(C)c3ccccc3)C(F)(F)F)c2)cc1,Cc1ccc(B(O)O)cc1.C[Si](C)(CC(c1cccc(Cl)c1)C(F)(F)F)c1ccccc1>>Cc1ccc(-c2cccc(C(C[Si](C)(C)c3ccccc3)C(F)(F)F)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
188,Suzuki_miyaura,CC1(C)OB(C2=CCCOC2)OC1(C)C.CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(Br)cn1>>CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(C2=CCCOC2)cn1,CC1(C)OB(C2=CCCOC2)OC1(C)C.CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(Br)cn1>>CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(C2=CCCOC2)cn1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
189,Suzuki_miyaura,OB(O)c1ccncc1.CNc1ccc(Cl)nc1C(N)=O>>CNc1ccc(-c2ccncc2)nc1C(N)=O,OB(O)c1ccncc1.CNc1ccc(Cl)nc1C(N)=O>>CNc1ccc(-c2ccncc2)nc1C(N)=O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
190,Suzuki_miyaura,O=[N+]([O-])c1ccc(B(O)O)cc1.Brc1ccc(Br)c2n[se]nc12>>O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)c3n[se]nc23)cc1,O=[N+]([O-])c1ccc(B(O)O)cc1.Brc1ccc(Br)c2n[se]nc12>>O=[N+]([O-])c1ccc(-c2ccc(-c3ccc([N+](=O)[O-])cc3)c3n[se]nc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-NO2,C-C|N-O,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
191,Suzuki_miyaura,OB(O)c1ccc(F)cc1.O=[N+]([O-])c1c[nH]c2ncc(Br)cc12>>O=[N+]([O-])c1c[nH]c2ncc(-c3ccc(F)cc3)cc12,OB(O)c1ccc(F)cc1.O=[N+]([O-])c1c[nH]c2ncc(Br)cc12>>O=[N+]([O-])c1c[nH]c2ncc(-c3ccc(F)cc3)cc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
192,Suzuki_miyaura,Fc1ccccc1Br.CC1(C)OB(C2=CCSCC2)OC1(C)C>>Fc1ccccc1C1=CCSCC1,Fc1ccccc1Br.CC1(C)OB(C2=CCSCC2)OC1(C)C>>Fc1ccccc1C1=CCSCC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
193,Suzuki_miyaura,OB(O)c1ccccc1.Clc1cccc(Br)c1>>Clc1cccc(-c2ccccc2)c1,OB(O)c1ccccc1.Clc1cccc(Br)c1>>Clc1cccc(-c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
194,Suzuki_miyaura,OB(O)c1ccc(C(F)(F)F)cc1.Nc1nc(Cl)cc(N(Cc2cccnc2)Cc2cccnc2)n1>>Nc1nc(-c2ccc(C(F)(F)F)cc2)cc(N(Cc2cccnc2)Cc2cccnc2)n1,OB(O)c1ccc(C(F)(F)F)cc1.Nc1nc(Cl)cc(N(Cc2cccnc2)Cc2cccnc2)n1>>Nc1nc(-c2ccc(C(F)(F)F)cc2)cc(N(Cc2cccnc2)Cc2cccnc2)n1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
195,Suzuki_miyaura,CC(=O)c1ccc(B(O)O)cc1.O=C(c1cccc2c(Br)cccc12)N1CCCC1>>CC(=O)c1ccc(-c2cccc3c(C(=O)N4CCCC4)cccc23)cc1,CC(=O)c1ccc(B(O)O)cc1.O=C(c1cccc2c(Br)cccc12)N1CCCC1>>CC(=O)c1ccc(-c2cccc3c(C(=O)N4CCCC4)cccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
196,Suzuki_miyaura,O=C(O)c1ccc(B(O)O)cc1.Fc1ccc2c(c1)CCN2c1ncnc2ccc(Cl)nc12>>O=C(O)c1ccc(-c2ccc3ncnc(N4CCc5cc(F)ccc54)c3n2)cc1,O=C(O)c1ccc(B(O)O)cc1.Fc1ccc2c(c1)CCN2c1ncnc2ccc(Cl)nc12>>O=C(O)c1ccc(-c2ccc3ncnc(N4CCc5cc(F)ccc54)c3n2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
197,Suzuki_miyaura,CC1(C)OB(c2cnn(C3CCCCO3)c2)OC1(C)C.CCOC(=O)c1ccc(N2CCN(CC3=C(Br)c4ccc(N)cc4CC3)CC2)cc1>>CCOC(=O)c1ccc(N2CCN(CC3=C(c4cnn(C5CCCCO5)c4)c4ccc(N)cc4CC3)CC2)cc1,CC1(C)OB(c2cnn(C3CCCCO3)c2)OC1(C)C.CCOC(=O)c1ccc(N2CCN(CC3=C(Br)c4ccc(N)cc4CC3)CC2)cc1>>CCOC(=O)c1ccc(N2CCN(CC3=C(c4cnn(C5CCCCO5)c4)c4ccc(N)cc4CC3)CC2)cc1,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
198,Suzuki_miyaura,Clc1ccc2c(Cl)ccnc2c1.OB(O)c1ccccc1>>c1ccc(-c2ccc3c(-c4ccccc4)ccnc3c2)cc1,Clc1ccc2c(Cl)ccnc2c1.OB(O)c1ccccc1>>c1ccc(-c2ccc3c(-c4ccccc4)ccnc3c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
199,Suzuki_miyaura,Brc1ccc(-c2ccccc2)cc1.OB(O)c1ccccc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,Brc1ccc(-c2ccccc2)cc1.OB(O)c1ccccc1>>c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
200,Suzuki_miyaura,OB(O)c1ccccc1.[2H]c1cc(C(F)(F)F)cc(Br)c1OS(=O)(=O)C(F)(F)F>>[2H]c1cc(C(F)(F)F)cc(-c2ccccc2)c1OS(=O)(=O)C(F)(F)F,OB(O)c1ccccc1.[2H]c1cc(C(F)(F)F)cc(Br)c1OS(=O)(=O)C(F)(F)F>>[2H]c1cc(C(F)(F)F)cc(-c2ccccc2)c1OS(=O)(=O)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
201,Suzuki_miyaura,OB(O)c1ccccc1.Nc1cccc(Cl)c1>>Nc1cccc(-c2ccccc2)c1,OB(O)c1ccccc1.Nc1cccc(Cl)c1>>Nc1cccc(-c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
202,Suzuki_miyaura,CC1(C)OB(c2cc(N)c(F)cc2F)OC1(C)C.COc1ccc(CNC(=O)OC(C)(C)C)c(Br)c1>>COc1ccc(CNC(=O)OC(C)(C)C)c(-c2cc(N)c(F)cc2F)c1,CC1(C)OB(c2cc(N)c(F)cc2F)OC1(C)C.COc1ccc(CNC(=O)OC(C)(C)C)c(Br)c1>>COc1ccc(CNC(=O)OC(C)(C)C)c(-c2cc(N)c(F)cc2F)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
203,Suzuki_miyaura,FC(F)=CBr.CCSc1ccc(B(O)O)cc1>>CCSc1ccc(C=C(F)F)cc1,FC(F)=CBr.CCSc1ccc(B(O)O)cc1>>CCSc1ccc(C=C(F)F)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
204,Suzuki_miyaura,OB(O)c1ccccc1.Brc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1>>c1ccc(-c2ccc3nc(-c4ccccc4)cc(-c4ccccc4)c3c2)cc1,OB(O)c1ccccc1.Brc1ccc2nc(-c3ccccc3)cc(-c3ccccc3)c2c1>>c1ccc(-c2ccc3nc(-c4ccccc4)cc(-c4ccccc4)c3c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
205,Suzuki_miyaura,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(F)cc1F>>CC(=O)c1ccc(-c2ccc(F)cc2F)cc1,CC(=O)c1ccc(Br)cc1.OB(O)c1ccc(F)cc1F>>CC(=O)c1ccc(-c2ccc(F)cc2F)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
206,Suzuki_miyaura,OB(O)c1ccco1.Brc1ccc2c(c1)[C@@]1(C[C@@H]3O[C@@H]3C1)c1ccccc1-2>>c1coc(-c2ccc3c(c2)[C@@]2(C[C@@H]4O[C@@H]4C2)c2ccccc2-3)c1,OB(O)c1ccco1.Brc1ccc2c(c1)[C@@]1(C[C@@H]3O[C@@H]3C1)c1ccccc1-2>>c1coc(-c2ccc3c(c2)[C@@]2(C[C@@H]4O[C@@H]4C2)c2ccccc2-3)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
207,Alkylation_friedel_crafts,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Fc1cccc(C(F)(F)F)c1CBr>>COc1ccc(Cc2c(F)cccc2C(F)(F)F)cc1,COc1ccc(B2OC(C)(C)C(C)(C)O2)cc1.Fc1cccc(C(F)(F)F)c1CBr>>COc1ccc(Cc2c(F)cccc2C(F)(F)F)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
208,Suzuki_miyaura,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(C(CB2OC(C)(C)C(C)(C)O2)C(=O)O)cc1>>Cc1ccc(C(Cc2ccc(C(F)(F)F)cc2)C(=O)O)cc1,FC(F)(F)c1ccc(Br)cc1.Cc1ccc(C(CB2OC(C)(C)C(C)(C)O2)C(=O)O)cc1>>Cc1ccc(C(Cc2ccc(C(F)(F)F)cc2)C(=O)O)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
