sample_row,detected_reaction_type,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,formed_motifs,formed_bond_classes,event_kinds,potential_scope_issue,decision
616,Suzuki_miyaura,OB(O)c1ccccc1.Nc1ccccc1Br>>Nc1ccccc1-c1ccccc1,OB(O)c1ccccc1.Nc1ccccc1Br>>Nc1ccccc1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
617,Suzuki_miyaura,COc1cccc(B(O)O)c1.Cc1ccc(S(=O)(=O)Oc2ncc(Br)cc2C(=O)c2ccccc2)cc1>>COc1cccc(-c2cnc(OS(=O)(=O)c3ccc(C)cc3)c(C(=O)c3ccccc3)c2)c1,COc1cccc(B(O)O)c1.Cc1ccc(S(=O)(=O)Oc2ncc(Br)cc2C(=O)c2ccccc2)cc1>>COc1cccc(-c2cnc(OS(=O)(=O)c3ccc(C)cc3)c(C(=O)c3ccccc3)c2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
618,Miyaura_borylation,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Nc1ncc(Br)cc1C(F)(F)F>>CC1(C)OB(c2cnc(N)c(C(F)(F)F)c2)OC1(C)C,CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Nc1ncc(Br)cc1C(F)(F)F>>CC1(C)OB(c2cnc(N)c(C(F)(F)F)c2)OC1(C)C,0,0,0,eligible_taxonomy_benchmark,0,HeteroAr-Bpin,B-C,intermolecular_or_multi_component|leaving_group_displacement,borylation_like_non_suzuki_cc,kept
619,Suzuki_miyaura,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
620,Suzuki_miyaura,Brc1ccccc1.Cc1ccc(S(=O)(=O)N2CC3CC3(CB3OC(C)(C)C(C)(C)O3)C2)cc1>>Cc1ccc(S(=O)(=O)N2CC3CC3(Cc3ccccc3)C2)cc1,Brc1ccccc1.Cc1ccc(S(=O)(=O)N2CC3CC3(CB3OC(C)(C)C(C)(C)O3)C2)cc1>>Cc1ccc(S(=O)(=O)N2CC3CC3(Cc3ccccc3)C2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
621,Suzuki_miyaura,COc1ccc(B(O)O)c(OC)c1.C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1.Cl>>COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,COc1ccc(B(O)O)c(OC)c1.C[C@@H](Nc1ncnc2sc(Br)cc12)c1ccccc1>>COc1ccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3s2)c(OC)c1,1,0,1,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
622,Suzuki_miyaura,OB(O)c1cccs1.Cc1cc2n[nH]c(=O)n2c2cc(Br)ccc12>>Cc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,OB(O)c1cccs1.Cc1cc2n[nH]c(=O)n2c2cc(Br)ccc12>>Cc1cc2n[nH]c(=O)n2c2cc(-c3cccs3)ccc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
623,Suzuki_miyaura,OB(O)c1cccc(Cl)c1.O=Cc1cc(Br)c2c(c1)CCO2>>O=Cc1cc2c(c(-c3cccc(Cl)c3)c1)OCC2,OB(O)c1cccc(Cl)c1.O=Cc1cc(Br)c2c(c1)CCO2>>O=Cc1cc2c(c(-c3cccc(Cl)c3)c1)OCC2,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
624,Ircatalyzed_CH_borylation,Clc1ccc2[nH]ccc2c1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CC1(C)OB(c2cc(Cl)cc3cc[nH]c23)OC1(C)C,Clc1ccc2[nH]ccc2c1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C>>CC1(C)OB(c2cc(Cl)cc3cc[nH]c23)OC1(C)C,0,0,0,eligible_taxonomy_benchmark,0,HeteroAr-Bpin,B-C,intermolecular_or_multi_component,borylation_like_non_suzuki_cc,kept
625,Suzuki_miyaura,OB(O)c1ccccc1.COC(=O)c1ccc(-c2cnn3ccc(Br)cc23)cc1C1CCCC1>>O=C(O)c1ccc(-c2cnn3ccc(-c4ccccc4)cc23)cc1C1CCCC1,OB(O)c1ccccc1.COC(=O)c1ccc(-c2cnn3ccc(Br)cc23)cc1C1CCCC1>>O=C(O)c1ccc(-c2cnn3ccc(-c4ccccc4)cc23)cc1C1CCCC1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-COOH,C-C,c_c_bond_formation|ester_hydrolysis_like|intermolecular_or_multi_component|leaving_group_displacement,,kept
626,Suzuki_miyaura,OB(O)c1ccccc1.CCCN1CCC=C(Cl)C1>>CCCN1CCCC(c2ccccc2)C1,OB(O)c1ccccc1.CCCN1CCC=C(Cl)C1>>CCCN1CCCC(c2ccccc2)C1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
627,Suzuki_miyaura,CCCCCCB(O)O.FC1(F)Oc2ccc(Br)cc2O1>>CCCCCCc1ccc2c(c1)OC(F)(F)O2,CCCCCCB(O)O.FC1(F)Oc2ccc(Br)cc2O1>>CCCCCCc1ccc2c(c1)OC(F)(F)O2,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
628,Suzuki_miyaura,O=Cc1ccc(B(O)O)cc1.O=Cc1ccc(N2c3ccc(Br)cc3Sc3cc(Br)ccc32)cc1>>O=Cc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(C=O)cc4)ccc2N3c2ccc(C=O)cc2)cc1,O=Cc1ccc(B(O)O)cc1.O=Cc1ccc(N2c3ccc(Br)cc3Sc3cc(Br)ccc32)cc1>>O=Cc1ccc(-c2ccc3c(c2)Sc2cc(-c4ccc(C=O)cc4)ccc2N3c2ccc(C=O)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-CHO,C-C|C-O,c_c_bond_formation|c_o_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
629,Suzuki_miyaura,Brc1nc2ccccc2nc1Br.CCN(CC)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1>>CCN(CC)c1ccc(-c2nc3ccccc3nc2Br)cn1,Brc1nc2ccccc2nc1Br.CCN(CC)c1ccc(B2OC(C)(C)C(C)(C)O2)cn1>>CCN(CC)c1ccc(-c2nc3ccccc3nc2Br)cn1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
630,Suzuki_miyaura,C=C(Br)C(F)(F)F.COc1ccc(B(O)O)cc1>>C=C(c1ccc(OC)cc1)C(F)(F)F,C=C(Br)C(F)(F)F.COc1ccc(B(O)O)cc1>>C=C(c1ccc(OC)cc1)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
631,Suzuki_miyaura,Oc1ccc2ccccc2c1Br.Cc1ccccc1B(O)O>>Cc1ccccc1-c1c(O)ccc2ccccc12,Oc1ccc2ccccc2c1Br.Cc1ccccc1B(O)O>>Cc1ccccc1-c1c(O)ccc2ccccc12,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
632,Suzuki_miyaura,COc1ccc(B(O)O)cc1.CCc1cccc(-c2nn3c(c2Br)C(C)C(C)(C)C3)[n+]1[O-]>>CCc1cccc(-c2nn3c(c2-c2ccc(OC)cc2)C(C)C(C)(C)C3)[n+]1[O-],COc1ccc(B(O)O)cc1.CCc1cccc(-c2nn3c(c2Br)C(C)C(C)(C)C3)[n+]1[O-]>>CCc1cccc(-c2nn3c(c2-c2ccc(OC)cc2)C(C)C(C)(C)C3)[n+]1[O-],0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
633,Suzuki_miyaura,Brc1ccc2ccc3cccc4ccc1c2c34.CC1(C)OB(/C=C/c2ccc3ccc4cccc5ccc2c3c45)OC1(C)C>>C(=C/c1ccc2ccc3cccc4ccc1c2c34)\c1ccc2ccc3cccc4ccc1c2c34,Brc1ccc2ccc3cccc4ccc1c2c34.CC1(C)OB(/C=C/c2ccc3ccc4cccc5ccc2c3c45)OC1(C)C>>C(=C/c1ccc2ccc3cccc4ccc1c2c34)\c1ccc2ccc3cccc4ccc1c2c34,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
634,Multi-Event:LGDisp+C-C,C=C(B(O)O)c1ccccc1.Brc1cccc2c1oc1ccccc12>>C=C(c1ccccc1)c1cccc2c1oc1ccccc12,C=C(B(O)O)c1ccccc1.Brc1cccc2c1oc1ccccc12>>C=C(c1ccccc1)c1cccc2c1oc1ccccc12,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
635,Suzuki_miyaura,OB(O)c1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
636,Suzuki_miyaura,OB(O)c1ccccc1.CN1C(=O)[C@@]2(C)C[C@@]3(COCCO3)C(c3ccccc3)=C2c2cc(Br)ccc21>>CN1C(=O)[C@@]2(C)C[C@@]3(COCCO3)C(c3ccccc3)=C2c2cc(-c3ccccc3)ccc21,OB(O)c1ccccc1.CN1C(=O)[C@@]2(C)C[C@@]3(COCCO3)C(c3ccccc3)=C2c2cc(Br)ccc21>>CN1C(=O)[C@@]2(C)C[C@@]3(COCCO3)C(c3ccccc3)=C2c2cc(-c3ccccc3)ccc21,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
637,Suzuki_miyaura,OB(O)c1cccnc1.COc1cccc(-c2nc(-c3ccccc3)c3ncc(Cl)cc3n2)c1>>COc1cccc(-c2nc(-c3ccccc3)c3ncc(-c4cccnc4)cc3n2)c1,OB(O)c1cccnc1.COc1cccc(-c2nc(-c3ccccc3)c3ncc(Cl)cc3n2)c1>>COc1cccc(-c2nc(-c3ccccc3)c3ncc(-c4cccnc4)cc3n2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
638,Suzuki_miyaura,OB(O)c1cccc2ccccc12.Brc1cc(CNC23CC4CC(CC(C4)C2)C3)no1>>c1ccc2c(-c3cc(CNC45CC6CC(CC(C6)C4)C5)no3)cccc2c1,OB(O)c1cccc2ccccc12.Brc1cc(CNC23CC4CC(CC(C4)C2)C3)no1>>c1ccc2c(-c3cc(CNC45CC6CC(CC(C6)C4)C5)no3)cccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
639,Suzuki_miyaura,OB(O)c1ccc(F)nc1.CC1(COc2ccc(Br)nc2)Cn2cc([N+](=O)[O-])nc2O1>>CC1(COc2ccc(-c3ccc(F)nc3)nc2)Cn2cc([N+](=O)[O-])nc2O1,OB(O)c1ccc(F)nc1.CC1(COc2ccc(Br)nc2)Cn2cc([N+](=O)[O-])nc2O1>>CC1(COc2ccc(-c3ccc(F)nc3)nc2)Cn2cc([N+](=O)[O-])nc2O1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
640,Suzuki_miyaura,O=Cc1ccccc1B(O)O.CC=C(C(=O)c1ccccc1Br)c1ccccc1>>CC=C(C(=O)c1ccccc1-c1ccccc1C=O)c1ccccc1,O=Cc1ccccc1B(O)O.CC=C(C(=O)c1ccccc1Br)c1ccccc1>>CC=C(C(=O)c1ccccc1-c1ccccc1C=O)c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
641,Suzuki_miyaura,OB(O)c1cccnc1F.CN(Cc1ccccc1Br)C(=O)CCc1ccccc1>>CN(Cc1ccccc1-c1cccnc1F)C(=O)CCc1ccccc1,OB(O)c1cccnc1F.CN(Cc1ccccc1Br)C(=O)CCc1ccccc1>>CN(Cc1ccccc1-c1cccnc1F)C(=O)CCc1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
642,Suzuki_miyaura,CC(C)(C)c1cc(Br)cc(Br)c1N.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(-c2cc(-c3ccc(C(C)(C)C)cc3)c(N)c(C(C)(C)C)c2)cc1,CC(C)(C)c1cc(Br)cc(Br)c1N.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(-c2cc(-c3ccc(C(C)(C)C)cc3)c(N)c(C(C)(C)C)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl|Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
643,Suzuki_miyaura,OB(O)c1ccc(F)cc1.Cn1c2cc(Br)c(Br)cc2c2cc(Br)c(Br)cc21>>Cn1c2cc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)cc2c2cc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)cc21,OB(O)c1ccc(F)cc1.Cn1c2cc(Br)c(Br)cc2c2cc(Br)c(Br)cc21>>Cn1c2cc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)cc2c2cc(-c3ccc(F)cc3)c(-c3ccc(F)cc3)cc21,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-F,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
644,Suzuki_miyaura,Clc1cccnc1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1>>FC(F)(F)c1cc(-c2cccnc2)cc(C(F)(F)F)c1,Clc1cccnc1.OB(O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1>>FC(F)(F)c1cc(-c2cccnc2)cc(C(F)(F)F)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
645,Multi-Event:LGDisp+C-O+C-C,OB(O)c1ccccc1.Ic1ccccc1.[C-]#[O+]>>O=C(c1ccccc1)c1ccccc1,OB(O)c1ccccc1.Ic1ccccc1.[C-]#[O+]>>O=C(c1ccccc1)c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-COR,C-C|C-O,c_c_bond_formation|c_o_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
646,Suzuki_miyaura,O=Cc1ccccc1B(O)O.O=C(C#Cc1ccccc1)c1ccccc1Br>>O=Cc1ccccc1-c1ccccc1C(=O)C#Cc1ccccc1,O=Cc1ccccc1B(O)O.O=C(C#Cc1ccccc1)c1ccccc1Br>>O=Cc1ccccc1-c1ccccc1C(=O)C#Cc1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
647,Suzuki_miyaura,Brc1ccc2cccnc2c1.OB(O)c1ccsc1>>c1cnc2cc(-c3ccsc3)ccc2c1,Brc1ccc2cccnc2c1.OB(O)c1ccsc1>>c1cnc2cc(-c3ccsc3)ccc2c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Quinoline,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
648,Suzuki_miyaura,Brc1cnc2cccnn12.OB(O)c1cccc(OC(F)(F)F)c1>>FC(F)(F)Oc1cccc(-c2cnc3cccnn23)c1,Brc1cnc2cccnn12.OB(O)c1cccc(OC(F)(F)F)c1>>FC(F)(F)Oc1cccc(-c2cnc3cccnn23)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
649,Suzuki_miyaura,OB(O)c1ccoc1.O=C(O)Cc1cc(I)ccc1C(=O)O>>O=C(O)Cc1cc(-c2ccoc2)ccc1C(=O)O,OB(O)c1ccoc1.O=C(O)Cc1cc(I)ccc1C(=O)O>>O=C(O)Cc1cc(-c2ccoc2)ccc1C(=O)O,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
650,Suzuki_miyaura,N#Cc1ccc(B(O)O)cc1.CCCCCCCCOc1cc(Br)c(OCCCCCCCC)cc1Br>>CCCCCCCCOc1cc(-c2ccc(C#N)cc2)c(OCCCCCCCC)cc1-c1ccc(C#N)cc1,N#Cc1ccc(B(O)O)cc1.CCCCCCCCOc1cc(Br)c(OCCCCCCCC)cc1Br>>CCCCCCCCOc1cc(-c2ccc(C#N)cc2)c(OCCCCCCCC)cc1-c1ccc(C#N)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar|Ar-CN,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement|ring_closure_or_annulation,,kept
651,Unknown,COc1ccc(I)cc1.C/C(=[CH-]\[B+3]12[O-]C(=O)CN1(C)CC(=O)[O-]2)[Si](C)(C)CC1=CC=CC=C1.FC(F)(F)Oc1ccc(I)cc1>>COc1ccc(/C=C(\C)c2ccc(OC(F)(F)F)cc2)cc1,COc1ccc(I)cc1.C/C(=[CH-]\[B+3]12[O-]C(=O)CN1(C)CC(=O)[O-]2)[Si](C)(C)CC1=CC=CC=C1.FC(F)(F)Oc1ccc(I)cc1>>COc1ccc(/C=C(\C)c2ccc(OC(F)(F)F)cc2)cc1,0,0,0,exclude_unparseable_components,1,,,,,routing_excluded
652,Suzuki_miyaura,Ic1ccccc1.CC1(C)OB(c2ccnc3ccccc23)OC1(C)C>>c1ccc(-c2ccnc3ccccc23)cc1,Ic1ccccc1.CC1(C)OB(c2ccnc3ccccc23)OC1(C)C>>c1ccc(-c2ccnc3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
653,Suzuki_miyaura,Brc1cnc(I)nc1.Cc1ccc(N(c2ccc(C)cc2)c2ccc(B(O)O)cc2)cc1>>Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ncc(Br)cn3)cc2)cc1,Brc1cnc(I)nc1.Cc1ccc(N(c2ccc(C)cc2)c2ccc(B(O)O)cc2)cc1>>Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ncc(Br)cn3)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
654,Suzuki_miyaura,Brc1ccccn1.OB(O)c1ccccc1Oc1ccccc1>>c1ccc(Oc2ccccc2-c2ccccn2)cc1,Brc1ccccn1.OB(O)c1ccccc1Oc1ccccc1>>c1ccc(Oc2ccccc2-c2ccccn2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
655,Multi-Event:LGDisp+C-C,C=CC(=O)OCC.CCCCI.OB(O)c1ccc(Cl)c(Cl)c1>>CCCCc1cc(Cl)c(Cl)c(CCCC)c1/C=C/C(=O)OCC,C=CC(=O)OCC.CCCCI.OB(O)c1ccc(Cl)c(Cl)c1>>CCCCc1cc(Cl)c(Cl)c(CCCC)c1/C=C/C(=O)OCC,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkenyl|Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
656,Suzuki_miyaura,OB(O)c1ccccc1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,OB(O)c1ccccc1.O=[N+]([O-])c1ccc(Br)cc1>>O=[N+]([O-])c1ccc(-c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
657,Multi-Event:LGDisp+C-C,N#Cc1ccc(CF)cc1.Cc1csc(B(O)O)c1>>Cc1csc(Cc2ccc(C#N)cc2)c1,N#Cc1ccc(CF)cc1.Cc1csc(B(O)O)c1>>Cc1csc(Cc2ccc(C#N)cc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Alkyl,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
658,Suzuki_miyaura,OB(O)c1ccc(F)cc1.CCOC(=O)/C=C/C(Br)=C/c1ccccc1>>CCOC(=O)/C=C/C(=C/c1ccccc1)c1ccc(F)cc1,OB(O)c1ccc(F)cc1.CCOC(=O)/C=C/C(Br)=C/c1ccccc1>>CCOC(=O)/C=C/C(=C/c1ccccc1)c1ccc(F)cc1,0,0,0,eligible_taxonomy_benchmark,0,,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
659,Suzuki_miyaura,O=Cc1ccccc1Br.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(-c2ccccc2C=O)cc1,O=Cc1ccccc1Br.CC(C)(C)c1ccc(B(O)O)cc1>>CC(C)(C)c1ccc(-c2ccccc2C=O)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
660,Suzuki_miyaura,O=C(O)c1ccc(B(O)O)cc1.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2n[nH]c3ncc(Br)cc23)c1F>>CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2n[nH]c3ncc(-c4ccc(C(=O)O)cc4)cc23)c1F,O=C(O)c1ccc(B(O)O)cc1.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2n[nH]c3ncc(Br)cc23)c1F>>CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2n[nH]c3ncc(-c4ccc(C(=O)O)cc4)cc23)c1F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
661,Suzuki_miyaura,OB(O)c1ccc(Cl)cc1.O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F>>O=C(c1ccnc2ccc(-c3ccc(Cl)cc3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,OB(O)c1ccc(Cl)cc1.O=C(c1ccnc2ccc(Br)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F>>O=C(c1ccnc2ccc(-c3ccc(Cl)cc3)cc12)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
662,Suzuki_miyaura,CC1(C)OB(c2cccs2)OC1(C)C.N#Cc1ccc(Nc2nccc(Nc3c(F)cc(Br)cc3F)n2)cc1>>N#Cc1ccc(Nc2nccc(Nc3c(F)cc(-c4cccs4)cc3F)n2)cc1,CC1(C)OB(c2cccs2)OC1(C)C.N#Cc1ccc(Nc2nccc(Nc3c(F)cc(Br)cc3F)n2)cc1>>N#Cc1ccc(Nc2nccc(Nc3c(F)cc(-c4cccs4)cc3F)n2)cc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
663,Suzuki_miyaura,OB(O)c1cccnc1.Nc1ncc2ccccc2c1Br>>Nc1ncc2ccccc2c1-c1cccnc1,OB(O)c1cccnc1.Nc1ncc2ccccc2c1Br>>Nc1ncc2ccccc2c1-c1cccnc1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
664,Suzuki_miyaura,Nc1c(Br)cncc1Br.COc1ccc(Br)c(B(O)O)c1>>COc1ccc(Br)c(-c2cncc(Br)c2N)c1,Nc1c(Br)cncc1Br.COc1ccc(Br)c(B(O)O)c1>>COc1ccc(Br)c(-c2cncc(Br)c2N)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
665,Suzuki_miyaura,COc1ccccc1B(O)O.CCCCCn1cc(Br)nc1[N+](=O)[O-]>>CCCCCn1cc(-c2ccccc2OC)nc1[N+](=O)[O-],COc1ccccc1B(O)O.CCCCCn1cc(Br)nc1[N+](=O)[O-]>>CCCCCn1cc(-c2ccccc2OC)nc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
666,Suzuki_miyaura,OB(O)c1ccccc1.COc1cccc(Cn2nc(I)cc2-c2ccccc2)c1>>COc1cccc(Cn2nc(-c3ccccc3)cc2-c2ccccc2)c1,OB(O)c1ccccc1.COc1cccc(Cn2nc(I)cc2-c2ccccc2)c1>>COc1cccc(Cn2nc(-c3ccccc3)cc2-c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
667,Suzuki_miyaura,COc1ccccc1B(O)O.Nc1nc(Cl)cc(N(Cc2ccccc2)Cc2ccccn2)n1>>COc1ccccc1-c1cc(N(Cc2ccccc2)Cc2ccccn2)nc(N)n1,COc1ccccc1B(O)O.Nc1nc(Cl)cc(N(Cc2ccccc2)Cc2ccccn2)n1>>COc1ccccc1-c1cc(N(Cc2ccccc2)Cc2ccccn2)nc(N)n1,0,0,0,eligible_taxonomy_benchmark,0,Ar-Ar,C-C,c_c_bond_formation|intermolecular_or_multi_component|leaving_group_displacement,,kept
