cluster_rank,cluster_count,cluster_id,motif_signature,event_signature,recommended_action,source_file,source_path,row_number,reaction_id,source_reaction_label,reaction_type,quality_level,quality_score,reasons,unclassified_motifs,outside_taxonomy_motifs,reaction_key,reaction_smiles
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,300,31-203-CAS-23908661,Addition of Halogens to Double or Triple Bonds,Unknown,unknown,0.0,empty_reaction_key|low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,,[O]=[V+2]123<-[n]4c5c(-c6ccccc6)c6ccc(c(-c7ccccc7)c7[n]->1c(c(-c1ccccc1)c1ccc(c(-c8ccccc8)c4C=C5)[n-]->21)C=C7)[n-]->36>>[O]=[V+2]123<-[n]4c5c(-c6ccccc6)c6c(Br)c(Br)c(c(-c7ccccc7)c7[n]->1c(c(-c1ccccc1)c1c(Br)c(Br)c(c(-c8ccccc8)c4C(Br)=C5Br)[n-]->21)C(Br)=C7Br)[n-]->36
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,299,31-203-CAS-21013947,Addition of Halogens to Double or Triple Bonds,Unknown,unknown,0.0,empty_reaction_key|low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,,O=[N+]([O-])c1ccc(-c2c3[n]4->[Co+2]56<-[n]7c(c(-c8ccccc8)c8ccc2[n-]->58)C=Cc7c(-c2ccc([N+](=O)[O-])cc2)c2ccc(c(-c5ccc([N+](=O)[O-])cc5)c4C=C3)[n-]->62)cc1>>O=[N+]([O-])c1ccc(-c2c3[n]4->[Co+2]56<-[n]7c(c(-c8ccccc8)c8c(Br)c(Br)c2[n-]->58)C(Br)=C(Br)c7c(-c2ccc([N+](=O)[O-])cc2)c2c(Br)c(Br)c(c(-c5ccc([N+](=O)[O-])cc5)c4C(Br)=C3Br)[n-]->62)cc1
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,286,31-203-CAS-14563493,Addition of Halogens to Double or Triple Bonds,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,|[] -> [],CC(C)(C)C1=CC=C(C2=C3C=CC4=N3[B+3]3([F-])[N-]5C2=CC=C5C(C2=CC=C(C(C)(C)C)C=C2)=C2C=CC(=C4C4=CC=C(C(C)(C)C)C=C4)[N-]23)C=C1>>CC(C)(C)C1=CC=C(C2=C3C(Br)=C(Br)C4=N3[B+3]3([F-])[N-]5C2=C(Br)C(Br)=C5C(C2=CC=C(C(C)(C)C)C=C2)=C2C(Br)=C(Br)C(=C4C4=CC=C(C(C)(C)C)C=C4)[N-]23)C=C1
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,296,31-203-CAS-18510739,Addition of Halogens to Double or Triple Bonds,Unknown,unknown,0.0,empty_reaction_key|low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,,C1=Cc2c(-c3ccccc3)c3ccc4c(-c5ccccc5)c5[n]6->[Ag+2]7(<-[n]2c1c(-c1ccccc1)c1ccc(c(-c2ccccc2)c6C=C5)[n-]->71)<-[n-]34>>BrC1=C(Br)c2c(-c3ccccc3)c3c(Br)c(Br)c4c(-c5ccccc5)c5[n]6->[Ag+2]7(<-[n]2c1c(-c1ccccc1)c1c(Br)c(Br)c(c(-c2ccccc2)c6C(Br)=C5Br)[n-]->71)<-[n-]34
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,301,31-203-CAS-3272821,Addition of Halogens to Double or Triple Bonds,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,|[] -> [],CC1=CC=C(C2=C3C=CC(C4=CC=CC=C4)=N3[B+3]([F-])([F-])[N-]3C(C4=CC=CC=C4)=CC=C23)C=C1>>CC1=CC=C(C2=C3C(Br)=C(Br)C(C4=CC=CC=C4)=N3[B+3]([F-])([F-])[N-]3C(C4=CC=CC=C4)=C(Br)C(Br)=C23)C=C1
4,9,Alkyl-COR|R_acidic-H -> R3C-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> R3C-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,24,31-014-CAS-2539897,Acetal ketal formation,Unknown,high,0.85,mapping_warning|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> R3C-OR | spectators: RCH2-OR,CC(C)=O.CC(C)OCC1CO1>>CC(C)OCC1COC(C)(C)O1
4,9,Alkyl-COR|R_acidic-H -> R3C-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> R3C-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,18,31-014-CAS-21030514,Acetal ketal formation,Unknown,high,0.85,mapping_warning|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> R3C-OR | spectators: Ar-Alkyl|RCH2-OR,CC(C)=O.c1ccc(C2CO2)cc1>>CC1(C)OCC(c2ccccc2)O1
4,9,Alkyl-COR|R_acidic-H -> R3C-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> R3C-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,28,31-014-CAS-769146,Acetal ketal formation,Unknown,high,0.85,mapping_warning|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> R3C-OR | spectators: Ar-OR|RCH2-OR,CC(C)=O.c1ccc(OCC2CO2)cc1>>CC1(C)OCC(COc2ccccc2)O1
4,9,Alkyl-COR|R_acidic-H -> R3C-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> R3C-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,29,31-014-CAS-780422,Acetal ketal formation,Unknown,high,0.85,mapping_warning|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> R3C-OR | spectators: Ar-Alkyl|RCH2-OR,CC(C)=O.c1ccc(C2CO2)cc1>>CC1(C)OCC(c2ccccc2)O1
4,9,Alkyl-COR|R_acidic-H -> R3C-OR || events:c_o_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> R3C-OR,c_o_bond_formation|intermolecular_or_multi_component,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,22,31-014-CAS-21071061,Acetal ketal formation,Unknown,high,0.85,mapping_warning|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> R3C-OR | spectators: RCH2-OR,CC(C)=O.CCCCC1CO1>>CCCCC1COC(C)(C)O1
5,9,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,323,31-006-CAS-10107023,Aldol (classic & Mukaiyama),Wacker_oxidation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R|Ar-C=N,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> RCH2-COR,C=C(/C=C(/OC)O[Si](C)(C)C)O[Si](C)(C)C.CC(C)(C)OC(=O)N=Cc1ccc2ccccc2c1>>COC(=O)CC(=O)C[C@@H](NC(=O)OC(C)(C)C)c1ccc2ccccc2c1
5,9,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,366,31-006-CAS-7648048,Aldol (classic & Mukaiyama),Wacker_oxidation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R|Ar-C=N,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> RCH2-COR | spectators: Ar-Cl,C=C(/C=C(/OC)O[Si](C)(C)C)O[Si](C)(C)C.CC(C)(C)OC(=O)N=Cc1cccc(Cl)c1>>COC(=O)CC(=O)C[C@@H](NC(=O)OC(C)(C)C)c1cccc(Cl)c1
5,9,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,329,31-006-CAS-12233499,Aldol (classic & Mukaiyama),Wacker_oxidation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R|Ar-C=N,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> RCH2-COR | spectators: Ar-OR,C=C(/C=C(/OC)O[Si](C)(C)C)O[Si](C)(C)C.COc1ccc2cc(C=NC(=O)OC(C)(C)C)ccc2c1>>COC(=O)CC(=O)C[C@@H](NC(=O)OC(C)(C)C)c1ccc2cc(OC)ccc2c1
5,9,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,335,31-006-CAS-15144752,Aldol (classic & Mukaiyama),Wacker_oxidation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R|Ar-C=N,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> RCH2-COR,C=C(/C=C(/OC)O[Si](C)(C)C)O[Si](C)(C)C.CC(C)(C)OC(=O)N=Cc1ccccc1>>COC(=O)CC(=O)C[C@@H](NC(=O)OC(C)(C)C)c1ccccc1
5,9,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> Alkyl-N(R)CO2R|Ar-Alkyl|RCH2-CO2R|RCH2-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,356,31-006-CAS-2768313,Aldol (classic & Mukaiyama),Wacker_oxidation,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Alkyl-N(R)CO2R|Ar-C=N,|Alkenyl-Alkenyl|Alkenyl-OR|Alkyl-Si*|Ar-C=N -> RCH2-COR | spectators: Ar-OR,C=C(/C=C(/OC)O[Si](C)(C)C)O[Si](C)(C)C.COc1cc(C=NC(=O)OC(C)(C)C)cc(OC)c1>>COC(=O)CC(=O)C[C@@H](NC(=O)OC(C)(C)C)c1cc(OC)cc(OC)c1
6,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,904,31-048-CAS-20295004,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1ccc(Br)cc1>>BrCc1ccc(Br)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1
6,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,898,31-048-CAS-20294998,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cc(Br)cc(Br)c1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cc(Br)cc(Br)c1
6,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,901,31-048-CAS-20295001,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.OCc1cccc2ccccc12>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.BrCc1cccc2ccccc12
6,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,902,31-048-CAS-20295002,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-Alkyl,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.Cc1ccc(CO)cc1>>Cc1ccc(CBr)cc1.O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1
6,9,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br || events:intermolecular_or_multi_component,Ar-C=N|Ar-NR2|Bn-OH -> Ar-Ar|Ar-AromN|Bn-Br,intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,903,31-048-CAS-20295003,Appel halogenation,Alcohol_to_Alkyl_Halide,high,0.85,mapping_warning|motif_outside_reaction_taxonomy,,Ar-C=N,|Ar-C=N|Ar-NR2|Bn-OH -> Bn-Br | spectators: Ar-OR,[C]1N(c2ccccc2)N=C(c2ccccc2)N1c1ccccc1.COc1ccc(CO)cc1>>O=c1n(-c2ccccc2)nc(-c2ccccc2)n1-c1ccccc1.COc1ccc(CBr)cc1
7,8,Alkyl-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,expand_existing_slots_or_aliases,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,316,31-310-CAS-7076782,Addition of Hydrazine Derivatives to Carbonyl Compounds,Unknown,high,1.0,missing_formed_motifs|unknown_reaction_type,,,|Alkyl-COR -> [] | bond_formed: C-N | bond_broken: C-O | spectators: Alkyl-H|Ar-H,CC(=O)C(C)=NO.CCCCN(CCCC)P(=O)(NN)c1ccccc1>>CCCCN(CCCC)P(=O)(NN=C(C)C(C)=NO)c1ccccc1
7,8,Alkyl-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,Alkyl-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,expand_existing_slots_or_aliases,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,315,31-310-CAS-6128837,Addition of Hydrazine Derivatives to Carbonyl Compounds,Unknown,high,0.85,mapping_warning|missing_formed_motifs|unknown_reaction_type,,,|Alkyl-COR|R_acidic-H -> [] | spectators: Alkyl-H|Ar-H,CC(=O)C(C)=NO.CCN(CC)P(=O)(NN)c1ccccc1>>CCN(CC)P(=O)(NN=C(C)C(C)=NO)c1ccccc1
