Reaction Type,FG1,FG2,n_rows,n_eln,top_coupling_reagent,top_catalyst,top_ligand,top_base,top_solvent,top_additive,ReactionType_Detailed,ReactionType_SubtypeTag
Multi-Event:LGDisp+C-N+C-S,RCH2-NR2,Ar-Cl,1,1,,,,,DCM,,Multi-Event:LGDisp+C-N+C-S: RCH2-NR2 + Ar-Cl,Multi-Event:LGDisp+C-N+C-S__RCH2-NR2 + Ar-Cl
Multi-Event:LGDisp+C-N+C-S,Thiocarbonyl-SH,Ar-I,1,1,,CuI,phen,,Dioxane,,Multi-Event:LGDisp+C-N+C-S: Thiocarbonyl-SH + Ar-I,Multi-Event:LGDisp+C-N+C-S__Thiocarbonyl-SH + Ar-I
Multi-Event:LGDisp+C-N+C-S+C-C,Ar-COCl,Ar-Alkyl,1,1,,(R)-Ferrocenyl p-Tolyl Sulfoxide,,,H2O,,Multi-Event:LGDisp+C-N+C-S+C-C: Ar-COCl + Ar-Alkyl,Multi-Event:LGDisp+C-N+C-S+C-C__Ar-COCl + Ar-Alkyl
Multi-Event:LGDisp+C-O,Ar-COOH,Ar-Br,58,1,,NiBr2,dtbbpy,DIPEA,DMF,AgSbF6,Multi-Event:LGDisp+C-O: Ar-COOH + Ar-Br,Multi-Event:LGDisp+C-O__Ar-COOH + Ar-Br
Multi-Event:LGDisp+C-O,Ar-COOH,Ar-I,57,1,,NiBr2,dtbbpy,K3PO4,DMSO,AgSbF6,Multi-Event:LGDisp+C-O: Ar-COOH + Ar-I,Multi-Event:LGDisp+C-O__Ar-COOH + Ar-I
Multi-Event:LGDisp+C-O,HeteroAr-OH,RCH2-Br,42,2,,,,K2CO3,Me2CO,KI,Multi-Event:LGDisp+C-O: HeteroAr-OH + RCH2-Br,Multi-Event:LGDisp+C-O__HeteroAr-OH + RCH2-Br
Multi-Event:LGDisp+C-O,Ar-I,R2CH-COOH,38,1,,NiCl2(dme),dtbbpy,K2CO3,DMF,AgSbF6/HFIP,Multi-Event:LGDisp+C-O: Ar-I + R2CH-COOH,Multi-Event:LGDisp+C-O__Ar-I + R2CH-COOH
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium|Ar-OR,35,1,,,,K2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium|Ar-OR,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium|Ar-OR
Multi-Event:LGDisp+C-O,Ar-I,Ar-COOH,30,1,,"Chloro(2-dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl)gold(I)",dtbbpy,Na2CO3,DCE,AgSbF6/HFIP,Multi-Event:LGDisp+C-O: Ar-I + Ar-COOH,Multi-Event:LGDisp+C-O__Ar-I + Ar-COOH
Multi-Event:LGDisp+C-O,HeteroAr-OH,HeteroAr-Cl,30,1,,CuI,,K2CO3,DMF,TFA,Multi-Event:LGDisp+C-O: HeteroAr-OH + HeteroAr-Cl,Multi-Event:LGDisp+C-O__HeteroAr-OH + HeteroAr-Cl
Multi-Event:LGDisp+C-O,Ar-COOH,Inorganic,25,1,,"Chloro(2-dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl)gold(I)",,Cs2CO3,PhMe,AgSbF6/HFIP,Multi-Event:LGDisp+C-O: Ar-COOH + Inorganic,Multi-Event:LGDisp+C-O__Ar-COOH + Inorganic
Multi-Event:LGDisp+C-O,Ar-F,HeteroAr-OH,25,1,,,,K2CO3,DMF,TFA,Multi-Event:LGDisp+C-O: Ar-F + HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-F + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-OH,R_acidic-H,23,1,,,,Na2CO3,DCM/H2O,NH4Cl,Multi-Event:LGDisp+C-O: Ar-OH + R_acidic-H,Multi-Event:LGDisp+C-O__Ar-OH + R_acidic-H
Multi-Event:LGDisp+C-O,HeteroAr-Cl,HeteroAr-OH,23,1,,CuSO4-5H2O,,K2CO3,DMF,NH4Cl,Multi-Event:LGDisp+C-O: HeteroAr-Cl + HeteroAr-OH,Multi-Event:LGDisp+C-O__HeteroAr-Cl + HeteroAr-OH
Multi-Event:LGDisp+C-O,HeteroAr-OH,Ar-F,23,1,,,,K2CO3,DMF,,Multi-Event:LGDisp+C-O: HeteroAr-OH + Ar-F,Multi-Event:LGDisp+C-O__HeteroAr-OH + Ar-F
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium,20,1,,,,KOtBu,H2O/MeCN,NaCl,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium
Multi-Event:LGDisp+C-O,Ar-Br,R2CH-COOH,19,1,,NiBr2(dme),dtbbpy,K2CO3,DMF,TBAB,Multi-Event:LGDisp+C-O: Ar-Br + R2CH-COOH,Multi-Event:LGDisp+C-O__Ar-Br + R2CH-COOH
Multi-Event:LGDisp+C-O,Ar-OH,HeteroAr-Iodonium|Ar-Alkyl,15,1,,,,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-OH + HeteroAr-Iodonium|Ar-Alkyl,Multi-Event:LGDisp+C-O__Ar-OH + HeteroAr-Iodonium|Ar-Alkyl
Multi-Event:LGDisp+C-O,RCH2-Br,HeteroAr-OH,13,1,,,,K2CO3,Me2CO/H2O,TBAB,Multi-Event:LGDisp+C-O: RCH2-Br + HeteroAr-OH,Multi-Event:LGDisp+C-O__RCH2-Br + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-COOH,Ar-F,12,1,,Potassium ferricyanide,,NaHCO3/NaOH,MeCN/H2O,TFE,Multi-Event:LGDisp+C-O: Ar-COOH + Ar-F,Multi-Event:LGDisp+C-O__Ar-COOH + Ar-F
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium|Ar-Alkyl,12,1,,Cu,,Et3N,DCM,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium|Ar-Alkyl,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium|Ar-Alkyl
Multi-Event:LGDisp+C-O,Ar-Br,Ar-C=N,10,1,,[PdCl(C3H5)]2,tBuXPhos,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-Br + Ar-C=N,Multi-Event:LGDisp+C-O__Ar-Br + Ar-C=N
Multi-Event:LGDisp+C-O,Ar-C=N,Ar-Br,10,1,,[PdCl(C3H5)]2,tBuXPhos,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-C=N + Ar-Br,Multi-Event:LGDisp+C-O__Ar-C=N + Ar-Br
Multi-Event:LGDisp+C-O,Ar-COOH,HeteroAr-Iodonium,10,1,,Pd(OAc)2,,Li2CO3,,,Multi-Event:LGDisp+C-O: Ar-COOH + HeteroAr-Iodonium,Multi-Event:LGDisp+C-O__Ar-COOH + HeteroAr-Iodonium
Multi-Event:LGDisp+C-O,Ar-Iodonium|Ar-OH,Alkyl-F,10,1,,,,K2CO3,MeCN,,Multi-Event:LGDisp+C-O: Ar-Iodonium|Ar-OH + Alkyl-F,Multi-Event:LGDisp+C-O__Ar-Iodonium|Ar-OH + Alkyl-F
Multi-Event:LGDisp+C-O,HeteroAr-OH,Ar-Br,10,1,,CuI,Picolinic acid,K3PO4,DMSO,,Multi-Event:LGDisp+C-O: HeteroAr-OH + Ar-Br,Multi-Event:LGDisp+C-O__HeteroAr-OH + Ar-Br
Multi-Event:LGDisp+C-O,RCH2-OH,HeteroAr-Iodonium,10,1,,[(pCymene)RuCl2]2,,,PhMe,,Multi-Event:LGDisp+C-O: RCH2-OH + HeteroAr-Iodonium,Multi-Event:LGDisp+C-O__RCH2-OH + HeteroAr-Iodonium
Multi-Event:LGDisp+C-O,Ar-Br,Ar-COOH,9,1,,NiBr2,dtbbpy,Na2CO3,DCE,AgSbF6,Multi-Event:LGDisp+C-O: Ar-Br + Ar-COOH,Multi-Event:LGDisp+C-O__Ar-Br + Ar-COOH
Multi-Event:LGDisp+C-O,Ar-Iodonium|Ar-Alkyl,Ar-OH,9,1,,Cu,,Et3N,DCM,,Multi-Event:LGDisp+C-O: Ar-Iodonium|Ar-Alkyl + Ar-OH,Multi-Event:LGDisp+C-O__Ar-Iodonium|Ar-Alkyl + Ar-OH
Multi-Event:LGDisp+C-O,HeteroAr-Cl,Ar-Cl,9,1,,,,K2CO3,MeCN,,Multi-Event:LGDisp+C-O: HeteroAr-Cl + Ar-Cl,Multi-Event:LGDisp+C-O__HeteroAr-Cl + Ar-Cl
Multi-Event:LGDisp+C-O,Ar-COOH,RCH2-OR,8,1,,,,,THF,,Multi-Event:LGDisp+C-O: Ar-COOH + RCH2-OR,Multi-Event:LGDisp+C-O__Ar-COOH + RCH2-OR
Multi-Event:LGDisp+C-O,Ar-F,R2CH-COOH,8,1,,Potassium ferricyanide,,NaHCO3/NaOH,MeCN/H2O,,Multi-Event:LGDisp+C-O: Ar-F + R2CH-COOH,Multi-Event:LGDisp+C-O__Ar-F + R2CH-COOH
Multi-Event:LGDisp+C-O,Ar-I,RCH2-COOH,8,1,,"Chloro(2-dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl)gold(I)",,Na2CO3,DCE,AgSbF6,Multi-Event:LGDisp+C-O: Ar-I + RCH2-COOH,Multi-Event:LGDisp+C-O__Ar-I + RCH2-COOH
Multi-Event:LGDisp+C-O,HeteroAr-OH,HeteroAr-F,8,1,,,,NaH,DMF,TFA,Multi-Event:LGDisp+C-O: HeteroAr-OH + HeteroAr-F,Multi-Event:LGDisp+C-O__HeteroAr-OH + HeteroAr-F
Multi-Event:LGDisp+C-O,HeteroAr-OH,RCH2-Cl,8,1,,,,K2CO3,Me2CO,,Multi-Event:LGDisp+C-O: HeteroAr-OH + RCH2-Cl,Multi-Event:LGDisp+C-O__HeteroAr-OH + RCH2-Cl
Multi-Event:LGDisp+C-O,RCH2-Cl,HeteroAr-OH,8,1,,,,K2CO3,Me2CO/H2O,KI,Multi-Event:LGDisp+C-O: RCH2-Cl + HeteroAr-OH,Multi-Event:LGDisp+C-O__RCH2-Cl + HeteroAr-OH
Multi-Event:LGDisp+C-O,Alkenyl-COOH,HeteroAr-Cl,7,1,,,,N-methylmorpholine,PhMe,,Multi-Event:LGDisp+C-O: Alkenyl-COOH + HeteroAr-Cl,Multi-Event:LGDisp+C-O__Alkenyl-COOH + HeteroAr-Cl
Multi-Event:LGDisp+C-O,Alkyl-COOH,Ar-I,7,1,,Pd(dba)2,,Cs2CO3/NaHCO3,DMAc/H2O,,Multi-Event:LGDisp+C-O: Alkyl-COOH + Ar-I,Multi-Event:LGDisp+C-O__Alkyl-COOH + Ar-I
Multi-Event:LGDisp+C-O,Ar-Br|Ar-OH,Ar-Br|Ar-Iodonium,7,1,,,,NaOH,DMAc,18C6,Multi-Event:LGDisp+C-O: Ar-Br|Ar-OH + Ar-Br|Ar-Iodonium,Multi-Event:LGDisp+C-O__Ar-Br|Ar-OH + Ar-Br|Ar-Iodonium
Multi-Event:LGDisp+C-O,HeteroAr-Cl,Alkenyl-COOH,7,1,,,,N-methylmorpholine,PhMe,,Multi-Event:LGDisp+C-O: HeteroAr-Cl + Alkenyl-COOH,Multi-Event:LGDisp+C-O__HeteroAr-Cl + Alkenyl-COOH
Multi-Event:LGDisp+C-O,R2CH-COOH,Ar-I,7,1,,Pd(dba)2,dtbbpy,Cs2CO3/NaHCO3,DCE,AgSbF6,Multi-Event:LGDisp+C-O: R2CH-COOH + Ar-I,Multi-Event:LGDisp+C-O__R2CH-COOH + Ar-I
Multi-Event:LGDisp+C-O,R3C-COOH,HeteroAr-Iodonium,7,1,,Pd(OAc)2,,Li2CO3,,,Multi-Event:LGDisp+C-O: R3C-COOH + HeteroAr-Iodonium,Multi-Event:LGDisp+C-O__R3C-COOH + HeteroAr-Iodonium
Multi-Event:LGDisp+C-O,Ar-Cl,Ar-C=N,6,1,,,,Cs2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-Cl + Ar-C=N,Multi-Event:LGDisp+C-O__Ar-Cl + Ar-C=N
Multi-Event:LGDisp+C-O,Ar-I,R3C-COOH,6,1,,"Chloro(2-dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl)gold(I)",dtbbpy,DBU,THF/H2O,AgSbF6/HFIP,Multi-Event:LGDisp+C-O: Ar-I + R3C-COOH,Multi-Event:LGDisp+C-O__Ar-I + R3C-COOH
Multi-Event:LGDisp+C-O,Ar-Iodonium|Ar-OR,Alkyl-F,6,1,,,,K2CO3,CHCl3,,Multi-Event:LGDisp+C-O: Ar-Iodonium|Ar-OR + Alkyl-F,Multi-Event:LGDisp+C-O__Ar-Iodonium|Ar-OR + Alkyl-F
Multi-Event:LGDisp+C-O,HeteroAr-OH,Allyl-Br,6,1,,,,K2CO3,Me2CO,KI,Multi-Event:LGDisp+C-O: HeteroAr-OH + Allyl-Br,Multi-Event:LGDisp+C-O__HeteroAr-OH + Allyl-Br
Multi-Event:LGDisp+C-O,HeteroAr-OH,HeteroAr-Br,6,1,,,,Cs2CO3,THF,,Multi-Event:LGDisp+C-O: HeteroAr-OH + HeteroAr-Br,Multi-Event:LGDisp+C-O__HeteroAr-OH + HeteroAr-Br
Multi-Event:LGDisp+C-O,RCH2-COOH,Ar-I,6,1,,Pd(dba)2,dtbbpy,Cs2CO3/NaHCO3,DCE,AgSbF6,Multi-Event:LGDisp+C-O: RCH2-COOH + Ar-I,Multi-Event:LGDisp+C-O__RCH2-COOH + Ar-I
Multi-Event:LGDisp+C-O,RCH2-OR,Ar-COOH,6,1,,,,,THF,,Multi-Event:LGDisp+C-O: RCH2-OR + Ar-COOH,Multi-Event:LGDisp+C-O__RCH2-OR + Ar-COOH
Multi-Event:LGDisp+C-O,Alkyl-COOH,Inorganic,5,1,,"Chloro(2-dicyclohexylphosphino-2',6'-dimethoxy-1,1'-biphenyl)gold(I)",dtbbpy,NaHCO3,DMAc,AcOH,Multi-Event:LGDisp+C-O: Alkyl-COOH + Inorganic,Multi-Event:LGDisp+C-O__Alkyl-COOH + Inorganic
Multi-Event:LGDisp+C-O,Ar-I,HeteroAr-OH,5,1,,CuI,Picolinic acid,K3PO4,DMSO,,Multi-Event:LGDisp+C-O: Ar-I + HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-I + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-Iodonium,Ar-OH,5,1,,Cu,,Et3N,DCM,,Multi-Event:LGDisp+C-O: Ar-Iodonium + Ar-OH,Multi-Event:LGDisp+C-O__Ar-Iodonium + Ar-OH
Multi-Event:LGDisp+C-O,Ar-OH,Ar-CHO|Ar-Iodonium,5,1,,,,K2CO3,DMF,Im,Multi-Event:LGDisp+C-O: Ar-OH + Ar-CHO|Ar-Iodonium,Multi-Event:LGDisp+C-O__Ar-OH + Ar-CHO|Ar-Iodonium
Multi-Event:LGDisp+C-O,RCH2-OH,Ar-Iodonium|Ar-OR,5,1,,,,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: RCH2-OH + Ar-Iodonium|Ar-OR,Multi-Event:LGDisp+C-O__RCH2-OH + Ar-Iodonium|Ar-OR
Multi-Event:LGDisp+C-O,RCH2-OH,Inorganic,5,1,,,,,EtOH/H2O/THF,TBAF,Multi-Event:LGDisp+C-O: RCH2-OH + Inorganic,Multi-Event:LGDisp+C-O__RCH2-OH + Inorganic
Multi-Event:LGDisp+C-O,Ar-Br,HeteroAr-OH,4,1,,CuI,Picolinic acid,K3PO4,H2O/DMSO,,Multi-Event:LGDisp+C-O: Ar-Br + HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-Br + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-COOH,HeteroAr-Br,4,1,,NiBr2,dtbbpy,DIPEA,DMF/H2O,LiBr,Multi-Event:LGDisp+C-O: Ar-COOH + HeteroAr-Br,Multi-Event:LGDisp+C-O__Ar-COOH + HeteroAr-Br
Multi-Event:LGDisp+C-O,Ar-F,Ar-F|HeteroAr-OH,4,1,,,,K2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-F + Ar-F|HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-F + Ar-F|HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium|Ar-OR|Ar-Alkyl,4,1,,,,K2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium|Ar-OR|Ar-Alkyl,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium|Ar-OR|Ar-Alkyl
Multi-Event:LGDisp+C-O,Ar-OH,Ar-I|Alkyl-Si*,4,1,,Cu(acac)2,,Cs2CO3,DMSO,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-I|Alkyl-Si*,Multi-Event:LGDisp+C-O__Ar-OH + Ar-I|Alkyl-Si*
Multi-Event:LGDisp+C-O,Ar-OH|Ar-Alkyl,Ar-Iodonium|Ar-Alkyl,4,1,,Cu,,Et3N,DCM,,Multi-Event:LGDisp+C-O: Ar-OH|Ar-Alkyl + Ar-Iodonium|Ar-Alkyl,Multi-Event:LGDisp+C-O__Ar-OH|Ar-Alkyl + Ar-Iodonium|Ar-Alkyl
Multi-Event:LGDisp+C-O,Bn-OH,Ar-Iodonium|Ar-OR,4,1,,,,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Bn-OH + Ar-Iodonium|Ar-OR,Multi-Event:LGDisp+C-O__Bn-OH + Ar-Iodonium|Ar-OR
Multi-Event:LGDisp+C-O,HeteroAr-Br,HeteroAr-OH,4,1,,CuI,Picolinic acid,K3PO4,DMSO/H2O,NH4Cl,Multi-Event:LGDisp+C-O: HeteroAr-Br + HeteroAr-OH,Multi-Event:LGDisp+C-O__HeteroAr-Br + HeteroAr-OH
Multi-Event:LGDisp+C-O,HeteroAr-F,HeteroAr-OH,4,1,,,,K2CO3,DMF,,Multi-Event:LGDisp+C-O: HeteroAr-F + HeteroAr-OH,Multi-Event:LGDisp+C-O__HeteroAr-F + HeteroAr-OH
Multi-Event:LGDisp+C-O,HeteroAr-OH,R2CH-Br,4,1,,,,K2CO3,DMF,TBAB/KI,Multi-Event:LGDisp+C-O: HeteroAr-OH + R2CH-Br,Multi-Event:LGDisp+C-O__HeteroAr-OH + R2CH-Br
Multi-Event:LGDisp+C-O,HeteroAr-OH,RCH2-I,4,1,,,,K2CO3,Me2CO,,Multi-Event:LGDisp+C-O: HeteroAr-OH + RCH2-I,Multi-Event:LGDisp+C-O__HeteroAr-OH + RCH2-I
Multi-Event:LGDisp+C-O,R2CH-OH,Ar-Iodonium|Ar-OR,4,1,,,,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: R2CH-OH + Ar-Iodonium|Ar-OR,Multi-Event:LGDisp+C-O__R2CH-OH + Ar-Iodonium|Ar-OR
Multi-Event:LGDisp+C-O,R3C-COOH,Ar-I,4,1,,Pd(dba)2,,Cs2CO3/NaHCO3,DCE,AgSbF6,Multi-Event:LGDisp+C-O: R3C-COOH + Ar-I,Multi-Event:LGDisp+C-O__R3C-COOH + Ar-I
Multi-Event:LGDisp+C-O,Alkyl-H,Ar-Br,3,1,,[PdCl(C3H5)]2,tBuXPhos,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Alkyl-H + Ar-Br,Multi-Event:LGDisp+C-O__Alkyl-H + Ar-Br
Multi-Event:LGDisp+C-O,Ar-Br,Ar-F,3,1,,[PdCl(C3H5)]2,tBuXPhos,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-Br + Ar-F,Multi-Event:LGDisp+C-O__Ar-Br + Ar-F
Multi-Event:LGDisp+C-O,Ar-Br,RCH2-COOH,3,1,,,dtbbpy,K2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-Br + RCH2-COOH,Multi-Event:LGDisp+C-O__Ar-Br + RCH2-COOH
Multi-Event:LGDisp+C-O,Ar-Cl,Ar-F,3,1,,,,Cs2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-Cl + Ar-F,Multi-Event:LGDisp+C-O__Ar-Cl + Ar-F
Multi-Event:LGDisp+C-O,Ar-Cl,HeteroAr-OH,3,1,,,,K2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-Cl + HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-Cl + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-OH,Alkenyl-Br,3,1,,,,Cs2CO3,DMF,NH4Cl,Multi-Event:LGDisp+C-O: Ar-OH + Alkenyl-Br,Multi-Event:LGDisp+C-O__Ar-OH + Alkenyl-Br
Multi-Event:LGDisp+C-O,Ar-OH,Alkenyl-Cl,3,2,,,,K2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-OH + Alkenyl-Cl,Multi-Event:LGDisp+C-O__Ar-OH + Alkenyl-Cl
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium|Ar-OCF3,3,1,,,,KOtBu,H2O/THF,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium|Ar-OCF3,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium|Ar-OCF3
Multi-Event:LGDisp+C-O,Ar-OH|Ar-Alkyl,HeteroAr-Iodonium|Ar-Alkyl,3,1,,,,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: Ar-OH|Ar-Alkyl + HeteroAr-Iodonium|Ar-Alkyl,Multi-Event:LGDisp+C-O__Ar-OH|Ar-Alkyl + HeteroAr-Iodonium|Ar-Alkyl
Multi-Event:LGDisp+C-O,HeteroAr-Cl,Ar-Alkenyl,3,1,,,,K2CO3,MeCN,,Multi-Event:LGDisp+C-O: HeteroAr-Cl + Ar-Alkenyl,Multi-Event:LGDisp+C-O__HeteroAr-Cl + Ar-Alkenyl
Multi-Event:LGDisp+C-O,HeteroAr-OH,Ar-I,3,1,,Cu(OAc)2,Picolinic acid,NaOAc,DMSO,,Multi-Event:LGDisp+C-O: HeteroAr-OH + Ar-I,Multi-Event:LGDisp+C-O__HeteroAr-OH + Ar-I
Multi-Event:LGDisp+C-O,HeteroAr-OH,R2CH-Cl,3,1,,,,K2CO3,Me2CO,KI,Multi-Event:LGDisp+C-O: HeteroAr-OH + R2CH-Cl,Multi-Event:LGDisp+C-O__HeteroAr-OH + R2CH-Cl
Multi-Event:LGDisp+C-O,R2CH-COOH,Ar-Br,3,1,,NiBr2(dme),,DIPEA,DMF,TBAB,Multi-Event:LGDisp+C-O: R2CH-COOH + Ar-Br,Multi-Event:LGDisp+C-O__R2CH-COOH + Ar-Br
Multi-Event:LGDisp+C-O,Allyl-Br,HeteroAr-OH,2,1,,,,K2CO3/KF,Me2CO/DMF,TBAB,Multi-Event:LGDisp+C-O: Allyl-Br + HeteroAr-OH,Multi-Event:LGDisp+C-O__Allyl-Br + HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-Br,R3C-COOH,2,1,,,,DIPEA,DCE,AgSbF6,Multi-Event:LGDisp+C-O: Ar-Br + R3C-COOH,Multi-Event:LGDisp+C-O__Ar-Br + R3C-COOH
Multi-Event:LGDisp+C-O,Ar-CHO,Ar-CHO|Ar-F,2,1,,,,CsF,DMF,,Multi-Event:LGDisp+C-O: Ar-CHO + Ar-CHO|Ar-F,Multi-Event:LGDisp+C-O__Ar-CHO + Ar-CHO|Ar-F
Multi-Event:LGDisp+C-O,Ar-COCl,HeteroAr-H|HeteroAr-OH,2,1,,,,,PhMe,,Multi-Event:LGDisp+C-O: Ar-COCl + HeteroAr-H|HeteroAr-OH,Multi-Event:LGDisp+C-O__Ar-COCl + HeteroAr-H|HeteroAr-OH
Multi-Event:LGDisp+C-O,Ar-COOH,Alkyl-F,2,1,,Pd(OAc)2,,DMAP,PhMe,,Multi-Event:LGDisp+C-O: Ar-COOH + Alkyl-F,Multi-Event:LGDisp+C-O__Ar-COOH + Alkyl-F
Multi-Event:LGDisp+C-O,Ar-COOH,Ar-Cl,2,1,,Potassium ferricyanide,,NaHCO3/NaOH,MeCN/H2O,,Multi-Event:LGDisp+C-O: Ar-COOH + Ar-Cl,Multi-Event:LGDisp+C-O__Ar-COOH + Ar-Cl
Multi-Event:LGDisp+C-O,Ar-COOH,Ar-Iodonium|Ar-OR,2,1,,,,KOtBu,PhMe,,Multi-Event:LGDisp+C-O: Ar-COOH + Ar-Iodonium|Ar-OR,Multi-Event:LGDisp+C-O__Ar-COOH + Ar-Iodonium|Ar-OR
Multi-Event:LGDisp+C-O,Ar-COOH,HeteroAr-Cl,2,1,,,,N-methylmorpholine,PhMe,,Multi-Event:LGDisp+C-O: Ar-COOH + HeteroAr-Cl,Multi-Event:LGDisp+C-O__Ar-COOH + HeteroAr-Cl
Multi-Event:LGDisp+C-O,Ar-COOH|Ar-F,Ar-F,2,1,,Potassium ferricyanide,,NaHCO3/NaOH,MeCN/H2O,,Multi-Event:LGDisp+C-O: Ar-COOH|Ar-F + Ar-F,Multi-Event:LGDisp+C-O__Ar-COOH|Ar-F + Ar-F
Multi-Event:LGDisp+C-O,Ar-Cl,Ar-Br,2,1,,,,Cs2CO3,DMF,,Multi-Event:LGDisp+C-O: Ar-Cl + Ar-Br,Multi-Event:LGDisp+C-O__Ar-Cl + Ar-Br
Multi-Event:LGDisp+C-O,Ar-F,RCH2-COOH,2,1,,Potassium ferricyanide,,NaHCO3/NaOH,MeCN/H2O,,Multi-Event:LGDisp+C-O: Ar-F + RCH2-COOH,Multi-Event:LGDisp+C-O__Ar-F + RCH2-COOH
Multi-Event:LGDisp+C-O,Ar-Iodonium|Ar-OH,,2,1,,,,K2CO3,MeCN,,Multi-Event:LGDisp+C-O: Ar-Iodonium|Ar-OH,Multi-Event:LGDisp+C-O__Ar-Iodonium|Ar-OH
Multi-Event:LGDisp+C-O,Ar-OH,Ar-Iodonium|Alkyl-F,2,1,,,,NaOH,H2O,,Multi-Event:LGDisp+C-O: Ar-OH + Ar-Iodonium|Alkyl-F,Multi-Event:LGDisp+C-O__Ar-OH + Ar-Iodonium|Alkyl-F
Multi-Event:LGDisp+C-O,Ar-OH,Inorganic,2,1,,,,Cs2CO3,MeOH,,Multi-Event:LGDisp+C-O: Ar-OH + Inorganic,Multi-Event:LGDisp+C-O__Ar-OH + Inorganic
Multi-Event:LGDisp+C-O,Ar-OH|Ar-Alkyl,Ar-Iodonium,2,1,,,,K2CO3,H2O/MeCN,,Multi-Event:LGDisp+C-O: Ar-OH|Ar-Alkyl + Ar-Iodonium,Multi-Event:LGDisp+C-O__Ar-OH|Ar-Alkyl + Ar-Iodonium
Multi-Event:LGDisp+C-O,Ar-OH|Ar-OR,R_acidic-H,2,1,,,,Na2CO3,DCM/H2O,NH4Cl,Multi-Event:LGDisp+C-O: Ar-OH|Ar-OR + R_acidic-H,Multi-Event:LGDisp+C-O__Ar-OH|Ar-OR + R_acidic-H
Multi-Event:LGDisp+C-O,HeteroAr-H,Ar-Br,2,1,,[PdCl(C3H5)]2,tBuXPhos,Cs2CO3,PhMe,,Multi-Event:LGDisp+C-O: HeteroAr-H + Ar-Br,Multi-Event:LGDisp+C-O__HeteroAr-H + Ar-Br
Multi-Event:LGDisp+C-O,HeteroAr-H|HeteroAr-OH,Ar-COCl,2,1,,,,,PhMe,,Multi-Event:LGDisp+C-O: HeteroAr-H|HeteroAr-OH + Ar-COCl,Multi-Event:LGDisp+C-O__HeteroAr-H|HeteroAr-OH + Ar-COCl
Multi-Event:LGDisp+C-O,HeteroAr-I,HeteroAr-OH,2,1,,CuI,Picolinic acid,K3PO4,DMSO/H2O,NH4Cl,Multi-Event:LGDisp+C-O: HeteroAr-I + HeteroAr-OH,Multi-Event:LGDisp+C-O__HeteroAr-I + HeteroAr-OH
