reaction_smiles,reaction_label,spectator_groups
Clc1ccccc1.c1ccc(C2=NCCCC2)cc1>>c1ccc([C@H]2NCCC[C@H]2c2ccccc2)cc1.c1ccc(C2=C(c3ccccc3)N(c3ccccc3)CCC2)cc1,,
C1CCNCC1.CC(C)(C)c1cccc(-n2c(C=Cc3ccc(C(F)(F)F)nc3)nc3ccc(Cl)cc3c2=O)c1>>CC(C)(C)c1cccc(-n2c(C=Cc3ccc(C(F)(F)F)nc3)nc3ccc(N4CCCCC4)cc3c2=O)c1,Ar–Cl + R1R2–NH → Ar–NR1R2,heteroaryl_nitrogen; heteroaryl_nitrogen; alkene; heteroaryl_nitrogen
C1CNCCNC1.FC(F)(F)c1cnc(Cl)c(Cl)c1>>FC(F)(F)c1cnc(N2CCCNCC2)c(Cl)c1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,secondary_amine; aryl_halide; heteroaryl_nitrogen
Cc1cc(N)ccc1[N+](=O)[O-].Cc1c(-c2ccc3cnc(Cl)nc3c2)cnc2c1N(C(=O)OC(C)(C)C)CCO2>>Cc1cc(Nc2ncc3ccc(-c4cnc5c(c4C)N(C(=O)OC(C)(C)C)CCO5)cc3n2)ccc1[N+](=O)[O-],HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,nitro; tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; carbamate; ether
O=C1C=CCC1.Brc1ccc(C=NNc2ccccc2)cc1>>O=C1CCc2c1c(-c1ccc(Br)cc1)nn2-c1ccccc1,(R2C=O + R–NH–NH) OR (intramolecular Ar–Br / R–NH–NH) →,
Nc1ccccc1.CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(Br)cc21>>CCCCCCC1(CCCCCC)c2ccccc2-c2ccc(Nc3ccccc3)cc21,Ar–Br + Ar–NH2 → Ar–NH–Ar,
O=c1cc[nH]c2ccccc12.O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>O=c1ccn(-c2ccccc2)c2ccccc12,,
Brc1ccccn1.O=c1[nH]ccc2ccc(-c3ccccc3)cc12>>O=c1c2cc(-c3ccccc3)ccc2ccn1-c1ccccn1,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen
Brc1ccccn1.O=c1[nH]cc(Br)c2ccccc12>>O=c1c2ccccc2c(Br)cn1-c1ccccn1,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; aryl_halide
CN1CCC[C@H](N)C1.COc1c(Nc2ccc3ccccc3c2C(=Cc2ccccc2)c2c[nH]c3ccccc23)c(=O)c1=O>>CN1CCCC(Nc2c(Nc3ccc4ccccc4c3C(=Cc3ccccc3)c3c[nH]c4ccccc34)c(=O)c2=O)C1,,
OC1CCNCC1.FC(F)(F)c1cccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)c1>>OC1CCN(c2nc(Nc3cccc(C(F)(F)F)c3)nc(Nc3cccc(C(F)(F)F)c3)n2)CC1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,alcohol; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; secondary_amine
Cc1cnc[nH]1.N#Cc1ccccc1Br>>Cc1cn(-c2ccccc2C#N)cn1.Cc1cncn1-c1ccccc1C#N,Ar–Br + AromN–H → Ar–AromN,heteroaryl_nitrogen; nitrile
CN1CCNCC1.Clc1cccnc1>>CN1CCN(c2cccnc2)CC1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,tertiary_amine; heteroaryl_nitrogen
Clc1cccnc1.Cn1nccc1N>>Cn1nccc1Nc1cccnc1,HeteroAr–Cl + HeteroAr–NH2 → HeteroAr–NH–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
Nc1ccc(F)cc1.COc1ccc(Cl)cc1>>COc1ccc(Nc2ccc(F)cc2)cc1,Ar–Cl + Ar–NH2 → Ar–NH–Ar,aryl_halide; ether
Nc1ccccc1.CCOc1c(OCC)c(=O)c1=O>>O=c1c(Nc2ccccc2)c(Nc2ccccc2)c1=O,,
O=C(NCc1ccccc1)C1=CCCCC1.Ic1ccccc1I>>O=C(C1=CCCCC1)N(Cc1ccccc1)c1ccccc1I,Ar–I + R–C(O)–NHR → Ar–N(C(O)–R)(R),alkene; aryl_halide
CC(C)(C)OC(=O)NCc1ccc(Br)cc1.Ic1ccccc1I>>CC(C)(C)OC(=O)N(Cc1ccc(Br)cc1)c1ccccc1I,Ar–I + RO–C(O)–NHR → Ar–N(C(O)–OR)(R),aryl_halide; aryl_halide
NCCN1CCOCC1.CCOc1ccc2nc(Cl)nc(Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2c1>>CCOc1ccc2nc(NCCN3CCOCC3)nc(Nc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2c1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,tertiary_amine; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; ether
CC(C)(C)OC(=O)N[C@H]1CC[C@H](N)C1.CC(C)Cc1cc(Cl)n2ncc(Br)c2n1>>CC(C)Cc1cc(N[C@H]2CC[C@H](NC(=O)OC(C)(C)C)C2)n2ncc(Br)c2n1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,carbamate; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
CCNCC.C#Cc1ccccc1Cn1cnc2c(Cl)ncnc21>>C#Cc1ccccc1Cn1cnc2c(N(CC)CC)ncnc21,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; alkyne
COc1cc([N+](=O)[O-])ccc1F.CC1CCNCC1>>COc1cc([N+](=O)[O-])ccc1N1CCC(C)CC1,Ar–F + R1R2–NH → Ar–NR1R2,ether; nitro; tertiary_amine
Clc1ncc(-c2ccccc2)cn1>>NN=c1ncc(-c2ccccc2)c[nH]1,,
Cc1cc(N)ccc1N1CCOCC1.CS(=O)(=O)Nc1ccccc1Nc1nc(Cl)ncc1Cl>>Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3NS(C)(=O)=O)n2)ccc1N1CCOCC1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,tertiary_amine; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; secondary_amine; sulfonamide
C1CCNC1.COc1ccc(Cn2cnc3cc(F)c(Br)cc3c2=O)cc1>>COc1ccc(Cn2cnc3cc(N4CCCC4)c(Br)cc3c2=O)cc1,Ar–F + R1R2–NH → Ar–NR1R2,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; ether
CC(C)(C)OC(=O)N1CCNCC1.N#Cc1ccc(Br)cc1F>>CC(C)(C)OC(=O)N1CCN(c2ccc(C#N)c(F)c2)CC1,Ar–Br + R1R2–NH → Ar–NR1R2,carbamate; aryl_halide; nitrile
O=[N+]([O-])c1ccc(Cl)cc1F.NCCOCc1ccccc1>>O=[N+]([O-])c1ccc(Cl)cc1NCCOCc1ccccc1,Ar–F + R–NH2 → Ar–NH–R,aryl_halide; nitro; tertiary_amine; ether
CCNc1cc(C)nc(Cl)n1.O=C(c1cc(Cl)cc(Cl)c1)N1C2CCC1CNC2>>CCNc1cc(C)nc(N2CC3CCC(C2)N3C(=O)c2cc(Cl)cc(Cl)c2)n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; amide; aryl_halide; aryl_halide
COc1ccccc1Br.NC1CC1>>COc1ccccc1NC1CC1,Ar–Br + R–NH2 → Ar–NH–R,ether
CC1=NNC(=O)C1.Brc1ccc([I+]c2ccc(Br)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>Cc1cc(Oc2ccc(Br)cc2)n(-c2ccc(Br)cc2)n1,Ar–Br + R–C(O)–NHR →,
C=CCNc1ccccc1.COc1cccc(Cl)c1Br>>COc1cccc2c1c(C)cn2-c1ccccc1,(Ar–Br + Ar–NH–R) OR (Ar–Br + H2C=CHR1) OR (Ar–Cl + Ar–NH–R) OR (Ar–Cl + H2C=CHR1) →,
CNCCOC.N#Cc1ccc(F)c(Br)c1>>COCCN(C)c1cc(C#N)ccc1F,Ar–Br + R1R2–NH → Ar–NR1R2,ether; aryl_halide; nitrile
C[C@H]1CC[C@H](N)CC1.Nc1ncc(C(F)(F)F)c(Cl)n1>>C[C@H]1CC[C@H](Nc2nc(N)ncc2C(F)(F)F)CC1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; heteroaryl_nitrogen; primary_amine
NC(=O)c1cccc(C(F)(F)F)n1.OC[C@H]1CC[C@H](n2cc3cc(Br)ccc3n2)CC1>>O=C(Nc1ccc2nn([C@H]3CC[C@H](CO)CC3)cc2c1)c1cccc(C(F)(F)F)n1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; alcohol
c1ccc2c(c1)Nc1ccccc1O2.Brc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1>>c1ccc(-c2nc(-c3ccc(N4c5ccccc5Oc5ccccc54)cc3)n(-c3ccccc3)c2-c2ccccc2)cc1,Ar–Br + HeteroAr–HeteroAr–NH → Ar–N(HeteroAr)(HeteroAr),ether; heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1ccccn1.c1ccc(-c2cc(-c3ccccc3)c(-c3c(-c4ccccc4)[nH]c4ccccc34)o2)cc1>>c1ccc(-c2cc(-c3ccccc3)c(-c3c(-c4ccccc4)n(-c4ccccn4)c4ccccc34)o2)cc1,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen
Brc1ccccc1I.CC(C)(C)c1ccccc1N>>CC(C)(C)c1ccccc1Nc1ccccc1Br,Ar–I + Ar–NH2 → Ar–NH–Ar,aryl_halide
C[C@@H]1CNCCO1.Cc1nc(Cl)sc1S(=O)(=O)F>>Cc1nc(N2CCO[C@H](C)C2)sc1S(=O)(=O)F,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,ether; heteroaryl_nitrogen
O=S(=O)(Cl)c1ccc(F)c(Cl)c1.COCCN(CCOC)C1CNC1.Cl.Cn1cc(Cl)c(CN)n1>>COCCN(CCOC)C1CN(S(=O)(=O)c2ccc(NCc3nn(C)cc3Cl)c(Cl)c2)C1,(Ar–Cl + R1R2–NH) OR (Ar–Cl + R–NH2) OR (Ar–F + R1R2–NH) OR (Ar–F + R–NH2) OR (Ar–S(O)2Cl + R1R2–NH) OR (Ar–S(O)2Cl + R–NH2) OR (HeteroAr–Cl + R1R2–NH) OR (intramolecular HeteroAr–Cl / R–NH2) →,
CC1CCN(CCN)C1.O=S(=O)(Cl)c1ccc(F)c(Cl)c1.c1ccc(CC2CNCCO2)cc1>>C[C@H]1CCN(CCNS(=O)(=O)c2ccc(N3CCO[C@@H](Cc4ccccc4)C3)c(Cl)c2)C1,(Ar–Cl + R1R2–NH) OR (Ar–Cl + R–NH2) OR (Ar–F + R1R2–NH) OR (Ar–F + R–NH2) OR (Ar–S(O)2Cl + R1R2–NH) OR (Ar–S(O)2Cl + R–NH2) →,
Cc1cc(C)cc(OCC2CNC(=O)O2)c1.OB(O)c1ccc(F)cc1>>Cc1cc(C)cc(OCC2CN(c3ccc(F)cc3)C(=O)O2)c1,Ar–B(OH)2 + RO–C(O)–NHR → Ar–N(C(O)–OR)(R),ether; aryl_halide
COC(=O)c1ccccc1Br.Cc1cc([C@@H](C)N)c2nc(N3CCCCC3)cc(=O)n2c1>>COC(=O)c1ccccc1N[C@H](C)c1cc(C)cn2c(=O)cc(N3CCCCC3)nc12,Ar–Br + R–NH2 → Ar–NH–R,ester; heteroaryl_nitrogen; heteroaryl_nitrogen; tertiary_amine
Clc1ccnc(Cl)n1.Cc1cc(N)n[nH]1>>Cc1cc(Nc2ccnc(Cl)n2)n[nH]1,HeteroAr–Cl + HeteroAr–NH2 → HeteroAr–NH–HeteroAr,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
Nc1ccc(N)cc1.Cc1nc(Cl)nc(Cl)c1F>>Cc1nc(Cl)nc(Nc2ccc(N)cc2)c1F,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,primary_amine; aryl_halide; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
Fc1ccc(Br)cc1.CN1CCCNCC1>>CN1CCCN(c2ccc(F)cc2)CC1,Ar–Br + R1R2–NH → Ar–NR1R2,aryl_halide; tertiary_amine
O=C1CCCN1.Nc1cccnc1Br>>c1cnc2c(c1)nc1n2CCC1,(HeteroAr–Br + R–C(O)–NHR) OR (intramolecular HeteroAr–Br / HeteroAr–NH2) →,
Cc1ccc(S(=O)(=O)N(NC(=O)c2ccccc2)C(=O)c2ccccc2Br)cc1>>Cc1ccc(S(=O)(=O)n2c(=O)c3ccccc3n2C(=O)c2ccccc2)cc1,intramolecular (5-membered ring) Ar–Br / R–C(O)–NHR → Ar–N(C(O)–R)(N),amide; sulfonamide
Brc1ccccn1.CC(=O)c1n[nH]c2cc(Cl)ccc12>>CC(=O)c1nn(-c2ccccn2)c2cc(Cl)ccc12,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen; ketone; aryl_halide
O=[N+]([O-])c1ccc2nc(Cl)c(Cl)nc2c1.NCc1ccc(Br)cc1>>O=[N+]([O-])c1ccc2nc(NCc3ccc(Br)cc3)c(Cl)nc2c1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; nitro; tertiary_amine; aryl_halide
NCCCCN.COC(CNc1nc(N)nc(Cl)n1)OC>>COC(CNc1nc(N)nc(NCCCCN)n1)OC,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,primary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; primary_amine; secondary_amine; ether; ether
Cn1cc2cc(Br)ccc2n1.O=c1[nH]cc2ccc(OCC(F)(F)F)nc2c1-c1ccc(Cl)cc1>>Cn1cc2cc(-n3cc4ccc(OCC(F)(F)F)nc4c(-c4ccc(Cl)cc4)c3=O)ccc2n1,Ar–Br + AromN–H → Ar–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; ether
Cc1nn(C)c2nc(Br)cc(C3CCCCC3)c12>>Cc1nn(C)c2[nH]c(=NN)cc(C3CCCCC3)c12,,
FC(F)(F)c1ccc(N2CCNCC2)cc1.FC(F)(F)c1ccc(-c2nc3c(Cl)ncnc3n2C2CCCC2)cc1>>FC(F)(F)c1ccc(-c2nc3c(N4CCN(c5ccc(C(F)(F)F)cc5)CC4)ncnc3n2C2CCCC2)cc1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
COC(=O)c1ccccc1F.CNCc1cccs1>>CN1c2ccccc2C(=O)C1c1cccs1,Ar–F + R1R2–NH →,
C[C@@H]1CCNC[C@@H]1N(C)c1ncnc2[nH]ccc12.Cc1nc2nc(SCc3ccc(Cl)cc3)nn2c(Cl)c1C>>Cc1nc2nc(SCc3ccc(Cl)cc3)nn2c(N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1C,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide
C[C@@H]1CCNC[C@@H]1N(C)c1ncnc2[nH]ccc12.Cc1cc(Cl)n2nc(SCc3ccc(F)c(Cl)c3)nc2n1>>Cc1cc(N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)n2nc(SCc3ccc(F)c(Cl)c3)nc2n1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; aryl_halide
Nc1cccc([N+](=O)[O-])c1.Clc1nc(Cl)c2[nH]cnc2n1>>O=[N+]([O-])c1cccc(Nc2nc(Cl)nc3nc[nH]c23)c1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,nitro; tertiary_amine; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
O=c1cc[nH]c2c(Br)cncc12.Cc1ccc(B(O)O)c(Cl)c1>>Cc1ccc2c3cncc4c(=O)ccn(c2c1)c43,(Ar–B(OH)2 + AromN–H) OR (Ar–Cl + AromN–H) OR (HeteroAr–Br + Ar–B(OH)2) OR (intramolecular Ar–Cl / Ar–B(OH)2) OR (intramolecular HeteroAr–Br / AromN–H) →,
CCC(=O)c1cccc(Br)c1.O=C(C1CCCO1)N1CCNCC1>>CCC(=O)c1cccc(N2CCN(C(=O)C3CCCO3)CC2)c1,Ar–Br + R1R2–NH → Ar–NR1R2,ketone; amide; ether
C1CCNCC1.CCOC(=O)c1nc2ccccc2nc1Cl>>CCOC(=O)c1nc2ccccc2nc1N1CCCCC1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,heteroaryl_nitrogen; ester; heteroaryl_nitrogen
O=C1CCCN1.OC1(C(F)(F)F)c2ccccc2-c2ccc(Br)cc21>>O=C1CCCN1c1ccc2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,Ar–Br + R–C(O)–NHR → Ar–N(C(O)–R)(R),alcohol
Nc1ccc(C2CCCCC2)cc1.Brc1ccc(C2CCCCC2)cc1>>c1cc(C2CCCCC2)ccc1Nc1ccc(C2CCCCC2)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,
COc1cc(N)cc(OC)c1OC.Cc1cc([N+](=O)[O-])c(F)cc1Br>>COc1cc(Nc2cc(Br)c(C)cc2[N+](=O)[O-])cc(OC)c1OC,Ar–F + Ar–NH2 → Ar–NH–Ar,ether; ether; ether; aryl_halide; nitro; tertiary_amine
Nc1ccc(I)c(Cl)c1.CCCC(CCC)c1nc2c(Cl)nc3ccccc3c2[nH]1>>CCCC(CCC)c1nc2c(Nc3ccc(I)c(Cl)c3)nc3ccccc3c2[nH]1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
CNN.Cc1cnc(Cl)c(Br)n1>>Cc1cnc(Cl)c(N(C)N)n1,HeteroAr–Br + R–NH–NH → HeteroAr–N(R)(N),primary_amine; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
Nc1cccnc1.CN1C(=O)c2ccc(Br)cc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1>>CN1C(=O)c2ccc(Nc3cccnc3)cc2N2C(=O)CCC12C(=O)Nc1cccc(F)c1,Ar–Br + HeteroAr–NH2 → Ar–NH–HeteroAr,heteroaryl_nitrogen; amide; amide; amide; aryl_halide
Ic1ccccc1.Brc1ccc2c(c1)[nH]c1ccccc12>>Brc1ccc2c3ccccc3n(-c3ccccc3)c2c1,Ar–I + AromN–H → Ar–AromN,aryl_halide
Cc1cc(C)c(-n2ccnc2)c(C)c1.CC1(C)[C@H]2Cc3cc(Cl)ncc3[C@@H]1C2>>Cc1cc(C)c(-n2cc[n+](-c3cc4c(cn3)[C@@H]3C[C@H](C4)C3(C)C)c2)c(C)c1.[Cl-],,
c1ccc2c(c1)Nc1ccccc1O2.Cc1cccc(I)c1Br>>Cc1cccc(N2c3ccccc3Oc3ccccc32)c1Br,Ar–I + HeteroAr–HeteroAr–NH → Ar–N(HeteroAr)(HeteroAr),ether; aryl_halide
CCCCNCCCC.CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1>>CCCCN(CCCC)c1ccc2c(c1)CCc1cccnc1C2=C1CCN(C(=O)OCC)CC1,Ar–Cl + R1R2–NH → Ar–NR1R2,alkene; heteroaryl_nitrogen; carbamate
Cl.N[C@@H]1c2ccccc2CC12CCNCC2.O=C(Nc1cccc(Sc2cnc(Cl)cn2)c1Cl)c1ccc[nH]c1=O>>N[C@@H]1c2ccccc2CC12CCN(c1cnc(Sc3cccc(NC(=O)c4ccc[nH]c4=O)c3Cl)cn1)CC2,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,primary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; amide
N=C(Nc1ccccc1)c1ccccc1.Fc1ccc2c(c1)-c1ccccc1[I+]2.O=S(=O)([O-])C(F)(F)F>>Fc1ccc2c(c1)-c1ccccc1N(c1ccccc1)C(c1ccccc1)=N2,(Ar–F + Alkenyl–NH) OR (Ar–F + Ar–Alkenyl–NH) →,
Cc1ccccc1N.C1=CC=C2C(=C1)[Cl+]C1=CC=CC=C12.[F-][B+3]([F-])([F-])[F-]>>Cc1ccccc1Nc1ccccc1-c1ccccc1Cl,,
Cc1ccc(C)c([Si](C)(C)C)c1OS(=O)(=O)C(F)(F)F.Cc1ccc(S(=O)(=O)NC[Si](C)(C)Cc2ccccc2)cc1>>Cc1ccc(S(=O)(=O)N2C[Si](C)(C)c3c(C)ccc(C)c32)cc1,(Ar–OTf + R–S(O)2–NHR) OR (intramolecular Ar–OTf / Ar–SiR3) →,
Nc1cccc(OC(F)(F)F)c1.COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1OS(=O)(=O)F>>COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1Nc1cccc(OC(F)(F)F)c1,O–S(O)2F + Ar–NH2 →,
CC(C)(C)OC(=O)NCCN.O=C1C=Cc2ccc(Br)c3cccc1c23>>CC(C)(C)OC(=O)NCCNc1ccc2c3c(cccc13)C(=O)C=C2,Ar–Br + R–NH2 → Ar–NH–R,carbamate; ketone; alkene
OCC1CCNC1.O=C1CCC(N2C(=O)c3ccc(F)cc3C2=O)C(=O)N1>>O=CC1CCN(c2ccc3c(c2)C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,(Ar–F + R1R2–NH) OR (Ar–F + R–OH) OR (intramolecular Ar–F / R–C(O)–NHR) →,
NC(=S)Nc1ccccc1.Cc1ccc(C(=O)CBr)cc1.Fc1ccc(I)cc1>>Cc1ccc(-c2csc(N(c3ccccc3)c3ccc(F)cc3)n2)cc1,(Allyl–Br + Alkenyl–NH2) OR (Allyl–Br + Ar–Alkenyl–NH) OR (Ar–F + Alkenyl–NH2) OR (Ar–F + Ar–Alkenyl–NH) OR (Ar–I + Alkenyl–NH2) OR (Ar–I + Ar–Alkenyl–NH) OR (R2C=O + Alkenyl–NH2) OR (R2C=O + Ar–Alkenyl–NH) →,
Clc1ccc2cc[nH]c2c1.COc1cccnc1F>>COc1cccnc1-n1ccc2ccc(Cl)cc21,HeteroAr–F + AromN–H → HeteroAr–AromN,aryl_halide; heteroaryl_nitrogen; ether
N#CN.O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccccc1Br>>Nc1nc2ccccc2c(=O)n1-c1ccc(OC(F)(F)F)cc1,(Ar–Br + Alkynyl–NH2) OR (intramolecular Ar–Br / R–C(O)–NHR) →,
O=[N+]([O-])c1ccc(F)cc1F.Cc1ccc2[nH]ccc2c1>>Cc1ccc2c(ccn2-c2cc(F)ccc2[N+](=O)[O-])c1,Ar–F + AromN–H → Ar–AromN,aryl_halide; nitro; tertiary_amine
Nc1ccc2[nH]c(=O)oc2c1.Fc1ccc(Cn2ccc3c(Cl)ncnc32)c(Cl)c1>>O=c1[nH]c2ccc(Nc3ncnc4c3ccn4Cc3ccc(F)cc3Cl)cc2o1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; aryl_halide
CN1Cc2nc(Cl)ccc2C12CCOCC2.COc1cc(N)c(C#N)nc1-c1cccc2c1ncn2C(F)F>>COc1cc(Nc2ccc3c(n2)CN(C)C32CCOCC2)c(C#N)nc1-c1cccc2c1ncn2C(F)F,HeteroAr–Cl + HeteroAr–NH2 → HeteroAr–NH–HeteroAr,heteroaryl_nitrogen; tertiary_amine; ether; heteroaryl_nitrogen; nitrile; ether; heteroaryl_nitrogen; heteroaryl_nitrogen
c1cc[nH]c1.Cc1ccc(-n2c(F)c(C#Cc3ccccc3)cc(F)c2=O)cc1>>Cc1ccc(-n2c(-n3cccc3)c(C#Cc3ccccc3)cc(F)c2=O)cc1,HeteroAr–F + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; alkyne; aryl_halide
FC(F)(F)c1cccc(Cl)c1.Nc1ccc2sc3ccccc3c2c1>>FC(F)(F)c1cccc(Nc2ccc3sc4ccccc4c3c2)c1,Ar–Cl + Ar–NH2 → Ar–NH–Ar,
O=C(c1ccccc1)c1cccc(Br)c1.Cn1ccc2cc(N)ccc21>>Cn1ccc2cc(Nc3cccc(C(=O)c4ccccc4)c3)ccc21,Ar–Br + Ar–NH2 → Ar–NH–Ar,ketone; heteroaryl_nitrogen
CC(C)(C)c1ccc(N)cc1.Brc1cnn2ccc(N3CCCC3)nc12>>CC(C)(C)c1ccc(Nc2cnn3ccc(N4CCCC4)nc23)cc1,HeteroAr–Br + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; tertiary_amine
Clc1ncnc2nc[nH]c12.COC(=O)c1ccc(S)cc1>>COC(=O)c1ccc(Sc2ncnc3nc[nH]c23)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; ester
N#Cc1c(-c2ccccc2)cc(-c2ccccc2)c(C(=O)c2ccccc2Cl)c1N>>N#Cc1c(-c2ccccc2)cc(-c2ccccc2)c2c(=O)c3ccccc3[nH]c12,intramolecular (6-membered ring) Ar–Cl / Ar–NH2 → Ar–NH–Ar,ketone; nitrile
NCCc1ccncc1.O=[N+]([O-])c1ccccc1Nc1ncc(Cl)c(Cl)n1>>O=[N+]([O-])c1ccccc1Nc1ncc(Cl)c(NCCc2ccncc2)n1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; nitro; tertiary_amine
Ic1ccccc1.NC(=O)C12CC3CC(CC(C3)C1)C2>>O=C(Nc1ccccc1)C1C2CC3CC(C2)CC1C3,Ar–I + R–C(O)–NH2 →,
Cc1c(C)n(N)c2ccccc12.C=CC#Cc1ccccc1Br>>C=CC#Cc1ccccc1Nn1c(C)c(C)c2ccccc21,Ar–Br + N–NH2 → Ar–NH–N,heteroaryl_nitrogen; alkyne; alkene
C=CC#Cc1ccccc1Br.Cc1ccc(C(C)(C)C)c(N)c1>>C=CC#Cc1ccccc1Nc1cc(C)ccc1C(C)(C)C,Ar–Br + Ar–NH2 → Ar–NH–Ar,alkyne; alkene
CC[C@H](N)CO.Cc1cc(C)c(CNc2nc(F)nc3c2ncn3C(C)C)cn1>>CC[C@H](CO)Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1,(HeteroAr–F + R–NH2) OR (HeteroAr–F + R–OH) OR (intramolecular HeteroAr–F / HeteroAr–R–NH) →,
