reaction_smiles,reaction_label,spectator_groups
C1COCCN1.Fc1ccc(CCOc2cc(Cl)ncn2)cc1>>Fc1ccc(CCOc2cc(N3CCOCC3)ncn2)cc1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,ether; heteroaryl_nitrogen; ether; heteroaryl_nitrogen; aryl_halide
C1COCCN1.Clc1cnc2ccc(Br)cc2n1>>Brc1ccc2ncc(N3CCOCC3)nc2c1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,ether; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide
NC(Cc1ccc(F)cc1)C(=O)O.Ic1ccccc1>>O=C(O)[C@H](Cc1ccc(F)cc1)Nc1ccccc1,(Ar–I + R–NH2) OR (intramolecular Ar–F / R–NH2) OR (intramolecular R–C(O)OH / R–NH2) →,
COc1cc2nc(N)[nH]c2cc1OC.Cc1cc(Cl)nc(-n2nc(C)cc2C)n1>>COc1cc2nc(Nc3cc(C)nc(-n4nc(C)cc4C)n3)[nH]c2cc1OC,HeteroAr–Cl + HeteroAr–NH2 → HeteroAr–NH–HeteroAr,heteroaryl_nitrogen; ether; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
CC(C)(C)OC(=O)N1CCNCC1.CCCCn1c(-c2ccccc2)cc(C=O)c1Br>>CCCCn1c(-c2ccccc2)cc(C=O)c1N1CCN(C(=O)OC(C)(C)C)CC1,HeteroAr–Br + R1R2–NH → HeteroAr–NR1R2,carbamate; heteroaryl_nitrogen; aldehyde
Brc1cccc2cccc(-c3c4[nH]c5ccccc5c4c(-c4cccc5cccc(Br)c45)c4[nH]c5ccccc5c34)c12>>c1cc2cccc3c2c(c1)c1c2c4ccccc4n4c5cccc6cccc(c65)c(c5c6ccccc6n3c15)c24,intramolecular Ar–Br / AromN–H →,
O=C(ONC1CCCCC1)c1ccccc1.O=C(Nc1ccc(Br)c2ccccc12)c1ccccn1>>O=c1n(-c2ccccn2)c2c3ccccc3c(Br)cc2n1C1CCCCC1,(Ar–Br + R–O–NH) OR (intramolecular Ar–Br / R–C(O)–NHR) →,
C#Cc1cccc(N)c1.COCCOc1cc2ncnc(Cl)c2cc1OCCOC>>C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,alkyne; heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; ether; ether
C1COCCN1.O=Cc1ccc(F)c(Cl)c1>>O=Cc1ccc(N2CCOCC2)c(Cl)c1,Ar–F + R1R2–NH → Ar–NR1R2,ether; aryl_halide; aldehyde
CC(C)(C)OC(=O)N[C@@H]1COCC12CCN(c1cnc(C(=O)c3cccc(Cl)c3Cl)c(Cl)n1)CC2>>CC(C)(C)OC(=O)N[C@@H]1COCC12CCN(c1cnc3c(-c4cccc(Cl)c4Cl)n[nH]c3n1)CC2,(intramolecular Ar–Cl / RO–C(O)–NHR) OR (intramolecular HeteroAr–Cl / RO–C(O)–NHR) →,
O=[N+]([O-])c1cnc(Cl)cc1Cl.CC(C)(C)OC(=O)NCCCN>>CC(C)(C)OC(=O)NCCCNc1cc(Cl)ncc1[N+](=O)[O-],HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,aryl_halide; nitro; tertiary_amine; heteroaryl_nitrogen; carbamate
NCCc1ccccc1.CC(C)(C)OC(=O)NCCCNc1nc(Cl)ncc1I>>CC(C)(C)OC(=O)NCCCNc1nc(NCCc2ccccc2)ncc1I,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; secondary_amine; carbamate
C[Si](C)(C)C#CI1OC(=O)c2ccccc21.C=C[S@@](=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc1.Ic1ccccc1>>C=C[S@@](=O)c1ccccc1N(C#Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1,(Ar–I + Alkynyl–SiR3) OR (Ar–I + H2C=CHR1) OR (Ar–I + R–S(O)2–NHR) →,
O=C(OCc1ccccc1)N1CCNCC1.CC(C)(C)OC(=O)c1ccc(Br)cc1>>CC(C)(C)OC(=O)c1ccc(N2CCN(C(=O)OCc3ccccc3)CC2)cc1,Ar–Br + R1R2–NH → Ar–NR1R2,carbamate; ester
C1COCCN1.Cc1nn(C)c(C)c1/N=N/c1ccccc1F>>Cc1nn(C)c(C)c1/N=N/c1ccccc1N1CCOCC1.Cc1nn(C)c(C)c1/N=N\c1ccccc1N1CCOCC1,Ar–F + R1R2–NH → Ar–NR1R2,ether; azo; heteroaryl_nitrogen; heteroaryl_nitrogen
C1COCCN1.FC(F)(F)COc1ccc(Oc2ccc(Br)cc2)cc1>>FC(F)(F)COc1ccc(Oc2ccc(N3CCOCC3)cc2)cc1,Ar–Br + R1R2–NH → Ar–NR1R2,ether; ether; ether
C1CCNCC1.Clc1cncnc1>>c1ncc(N2CCCCC2)cn1,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,heteroaryl_nitrogen; heteroaryl_nitrogen
Brc1cccc2ccccc12.c1ccc2c(c1)CCN2.Cc1ccc(S(=O)(=O)NN=Cc2ccccc2)cc1>>c1ccc(Cc2ccc(N3CCc4ccccc43)c3ccccc23)cc1,(Ar–Br + HeteroAr–R–NH) OR (Ar–Br + R–S(O)2–NHR) →,
FC1(F)CCNC1.COc1cc(C(=O)c2nc(Cl)nc3ccsc23)cc(OC)c1OC>>COc1cc(C(=O)c2nc(N3CCC(F)(F)C3)nc3ccsc23)cc(OC)c1OC,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,heteroaryl_nitrogen; heteroaryl_nitrogen; ketone; ether; ether; ether
C1=CCNC1.COc1cc(C(=O)c2nc(Cl)nc3ccsc23)cc(OC)c1OC>>COc1cc(C(=O)c2nc(N3CC=CC3)nc3ccsc23)cc(OC)c1OC,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,alkene; heteroaryl_nitrogen; heteroaryl_nitrogen; ketone; ether; ether; ether
FC(F)(F)c1ccc2ncnc(Cl)c2c1.COc1cc(N)cc(OC)c1OC>>COc1cc(Nc2ncnc3ccc(C(F)(F)F)cc23)cc(OC)c1OC,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; ether
N#Cc1ccc(Cl)cc1.Clc1ccc2c(c1)[nH]c1ccccc12>>N#Cc1ccc(-n2c3ccccc3c3ccc(Cl)cc32)cc1,Ar–Cl + AromN–H → Ar–AromN,nitrile; aryl_halide
O=C1CCc2cc(Br)ccc21.C=CCN(C(=O)Nc1ccc(OC)cc1)C(F)(F)F>>COc1ccc(N2C(=O)N(C(F)(F)F)CC2Cc2ccc3c(c2)CCC3=O)cc1,(Ar–Br + H2C=CHR1) OR (Ar–Br + R2N–C(O)–NHR) →,
Nc1ccc(S(N)(=O)=O)cc1.COc1ccc(C(=O)CSc2nc(Cl)c(C#N)c(C(C)C)n2)cc1>>COc1ccc(C(=O)CSc2nc(Nc3ccc(S(N)(=O)=O)cc3)c(C#N)c(C(C)C)n2)cc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,sulfonamide; heteroaryl_nitrogen; nitrile; heteroaryl_nitrogen; ketone; ether
C1COCCN1.Clc1ccc(Cc2ccccn2)cc1>>c1ccc(Cc2ccc(N3CCOCC3)cc2)nc1,Ar–Cl + R1R2–NH → Ar–NR1R2,ether; heteroaryl_nitrogen
CCCCN.Cc1ccc([N+](=O)[O-])c(F)c1>>CCCCNc1cc(C)ccc1[N+](=O)[O-],Ar–F + R–NH2 → Ar–NH–R,nitro; tertiary_amine
CCCCN.Cc1cc(C)cc(Cl)c1>>CCCCNc1cc(C)cc(C)c1,Ar–Cl + R–NH2 → Ar–NH–R,
C1CCNC1.CC(C)(C)c1ccc(Cl)cc1>>CC(C)(C)c1ccc(N2CCCC2)cc1,Ar–Cl + R1R2–NH → Ar–NR1R2,
CCCCN.COc1c(C)cc(Br)cc1C>>CCCCNc1cc(C)c(OC)c(C)c1,Ar–Br + R–NH2 → Ar–NH–R,ether
NCc1ccccc1.FC(F)(F)Oc1ccc(Br)cc1>>FC(F)(F)Oc1ccc(NCc2ccccc2)cc1,Ar–Br + R–NH2 → Ar–NH–R,ether
FC(F)(F)Oc1ccc(Br)cc1.C[C@H]1CC[C@H](N)CC1>>C[C@H]1CC[C@H](Nc2ccc(OC(F)(F)F)cc2)CC1,Ar–Br + R–NH2 → Ar–NH–R,ether
FC(F)(F)Oc1ccc(Br)cc1.FC1(F)CNC1>>FC1(F)CN(c2ccc(OC(F)(F)F)cc2)C1,Ar–Br + R1R2–NH → Ar–NR1R2,ether
NCCCc1ccccc1Br>>c1ccc2c(c1)CCCN2,intramolecular (6-membered ring) Ar–Br / R–NH2 → Ar–NH–R,
CC(C)c1ccc(CNC(=O)C2CCCN(C(=O)OC(C)(C)C)C2)cc1.CC(C)(C)OC(=O)C(C)(C)Oc1cccc(Br)c1>>CC(C)c1ccc(CNC(=O)C2CCCN(c3cccc(OC(C)(C)C(=O)OC(C)(C)C)c3)C2)cc1,Ar–Br + R–C(O)–NHR →,
Clc1ccc(NCCCNc2ccc(Cl)cc2)cc1>>Clc1ccc(N2CCCN2c2ccc(Cl)cc2)cc1,intramolecular Ar–Cl / Ar–NH–R →,
O=[N+]([O-])c1cc(F)ccc1F.NCc1ccccc1OC(F)F>>O=[N+]([O-])c1cc(F)ccc1NCc1ccccc1OC(F)F,Ar–F + R–NH2 → Ar–NH–R,nitro; tertiary_amine; aryl_halide; ether
CN.CCOc1nc(OCC)nc(-c2ccccc2)n1>>CCOc1nc(NC)nc(-c2ccccc2)n1,,
Cc1ccc(S(=O)(=O)NN=CC=Cc2ccccc2)cc1.O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>Cc1ccc(S(=O)(=O)c2ccccc2)cc1.c1ccc(-c2ccn(-c3ccccc3)n2)cc1,,
O=C(O)CNc1ccccc1Cl.O=Cc1coc2ccc(Cl)cc2c1=O>>O=c1c2cc(Cl)ccc2oc2c1ccn2-c1ccccc1Cl,(Ar–Cl + Ar–NH–R) OR (R–CH=O + Ar–NH–R) OR (intramolecular Ar–Cl / Ar–NH–R) OR (intramolecular R–C(O)OH / Ar–NH–R) →,
O=C(O)CNc1ccccc1Cl.Cc1cc2occ(C=O)c(=O)c2cc1Cl>>Cc1cc2oc3c(ccn3-c3ccccc3Cl)c(=O)c2cc1Cl,(Ar–Cl + Ar–NH–R) OR (R–CH=O + Ar–NH–R) OR (intramolecular Ar–Cl / Ar–NH–R) OR (intramolecular R–C(O)OH / Ar–NH–R) →,
COc1ccc(NCC(=O)O)cc1.O=Cc1coc2ccc(Cl)cc2c1=O>>COc1ccc(-n2ccc3c(=O)c4cc(Cl)ccc4oc32)cc1,(Ar–Cl + Ar–NH–R) OR (R–CH=O + Ar–NH–R) OR (intramolecular R–C(O)OH / Ar–NH–R) →,
CN1CCNCC1.O=[N+]([O-])c1cc(Br)ccc1F>>CN1CCN(c2ccc(Br)cc2[N+](=O)[O-])CC1,Ar–F + R1R2–NH → Ar–NR1R2,tertiary_amine; nitro; tertiary_amine; aryl_halide
Brc1ccc(I)cc1.COc1ccc(/N=N/[Si](C)(C)C)cc1>>COc1ccc(/N=N/c2ccc(Br)cc2)cc1,,
CCOC(=O)c1cnc(SC)nc1Cl.CC(C)(C)OC(=O)Nc1ccc(CN)cc1>>CCOC(=O)c1cnc(SC)nc1NCc1ccc(NC(=O)OC(C)(C)C)cc1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; ester; heteroaryl_nitrogen; carbamate
C=CCn1[nH]c2nc(SC)ncc2c1=O.CCC1(NS(=O)C(C)(C)C)CCc2ccc(Br)nc21>>C=CCn1c(=O)c2cnc(SC)nc2n1-c1ccc2c(n1)C(CC)(NS(=O)C(C)(C)C)CC2,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen; alkene; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine
COc1ccc(N)cc1.Clc1nccc(-c2cc3ccccc3s2)n1>>COc1ccc(Nc2nccc(-c3cc4ccccc4s3)n2)cc1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,ether; heteroaryl_nitrogen; heteroaryl_nitrogen
NC(=O)c1cccnc1.COC(=O)c1ccc(Br)cc1>>COC(=O)c1ccc(NC(=O)c2cccnc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,heteroaryl_nitrogen; ester
Nc1ccc(Br)cc1.c1ccc2[nH]ccc2c1>>Nc1ccc(-n2ccc3ccccc32)cc1,Ar–Br + AromN–H → Ar–AromN,primary_amine
Ic1ccccc1.S=C(Nc1ccc(Cl)cc1)Nc1ccccc1I>>Clc1ccc(N(c2ccccc2)c2nc3ccccc3s2)cc1,(Ar–I + Ar–Alkenyl–NH) OR (intramolecular Ar–Cl / Ar–Alkenyl–NH) OR (intramolecular Ar–I / Ar–Alkenyl–NH) →,
CCCN.Clc1ccccn1>>CCCNc1ccccn1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen
OC[C@H]1O[C@@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@@H]1O.Cl.N[C@H]1COc2ccccc2C1>>OC[C@H]1O[C@@H](n2cnc3c(N[C@H]4COc5ccccc5C4)ncnc32)[C@H](O)[C@@H]1O,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; alcohol; ether; alcohol; alcohol; ether
CC(C)(C)OC(=O)NCCOCCOCCOCCOCCN.O=C1CCC(N2C(=O)c3cccc(F)c3C2=O)C(=O)N1>>CC(C)(C)OC(=O)NCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,Ar–F + R–NH2 → Ar–NH–R,ether; ether; ether; ether; carbamate; imide; imide
NNc1ccc(Cl)cc1.O=Cc1ccccc1Br>>Clc1ccc(-n2ncc3ccccc32)cc1,(Ar–Br + N–NH2) OR (Ar–Br + R–NH–NH) OR (R–CH=O + N–NH2) OR (R–CH=O + R–NH–NH) OR (intramolecular Ar–Cl / N–NH2) OR (intramolecular Ar–Cl / R–NH–NH) →,
Fc1ccc(Br)c(I)c1.CCC(C)(C)NC(=O)c1ccccn1>>CC1(C)C=Cc2cc(F)ccc2N1C(=O)c1ccccn1,(Ar–Br + R–C(O)–NHR) OR (Ar–F + R–C(O)–NHR) OR (Ar–I + R–C(O)–NHR) →,
CC(C)(C)OC(N)=O.CC(c1ccc(C=O)cc1)c1cccc(Br)c1>>CC(c1ccc(C=O)cc1)c1cccc(NC(=O)OC(C)(C)C)c1,Ar–Br + RO–C(O)–NH2 → Ar–NH–C(O)–OR,aldehyde
CCCCCCOc1ccc(Nc2ccc(OC)cc2)cc1.CC(C)(C)[Si](C)(C)c1sc(Cl)c2ccccc12>>CCCCCCOc1ccc(N(c2ccc(OC)cc2)c2sc([Si](C)(C)C(C)(C)C)c3ccccc23)cc1,HeteroAr–Cl + Ar1Ar2–NH → HeteroAr–N(Ar)(Ar),ether; ether
Brc1ccccc1.Nc1c(-c2ccccc2)nc2ccccn12>>c1ccc(Nc2c(-c3ccccc3)nc3ccccn23)cc1,Ar–Br + HeteroAr–NH2 → Ar–NH–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen
N#Cc1c(-c2ccccc2Br)c(N)n2ccccc12>>N#Cc1c2c3ccccc3[nH]c2n2ccccc12,intramolecular (5-membered ring) Ar–Br / HeteroAr–NH2 → Ar–NH–HeteroAr,heteroaryl_nitrogen; nitrile
Nc1cccc(C(F)(F)F)c1.O=C(Nc1cccc(Nc2cc(Cl)ncn2)c1)C1CC1>>O=C(Nc1cccc(Nc2cc(Nc3cccc(C(F)(F)F)c3)ncn2)c1)C1CC1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; amide
COc1cc(N)ccc1Cl.O=C(Nc1cccc(Nc2cc(Cl)ncn2)c1)C1CC1>>COc1cc(Nc2cc(Nc3cccc(NC(=O)C4CC4)c3)ncn2)ccc1Cl,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,aryl_halide; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; amide
S=C(Nc1ccc(Cl)cc1)Nc1ccccc1I.BrCc1ccccc1Br>>Clc1ccc(N(Cc2ccccc2Br)c2nc3ccccc3s2)cc1,(Ar–Br + Ar–Alkenyl–NH) OR (Benzyl–Br + Ar–Alkenyl–NH) OR (intramolecular Ar–Cl / Ar–Alkenyl–NH) OR (intramolecular Ar–I / Ar–Alkenyl–NH) →,
COCC(C)N.COc1cc2c(Cl)c(C(N)=O)cnc2cc1-c1c(C)noc1C>>COCC(C)Nc1c(C(N)=O)cnc2cc(-c3c(C)noc3C)c(OC)cc12,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,ether; amide; heteroaryl_nitrogen; ether; heteroaryl_nitrogen
CCOC(=O)c1cn[nH]c1.CON=Cc1cc(C)ccc1Br>>CCOC(=O)c1cnn(-c2cc(Br)c(C=NOC)cc2C)c1,Ar–Br + AromN–H →,
Cc1cc(Cl)n2nc(SCc3nc4ccccc4[nH]3)nc2n1.Nc1ccc(C(=O)/C=C/c2ccc(-n3cccn3)cc2)cc1>>Cc1cc(Nc2ccc(C(=O)/C=C/c3ccc(-n4cccn4)cc3)cc2)n2nc(SCc3nc4ccccc4[nH]3)nc2n1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; ketone; alkene; heteroaryl_nitrogen; heteroaryl_nitrogen
CNc1cc(OC)c(OC)c(OC)c1.Fc1ccc2nc(Cl)nc(Cl)c2c1>>COc1cc(N(C)c2nc(Cl)nc3ccc(F)cc23)cc(OC)c1OC,HeteroAr–Cl + Ar–NH–R → HeteroAr–N(Ar)(R),ether; ether; ether; heteroaryl_nitrogen; aryl_halide; aryl_halide; heteroaryl_nitrogen
C1COCCN1.CCCCn1cc(C(=O)O)c(=O)c2c(F)cc(F)cc21>>CCCCn1cc(C(=O)O)c(=O)c2c(F)cc(N3CCOCC3)cc21,Ar–F + R1R2–NH → Ar–NR1R2,ether; aryl_halide; heteroaryl_nitrogen; carboxylic_acid
C[C@H]1COC(=O)N1.COc1ccc([I+]c2ccc(OC)cc2)cc1.O=S(=O)([O-])C(F)(F)F>>COc1ccc(N2C(=O)OC[C@@H]2C)cc1,,
NC(=O)c1ccccc1N.CC1CCNCC1.O=Cc1ccccc1Br>>CC1CCN(c2ccccc2-c2nc(=O)c3ccccc3[nH]2)CC1,(Ar–Br + Ar–NH2) OR (Ar–Br + R1R2–NH) OR (Ar–Br + R–C(O)–NH2) OR (R–CH=O + Ar–NH2) OR (R–CH=O + R1R2–NH) →,
O=c1[nH]c2ccccc2c(=O)o1.COC(=O)c1ccc([I+]c2c(OC)cc(OC)cc2OC)cc1.O=C([O-])C(F)(F)F>>COC(=O)c1ccc(-n2c(=O)oc(=O)c3ccccc32)cc1,,
Nc1cccc(C(F)(F)F)c1F.COc1nc2nonc2cc1Cl>>COc1nc2nonc2cc1Nc1cccc(C(F)(F)F)c1F,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,aryl_halide; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
O=C(CC(=O)c1ccc(Cl)cc1)Nc1ccccc1.COC(=O)O[C@@H]1C=C[C@H](OC(=O)OC)CC1>>O=C(c1ccc(Cl)cc1)[C@@H]1C(=O)N(c2ccccc2)[C@H]2C=CCC[C@@H]12,intramolecular Ar–Cl / R–C(O)–NHR →,
CC(=O)c1ccc(Cl)cc1.CC(C)(C)OC(=O)N1CCC(C(=O)NN)CC1>>CC(=O)c1ccc(NNC(=O)C2CCN(C(=O)OC(C)(C)C)CC2)cc1,Ar–Cl + N–NH2 → Ar–NH–N,ketone; amide; carbamate
CN1CCNCC1.COc1cc2nc(Cl)nc(NCc3c(C)cc(C)[nH]c3=O)c2cc1OC>>COc1cc2nc(N3CCN(C)CC3)nc(NCc3c(C)cc(C)[nH]c3=O)c2cc1OC,HeteroAr–Cl + R1R2–NH → HeteroAr–NR1R2,tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; ether; ether
COC(=O)c1ccc(CN)cc1.Cl.CC(=O)Nc1cccc(F)c1[N+](=O)[O-]>>COC(=O)c1ccc(CNc2cccc(NC(C)=O)c2[N+](=O)[O-])cc1,Ar–F + R–NH2 → Ar–NH–R,ester; nitro; tertiary_amine; amide
c1cn[nH]c1.O=[N+]([O-])c1cccc(I)c1>>O=[N+]([O-])c1cccc(-n2cccn2)c1,Ar–I + AromN–H → Ar–AromN,heteroaryl_nitrogen; nitro; tertiary_amine
FC(F)(F)c1ccc(Cl)cc1.O=C1CCCN1>>O=C1CCCN1c1ccc(C(F)(F)F)cc1,Ar–Cl + R–C(O)–NHR → Ar–N(C(O)–R)(R),
NC(=O)c1ccccc1.Cc1ccc(Br)cc1>>Cc1ccc(NC(=O)c2ccccc2)cc1,Ar–Br + R–C(O)–NH2 → Ar–NH–C(O)–R,
Clc1ccc(Br)cc1.Nc1cccc(N)c1-c1cccc2ccccc12>>Clc1ccc(Nc2cccc(Nc3ccc(Cl)cc3)c2-c2cccc3ccccc23)cc1,(Ar–Br + Ar–NH2) OR (Ar–Cl + Ar–NH2) →,
c1c[nH]cn1.COc1ccc(N=Nc2ccc(I)cc2)cc1>>COc1ccc(N=Nc2ccc(-n3ccnc3)cc2)cc1,Ar–I + AromN–H → Ar–AromN,heteroaryl_nitrogen; azo; ether
Nc1ccccc1Br.Clc1ccccc1I>>Clc1ccccc1Nc1ccccc1Br,Ar–I + Ar–NH2 → Ar–NH–Ar,aryl_halide; aryl_halide
FC(F)(F)c1ccc(Cl)cc1.C1CC[C@H]2NCCC[C@@H]2C1>>FC(F)(F)c1ccc(N2CCC[C@@H]3CCCC[C@H]32)cc1,Ar–Cl + R1R2–NH → Ar–NR1R2,
Clc1ncnc2nc[nH]c12.NCc1ccccc1>>c1ccc(CNc2ncnc3nc[nH]c23)cc1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
NCCN1CCOCC1.COc1ccc(-c2nc(Cl)c3ccccc3n2)cc1>>COc1ccc(-c2nc(NCCN3CCOCC3)c3ccccc3n2)cc1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,tertiary_amine; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; ether
Cl.NCc1nc2ccc(F)c(F)c2[nH]1.Clc1nc(Cl)c2ncn(CCc3ccoc3)c2n1.C1COCCN1>>Fc1ccc2nc(CNc3nc(N4CCOCC4)nc4c3ncn4CCc3ccoc3)[nH]c2c1F,(Ar–F + R1R2–NH) OR (HeteroAr–Cl + AromN–H) OR (HeteroAr–Cl + R1R2–NH) OR (HeteroAr–Cl + R–NH2) OR (intramolecular Ar–F / AromN–H) OR (intramolecular Ar–F / R–NH2) →,
CC1(C)C(=O)Nc2cc(Br)cnc21.COC(=O)C12C3C4C1C1C2C3C41C(=O)OI(OC(=O)C12C3C4C1C1C2C3C41C(=O)OC)c1c(C)cc(C)cc1C>>COC(=O)C12C3C4C1C1C2C3C41N1C(=O)C(C)(C)c2ncc(Br)cc21,intramolecular HeteroAr–Br / R–C(O)–NHR →,
COc1ccc([I+]c2c(C)cc(C)cc2C)cc1.O=S(=O)([O-])C(F)(F)F>>COc1ccc(/N=N/c2ccc(OC)cc2)cc1,,
N#Cc1ccc([N+](=O)[O-])cc1F>>Nc1n[nH]c2cc([N+](=O)[O-])ccc12,,
COc1ccc(N)cc1.O=[N+]([O-])c1ccc(Br)cc1F>>COc1ccc(Nc2cc(Br)ccc2[N+](=O)[O-])cc1,Ar–F + Ar–NH2 → Ar–NH–Ar,ether; aryl_halide; nitro; tertiary_amine
CCCCCCCCc1ccc(NC(=O)c2ccc3[nH]c4c(C(=O)c5ccccc5Br)nccc4c3c2)cc1>>CCCCCCCCc1ccc(NC(=O)c2ccc3[nH]c4c5[n+](ccc4c3c2)-c2ccccc2C5=O)cc1.[Br-],(intramolecular Ar–Br / AromN–H) OR (intramolecular Ar–Br / R–C(O)–NHR) →,
CNc1ccccc1.O=Cc1ccc(F)cc1O.C#Cc1ccccc1>>CN(c1ccccc1)c1c(Cc2ccccc2)oc2cc(F)ccc12,(Ar–F + Ar–NH–R) OR (Ar–F + R–C≡C–H) OR (R–CH=O + Ar–NH–R) OR (intramolecular Ar–F / Ar–OH) →,
CCN.CCc1cccc(CC)c1Nc1cc(OC)cc(Br)n1>>CCNc1cc(OC)cc(Nc2c(CC)cccc2CC)n1,HeteroAr–Br + R–NH2 → HeteroAr–NH–R,heteroaryl_nitrogen; ether; secondary_amine
CC(=O)c1ccc(Br)cc1.CSc1ccccc1N>>CSc1ccccc1Nc1ccc(C(C)=O)cc1,Ar–Br + Ar–NH2 → Ar–NH–Ar,ketone
O=C(O)[C@@H]1CCCCN1.Fc1cccc(Br)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1>>Fc1cccc2c1-c1nc3c4ccccc4c4ccccc4c3n1C1CCCCN21,(Ar–Br + R1R2–NH) OR (Ar–F + R1R2–NH) OR (intramolecular Ar–Br / AromN–H) OR (intramolecular Ar–F / AromN–H) OR (intramolecular R–C(O)OH / R1R2–NH) →,
CN(C)CCN.O=C1c2cccc3cccc(c23)C(=O)N1Nc1nc(Cl)nc(N2CCOCC2)n1>>CN(C)CCNc1nc(NN2C(=O)c3cccc4cccc(c34)C2=O)nc(N2CCOCC2)n1,HeteroAr–Cl + R–NH2 → HeteroAr–NH–R,tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; tertiary_amine; imide; ether
CN1CCN(c2ccc(N)cc2)CC1.CS(=O)(=O)N1CCC(Nc2nc(Cl)ncc2Br)CC1>>CN1CCN(c2ccc(Nc3ncc(Br)c(NC4CCN(S(C)(=O)=O)CC4)n3)cc2)CC1,HeteroAr–Cl + Ar–NH2 → HeteroAr–NH–Ar,tertiary_amine; tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; secondary_amine; sulfonamide
Brc1ccccn1.COc1ccc2c(c1)[nH]c1nc(C)ccc12>>COc1ccc2c3ccc(C)nc3n(-c3ccccn3)c2c1,HeteroAr–Br + AromN–H → HeteroAr–AromN,heteroaryl_nitrogen; heteroaryl_nitrogen; ether
c1ccc2c(c1)CCN2.COc1ccc([I+][C-]2C(=O)CCCC2=O)cc1>>COc1ccc(N2CCc3ccccc32)cc1,R2C=O + HeteroAr–R–NH →,
CCOC(=O)c1cnc(Cl)nc1NCCCNC(=O)OC(C)(C)C.Nc1ccccc1Br>>CCOC(=O)c1cnc(Nc2ccccc2Br)nc1NCCCN,(Ar–Br + HeteroAr–R–NH) OR (Ar–Br + RO–C(O)–NHR) OR (HeteroAr–Cl + Ar–NH2) OR (intramolecular Ar–Br / Ar–NH2) OR (intramolecular HeteroAr–Cl / HeteroAr–R–NH) OR (intramolecular HeteroAr–Cl / RO–C(O)–NHR) →,
