input_row,reaction_type,example,rxn_smiles,valid,error,warnings,query_label,grammar_id,query_signatures,candidate_count,recipe_count,recommendation_rank,recipe_id,score,label_similarity,signature_similarity,qualifier_similarity,expected_yield_pct,mean_z_score,support,source_reaction_types,source_row_numbers,condition_display,resolved_components,temperature_c,time_h,concentration_m,atmosphere,condition_identity_uncertainty,declared_absences,recipe_warnings,procedure_text,explanation
138,Buchwald-Hartwig amination,Ph-Br + 3-methylpyrazole,Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,4,RCR1:0e104bcf2011615c964675c94e7fdcc3003223ea710818469ef03215a30534ab,0.886193,0.925,1.0,0.5,86.67,3.17,1,CN-Coupling,44115,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K2CO3 [base]; tAmOH [solvent],Me4tBuXPhos [ligand] <cas:857356-94-6>; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent],80,23,,,true,,CONDITION_IDENTITY_UNCERTAINTY,23 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
138,Buchwald-Hartwig amination,Ph-Br + 3-methylpyrazole,Brc1ccccc1.c1c[nH]nc1C>>Cc1nn(c2ccccc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,5,RCR1:ea3ff5f44a9f5119d904aa47005d0b641fdc0f1b9353876593b39a0570b05f03,0.883272,0.925,1.0,0.5,89.12,1.57,1,Buchwald-Hartwig,18703,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K3PO4 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
139,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Cl + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Cl; XH|N_aromatic|H1|HeteroAr,25736,19694,1,RCR1:1dada2c496500c91bfd66e50c69dd5bed0401f17c5cd32d4083a1aec6eb62cea,0.905985,0.925,1.0,0.5,100.0,3.07,1,Buchwald-Hartwig,39770,P(tBu)3 Pd(crotyl)Cl [catalyst]; P(tBu)3 [ligand]; KHMDS [base]; Dioxane [solvent],"P(tBu)3 [ligand]; KHMDS [base] <cas:40949-94-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; P(tBu)3 Pd(crotyl)Cl [other_reagent]",25,14,,,true,,CONDITION_IDENTITY_UNCERTAINTY,14 h at 25 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
139,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Cl + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Cl; XH|N_aromatic|H1|HeteroAr,25736,19694,2,RCR1:c5c7fa7a52f46e5293709a347b1f009046d37ad60fe9cc3c34eacc37b6fadd5f,0.895785,0.925,1.0,0.5,93.65,2.79,1,Buchwald-Hartwig,41877,JosiphosSL-J009-1 Pd G3 [catalyst]; JosiphosSL-J009-1 [ligand]; KHMDS [base]; Dioxane [solvent],"JosiphosSL-J009-1 [ligand]; KHMDS [base] <cas:40949-94-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; JosiphosSL-J009-1 Pd G3 [other_reagent]",25,14,,,true,,CONDITION_IDENTITY_UNCERTAINTY,14 h at 25 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
139,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Cl + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Cl; XH|N_aromatic|H1|HeteroAr,25736,19694,3,RCR1:2263e28a0575879c714f23cb47607621e67255dbbc8d2407bb20b684a6b1de47,0.887073,0.925,1.0,0.5,73.54,2.352,5,Buchwald-Hartwig,19388; 55813; 19386; 21901; 21899,tBuBrettPhos Pd(allyl)OTf [catalyst]; tBuBrettPhos [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],"tBuBrettPhos [ligand] <cas:1160861-53-9>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; Water [solvent] <cas:7732-18-5>; tBuBrettPhos Pd(allyl)OTf [other_reagent]",80,3,,,true,,CONDITION_IDENTITY_UNCERTAINTY,3 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
139,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Cl + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Cl; XH|N_aromatic|H1|HeteroAr,25736,19694,4,RCR1:4584e6590652c08f79f074cb59927b9e040b8aa9093b58c9ce4d7412a5f3a7d8,0.881185,0.925,1.0,0.5,85.69,2.08,1,Buchwald-Hartwig,10540,AlphosPd)2cod [catalyst]; AlPhos [ligand]; K3PO4 [base]; Dioxane [solvent]; water [solvent],"AlPhos [ligand] <cas:1805783-60-1>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; Water [solvent] <cas:7732-18-5>; AlphosPd)2cod [other_reagent]",60,3,,,true,,CONDITION_IDENTITY_UNCERTAINTY,3 h at 60 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
139,Buchwald-Hartwig amination,4-chloroanisole + 3-methylpyrazole,Clc1ccc(OC)cc1.c1c[nH]nc1C>>Cc1nn(c2ccc(OC)cc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Cl + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Cl; XH|N_aromatic|H1|HeteroAr,25736,19694,5,RCR1:6e50d7fd0d7282e0b74d4dbf08dce25a2f85ede365fd0cbe65705a2aba59407e,0.8789,0.925,1.0,0.5,83.42,2.33,1,Buchwald-Hartwig,7492,tBuXPhos Pd G3 [catalyst]; tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"tBuXPhos-Pd-G3 [metal_catalyst] <cas:1447963-75-8>; tBuXPhos [ligand] <cas:564483-19-8>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>",25,14,,,false,,,14 h at 25 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
140,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,1,RCR1:2971c80c7521953b9c07320d4c46c0c2fed33f0b0669ceb4bf08b6c19bfef74c,0.89309,0.925,1.0,0.5,90.28,4.53,1,CN-Coupling,28966,(DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; K2CO3 [base]; tAmOH [solvent],DiMeIHept Cl [ligand]; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; (DiMeIHept Cl) Pd(cinnamyl)Cl [other_reagent],80,24,,,true,,CONDITION_IDENTITY_UNCERTAINTY,24 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
140,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,2,RCR1:9e317ba318b17bdc5dd0840125d9e0b010b638cf2a534b3b694b8477e387919e,0.888376,0.925,1.0,0.5,88.05,3.23,1,CN-Coupling,37738,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",80,6,,,true,,CONDITION_IDENTITY_UNCERTAINTY,6 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
140,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,3,RCR1:f5937edc0d9fdcffe4b50bc9ed8f152bf91a9522ff68fb1d6b295db52a27b01e,0.886347,0.925,1.0,0.5,90.89,1.63,1,Buchwald-Hartwig,2577,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
140,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,4,RCR1:0e104bcf2011615c964675c94e7fdcc3003223ea710818469ef03215a30534ab,0.886193,0.925,1.0,0.5,86.67,3.17,1,CN-Coupling,44115,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K2CO3 [base]; tAmOH [solvent],Me4tBuXPhos [ligand] <cas:857356-94-6>; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent],80,23,,,true,,CONDITION_IDENTITY_UNCERTAINTY,23 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
140,Buchwald-Hartwig amination,Ph-Br + imidazole -> N-phenylimidazole,Brc1ccccc1.c1cnc[nH]1>>c1ccccc1n1cncc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,5,RCR1:ea3ff5f44a9f5119d904aa47005d0b641fdc0f1b9353876593b39a0570b05f03,0.883272,0.925,1.0,0.5,89.12,1.57,1,Buchwald-Hartwig,18703,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K3PO4 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
141,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,1,RCR1:2971c80c7521953b9c07320d4c46c0c2fed33f0b0669ceb4bf08b6c19bfef74c,0.89309,0.925,1.0,0.5,90.28,4.53,1,CN-Coupling,28966,(DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; K2CO3 [base]; tAmOH [solvent],DiMeIHept Cl [ligand]; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; (DiMeIHept Cl) Pd(cinnamyl)Cl [other_reagent],80,24,,,true,,CONDITION_IDENTITY_UNCERTAINTY,24 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
141,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,2,RCR1:9e317ba318b17bdc5dd0840125d9e0b010b638cf2a534b3b694b8477e387919e,0.888376,0.925,1.0,0.5,88.05,3.23,1,CN-Coupling,37738,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",80,6,,,true,,CONDITION_IDENTITY_UNCERTAINTY,6 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
141,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,3,RCR1:f5937edc0d9fdcffe4b50bc9ed8f152bf91a9522ff68fb1d6b295db52a27b01e,0.886347,0.925,1.0,0.5,90.89,1.63,1,Buchwald-Hartwig,2577,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
141,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,4,RCR1:0e104bcf2011615c964675c94e7fdcc3003223ea710818469ef03215a30534ab,0.886193,0.925,1.0,0.5,86.67,3.17,1,CN-Coupling,44115,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K2CO3 [base]; tAmOH [solvent],Me4tBuXPhos [ligand] <cas:857356-94-6>; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent],80,23,,,true,,CONDITION_IDENTITY_UNCERTAINTY,23 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
141,Buchwald-Hartwig amination,4-bromofluorobenzene + imidazole,Brc1ccc(F)cc1.c1cnc[nH]1>>Fc1ccc(n2cncc2)cc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,5,RCR1:ea3ff5f44a9f5119d904aa47005d0b641fdc0f1b9353876593b39a0570b05f03,0.883272,0.925,1.0,0.5,89.12,1.57,1,Buchwald-Hartwig,18703,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K3PO4 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
142,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,1,RCR1:2971c80c7521953b9c07320d4c46c0c2fed33f0b0669ceb4bf08b6c19bfef74c,0.89309,0.925,1.0,0.5,90.28,4.53,1,CN-Coupling,28966,(DiMeIHept Cl) Pd(cinnamyl)Cl [catalyst]; DiMeIHept Cl [ligand]; K2CO3 [base]; tAmOH [solvent],DiMeIHept Cl [ligand]; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; (DiMeIHept Cl) Pd(cinnamyl)Cl [other_reagent],80,24,,,true,,CONDITION_IDENTITY_UNCERTAINTY,24 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
142,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,2,RCR1:9e317ba318b17bdc5dd0840125d9e0b010b638cf2a534b3b694b8477e387919e,0.888376,0.925,1.0,0.5,88.05,3.23,1,CN-Coupling,37738,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",80,6,,,true,,CONDITION_IDENTITY_UNCERTAINTY,6 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
142,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,3,RCR1:f5937edc0d9fdcffe4b50bc9ed8f152bf91a9522ff68fb1d6b295db52a27b01e,0.886347,0.925,1.0,0.5,90.89,1.63,1,Buchwald-Hartwig,2577,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; Cs2CO3 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Cesium carbonate [base] <cas:534-17-8>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
142,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,4,RCR1:0e104bcf2011615c964675c94e7fdcc3003223ea710818469ef03215a30534ab,0.886193,0.925,1.0,0.5,86.67,3.17,1,CN-Coupling,44115,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K2CO3 [base]; tAmOH [solvent],Me4tBuXPhos [ligand] <cas:857356-94-6>; Potassium carbonate [base] <cas:584-08-7>; tAmOH [solvent]; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent],80,23,,,true,,CONDITION_IDENTITY_UNCERTAINTY,23 h at 80 °C,Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
142,Buchwald-Hartwig amination,Ph-Br + carbazole -> N-phenylcarbazole,Brc1ccccc1.c1ccc2c(c1)c1ccccc1[nH]2>>c1ccc2c(c1)c1ccccc1n2c1ccccc1,true,,WEAK_LABEL_PRECEDENTS_NOT_STRUCTURE_VERIFIED; REACTIVE_SITES_MATCHED_AS_UNORDERED_PARTICIPANTS; UNRESOLVED_CONDITION_IDENTITIES_RETAINED_WITH_UNCERTAINTY,Ar–Br + AromN–H → Ar–AromN,sp2_c_n_substitution,LG|Ar|Br; XH|N_aromatic|H1|HeteroAr,25736,19694,5,RCR1:ea3ff5f44a9f5119d904aa47005d0b641fdc0f1b9353876593b39a0570b05f03,0.883272,0.925,1.0,0.5,89.12,1.57,1,Buchwald-Hartwig,18703,[Pd(allyl)(Me4-tBu-XPhos)]OTf [catalyst]; Me4tBuXPhos [ligand]; K3PO4 [base]; Dioxane [solvent],"Me4tBuXPhos [ligand] <cas:857356-94-6>; Tripotassium phosphate [base] <cas:7778-53-2>; 1,4-Dioxane [solvent] <cas:123-91-1>; [Pd(allyl)(Me4-tBu-XPhos)]OTf [other_reagent]",,,,,true,,CONDITION_IDENTITY_UNCERTAINTY,"5 h at 80 °C, then 18 h at 100 °C",Compatible reactive-taxonomy grammar; Exact unordered FG-signature pair
