canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status
CCOP(=O)(OCC)c1c(I)ccc2ccccc12.OCCS>>CCOP(=O)(OCC)c1c(SCCO)ccc2ccccc12,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc(I)cc1.Sc1ccccc1>>c1ccc(Sc2ccc(Sc3ccccc3)cc2)cc1,(Ar¹–Br + Ar²–H) OR (Ar¹–Br + Ar²–SH) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
FC(F)(F)S.Ic1ccc(N2CCOCC2)cc1.[Cu]>>FC(F)(F)Sc1ccc(N2CCOCC2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)c1cc(I)c(N)c(C#Cc2ccccc2)c1.Sc1ccccc1Br>>CC(C)c1cc2c3c(c1)cc(-c1ccccc1)n3-c1ccccc1S2,(Ar¹–Br + Ar²–H) OR (Ar¹–Br + Ar²–NH₂) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar¹–I / Ar²–H) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular Ar–I / Ar–H) OR (intramolecular Ar–I / Ar–NH₂) →,C_S_Coupling,,ambiguous_reactants
Cc1csc(NC(=O)c2cc(I)ccc2F)n1.Fc1ccc(S)cc1>>Cc1csc(NC(=O)c2cc(I)ccc2Sc2ccc(F)cc2)n1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
N#Cc1c(F)c(F)c(F)c(F)c1C#N.Sc1ccccc1>>N#Cc1c(C#N)c(Sc2ccccc2)c(F)c(F)c1Sc1ccccc1,(Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) →,C_S_Coupling,,ambiguous_reactants
C=CCOc1ccccc1I.Sc1ccccc1.[Na]>>C=CCOc1ccccc1Sc1ccccc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
N#Cc1ccc(I)cc1.Sc1ccccc1>>N#Cc1ccc(Sc2ccccc2)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccccc1S.NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl>>Cc1ccccc1Sc1ccc([N+](=O)[O-])cc1S(N)(=O)=O,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=O)CS.O=Cc1cc([N+](=O)[O-])ccc1Cl>>CCOC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,(Ar–Cl + R–SH) OR (Ar–Cl + activated C–H) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1cccc(Cl)c1S.O=Cc1ccc(Cl)cc1>>Cc1cccc(Cl)c1Sc1ccc(C=O)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1cccc(S)c1.N#Cc1ccc(I)cc1>>Cc1cccc(Sc2ccc(C#N)cc2)c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1cc(Cl)ccc1Cl.Sc1ccncc1>>O=[N+]([O-])c1cc(Cl)ccc1Sc1ccncc1,Ar–Cl + HeteroAr–SH → Ar–S–HeteroAr; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(S)CCc1ccccc1.FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1>>CC(CCc1ccccc1)Sc1cc(C(F)(F)F)cc(C(F)(F)F)c1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=S)S.Nc1ccc(Br)cc1I.[K]>>S=c1[nH]c2ccc(Br)cc2s1,(Ar–Br + Alkenyl–SH) OR (Ar–I + Alkenyl–SH) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / Ar–NH₂) OR (intramolecular Ar–I / Ar–H) OR (intramolecular Ar–I / Ar–NH₂) →,C_S_Coupling,,ambiguous_reactants
