canonical_reaction_smiles,reaction_display_label_detailed,original_reaction_type,detected_reaction_family,detection_status
Brc1cccc(I)c1.Sc1ccccc1>>c1ccc(Sc2cccc(Sc3ccccc3)c2)cc1,(Ar¹–Br + Ar²–H) OR (Ar¹–Br + Ar²–SH) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
COC(=O)c1ccc(I)cc1.SC1CCCCC1>>COC(=O)c1ccc(SC2CCCCC2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=Cc1c(Br)ccc(Br)c1F.SC12CC3CC(CC(C3)C1)C2>>O=Cc1c(Br)ccc(Br)c1SC12CC3CC(CC(C3)C1)C2,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(-c2nc(-c3cc(Cl)ccc3Br)[nH]c2-c2ccc(OC)cc2)cc1.Sc1ccccc1Br>>COc1ccc(-c2nc(-c3cc(Cl)ccc3Sc3ccccc3Br)[nH]c2-c2ccc(OC)cc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)CCS.Clc1ncn(Cc2ccc(Br)cc2)c1Cl>>COC(=O)CCSc1ccc(Cn2cnc(Cl)c2Cl)cc1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)S.Ic1ccc(I)cc1.[K]>>CC(=O)Sc1ccc(I)cc1,Ar–I + R–C(O)–SH → Ar–S–C(O)–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1nn(-c2ccccc2)c(Cl)c1C=O.Sc1ccccc1>>Cc1nn(-c2ccccc2)c(Sc2ccccc2)c1C=O,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=O)CS.FC(F)(F)c1cnc(Cl)c(Cl)c1>>CCOC(=O)CSc1ncc(C(F)(F)F)cc1Cl,HeteroAr–Cl + R–SH → HeteroAr–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1ccccc1NC(=O)c1ccc(F)c([N+](=O)[O-])c1.Sc1ccc(Cl)c(Cl)c1>>COC(=O)c1ccccc1NC(=O)c1ccc(Sc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1cc(NCc2ccc(F)c([N+](=O)[O-])c2)ccc1Cl.Sc1ccc(Cl)c(Cl)c1>>COC(=O)c1cc(NCc2ccc(Sc3ccc(Cl)c(Cl)c3)c([N+](=O)[O-])c2)ccc1Cl,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCN(CC)c1ccc2c(Cl)c(C(=O)Oc3ccccc3)c(=O)oc2c1.O=C(O)c1ccc(S)cc1>>CCN(CC)c1ccc2c(Sc3ccc(C(=O)O)cc3)c(C(=O)Oc3ccccc3)c(=O)oc2c1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc2[nH]ncc2c1.SCc1ccccc1>>c1ccc(CSc2ccc3[nH]ncc3c2)cc1,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOP(=O)(OCC)C(Cc1c(F)c(F)c(F)c(F)c1F)Nc1ccccc1.COc1cccc(S)c1>>CCOP(=O)(OCC)C(Cc1c(F)c(F)c(Sc2cccc(OC)c2)c(F)c1F)Nc1ccccc1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCS.N#Cc1c(Br)nc(-c2ccc(F)cc2)c(C#N)c1N>>CCSc1nc(-c2ccc(F)cc2)c(C#N)c(N)c1C#N,HeteroAr–Br + R–SH → HeteroAr–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
C=Cc1ccc(Br)cc1.Sc1ccccc1>>C=Cc1ccc(Sc2ccccc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(S)cc1.FC(F)(F)c1ccnc(Br)c1>>Cc1ccc(Sc2cc(C(F)(F)F)ccn2)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccccc1C(=O)c1ccc(F)c([N+](=O)[O-])c1.Sc1ccc(Cl)c(Cl)c1>>COc1ccccc1C(=O)c1ccc(Sc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCS.O=Cc1ccccc1Cl>>CCCSc1ccccc1C=O,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1cccs1.CCCCCCS>>CCCCCCSc1cccs1,HeteroAr–Br + R–SH → HeteroAr–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Cc1ccccc1Br>>Cc1ccccc1SC(C)(C)C,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(-c2[nH]c3ccccc3c(=O)c2I)cc1.Sc1ccc(Cl)cc1>>COc1ccc(-c2[nH]c3ccccc3c(=O)c2Sc2ccc(Cl)cc2)cc1,HeteroAr–I + Ar–SH → HeteroAr–S–Ar; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Fc1ccc(S)cc1.O=c1c(I)c(-c2ccc(F)cc2)[nH]c2ccccc12>>O=c1c(Sc2ccc(F)cc2)c(-c2ccc(F)cc2)[nH]c2ccccc12,HeteroAr–I + Ar–SH → HeteroAr–S–Ar; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=c1c(I)c(-c2ccc(Cl)cc2)[nH]c2ccccc12.Sc1ccccc1>>O=c1c(Sc2ccccc2)c(-c2ccc(Cl)cc2)[nH]c2ccccc12,HeteroAr–I + Ar–SH → HeteroAr–S–Ar; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1ccccc1S.O=[N+]([O-])c1cnc(Cl)cc1Cl>>COC(=O)c1ccccc1Sc1cc(Cl)ncc1[N+](=O)[O-],HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCS.COc1ccc(C#CC(=O)Cc2c(Br)[nH]c3ccccc23)cc1>>CCCSc1nc2ccccc2c2c1C(=O)CC2c1ccc(OC)cc1,(HeteroAr–Br + R–SH) OR (intramolecular HeteroAr¹–Br / AromN–H) OR (intramolecular HeteroAr–Br / Ar–H) OR (intramolecular HeteroAr–Br / activated C–H) →,C_S_Coupling,,ambiguous_reactants
CNC(=O)c1ccccc1S.Nc1n[nH]c2cc(I)ccc12>>CNC(=O)c1ccccc1Sc1ccc2c(N)n[nH]c2c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=C1CCC(N2C(=O)c3cccc(I)c3C2=O)C(=O)N1.SC1CCCCC1>>O=C1CCC(N2C(=O)c3cccc(SC4CCCCC4)c3C2=O)C(=O)N1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)S.CC(=O)SCc1ccccc1I.[K]>>CC(=O)SCc1ccccc1SC(C)=O,Ar–I + R–C(O)–SH → Ar–S–C(O)–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)S.CC(=O)SCc1cccc(I)c1.[K]>>CC(=O)SCc1cccc(SC(C)=O)c1,Ar–I + R–C(O)–SH → Ar–S–C(O)–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(C)c2c1[I+]c1cccc(C)c1-2.FC(F)(F)S.O=S(=O)([O-])C(F)(F)F.[Cs]>>Cc1ccc(C)c(-c2c(C)cccc2I)c1SC(F)(F)F.Cc1ccc(C)c(-c2c(C)cccc2SC(F)(F)F)c1I,,C_S_Coupling,,unavailable
CSc1ccc(I)c(Br)c1.Sc1ccccc1Br>>CSc1ccc(Sc2ccccc2Br)c(Br)c1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1ccc(I)cc1.Sc1ccc(Cl)cc1Cl>>O=[N+]([O-])c1ccc(Sc2ccc(Cl)cc2Cl)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Nc1cc(Cl)ccc1[N+](=O)[O-].Sc1ccccc1.[Na]>>Nc1cc(Sc2ccccc2)ccc1[N+](=O)[O-],Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCCCCCCCS.Clc1nc(Cl)nc(Cl)n1>>CCCCCCCCCSc1nc(Cl)nc(SCCCCCCCCC)n1,HeteroAr–Cl + R–SH →,C_S_Coupling,,reactant_only
CC(=O)c1oc2ccccc2c1Cl.Sc1ccc(Cl)cc1>>CC(=O)c1oc2ccccc2c1Sc1ccc(Cl)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)c1oc2ccc(Br)cc2c1Cl.Cc1ccc(S)cc1>>CC(=O)c1oc2ccc(Br)cc2c1Sc1ccc(C)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)c1cc2ccccc2cc1I.FC(F)(F)S.[Ag]>>COC(=O)c1cc2ccccc2cc1SC(F)(F)F,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(Br)cc1.Sc1ccccc1.[In]>>COc1ccc(Sc2ccccc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
N#Cc1ccc(F)cc1.OCCS>>N#Cc1ccc(SCCO)cc1,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Clc1cc(Cl)c(Cl)cc1Cl.[Na]>>CC(C)(C)Sc1cc(SC(C)(C)C)c(SC(C)(C)C)cc1SC(C)(C)C,(Ar–Cl + R–SH) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1ccc(NC(=O)C(F)(F)F)c(I)c1.Cc1ccc(S)cc1>>Cc1ccc(Sc2cc(C)ccc2NC(=O)C(F)(F)F)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=O)c1cnc2cc(Cl)c(F)cc2c1Cl.Sc1ccccc1>>CCOC(=O)c1cnc2cc(Sc3ccccc3)c(Sc3ccccc3)cc2c1Sc1ccccc1,(Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–SH) OR (Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) OR (HeteroAr–Cl + Ar–H) OR (HeteroAr–Cl + Ar–SH) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–Cl / HeteroAr–H) OR (intramolecular Ar–F / Ar–H) OR (intramolecular Ar–F / HeteroAr–H) OR (intramolecular HeteroAr–Cl / Ar–H) OR (intramolecular HeteroAr–Cl / HeteroAr–H) →,C_S_Coupling,,ambiguous_reactants
COc1cc(C)c(Cl)c(C)c1.COc1ccc(S)cc1>>COc1ccc(Sc2c(C)cc(OC)cc2C)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1cc(I)ccc1C#N.Cc1cccc(S)c1>>COc1cc(Sc2cccc(C)c2)ccc1C#N,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(I)cc1.SCCc1ccccc1>>Cc1ccc(SCCc2ccccc2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COC(=O)CS.O=Cc1cc([N+](=O)[O-])ccc1Cl>>COC(=O)c1cc2cc([N+](=O)[O-])ccc2s1,(Ar–Cl + R–SH) OR (Ar–Cl + activated C–H) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
O=C(O)c1cc([N+](=O)[O-])ccc1Br.Sc1ccccc1>>O=C(O)c1cc([N+](=O)[O-])ccc1Sc1ccccc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.Oc1ccccc1S>>O=[N+]([O-])c1ccc(Sc2ccccc2O)c([N+](=O)[O-])c1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CS(=O)(=O)[O-].N#CS.[Na].c1ccc([I+]c2ccccc2-c2ccccn2)cc1>>N#CSc1ccccc1-c1ccccn1,,C_S_Coupling,,unavailable
Cc1ccccc1Cl.SC1CCCCC1>>Cc1ccccc1SC1CCCCC1,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Fc1cc(F)c(F)cc1F.[Na]>>CC(C)(C)Sc1cc(F)c(SC(C)(C)C)cc1F,(Ar–F + R–SH) OR (intramolecular Ar–F / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CCOc1ccc(N)c(S)c1.O=[N+]([O-])c1cc(Cl)ccc1Cl>>CCOc1ccc(N)c(Sc2ccc(Cl)cc2[N+](=O)[O-])c1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=C(c1ccc(F)cc1)c1c(-c2ccc(OCCN3CCCC3)cc2)sc2ccccc12.SCCN1CCCC1>>O=C(c1ccc(SCCN2CCCC2)cc1)c1c(-c2ccc(OCCN3CCCC3)cc2)sc2ccccc12,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(I)cc1.SCCCCCOC1CCCCO1>>COc1ccc(SCCCCCOC2CCCCO2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
C=CCS.Fc1c(F)c(F)c(-c2ccccc2)c(F)c1F>>C=CCSc1c(F)c(F)c(-c2ccccc2)c(F)c1F,Ar–F + R–SH → Ar–S–R; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(S)cc1.O=[N+]([O-])c1ccc(I)cc1>>Cc1ccc(Sc2ccc(N)cc2)cc1,(Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
COc1cccc(S)c1.O=[N+]([O-])c1ccc(F)cc1>>COc1cccc(Sc2ccc([N+](=O)[O-])cc2)c1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CNC(=O)c1ccccc1S.Cc1ccc(I)cc1>>CNC(=O)c1ccccc1Sc1ccc(C)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCOC(=O)CCS.Fc1ccccc1-c1ccccc1Br>>CCOC(=O)CCSc1ccccc1-c1ccccc1F,Ar–Br + R–SH → Ar–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(I)cc1.FC(F)(F)S.[Cu]>>Cc1ccc(SC(F)(F)F)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1c(F)cccc1F.Sc1ccccc1>>O=[N+]([O-])c1c(Sc2ccccc2)cccc1Sc1ccccc1,(Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) OR (intramolecular Ar–F / Ar–H) →,C_S_Coupling,,ambiguous_reactants
CCCCCCCCCCCCCCCCS.Fc1c(F)c(F)c(F)c(F)c1F>>CCCCCCCCCCCCCCCCSc1c(F)c(F)c(SCCCCCCCCCCCCCCCC)c(F)c1F,Ar–F + R–SH →,C_S_Coupling,,reactant_only
CNC(=O)c1ccc(F)cc1F.Sc1ccccc1.[Na]>>CNC(=O)c1ccc(F)cc1Sc1ccccc1.CNC(=O)c1ccc(Sc2ccccc2)cc1F,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Clc1ccc(I)cc1.Sc1ccccc1Cl>>Clc1ccc(Sc2ccccc2Cl)cc1,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Nc1ccc(Cl)cc1S.O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl>>Nc1ccc(Cl)cc1Sc1cc(Cl)c(Cl)cc1[N+](=O)[O-],Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
O=[N+]([O-])c1ccc(Cl)c(Br)c1.Sc1cccc(Cl)c1.[Cu]>>O=[N+]([O-])c1ccc(Cl)c(Sc2cccc(Cl)c2)c1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Clc1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(I)c1.O=C(S)c1ccccc1.[Br-]>>Clc1ccc2cc(-c3ccccc3)sc2c1,(Ar¹–Cl + Ar²–H) OR (Ar¹–I + Ar²–H) OR (Ar–Cl + R–C(O)–SH) OR (Ar–I + R–C(O)–SH) OR (intramolecular Ar¹–Cl / Ar²–H) OR (intramolecular Ar¹–I / Ar²–H) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1ccc(C#Cc2cc(C)cc(I)c2N)cc1.Sc1ccccc1Br>>Cc1ccc(-c2cc3cc(C)cc4c3n2-c2ccccc2S4)cc1,(Ar¹–Br + Ar²–H) OR (Ar¹–Br + Ar²–NH₂) OR (Ar¹–I + Ar²–H) OR (Ar¹–I + Ar²–SH) OR (intramolecular Ar¹–I / Ar²–H) OR (intramolecular Ar–Br / Ar–H) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular Ar–I / Ar–H) OR (intramolecular Ar–I / Ar–NH₂) →,C_S_Coupling,,ambiguous_reactants
Ic1ccc(I)cc1.SC1CCCCC1>>c1cc(SC2CCCCC2)ccc1SC1CCCCC1,(Ar–I + R–SH) OR (intramolecular Ar–I / Ar–H) →,C_S_Coupling,,ambiguous_reactants
COc1cccc(S)c1.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1.[Na]>>COc1cccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)c1ccc(F)cc1.Cc1ccccc1S>>CC(=O)c1ccc(Sc2ccccc2C)cc1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCCCS.Clc1ccccc1I>>CCCCSc1ccccc1Cl,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CCS.O=Cc1ccc(Cl)cc1Cl>>CCSc1ccc(C=O)c(SCC)c1,(Ar–Cl + R–SH) OR (intramolecular Ar–Cl / Ar–H) →,C_S_Coupling,,ambiguous_reactants
Cc1ccc(Br)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(S)cc1.NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Cl>>Cc1ccc(Sc2ccc([N+](=O)[O-])cc2S(N)(=O)=O)cc1,Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1ccc(S)cc1OC.O=C(O)c1ccccc1I>>COc1ccc(Sc2ccccc2C(=O)O)cc1OC,Ar¹–I + Ar²–SH → Ar¹–S–Ar²; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)NCCS.O=[N+]([O-])c1ccc(Cl)c2nonc12>>CC(=O)NCCSc1ccc([N+](=O)[O-])c2nonc12,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Br)cc1.Sc1ccccc1>>Brc1ccc(-c2nc3sc(Cc4noc5ccccc45)nn3c2Sc2ccccc2)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)S.Clc1cccc(Cl)c1>>CC(C)(C)Sc1cccc(Cl)c1,Ar–Cl + R–SH → Ar–S–R; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Brc1cncc2ccccc12.COC(=O)[C@H](CS)NC(=O)OC(C)(C)C>>COC(=O)[C@H](CSc1cncc2ccccc12)NC(=O)OC(C)(C)C,HeteroAr–Br + R–SH → HeteroAr–S–R; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(C)(C)c1ccc(S)cc1.Cc1ccccc1Br>>Cc1ccccc1Sc1ccc(C(C)(C)C)cc1,Ar¹–Br + Ar²–SH → Ar¹–S–Ar²; edits: C–Br bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
COc1cccc(S)c1.O=Cc1ccccc1F>>COc1cccc(Sc2ccccc2C=O)c1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(CS)cc1.Cc1ccc(I)cc1>>Cc1ccc(CSc2ccc(C)cc2)cc1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CSC(=NC#N)SC.N#Cc1c(F)cccc1Cl.Sc1ccccc1>>Nc1nnc(NCc2c(Cl)cccc2Sc2ccccc2)[nH]1,(Ar¹–Cl + Ar²–H) OR (Ar¹–Cl + Ar²–SH) OR (Ar¹–F + Ar²–H) OR (Ar¹–F + Ar²–SH) OR (intramolecular Ar–Cl / Ar–H) OR (intramolecular Ar–F / Ar–H) →,C_S_Coupling,,ambiguous_reactants
COc1cc(Cl)c(C(=O)O)cc1[N+](=O)[O-].Sc1ccccc1>>COc1cc(Sc2ccccc2)c(C(=O)O)cc1[N+](=O)[O-],Ar¹–Cl + Ar²–SH → Ar¹–S–Ar²; edits: C–Cl bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
Cc1ccc(S)cc1.O=Cc1ccc(F)c(Br)c1>>Cc1ccc(Sc2ccc(C=O)cc2Br)cc1,Ar¹–F + Ar²–SH → Ar¹–S–Ar²; edits: C–F bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
CC(=O)c1cccc(I)c1.CCCCCCCCCCCCS>>CCCCCCCCCCCCSc1cccc(C(C)=O)c1,Ar–I + R–SH → Ar–S–R; edits: C–I bond cleavage; C–S bond formation; S–H loss,C_S_Coupling,c_s_coupling,family_overlay
