sample_row,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,scope_excluded,scope_reason,decision,formed_motifs
0,OCC1CCCCO1.Fc1ccc(I)cc1>>Fc1ccc(OCC2CCCCO2)cc1,OCC1CCCCO1.Fc1ccc(I)cc1>>Fc1ccc(OCC2CCCCO2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
1,Cc1ccc(Br)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccc(C)cc2)cc1,Cc1ccc(Br)cc1.Cc1ccc(O)cc1>>Cc1ccc(Oc2ccc(C)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
2,Oc1cccc(C(F)(F)F)c1.COc1cc([N+](=O)[O-])c2ncccc2c1Br>>COc1cc([N+](=O)[O-])c2ncccc2c1Oc1cccc(C(F)(F)F)c1,Oc1cccc(C(F)(F)F)c1.COc1cc([N+](=O)[O-])c2ncccc2c1Br>>COc1cc([N+](=O)[O-])c2ncccc2c1Oc1cccc(C(F)(F)F)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
3,COCCOCCOCCO.[Na].Brc1ccc2cc3c(cc2c1)sc1c2cc4ccccc4cc2sc31>>COCCOCCOCCOc1ccc2cc3c(cc2c1)sc1c2cc4ccccc4cc2sc31,COCCOCCOCCO.[Na].Brc1ccc2cc3c(cc2c1)sc1c2cc4ccccc4cc2sc31>>COCCOCCOCCOc1ccc2cc3c(cc2c1)sc1c2cc4ccccc4cc2sc31,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
4,CC(C)(C)OC(=O)N1CCCCC1CCO.O=[N+]([O-])c1ccc(F)cc1>>CC(C)(C)OC(=O)N1CCCCC1CCOc1ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)N1CCCCC1CCO.O=[N+]([O-])c1ccc(F)cc1>>CC(C)(C)OC(=O)N1CCCCC1CCOc1ccc([N+](=O)[O-])cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
5,CCCCCCCCCCCCO.Brc1ccc2cc(Br)cc-2cc1>>CCCCCCCCCCCCOc1ccc2cc(Br)cc-2cc1,CCCCCCCCCCCCO.Brc1ccc2cc(Br)cc-2cc1>>CCCCCCCCCCCCOc1ccc2cc(Br)cc-2cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
6,OC1CCOCC1.COc1cc(Br)cc(OC)c1>>COc1cc(OC)cc(OC2CCOCC2)c1,OC1CCOCC1.COc1cc(Br)cc(OC)c1>>COc1cc(OC)cc(OC2CCOCC2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
7,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.N#Cc1c(F)c(F)c(F)c(F)c1F>>CC(C)(c1ccc(Oc2c(F)c(F)c(C#N)c(F)c2F)cc1)c1ccc(Oc2c(F)c(F)c(C#N)c(F)c2F)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.N#Cc1c(F)c(F)c(F)c(F)c1F>>CC(C)(c1ccc(Oc2c(F)c(F)c(C#N)c(F)c2F)cc1)c1ccc(Oc2c(F)c(F)c(C#N)c(F)c2F)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-CN|Ar-F|Ar-OR
8,COc1ccc(O)c2ccccc12.N#Cc1c(F)c(F)c(F)c(F)c1C#N>>COc1ccc(Oc2c(F)c(F)c(C#N)c(C#N)c2F)c2ccccc12,COc1ccc(O)c2ccccc12.N#Cc1c(F)c(F)c(F)c(F)c1C#N>>COc1ccc(Oc2c(F)c(F)c(C#N)c(C#N)c2F)c2ccccc12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
9,CC(C)c1ccc(O)c(Br)c1.Brc1cnc(Br)cn1>>CC(C)c1ccc(Oc2cnc(Oc3ccc(C(C)C)cc3Br)cn2)c(Br)c1,CC(C)c1ccc(O)c(Br)c1.Brc1cnc(Br)cn1>>CC(C)c1ccc(Oc2cnc(Oc3ccc(C(C)C)cc3Br)cn2)c(Br)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
10,OCc1ccc(F)cc1.FC(F)(F)c1ccc(Br)cc1>>Fc1ccc(COc2ccc(C(F)(F)F)cc2)cc1,OCc1ccc(F)cc1.FC(F)(F)c1ccc(Br)cc1>>Fc1ccc(COc2ccc(C(F)(F)F)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
11,COc1ccc(CCC(CCCCc2ccc(F)c([N+](=O)[O-])c2)(OC)OC)cc1O>>COc1ccc2cc1Oc1ccc(cc1[N+](=O)[O-])CCCCC(OC)(OC)CC2,COc1ccc(CCC(CCCCc2ccc(F)c([N+](=O)[O-])c2)(OC)OC)cc1O>>COc1ccc2cc1Oc1ccc(cc1[N+](=O)[O-])CCCCC(OC)(OC)CC2,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
12,Oc1cccc2ccccc12.Brc1cnnnc1>>c1ccc2c(Oc3cnnnc3)cccc2c1,Oc1cccc2ccccc12.Brc1cnnnc1>>c1ccc2c(Oc3cnnnc3)cccc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
13,OCc1cccs1.O=[N+]([O-])c1ccc(F)cc1C(F)(F)F>>O=[N+]([O-])c1ccc(OCc2cccs2)cc1C(F)(F)F,OCc1cccs1.O=[N+]([O-])c1ccc(F)cc1C(F)(F)F>>O=[N+]([O-])c1ccc(OCc2cccs2)cc1C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
14,Oc1ccccc1.O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F>>O=[N+]([O-])c1c(F)c(F)c(Oc2ccccc2)c(F)c1F,Oc1ccccc1.O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F>>O=[N+]([O-])c1c(F)c(F)c(Oc2ccccc2)c(F)c1F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
15,CC(=O)c1ccc(Br)cc1.COc1cc(O)cc(OC)c1OC>>COc1cc(Oc2ccc(C(C)=O)cc2)cc(OC)c1OC,CC(=O)c1ccc(Br)cc1.COc1cc(O)cc(OC)c1OC>>COc1cc(Oc2ccc(C(C)=O)cc2)cc(OC)c1OC,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
16,CCO.CCOC(=O)c1cccc(Br)c1>>CCOC(=O)c1cccc(OCC)c1,CCO.CCOC(=O)c1cccc(Br)c1>>CCOC(=O)c1cccc(OCC)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
17,Brc1ccc(Br)cc1.COc1cc(O)cc(OC)c1>>COc1cc(OC)cc(Oc2ccc(Oc3cc(OC)cc(OC)c3)cc2)c1,Brc1ccc(Br)cc1.COc1cc(O)cc(OC)c1>>COc1cc(OC)cc(Oc2ccc(Oc3cc(OC)cc(OC)c3)cc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
18,O=c1cc(O)c2ccccc2[nH]1.O=[N+]([O-])c1ccc(F)cc1>>O=c1cc(Oc2ccc([N+](=O)[O-])cc2)c2ccccc2[nH]1,O=c1cc(O)c2ccccc2[nH]1.O=[N+]([O-])c1ccc(F)cc1>>O=c1cc(Oc2ccc([N+](=O)[O-])cc2)c2ccccc2[nH]1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
19,COc1cc(O)cc(OC)c1.O=[N+]([O-])c1ccc(F)cc1>>COc1cc(OC)cc(Oc2ccc([N+](=O)[O-])cc2)c1,COc1cc(O)cc(OC)c1.O=[N+]([O-])c1ccc(F)cc1>>COc1cc(OC)cc(Oc2ccc([N+](=O)[O-])cc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
20,Brc1ccccc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccccc2)cc1,Brc1ccccc1.COc1ccc(O)cc1>>COc1ccc(Oc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
21,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)cc1,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(Oc2ccc3c(c2)CC[C@@H]2[C@@H]3CC[C@]3(C)C(=O)CC[C@@H]23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
22,Oc1ccccc1F.Cn1cc(-c2cc([N+](=O)[O-])ccc2F)n2cncc2c1=O>>Cn1cc(-c2cc([N+](=O)[O-])ccc2Oc2ccccc2F)n2cncc2c1=O,Oc1ccccc1F.Cn1cc(-c2cc([N+](=O)[O-])ccc2F)n2cncc2c1=O>>Cn1cc(-c2cc([N+](=O)[O-])ccc2Oc2ccccc2F)n2cncc2c1=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
23,Nc1ccc(O)cc1.Clc1nc2ccccc2c2nncn12>>Nc1ccc(Oc2nc3ccccc3c3nncn23)cc1,Nc1ccc(O)cc1.Clc1nc2ccccc2c2nncn12>>Nc1ccc(Oc2nc3ccccc3c3nncn23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
24,Oc1ccccc1.O=[N+]([O-])c1ccc(F)cc1>>O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,Oc1ccccc1.O=[N+]([O-])c1ccc(F)cc1>>O=[N+]([O-])c1ccc(Oc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
25,COc1ccc(O)c(Br)c1.COC(=O)c1cc([I+]c2ccc(OC)c(C(=O)OC)c2)ccc1OC.O=S(=O)([O-])C(F)(F)F>>COC(=O)c1cc(Oc2ccc(OC)cc2Br)ccc1OC,COc1ccc(O)c(Br)c1.COC(=O)c1cc([I+]c2ccc(OC)c(C(=O)OC)c2)ccc1OC.O=S(=O)([O-])C(F)(F)F>>COC(=O)c1cc(Oc2ccc(OC)cc2Br)ccc1OC,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,
26,O=[N+]([O-])c1cc(Br)ccc1F.Cc1cc(O)cc(C#N)c1>>Cc1cc(C#N)cc(Oc2ccc(Br)cc2[N+](=O)[O-])c1,O=[N+]([O-])c1cc(Br)ccc1F.Cc1cc(O)cc(C#N)c1>>Cc1cc(C#N)cc(Oc2ccc(Br)cc2[N+](=O)[O-])c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
27,CCC(CC)CO.O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F>>CCC(CC)COc1cc(OCC(CC)CC)c([N+](=O)[O-])cc1[N+](=O)[O-],CCC(CC)CO.O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F>>CCC(CC)COc1cc(OCC(CC)CC)c([N+](=O)[O-])cc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
28,Oc1ccccc1Br.O=[N+]([O-])c1cccc(Br)c1F>>O=[N+]([O-])c1cccc(Br)c1Oc1ccccc1Br,Oc1ccccc1Br.O=[N+]([O-])c1cccc(Br)c1F>>O=[N+]([O-])c1cccc(Br)c1Oc1ccccc1Br,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
29,COc1ccc(O)cc1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Oc2ccc(OC)cc2)cc1,COc1ccc(O)cc1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Oc2ccc(OC)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
30,COc1cccc(O)c1.CC1=C([I+]C2=C(C)C=CC=C2)C=CC=C1.[F-][B+3]([F-])([F-])[F-]>>COc1cccc(Oc2ccccc2C)c1,COc1cccc(O)c1.CC1=C([I+]C2=C(C)C=CC=C2)C=CC=C1>>COc1cccc(Oc2ccccc2C)c1,1,0,1,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
31,O=[N+]([O-])c1ccccc1O.[Na].O=c1[n-][n+](-c2ccc(Cl)c([N+](=O)[O-])c2)no1>>O=c1[n-][n+](-c2ccc(Oc3ccccc3[N+](=O)[O-])c([N+](=O)[O-])c2)no1,O=[N+]([O-])c1ccccc1O.[Na].O=c1[n-][n+](-c2ccc(Cl)c([N+](=O)[O-])c2)no1>>O=c1[n-][n+](-c2ccc(Oc3ccccc3[N+](=O)[O-])c([N+](=O)[O-])c2)no1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
32,CC(=O)c1cccc(O)c1.CC(=O)c1ccc(F)cc1>>CC(=O)c1ccc(Oc2cccc(C(C)=O)c2)cc1,CC(=O)c1cccc(O)c1.CC(=O)c1ccc(F)cc1>>CC(=O)c1ccc(Oc2cccc(C(C)=O)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
33,CS(=O)(=O)N1CCC(O)CC1.CC(C)(C)OC(=O)N1CCC(N(c2cc(Cl)ncn2)C(F)(F)F)CC1>>CC(C)(C)OC(=O)N1CCC(N(c2cc(OC3CCN(S(C)(=O)=O)CC3)ncn2)C(F)(F)F)CC1,CS(=O)(=O)N1CCC(O)CC1.CC(C)(C)OC(=O)N1CCC(N(c2cc(Cl)ncn2)C(F)(F)F)CC1>>CC(C)(C)OC(=O)N1CCC(N(c2cc(OC3CCN(S(C)(=O)=O)CC3)ncn2)C(F)(F)F)CC1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
34,C=CC(C)(O)CCC=C(C)C.O=c1c2ccccc2oc2cccc(F)c12>>C=CC(C)(CCC=C(C)C)Oc1cccc2oc3ccccc3c(=O)c12,C=CC(C)(O)CCC=C(C)C.O=c1c2ccccc2oc2cccc(F)c12>>C=CC(C)(CCC=C(C)C)Oc1cccc2oc3ccccc3c(=O)c12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
35,COc1cccc(O)c1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Oc2cccc(OC)c2)cc1,COc1cccc(O)c1.COC(=O)c1ccc(I)cc1>>COC(=O)c1ccc(Oc2cccc(OC)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
36,CC(=O)c1ccc(Br)cc1.CC(=NO)c1ccccc1>>CC(=O)c1ccc(O/N=C(\C)c2ccccc2)cc1,CC(=O)c1ccc(Br)cc1.CC(=NO)c1ccccc1>>CC(=O)c1ccc(O/N=C(\C)c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,
37,N#Cc1cc(O)cc(F)c1.CS(=O)(=O)c1ccc(F)c(C(F)F)c1C#N>>CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c(C(F)F)c1C#N,N#Cc1cc(O)cc(F)c1.CS(=O)(=O)c1ccc(F)c(C(F)F)c1C#N>>CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c(C(F)F)c1C#N,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
38,Cn1c(Cl)nc2ccccc21.OCC1CCCC1>>Cn1c(OCC2CCCC2)nc2ccccc21,Cn1c(Cl)nc2ccccc21.OCC1CCCC1>>Cn1c(OCC2CCCC2)nc2ccccc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
39,Oc1cccc(-n2cnnc2)c1.COc1ccc(CNS(=O)(=O)c2cc([N+](=O)[O-])ccc2Cl)c(OC)c1.O=C(O)Cc1ccccc1Cl>>NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cccc(-n2cnnc2)c1,Oc1cccc(-n2cnnc2)c1.COc1ccc(CNS(=O)(=O)c2cc([N+](=O)[O-])ccc2Cl)c(OC)c1.O=C(O)Cc1ccccc1Cl>>NS(=O)(=O)c1cc(NC(=O)Cc2ccccc2Cl)ccc1Oc1cccc(-n2cnnc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-NHCOR|Ar-SO2NH2|Bn-CONHR
40,CO.Clc1cc(-c2ccc(-c3cc(Cl)on3)cc2)no1>>COc1cc(-c2ccc(-c3cc(OC)on3)cc2)no1,CO.Clc1cc(-c2ccc(-c3cc(Cl)on3)cc2)no1>>COc1cc(-c2ccc(-c3cc(OC)on3)cc2)no1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
41,Cc1ccc(O)cc1.COC(=O)[C@H](Cc1ccc(I)cc1)N(Cc1ccccc1)Cc1ccccc1>>COC(=O)[C@H](Cc1ccc(Oc2ccc(C)cc2)cc1)N(Cc1ccccc1)Cc1ccccc1,Cc1ccc(O)cc1.COC(=O)[C@H](Cc1ccc(I)cc1)N(Cc1ccccc1)Cc1ccccc1>>COC(=O)[C@H](Cc1ccc(Oc2ccc(C)cc2)cc1)N(Cc1ccccc1)Cc1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
42,COc1cc2c(Cl)ncnc2cc1OCc1ccccc1.Cn1ccc2cc(NC(=O)Nc3ccc(O)cc3Cl)ccc21>>COc1cc2c(Oc3ccc(NC(=O)Nc4ccc5c(ccn5C)c4)c(Cl)c3)ncnc2cc1OCc1ccccc1,COc1cc2c(Cl)ncnc2cc1OCc1ccccc1.Cn1ccc2cc(NC(=O)Nc3ccc(O)cc3Cl)ccc21>>COc1cc2c(Oc3ccc(NC(=O)Nc4ccc5c(ccn5C)c4)c(Cl)c3)ncnc2cc1OCc1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
43,Nc1ccc(O)cc1.O=P(c1ccccc1)(c1ccc(F)c(C(F)(F)F)c1)c1ccc(F)c(C(F)(F)F)c1>>Nc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(N)cc4)c(C(F)(F)F)c3)cc2C(F)(F)F)cc1,Nc1ccc(O)cc1.O=P(c1ccccc1)(c1ccc(F)c(C(F)(F)F)c1)c1ccc(F)c(C(F)(F)F)c1>>Nc1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(N)cc4)c(C(F)(F)F)c3)cc2C(F)(F)F)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-NH2|Ar-OR
44,CC(=O)Nc1ccc(O)cc1.CN(C)/[N+]([O-])=N/Oc1cc(F)c([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=O)Nc1ccc(Oc2cc(O/N=[N+](\[O-])N(C)C)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,CC(=O)Nc1ccc(O)cc1.CN(C)/[N+]([O-])=N/Oc1cc(F)c([N+](=O)[O-])cc1[N+](=O)[O-]>>CC(=O)Nc1ccc(Oc2cc(O/N=[N+](\[O-])N(C)C)c([N+](=O)[O-])cc2[N+](=O)[O-])cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
45,FC(F)(F)c1ccc(I)cc1.COc1cccc(C(=O)O)c1>>COc1cccc(C(=O)Oc2ccc(C(F)(F)F)cc2)c1,FC(F)(F)c1ccc(I)cc1.COc1cccc(C(=O)O)c1>>COc1cccc(C(=O)Oc2ccc(C(F)(F)F)cc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-COOR
46,CO.OB(O)c1ccccc1.Brc1ccc2ccccc2c1>>c1ccc2ccccc2c1.COc1ccc2ccccc2c1.c1ccc(-c2ccc3ccccc3c2)cc1,CO.OB(O)c1ccccc1.Brc1ccc2ccccc2c1>>c1ccc2ccccc2c1.COc1ccc2ccccc2c1.c1ccc(-c2ccc3ccccc3c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-Ar|Ar-H|Ar-OR
47,Cc1ccc(O)cc1.Fc1cc(F)cc(Br)c1>>Cc1ccc(Oc2cc(Br)cc(Oc3ccc(C)cc3)c2)cc1,Cc1ccc(O)cc1.Fc1cc(F)cc(Br)c1>>Cc1ccc(Oc2cc(Br)cc(Oc3ccc(C)cc3)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-Alkyl|Ar-OR
48,O=Cc1ccc(F)cc1.Oc1ccc(C(F)(F)F)cc1Cl>>O=Cc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,O=Cc1ccc(F)cc1.Oc1ccc(C(F)(F)F)cc1Cl>>O=Cc1ccc(Oc2ccc(C(F)(F)F)cc2Cl)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
49,Oc1cccc(F)c1.N#Cc1c(F)cccc1Oc1ccccc1>>N#Cc1c(Oc2ccccc2)cccc1Oc1cccc(F)c1,Oc1cccc(F)c1.N#Cc1c(F)cccc1Oc1ccccc1>>N#Cc1c(Oc2ccccc2)cccc1Oc1cccc(F)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
50,CO.[Na].Nc1nc(Cl)c(C=O)c(Cl)n1>>COc1nc(N)nc(OC)c1C=O,CO.[Na].Nc1nc(Cl)c(C=O)c(Cl)n1>>COc1nc(N)nc(OC)c1C=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
51,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.Oc1ccc(Cl)cc1Cl>>Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl.Oc1ccc(Cl)cc1Cl>>Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
52,Oc1ccccc1.COc1ccc(Cl)cc1>>COc1ccc(O)cc1.COc1ccc(Oc2ccccc2)cc1.COc1ccc(Oc2ccc(OC)cc2)cc1,Oc1ccccc1.COc1ccc(Cl)cc1>>COc1ccc(O)cc1.COc1ccc(Oc2ccccc2)cc1.COc1ccc(Oc2ccc(OC)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
53,Cc1cc(F)cc(C)c1O.COC(=O)c1ccc(F)c(Br)c1>>COC(=O)c1ccc(Oc2c(C)cc(F)cc2C)c(Br)c1,Cc1cc(F)cc(C)c1O.COC(=O)c1ccc(F)c(Br)c1>>COC(=O)c1ccc(Oc2c(C)cc(F)cc2C)c(Br)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
54,C=CCCCO.Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F>>C=CCCCOc1c(F)c(F)cc(F)c1F,C=CCCCO.Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F>>C=CCCCOc1c(F)c(F)cc(F)c1F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
55,Oc1ccccc1.CC(C)CCSc1nc(Cl)nc(Cl)n1>>CC(C)CCSc1nc(Oc2ccccc2)nc(Oc2ccccc2)n1,Oc1ccccc1.CC(C)CCSc1nc(Cl)nc(Cl)n1>>CC(C)CCSc1nc(Oc2ccccc2)nc(Oc2ccccc2)n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
56,Cc1cccc(C)c1O.NS(=O)(=O)c1ccc(F)c([N+](=O)[O-])c1>>Cc1cccc(C)c1Oc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-],Cc1cccc(C)c1O.NS(=O)(=O)c1ccc(F)c([N+](=O)[O-])c1>>Cc1cccc(C)c1Oc1ccc(S(N)(=O)=O)cc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
57,N#Cc1ccc(F)cc1.CC(C)(C)c1cc(O)ccc1O>>CC(C)(C)c1cc(Oc2ccc(C#N)cc2)ccc1Oc1ccc(C#N)cc1,N#Cc1ccc(F)cc1.CC(C)(C)c1cc(O)ccc1O>>CC(C)(C)c1cc(Oc2ccc(C#N)cc2)ccc1Oc1ccc(C#N)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
58,O[C@H](c1ccccc1)C(F)(F)F.C[Si](C)(C)CCOCn1ccc2c(Cl)ncnc21>>C[Si](C)(C)CCOCn1ccc2c(O[C@H](c3ccccc3)C(F)(F)F)ncnc21,O[C@H](c1ccccc1)C(F)(F)F.C[Si](C)(C)CCOCn1ccc2c(Cl)ncnc21>>C[Si](C)(C)CCOCn1ccc2c(O[C@H](c3ccccc3)C(F)(F)F)ncnc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-OR
59,COc1ccc(O)cc1.Ic1ccccc1>>COc1ccc(Oc2ccccc2)cc1,COc1ccc(O)cc1.Ic1ccccc1>>COc1ccc(Oc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
60,O=Cc1cccc(O)c1.Fc1nc(F)c(F)c(F)c1F>>O=Cc1cccc(Oc2nc(F)c(F)c(Oc3cccc(C=O)c3)c2F)c1,O=Cc1cccc(O)c1.Fc1nc(F)c(F)c(F)c1F>>O=Cc1cccc(Oc2nc(F)c(F)c(Oc3cccc(C=O)c3)c2F)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-CHO|HeteroAr-OR
61,OCc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(OCc2ccccc2)cc1,OCc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(OCc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
62,Clc1ccccc1.Oc1ccccc1>>c1ccc(Oc2ccccc2)cc1,Clc1ccccc1.Oc1ccccc1>>c1ccc(Oc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OR
