cluster_rank,cluster_count,cluster_id,motif_signature,event_signature,recommended_action,source_file,source_path,row_number,reaction_id,source_reaction_label,reaction_type,quality_level,quality_score,reasons,unclassified_motifs,outside_taxonomy_motifs,reaction_key,reaction_smiles
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,290,31-203-CAS-17865986,Addition of Halogens to Double or Triple Bonds,Unknown,unknown,0.0,empty_reaction_key|low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,,C1=Cc2c(-c3ccccc3)c3ccc4c(-c5ccccc5)c5[n]6->[Ni+2]7(<-[n]2c1c(-c1ccccc1)c1ccc(c(-c2ccccc2)c6C=C5)[n-]->71)<-[n-]34>>Brc1c(Br)c2c(-c3ccccc3)c3[n]4->[Ni+2]56<-[n]7c(c(-c8ccccc8)c1[n-]->52)C=Cc7c(-c1ccccc1)c1c(Br)c(Br)c(c(-c2ccccc2)c4C=C3)[n-]->61
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,470,31-046-CAS-13465248,Aliphatic Halide Exchange,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,|[] -> [],IB1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[CH]%12%112[CH]5%153[BH]%14874>>[76Br]B1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[CH]%12%112[CH]5%153[BH]%14874
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,531,31-084-CAS-13580864,"Allylic, Benzylic and Vinylic Halogenations",Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,|[] -> [],CC[P](CC)(CC)[Pt+2]([Br-])(<-[C-]1=C2C=CC=CC2=CC2=C1C=CC=C2)[P](CC)(CC)CC>>CC[P](CC)(CC)[Pt+2]([Br-])(<-[C-]1=C2C=C(Br)C=CC2=C(Br)C2=C1C=C(Br)C=C2)[P](CC)(CC)CC
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,298,31-203-CAS-19408258,Addition of Halogens to Double or Triple Bonds,Unknown,unknown,0.0,empty_reaction_key|low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,,CC(C)(C)c1cc(-c2c3[n]4->[Cu+2]56<-[n]7c(c(-c8cc(C(C)(C)C)c(O)c(C(C)(C)C)c8)c8ccc2[n-]->58)C=Cc7c(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c2ccc(c(-c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)c4C=C3)[n-]->62)cc(C(C)(C)C)c1O>>CC(C)(C)c1cc(-c2c3nc(c(-c4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4)c4[nH]c(c(Br)c4Br)c(-c4cc(C(C)(C)C)c(O)c(C(C)(C)C)c4)c4nc(c(-c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)c5[nH]c2c(Br)c5Br)C(Br)=C4Br)C(Br)=C3Br)cc(C(C)(C)C)c1O
3,22,none -> none || events:none,none -> none,none,consider_new_reaction_family_or_multistep_bucket,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,292,31-203-CAS-1786944,Addition of Halogens to Double or Triple Bonds,Unknown,low,0.3,low_reaction_key_quality|missing_formed_motifs|unclassified_motif|unknown_reaction_type,Unclassified-Reactant,,|[] -> [],[F-][B+3]12N3=C4C=CC3=C(C3=CC=CC=C3)C3=CC=C(C(C5=CC=CC=C5)=C5C=CC(=C4C4=CC=CC=C4)[N-]51)[N-]32>>[F-][B+3]12N3=C4C(Br)=C(Br)C3=C(C3=CC=CC=C3)C3=C(Br)C(Br)=C(C(C5=CC=CC=C5)=C5C(Br)=C(Br)C(=C4C4=CC=CC=C4)[N-]51)[N-]32
4,20,RCH2-OH -> RCH2-Br || events:intramolecular_likely,RCH2-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,896,31-048-CAS-20167423,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkyl-N(R)CO2R|R2CH-CO2R|R_acidic-H,C[C@@H](CO)[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C>>C[C@@H](CBr)[C@H](NC(=O)OC(C)(C)C)C(=O)OC(C)(C)C
4,20,RCH2-OH -> RCH2-Br || events:intramolecular_likely,RCH2-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,874,31-048-CAS-17626642,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Ar-Alkyl,OCCc1ccccc1>>BrCCc1ccccc1
4,20,RCH2-OH -> RCH2-Br || events:intramolecular_likely,RCH2-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,873,31-048-CAS-17320531,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkyl-N(R)CO2R,CC(C)(C)OC(=O)N1CCC[C@@H]1CO>>CC(C)(C)OC(=O)N1CCC[C@@H]1CBr
4,20,RCH2-OH -> RCH2-Br || events:intramolecular_likely,RCH2-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,850,31-048-CAS-14336621,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkyl-Si*|Ar-Si*,C/C=C(\CO)[C@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C>>C/C=C(\CBr)[C@H](C)O[Si](c1ccccc1)(c1ccccc1)C(C)(C)C
4,20,RCH2-OH -> RCH2-Br || events:intramolecular_likely,RCH2-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,839,31-048-CAS-13194497,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O,CCCCCCCCCCCCCCCCO>>CCCCCCCCCCCCCCCCBr
5,19,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br || events:intramolecular_likely,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,235,31-048-CAS-5594562,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R|Alkenyl-Cl|Ar-Alkenyl|Ar-Alkyl,C=C(C(=O)OC)C(O)C1=C(Cl)c2ccccc2CC1>>COC(=O)/C(=C/C1=C(Cl)c2ccccc2CC1)CBr
5,19,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br || events:intramolecular_likely,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,242,31-048-CAS-8182018,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R|Ar-Alkenyl|Ar-F,C=C(C(=O)OC)C(O)/C=C/c1ccc(F)cc1>>COC(=O)/C(=C/C=C/c1ccc(F)cc1)CBr
5,19,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br || events:intramolecular_likely,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,236,31-048-CAS-6050413,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R|Ar-Alkenyl|Ar-OR,C=C(C(=O)OC)C(O)/C=C/c1ccc(OC)cc1>>COC(=O)/C(=C/C=C/c1ccc(OC)cc1)CBr
5,19,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br || events:intramolecular_likely,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,208,31-048-CAS-12612266,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R|Alkenyl-Cl|Ar-Alkenyl|Ar-Alkyl,C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc(C)cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc(C)cc1)CBr
5,19,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br || events:intramolecular_likely,R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,244,31-048-CAS-8346952,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> Alkenyl-Alkenyl|RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R|Alkenyl-Cl|Ar-Alkenyl,C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccccc1>>COC(=O)/C(=C/C=C(\Cl)c1ccccc1)CBr
6,14,RCH2-Cl -> RCH2-I || events:intramolecular_likely|leaving_group_displacement,RCH2-Cl -> RCH2-I,intramolecular_likely|leaving_group_displacement,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,427,31-046-CAS-10378693,Aliphatic Halide Exchange,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: Ar-Alkyl|Ar-CO2R,C=C(CCl)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1>>C=C(CI)C[C@@H](CCc1ccccc1)OC(=O)c1ccccc1
6,14,RCH2-Cl -> RCH2-I || events:intramolecular_likely|leaving_group_displacement,RCH2-Cl -> RCH2-I,intramolecular_likely|leaving_group_displacement,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,428,31-046-CAS-10382047,Aliphatic Halide Exchange,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-Cl -> RCH2-I | bond_formed: C-I; C-I | bond_formed_labeled: C-I; C-I | bond_broken: C-Cl | spectators: R2CH-OR|R3C-OR|RCH2-OR,CO[C@H]1O[C@H](COCCCCCl)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCCl>>CO[C@H]1O[C@H](COCCCCI)[C@H]2O[C@](C)(OC)[C@@](C)(OC)O[C@@H]2[C@H]1OCCCCI
6,14,RCH2-Cl -> RCH2-I || events:intramolecular_likely|leaving_group_displacement,RCH2-Cl -> RCH2-I,intramolecular_likely|leaving_group_displacement,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,459,31-046-CAS-12449778,Aliphatic Halide Exchange,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: Ar-Alkyl|RCH2-CO2R|R_acidic-H,C=C(CCl)C[C@H](OC(=O)CC)c1ccccc1>>C=C(CI)C[C@H](OC(=O)CC)c1ccccc1
6,14,RCH2-Cl -> RCH2-I || events:intramolecular_likely|leaving_group_displacement,RCH2-Cl -> RCH2-I,intramolecular_likely|leaving_group_displacement,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,460,31-046-CAS-12503277,Aliphatic Halide Exchange,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-Cl -> RCH2-I | bond_formed: C-I; C-I | bond_formed_labeled: C-I; C-I | bond_broken: C-Cl | spectators: R2CH-OR|R3C-OR|RCH2-OR,CO[C@H]1O[C@H](COCCCCCl)[C@@H](OCCCCCl)[C@@H]2O[C@@](C)(OC)[C@](C)(OC)O[C@@H]12>>CO[C@H]1O[C@H](COCCCCI)[C@@H](OCCCCI)[C@@H]2O[C@@](C)(OC)[C@](C)(OC)O[C@@H]12
6,14,RCH2-Cl -> RCH2-I || events:intramolecular_likely|leaving_group_displacement,RCH2-Cl -> RCH2-I,intramolecular_likely|leaving_group_displacement,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,468,31-046-CAS-13126529,Aliphatic Halide Exchange,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-Cl -> RCH2-I | bond_formed: C-I | bond_formed_labeled: C-I | bond_broken: C-Cl | spectators: Ar-Alkyl|Bn-OR|RCH2-CO2R|R_acidic-H,C=C(CCl)C[C@@H](CCc1ccccc1)OC(=O)CCOCc1ccccc1>>C=C(CI)C[C@@H](CCc1ccccc1)OC(=O)CCOCc1ccccc1
7,12,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,869,31-048-CAS-167215,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O,CCCCCCCCCCO>>CCCCCCCCCCCl
7,12,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,838,31-048-CAS-13027057,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Bn-OR,OCCCCCOCc1ccccc1>>ClCCCCCOCc1ccccc1
7,12,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,844,31-048-CAS-13360873,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Ar-Alkyl,OCCCc1ccccc1>>ClCCCc1ccccc1
7,12,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,848,31-048-CAS-1359182,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Ar-Alkenyl,OC/C=C/c1ccccc1>>ClC/C=C/c1ccccc1
7,12,RCH2-OH -> RCH2-Cl || events:intramolecular_likely,RCH2-OH -> RCH2-Cl,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,913,31-048-CAS-20295018,Appel halogenation,Unknown,high,1.0,unknown_reaction_type,,,|RCH2-OH -> RCH2-Cl | bond_formed: C-Cl | bond_formed_labeled: C-Cl | bond_broken: C-O | spectators: Ar-Alkyl,OCCc1ccccc1>>ClCCc1ccccc1
8,11,R2CH-OH -> RCH2-Br || events:intramolecular_likely,R2CH-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,249,31-048-CAS-9803299,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R,C=C(C(=O)OC)C(C)O>>C/C=C(\CBr)C(=O)OC
8,11,R2CH-OH -> RCH2-Br || events:intramolecular_likely,R2CH-OH -> RCH2-Br,intramolecular_likely,tighten_or_expand_slot_constraints,reaction_dataset_10x100_sample.csv,C:\Git-softwares\Condition-agent\results\reaction_dataset_10x100_sample.csv,216,31-048-CAS-18084613,Addition of Halogens to Double or Triple Bonds,Unknown,high,1.0,unknown_reaction_type,,,|R2CH-OH -> RCH2-Br | bond_formed: Br-C | bond_formed_labeled: Br-C | bond_broken: C-O | spectators: Alkenyl-CO2R,C=C(C(=O)OC)C(O)CCC>>CCC/C=C(\CBr)C(=O)OC
