reaction_id,yield,z_score,reactant_1,reactant_2,catalyst,ligand,base,solvent,additive,Secondary Solvent,Coupling Reagent,Is_Intramolecular,reaction_smiles,spectator_groups
C-S_Coupling,2.0,0.0,Ar-OR,Ar-OR,7447-39-4,1264000-32-9,NaOtBu,Mes,,,,False,COc1ccc(S)cc1.COc1ccc(Br)cc1>>Nc1ccc(Sc2ccc([N+](=O)[O-])cc2)cc1,
C-S_Coupling,87.0,0.0,RCH2-SH,Ar-X,CuI,115-41-3,K2CO3,DMF,,,,False,OCCS.COc1ccc(Br)cc1I>>COc1cc(Br)ccc1SCCO,OH / OR / Br / X
C-S_Coupling,72.0,0.0,Ar-SH,H-Acid,Cu(0),,K2CO3,DMF,,,,False,COc1ccccc1S.COc1cccc(C(=O)O)c1I.CI>>COC(=O)c1cccc(OC)c1Sc1ccccc1OC,OR
C-S_Coupling,88.0,0.0,RCH2-SH,Alkenyl-Cl,K2CO3,,,MeCN / water,,,,False,CC(=O)N[C@@H](CS)C(=O)O.Cc1c(O)c2c(c(O)c1Cl)C(=O)C(Cl)=C(Cl)C2=O>>CC(=O)N[C@@H](CSC1=C(SC[C@H](NC(C)=O)C(=O)O)C(=O)c2c(O)c(SC[C@H](NC(C)=O)C(=O)O)c(C)c(O)c2C1=O)C(=O)O,Acid / CO2H / Amide / CONHR / acidic / COR / Dienophile / C=C / Cyclohexene / OH / OR / Motif-C=C / Any-Dienophile
C-S_Coupling,92.0,0.0,Ar-R,Ar-R,NiCl2(dme),870987-63-6,Py,MeCN,,,,False,Cc1ccc(I)cc1.FCc1ccc(CS)cc1>>Cc1ccc(SCc2ccc(F)cc2)cc1,X
C-S_Coupling,80.0,0.0,RCH2-SH,Alkenyl-Cl,K2CO3,,,MeCN / water,,,,False,CC(=O)N[C@@H](CS)C(=O)O.O=C1C(Cl)=C(Cl)C(=O)c2c(O)c(Cl)c(Cl)c(O)c21>>CC(=O)N[C@@H](CSC1=C(SC[C@H](NC(C)=O)C(=O)O)C(=O)c2c(O)c(SC[C@H](NC(C)=O)C(=O)O)c(SC[C@H](NC(C)=O)C(=O)O)c(O)c2C1=O)C(=O)O,Acid / CO2H / Amide / CONHR / acidic / COR / Dienophile / C=C / Cyclohexene / OH / OR / Motif-C=C / Any-Dienophile
C-S_Coupling,90.0,0.0,Ar-SH,Ar-R,CuI,phen,DIPEA,PhMe / water,TFA,,,False,Sc1ccccc1.CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(N)=O)[C@@H](C)OC(C)(C)C>>CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(Sc2ccccc2)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(N)=O)C(N)=O)[C@@H](C)O,CONH2 / CONHR / CONR2 / Amide / acidic
C-S_Coupling,2.0,0.0,Allyl-SH,Ar-R,CuI,phen,DIPEA,PhMe / water,TFA,,,False,C=CCS.CC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(I)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(N)=O)[C@@H](C)OC(C)(C)C>>C=CCSc1ccc(C[C@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(N)=O)C(N)=O)cc1,Dienophile / C=C / C=CH2 / CONH2 / CONHR / CONR2 / Amide / acidic / Motif-C=C / Any-Dienophile
C-S_Coupling,92.0,-1.0,RCH2-SH,Ar-Br,Pd2(dba)3,XantPhos,DIPEA,"1,4-Dioxane / DCM / water",,,,False,C[Si](C)(C)CCS.C[Si](C)(C)Oc1ccc(C(c2cccc(Br)c2)(c2cccc(Br)c2)c2cccc(Br)c2)cc1>>C[Si](C)(C)CCSc1cccc(C(c2ccc(O)cc2)(c2cccc(SCC[Si](C)(C)C)c2)c2cccc(SCC[Si](C)(C)C)c2)c1,Si
C-S_Coupling,92.0,0.7071067811865476,Ar-OR,Ar-OR,Pd2(dba)3,DPPF,DIPEA,PhMe / DCM / water,water,,,False,COc1ccccc1S.O=C(c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1)N1Cc2ccccc2C1>>O=C(c1cc(Sc2ccccc2O)c(O)cc1O)N1Cc2ccccc2C1,CONR2 / Amide
C-S_Coupling,94.0,0.0,Ar-OR,Ar-OR,Pd2(dba)3,DPPF,DIPEA,PhMe / DCM / water,water,,,False,COc1cccc(S)c1.O=C(c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1)N1Cc2ccccc2C1>>COc1cccc(Sc2cc(C(=O)N3Cc4ccccc4C3)c(O)cc2O)c1,OR / CONR2 / Amide
C-S_Coupling,74.0,-0.7071067811865476,Ar-OR,Ar-OR,Pd2(dba)3,DPPF,DIPEA,PhMe / DCM / water,water,,,False,COc1ccc(S)cc1.O=C(c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1)N1Cc2ccccc2C1>>O=C(c1cc(Sc2ccc(O)cc2)c(O)cc1O)N1Cc2ccccc2C1,CONR2 / Amide
C-S_Coupling,76.0,0.0,AromN-H,Ar-OSO2R,CuBr·SMe2,,,THF,,,,False,S=c1cccc[nH]1.O=S(=O)(Oc1ccccc1I)c1ccc(Cl)cc1>>c1ccc(Sc2ccccc2-c2ccccc2Sc2ccccn2)nc1,Pyridine / SR
C-S_Coupling,78.0,0.0,Ar-SH,,2409985-32-4,L-Proline,NaOtBu,MeCN,,,,True,Sc1ccc(Cl)cc1>>O=[N+]([O-])c1ccccc1Sc1ccc(Cl)cc1,Cl / X
C-S_Coupling,96.0,0.0,Ar-I,Bn-SH,Pd(dba)2,DPPF,Et3N,DMF,,,,False,COc1cccc(I)c1.SCc1ccccc1>>COc1ccc(Br)c(SCc2ccccc2)c1,OR / X
C-S_Coupling,90.0,0.0,Ar-SH,Ar-I,Pd2(dba)3,XantPhos,KOH,NMP / water,,,,False,CNC(=O)c1ccccc1S.Ic1ccc2cn[nH]c2c1>>CNC(=O)c1ccccc1Sc1ccc2c(I)n[nH]c2c1,CONHR / Amide / I / X / AromN / Pyrazole
C-S_Coupling,80.0,0.0,Ar-SH,Ar-Br,2411842-61-8,L-Proline,NaOtBu,MeCN,,,,False,Sc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(Cl)cc2)cc1,CN / X
C-S_Coupling,88.0,0.0,Ar-Br,Ar-SH,Cu(0),51-61-6,,iPrOH,,,,False,CC(=O)c1ccc(Br)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccc(Cl)cc2)cc1,COR / X / acidic
C-S_Coupling,73.0,-1.1794536283068573,Ar-SH,Ar-I,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Cc1cccc(S)c1.COc1ccc(I)cc1>>COc1ccc(Sc2cc(C)ccc2O)cc1,OR
C-S_Coupling,76.0,-0.5659090102158296,Ar-SH,Any-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Sc1ccccc1.FC(F)(F)c1ccccc1I>>Oc1ccccc1Sc1ccccc1C(F)(F)F,CF3 / F / X
C-S_Coupling,84.0,-0.0582425555828889,Ar-SH,Any-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Cc1ccc(S)cc1.FC(F)(F)c1ccccc1I>>Cc1ccc(Sc2ccccc2C(F)(F)F)c(O)c1,CF3 / F / X
C-S_Coupling,79.0,-0.6635096029356308,Ar-I,Ar-SH,CuI,,Cs2CO3,DMF,,,,False,COc1ccc(I)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(OC)cc2O)cc1,OR
C-S_Coupling,70.0,-1.6519683607607385,Ar-SH,Ar-I,CuI,,Cs2CO3,DMF,,,,False,Fc1ccc(S)cc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccc(F)cc2O)cc1,F / X / OR
C-S_Coupling,76.0,0.0,Ar-SH,Ar-I,CuI,,Cs2CO3,DMF,,,,False,Sc1ccc(Cl)cc1.CCOc1ccc(I)cc1>>CCOc1ccc(Sc2ccc(Cl)cc2O)cc1,Cl / X / OR
C-S_Coupling,70.0,-2.2672196293016746,Ar-SH,Ar-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Sc1ccc(Br)cc1.Brc1ccc(I)cc1>>Oc1cc(Br)ccc1Sc1ccc(Br)cc1,Br / X
C-S_Coupling,80.0,-1.0005024262213251,Ar-SH,Ar-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Cc1ccc(S)cc1.Brc1ccc(I)cc1>>Cc1ccc(Sc2ccc(Br)cc2)c(O)c1,Br / X
C-S_Coupling,78.0,-1.0577202231950564,Ar-SH,Ar-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Sc1ccccc1.Clc1ccc(I)cc1>>Oc1ccccc1Sc1ccc(Cl)cc1,Cl / X
C-S_Coupling,71.0,-1.4213909674401828,Ar-SH,Ar-I,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Cc1ccc(S)cc1.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccc(C)cc2O)cc1,
C-S_Coupling,77.0,-1.3800033465121726,Ar-SH,Ar-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Cc1cccc(S)c1.Brc1ccc(I)cc1>>Cc1ccc(O)c(Sc2ccc(Br)cc2)c1,Br / X
C-S_Coupling,75.0,-1.6428772907790752,Ar-SH,Ar-X,CuI,106129-86-6,Cs2CO3,DMSO / water,SodiumChloride,,,False,Sc1ccccc1.Brc1ccc(I)cc1>>Oc1ccccc1Sc1ccc(Br)cc1,Br / X
C-S_Coupling,94.0,0.0,Ar-OR,Ar-I,CuI,Dabco,K2CO3,DME,,,,False,COc1ccc(S)cc1.Ic1cccnc1>>c1ccc(Sc2cccnc2)cc1,Pyridine
C-S_Coupling,85.0,0.4402254531628113,Any-NR2,RCH2-NR2,CuI,1,K2CO3,DMSO,,,,False,O=[N+]([O-])c1ccc(I)cc1.CCN(CC)CC.Cc1ccc(NC(=S)S)c(I)c1>>Cc1ccc2nc(Sc3ccccc3[N+](=O)[O-])sc2c1,NO2 / NR2
C-S_Coupling,5.0,0.7071067811865475,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Sc1ccccc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(Sc2ccccc2)cc1,CF3 / F / X
C-S_Coupling,98.0,1.450661206142278,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Sc1ccccc1.Fc1ccc(Br)cc1>>Fc1ccc(Sc2ccccc2)cc1.Fc1ccccc1,X / F
C-S_Coupling,10.0,0.7071067811865476,RCH2-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCS.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.CCCCCSc1ccc(C(F)(F)F)cc1,CF3 / F / X
C-S_Coupling,2.0,0.0,Ar-Br,R2CH-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Br)cc1.SC1CCCCC1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(SC2CCCCC2)cc1,CF3 / F / X
C-S_Coupling,96.0,1.607246161440022,RCH2-SH,Ar-X,Dabco,,,PhMe,,,,False,CCCCCS.Brc1ccccc1I>>CCCCCSc1ccc(Br)cc1,Br / X
C-S_Coupling,24.0,0.7071067811865476,R2CH-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,SC1CCCCC1.CCOC(=O)c1cccc(Br)c1>>CCOC(=O)c1ccccc1.CCOC(=O)c1cccc(SC2CCCCC2)c1,CO2R
C-S_Coupling,4.0,-1.0574845652559886,RCH2-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCS.Fc1ccc(Br)cc1>>Fc1ccccc1.CCCCCSc1ccc(F)cc1,X / F
C-S_Coupling,3.0,0.0,Ar-Br,R2CH-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,Fc1ccc(Br)cc1.SC1CCCCC1>>Fc1ccccc1.Fc1ccc(SC2CCCCC2)cc1,X / F
C-S_Coupling,97.0,0.7182973092411248,Ar-Cl,Ar-SH,Pd(dba)2,158923-11-6,NaOtBu,PhMe,,,,False,Cc1cccc(Cl)c1.CC(C)c1ccccc1S>>Cc1ccc(Sc2ccccc2C(C)C)cc1,
C-S_Coupling,17.0,-0.7071067811865476,R2CH-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,SC1CCCCC1.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccccc1.CCOC(=O)c1ccc(SC2CCCCC2)cc1,CO2R
C-S_Coupling,4.0,-1.0354841810698472,Ar-Br,Ar-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,Fc1ccc(Br)cc1.CC(C)c1ccccc1S>>Fc1ccccc1.CC(C)c1ccccc1Sc1ccc(F)cc1,X / F
C-S_Coupling,3.0,-0.7071067811865475,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Cc1ccc(S)cc1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.Cc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,CF3 / F / X
C-S_Coupling,3.0,-1.15053388068375,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Sc1ccccc1.CN(C)c1ccc(Br)cc1>>CN(C)c1ccccc1.CN(C)c1ccc(Sc2ccccc2)cc1,NR2
C-S_Coupling,3.0,-0.7071067811865475,Ar-Cl,Ar-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Cl)cc1.Sc1ccccc1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(Sc2ccccc2)cc1,CF3 / F / X
C-S_Coupling,93.0,0.3811317216561527,Ar-SH,Ar-I,Cu(0),Fe,K2CO3,DMAc,,,,False,Sc1ccccc1.CC(C)c1ccc(I)cc1>>CC(C)c1ccccc1Sc1ccccc1,
C-S_Coupling,3.0,0.7071067811865475,Ar-Cl,RCH2-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Cl)cc1.CCCCCS>>FC(F)(F)c1ccccc1.CCCCCSc1ccc(C(F)(F)F)cc1,CF3 / F / X
C-S_Coupling,79.0,-0.5206129353920991,Ar-Br,Ar-SH,CuI,1909333-84-1,KOtBu,DMF,,,,False,Cc1ccc(Br)cc1.Sc1ccccc1>>Cc1ccc(Sc2ccccc2)cc1.Cc1cccc(Sc2ccccc2)c1,
C-S_Coupling,4.0,-1.0354841810698472,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Cc1ccc(S)cc1.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1ccc(Sc2ccc(F)cc2)cc1,X / F
C-S_Coupling,8.0,0.0,RCH2-SH,Ar-Cl,18C6,,KOH,PhMe,,,,False,SCCc1ccccc1.FC(F)Oc1ccc(-c2nnc3cncc(Cl)n23)cc1>>FC(F)Oc1ccc(-c2nnc3cncc(SCCc4ccccc4)n23)cc1.FC(F)Oc1ccc(-c2nnc3c(SCCc4ccccc4)nccn23)cc1,OR / X / F / Pyrimidine
C-S_Coupling,8.0,0.0,RCH2-SH,Ar-Cl,18C6,,KOH,PhMe,,,,False,SCCc1ccccc1.COc1ccc(-c2nnc3cncc(Cl)n23)cc1>>COc1ccc(-c2nnc3cncc(SCCc4ccccc4)n23)cc1.COc1ccc(-c2nnc3c(SCCc4ccccc4)nccn23)cc1,OR / Pyrimidine
C-S_Coupling,3.0,0.7071067811865475,RCH2-SH,Ar-Cl,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCCCCCCS.Fc1ccc(Cl)cc1>>Fc1ccccc1.CCCCCCCCCCSc1ccc(F)cc1,X / F
C-S_Coupling,1.0,0.0,Ar-Cl,R2CH-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Cl)cc1.SC1CCCCC1>>FC(F)(F)c1ccccc1.FC(F)(F)c1ccc(SC2CCCCC2)cc1,CF3 / F / X
C-S_Coupling,4.0,0.7071067811865475,Ar-Cl,Ar-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Cl)cc1.Cc1ccc(S)cc1>>FC(F)(F)c1ccccc1.Cc1ccc(Sc2ccc(C(F)(F)F)cc2)cc1,CF3 / F / X
C-S_Coupling,2.0,-0.7071067811865476,Ar-Cl,R2CH-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,Fc1ccc(Cl)cc1.SC1CCCCC1>>Fc1ccccc1.Fc1ccc(SC2CCCCC2)cc1,X / F
C-S_Coupling,3.0,-0.7071067811865476,RCH2-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCCCCCCS.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccccc1.CCCCCCCCCCSc1ccc(C(F)(F)F)cc1,CF3 / F / X
C-S_Coupling,1.0,-0.7071067811865475,Ar-Cl,Ar-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,Fc1ccc(Cl)cc1.CC(C)c1ccccc1S>>Fc1ccccc1.CC(C)c1ccccc1Sc1ccc(F)cc1,X / F
C-S_Coupling,91.0,0.21726602264739492,Ar-SH,Ar-I,7791-20-0,,KOH,,TBAB,,,False,Sc1ccccc1.Cc1ccc(I)c(C)c1>>Cc1cc(C)cc(Sc2ccccc2)c1,
C-S_Coupling,2.0,-1.078729460093646,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Cc1cccc(C)c1S.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1cccc(C)c1Sc1ccc(F)cc1,X / F
C-S_Coupling,2.0,0.0,R2CH-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,SC1CCCCC1.CCN(CC)C(=O)c1ccc(Br)cc1>>CCN(CC)C(=O)c1ccccc1.CCN(CC)C(=O)c1ccc(SC2CCCCC2)cc1,CONR2 / Amide
C-S_Coupling,99.0,0.907248009405466,Ar-Br,Ar-SH,1233194-72-3,,KOtBu,PhMe,,,,False,Cc1ccc(Br)cc1.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccc(C)cc2)cc1,
C-S_Coupling,3.0,-1.0571068205817467,Ar-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,Cc1ccccc1S.Fc1ccc(Br)cc1>>Fc1ccccc1.Cc1ccccc1Sc1ccc(F)cc1,X / F
C-S_Coupling,1.0,-0.7071067811865475,Ar-Cl,RCH2-SH,1023743-21-6,,NaOtBu,PhMe,,,,False,FC(F)(F)c1ccc(Cl)cc1.CCCCCCCCCCS>>FC(F)(F)c1ccccc1.CCCCCCCCCCSc1ccc(C(F)(F)F)cc1,CF3 / F / X
C-S_Coupling,2.0,-0.7071067811865475,RCH2-SH,Ar-Cl,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCS.Fc1ccc(Cl)cc1>>Fc1ccccc1.CCCCCSc1ccc(F)cc1,X / F
C-S_Coupling,2.0,-1.099117815856618,RCH2-SH,Ar-Br,1023743-21-6,,NaOtBu,PhMe,,,,False,CCCCCCCCCCS.Fc1ccc(Br)cc1>>Fc1ccccc1.CCCCCCCCCCSc1ccc(F)cc1,X / F
C-S_Coupling,3.0,0.7071067811865475,Ar-SH,Ar-Cl,1023743-21-6,,NaOtBu,PhMe,,,,False,Cc1ccccc1S.Fc1ccc(Cl)cc1>>Fc1ccccc1.Cc1ccccc1Sc1ccc(F)cc1,X / F
C-S_Coupling,70.0,0.0,Ar-I,RCH2-NR2,CuI,phen,K2CO3,DMF,,,,False,Ic1ccccc1.CCN(CC)CC.O=C1Nc2ccccc2/C1=C(/S)C(=O)c1ccc(Cl)cc1>>O=C1Nc2ccccc2/C1=C(/Sc1ccccc1)C(=O)c1ccc(Cl)cc1.O=C1Nc2ccccc2/C1=C(\Sc1ccccc1)C(=O)c1ccc(Cl)cc1,X / CONHR / Dienophile / C=C / Amide / LactamN / COR / Cl / Motif-C=C / Any-Dienophile
C-S_Coupling,79.0,0.0,Ar-I,RCH2-NR2,CuI,phen,K2CO3,DMF,,,,False,Ic1ccccc1.CCN(CC)CC.COc1ccc(C(=O)/C(S)=C2/C(=O)Nc3ccccc32)cc1>>COc1ccc(C(=O)/C(Sc2ccccc2)=C2/C(=O)Nc3ccccc32)cc1.COc1ccc(C(=O)/C(Sc2ccccc2)=C2\C(=O)Nc3ccccc32)cc1,CONHR / Dienophile / C=C / Amide / LactamN / COR / OR / Motif-C=C / Any-Dienophile
C-S_Coupling,79.0,-0.046284393404650494,Ar-SH,Ar-I,CuI,,K2CO3,7226-23-5 / DMF,,,,False,Cc1ccc(C)c(S)c1.Cc1cc(I)cc2c(Nc3ccc(N(C)C)cc3)c(C(N)=O)cnc12>>Cc1ccc(C)c(S(=O)(=O)c2cc(C)c3ncc(C(N)=O)c(Nc4ccc(N(C)C)cc4)c3c2)c1,NHAr / NHR / CONH2 / NR2 / Quinoline / Pyridine / Amide
C-S_Coupling,4.0,-0.6385031028595956,Ar-I,RCH2-SH,CuSO4,,KOH,DMSO / water,,,,False,Cc1ccc(I)cc1.SCCCCCS>>Cc1ccc(S)cc1.Cc1ccc(SCCCCCS)cc1,SH / SR
C-S_Coupling,79.0,1.4433756729740645,Ar-SH,Ar-X,CuI,,KOH,"1,4-Dioxane / CHCl3",,,,False,Sc1ccc(Br)cc1.Fc1ccc(I)c(F)c1>>O=S(=O)(c1ccc(Br)cc1)c1ccc(F)cc1F,Br / X / F
C-S_Coupling,94.0,0.0,Ar-SH,Ar-I,Cu(0),,KOH,water / DCM,,,,False,Cc1cccc(C)c1S.CCOC(=O)Cn1nc(-c2ccccc2)c(Cc2ccccc2I)c1C>>Cc1cccc(C)c1S(=O)(=O)c1ccccc1Cc1c(-c2ccccc2)nn(CC(=O)O)c1C,acidic / AromN
C-S_Coupling,5.0,-0.6124417517224692,RCH2-SH,Ar-I,CuSO4,,KOH,DMSO / water,,,,False,SCCCS.Cc1ccc(I)cc1>>Cc1ccc(S)cc1.Cc1ccc(SCCCS)cc1,SH / SR
C-S_Coupling,75.0,-0.8660254037844387,Ar-SH,Ar-X,CuI,,KOH,"1,4-Dioxane / CHCl3",,,,False,Sc1ccc(Br)cc1.Fc1ccc(I)cc1>>O=S(=O)(c1ccc(F)cc1)c1ccc(Br)cc1,Br / X / F
C-S_Coupling,1.0,-3.8845683078051474,Ar-SH,Ar-Cl,Pd(OAc)2,97239-80-0,,Tributylamine,,,,False,COc1ccc(S)cc1.CCCCc1ccc(Cl)cc1>>COc1ccc(Sc2ccc(OC)cc2)cc1.CCCCc1ccc(Sc2ccc(CCCC)cc2)cc1.CCCCc1ccc(Sc2ccc(OC)cc2)cc1,OR
C-S_Coupling,0.0,0.0,RCH2-NR2,Any-CONHR,CuSO4,,,MeCN,,,,False,CCN(CC)CC.O=C(S)NCc1ccccc1.COC(=O)c1ccc2c(c1)[I+]c1cc(C(=O)OC)ccc1O2.O=S(=O)([O-])O>>S=C=NCc1ccccc1.COC(=O)c1ccc2c(c1)Sc1cc(C(=O)OC)ccc1O2.COC(=O)c1ccc(Oc2ccc(C(=O)OC)cc2I)c(S)c1,OAr / OR / CO2R / I / X
