reaction_smiles,reaction_label,spectator_groups
CO.Ic1ccc2c(c1)Cc1ccccc1-2>>COc1ccc2c(c1)Cc1ccccc1-2,Ar–I + R–OH → Ar–O–R,
CO.O=S(=O)(c1ccc(Cl)cc1)c1ccc(I)cc1>>COc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,Ar–I + R–OH → Ar–O–R,sulfone; aryl_halide
OCC(F)F.O=[N+]([O-])c1cnccc1Cl>>O=[N+]([O-])c1cnccc1OCC(F)F,HeteroAr–Cl + R–OH → HeteroAr–O–R,nitro; tertiary_amine; heteroaryl_nitrogen
CC(=O)O.COc1ccc([I+]c2ccccc2/N=N/c2ccccc2)cc1.Cc1ccc(S(=O)(=O)[O-])cc1>>CC(=O)Oc1ccccc1/N=N/c1ccccc1,,
Oc1ccccc1.COc1ccc([I+]c2ccccc2/N=N/c2ccccc2)cc1.Cc1ccc(S(=O)(=O)[O-])cc1>>c1ccc(/N=N/c2ccccc2Oc2ccccc2)cc1,,
Cc1ccc(C=O)c(O)c1.O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>Cc1ccc(C=O)c(Oc2ccccc2)c1,,
OC1CC1.N#Cc1cc(F)c(Cl)cc1F>>N#Cc1cc(F)c(Cl)cc1OC1CC1,Ar–F + R–OH → Ar–O–R,aryl_halide; nitrile; aryl_halide
OCc1ccccn1.Clc1ncnc2sccc12>>c1ccc(COc2ncnc3sccc23)nc1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
OC(C(F)(F)F)C(F)(F)F.O=P(OCCCc1ccc(Cl)cc1)(c1ccccc1)c1ccccc1>>O=P(OCCCc1ccc(OC(C(F)(F)F)C(F)(F)F)cc1)(c1ccccc1)c1ccccc1,Ar–Cl + R–OH → Ar–O–R,
COC1(C)OOC(c2ccccc2)CC1CO.Cc1cc(=O)n(C2CCCC2)c2nc(Cl)ncc12>>COC1(C)OOC(c2ccccc2)CC1COc1ncc2c(C)cc(=O)n(C3CCCC3)c2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,peroxide; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
COC1(C)OOC(c2ccc(Cl)cc2)CC1CO.Cc1cc(=O)n(C2CCCC2)c2nc(Cl)ncc12>>COC1(C)OOC(c2ccc(Cl)cc2)CC1COc1ncc2c(C)cc(=O)n(C3CCCC3)c2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,peroxide; ether; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
OC(C(F)(F)F)C(F)(F)F.Clc1cnc2ccccc2n1>>FC(F)(F)C(Oc1cnc2ccccc2n1)C(F)(F)F,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen
Ic1cccc(-n2cccn2)c1.CC(C)c1ccc2c3ccc(O)cc3n(-c3ccccn3)c2n1>>CC(C)c1ccc2c3ccc(Oc4cccc(-n5cccn5)c4)cc3n(-c3ccccn3)c2n1,Ar–I + Ar–OH → Ar–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
COc1cc2c(Cl)ncnc2cc1OCc1ccccc1.O=C(NCc1ccc(F)cc1)Nc1ccc(O)cc1Cl>>COc1cc2c(Oc3ccc(NC(=O)NCc4ccc(F)cc4)c(Cl)c3)ncnc2cc1OCc1ccccc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; aryl_halide; amide; amide; aryl_halide
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1.O=C/C(=C/c1ccccc1F)c1c(O)ccc2ccccc12>>O=CC(=Cc1ccccc1F)c1c(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])ccc2ccccc12,(Ar–F + Ar–OH) OR (intramolecular Ar–F / Ar–OH) →,
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1.O=C/C(=C/c1cccc(Cl)c1)c1c(O)ccc2ccccc12>>O=CC(=Cc1cccc(Cl)c1)c1c(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])ccc2ccccc12,(Ar–F + Ar–OH) OR (intramolecular Ar–Cl / Ar–OH) →,
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1.O=C/C(=C/c1ccc2ccccc2c1)c1c(O)ccc2ccccc12>>O=CC(=Cc1ccc2ccccc2c1)c1c(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])ccc2ccccc12,Ar–F + Ar–OH →,
O=[N+]([O-])c1ccc(F)c([N+](=O)[O-])c1.O=C/C(=C/c1ccccc1)c1c(O)ccc2cc(C3CC3)ccc12>>O=CC(=Cc1ccccc1)c1c(Oc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])ccc2cc(C3CC3)ccc12,Ar–F + Ar–OH →,
O=C(O)c1ccccc1.[Ag].Ic1ccccc1>>O=C(Oc1ccccc1)c1ccccc1,,
Ic1ccc(-c2ccccc2)cc1.Cc1cccc(C(=O)O)c1.[Ag]>>Cc1cccc(C(=O)Oc2ccc(-c3ccccc3)cc2)c1,,
Ic1ccc(-c2ccccc2)cc1.O=C(O)c1cccc(Cl)c1.[Ag]>>O=C(Oc1ccc(-c2ccccc2)cc1)c1cccc(Cl)c1,,
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.Fc1ncccc1I>>Ic1cccnc1OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,HeteroAr–F + R–OH → HeteroAr–O–R,ether; tertiary_amine; tertiary_amine; imine; aryl_halide; heteroaryl_nitrogen
Oc1ccccc1.Brc1cc2ccccc2c2ccccc12>>c1ccc(Oc2cc3ccccc3c3ccccc23)cc1,Ar–Br + Ar–OH → Ar–O–Ar,
[N-]=[N+]=NCCO.CC(C)(C)OC(=O)N1C2CCC1CN(c1nc(Cl)nc3c(F)c(Cl)ncc13)C2>>CC(C)(C)OC(=O)N1C2CCC1CN(c1nc(OCCN=[N+]=[N-])nc3c(F)c(Cl)ncc13)C2,HeteroAr–Cl + R–OH → HeteroAr–O–R,azide; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; tertiary_amine; aryl_halide; heteroaryl_nitrogen; carbamate
C[Si](C)(C)CCOc1nc(Cl)nc2c(F)c(Cl)ncc12.[2H]C([2H])(O)C12CCCN1CC(=C(F)F)C2>>[2H]C([2H])(Oc1nc(OCC[Si](C)(C)C)c2cnc(Cl)c(F)c2n1)C12CCCN1CC(=C(F)F)C2,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; ether; aryl_halide; heteroaryl_nitrogen; tertiary_amine; alkene
Ic1ccccc1.CCc1cccc(O)c1>>CCc1cccc(Oc2ccccc2)c1,Ar–I + Ar–OH → Ar–O–Ar,
Oc1cccc(Br)c1.FC(F)(F)c1ccnc(Cl)c1>>FC(F)(F)c1ccnc(Oc2cccc(Br)c2)c1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen
Oc1cccc(Br)c1.FC(F)(F)c1ccc(Cl)nc1>>FC(F)(F)c1ccc(Oc2cccc(Br)c2)nc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen
COC(=O)CO.Cn1cc(Br)c(F)cc1=O>>COC(=O)COc1cc(=O)n(C)cc1Br,HeteroAr–F + R–OH → HeteroAr–O–R,ester; aryl_halide; heteroaryl_nitrogen
Oc1ccccc1.CS(=O)(=O)c1ccc(F)c2c1[C@H](O)[C@H](F)[C@@H]2F>>CS(=O)(=O)c1ccc(Oc2ccccc2)c2c1[C@H](O)[C@H](F)[C@@H]2F,Ar–F + Ar–OH → Ar–O–Ar,alcohol; sulfone
N#Cc1cc(F)ccc1[N+](=O)[O-].C[C@@H](O)c1c(Cl)ccc(F)c1Cl>>C[C@@H](Oc1ccc([N+](=O)[O-])c(C#N)c1)c1c(Cl)ccc(F)c1Cl,Ar–F + R–OH → Ar–O–R,nitrile; nitro; tertiary_amine; aryl_halide; aryl_halide; aryl_halide
C=C(CO)COCc1ccccc1.COc1cc(-c2nnc(Cl)c3ccccc23)cc(OC)c1OC>>C=C(COCc1ccccc1)COc1nnc(-c2cc(OC)c(OC)c(OC)c2)c2ccccc12,HeteroAr–Cl + R–OH → HeteroAr–O–R,alkene; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; ether
Oc1ccc(F)c(F)c1.N#Cc1cc(Cl)ccn1>>N#Cc1cc(Oc2ccc(F)c(F)c2)ccn1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; nitrile
COc1ccc(CO)cc1.Clc1cc(Cl)nc(Cl)c1>>COc1ccc(COc2cc(Cl)nc(OCc3ccc(OC)cc3)c2)cc1,HeteroAr–Cl + R–OH →,
Oc1ccc(Br)cc1Br.COC(=O)c1cnc(Cl)c([N+](=O)[O-])c1>>COC(=O)c1cnc(Oc2ccc(Br)cc2Br)c([N+](=O)[O-])c1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; nitro; tertiary_amine; ester
CC(=O)c1ccc(O)cc1.COC(=O)c1ccc(Cl)nc1>>COC(=O)c1ccc(Oc2ccc(C(C)=O)cc2)nc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,ketone; heteroaryl_nitrogen; ester
COc1nc(Cl)nc(Cl)n1.Nc1ccc(Cl)c(O)c1>>COc1nc(Cl)nc(Nc2ccc(Cl)c(Oc3nc(Cl)nc(OC)n3)c2)n1,(HeteroAr–Cl + Ar–NH2) OR (HeteroAr–Cl + Ar–OH) OR (intramolecular Ar–Cl / Ar–NH2) OR (intramolecular Ar–Cl / Ar–OH) →,
CCOC(=O)CCCOc1ccc(CCO)cc1.Clc1nc2ccccc2s1>>CCOC(=O)CCCOc1ccc(CCOc2nc3ccccc3s2)cc1,HeteroAr–Cl + R–OH → HeteroAr–O–R,ether; ester; heteroaryl_nitrogen
Oc1cc(Cl)cc(Cl)c1.O=C(O)c1cc(Cl)c([N+](=O)[O-])cc1[N+](=O)[O-]>>O=C(O)c1cc(Oc2cc(Cl)cc(Cl)c2)c([N+](=O)[O-])cc1[N+](=O)[O-],Ar–Cl + Ar–OH → Ar–O–Ar,aryl_halide; aryl_halide; nitro; tertiary_amine; carboxylic_acid; nitro; tertiary_amine
FC(F)(F)Oc1ccc(Br)cc1.OCCCCc1ccccc1>>FC(F)(F)Oc1ccc(OCCCCc2ccccc2)cc1,Ar–Br + R–OH → Ar–O–R,ether
CC(=O)c1ccc(Br)cc1.CC(C)(C)c1ccc(CCO)cc1>>CC(=O)c1ccc(OCCc2ccc(C(C)(C)C)cc2)cc1,Ar–Br + R–OH → Ar–O–R,ketone
CCCCO.Brc1ccc(Br)cc1>>CCCCOc1ccc(Br)cc1,Ar–Br + R–OH → Ar–O–R,aryl_halide
O=[N+]([O-])c1ccc(F)cc1.Nc1cc(O)ccc1Cl>>Nc1cc(Oc2ccc([N+](=O)[O-])cc2)ccc1Cl,Ar–F + Ar–OH → Ar–O–Ar,nitro; tertiary_amine; aryl_halide; primary_amine
O=[N+]([O-])c1ccc(F)cc1.Cc1ccc(N)cc1O>>Cc1ccc(N)cc1Oc1ccc([N+](=O)[O-])cc1,Ar–F + Ar–OH → Ar–O–Ar,nitro; tertiary_amine; primary_amine
COC(=O)C=Cc1ccc(O)cc1.O=C(c1ccc2occc2c1)c1cnc2cc(OCc3ccccc3)ccc2c1Cl>>COC(=O)/C=C/c1ccc(Oc2c(C(=O)c3ccc4occc4c3)cnc3cc(OCc4ccccc4)ccc23)cc1,HeteroAr–Cl + Ar–OH →,
Nc1ccc(CCO)cc1.COc1ccc(Br)cc1>>COc1ccc(OCCc2ccc(N)cc2)cc1,Ar–Br + R–OH → Ar–O–R,primary_amine; ether
CC(C)O.[Na].Cc1nc(Cl)c([N+](=O)[O-])c(Cl)n1>>Cc1nc(Cl)c([N+](=O)[O-])c(OC(C)C)n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; aryl_halide; nitro; tertiary_amine; heteroaryl_nitrogen
CC(C)C[C@](C)(N)CO.Fc1ccc(Br)cc1C(F)(F)F>>CC(C)C[C@](C)(N)COc1ccc(Br)cc1C(F)(F)F,Ar–F + R–OH → Ar–O–R,primary_amine; aryl_halide
Clc1ccc(Cl)nn1.COC(=O)c1cc(O)cc(OC(C)C)c1>>COC(=O)c1cc(Oc2ccc(Cl)nn2)cc(OC(C)C)c1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; ester; ether
CO.[Na].COc1c(Br)c(C)c(C)c2c1c1ccccc1n2C(=O)OC(C)(C)C>>COc1c(C)c(C)c2[nH]c3ccccc3c2c1OC,Ar–Br + R–OH →,
OCC(F)F.Cn1cc2c(n1)c(=O)n(-c1cccnc1)c1nc(Cl)ccc21>>Cn1cc2c(n1)c(=O)n(-c1cccnc1)c1nc(OCC(F)F)ccc21,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
CC(C)c1ccc(O)cc1.CCOC(=O)c1cc([N+](=O)[O-])c(Br)s1>>CCOC(=O)c1cc([N+](=O)[O-])c(Oc2ccc(C(C)C)cc2)s1,HeteroAr–Br + Ar–OH → HeteroAr–O–Ar,nitro; tertiary_amine; ester
CC(=O)c1ccc(C(=O)O)cc1.COc1ccc(I)cc1Cl>>COc1ccc(OC(=O)c2ccc(C(C)=O)cc2)cc1Cl,,
Cc1ccc(C(=O)O)cc1.COc1ccc(I)cc1F>>COc1ccc(OC(=O)c2ccc(C)cc2)cc1F,,
O=C(O)c1ccsc1.Ic1ccc(-c2ccc(I)cc2)cc1>>O=C(Oc1ccc(-c2ccc(I)cc2)cc1)c1ccsc1,,
CCCCO.CSc1ccc(Br)cc1>>CCCCOc1ccc(SC)cc1,Ar–Br + R–OH → Ar–O–R,
COc1ccc(Br)cc1.OC1CCOC1>>COc1ccc(OC2CCOC2)cc1,Ar–Br + R–OH → Ar–O–R,ether; ether
CC(C)(C)c1ccc(Br)cc1.NCCc1ccc(O)cc1>>CC(C)(C)c1ccc(Oc2ccc(CCN)cc2)cc1,Ar–Br + Ar–OH → Ar–O–Ar,primary_amine
OC[C@@H]1[C@H](CO)[C@@H](c2ccc(Br)cc2)[C@H]1c1ccc(Br)cc1.OCCO>>OCCOc1ccc([C@@H]2[C@H]3COC[C@H]3[C@@H]2c2ccc(OCCO)cc2)cc1,(Ar–Br + R–OH) OR (intramolecular Ar–Br / R–OH) →,
CO.[Na].Brc1ccc2ccccc2c1>>COc1ccc2ccccc2c1,Ar–Br + R–OH → Ar–O–R,
CN(C)C=O.CO.[Na].COC(=O)c1cccc(Br)c1>>COC(=O)c1cccc(OC)c1.COc1cccc(C(=O)N(C)C)c1,Ar–Br + R–OH → Ar–O–R,amide; ester
CO.[Na].Brc1csc2ccccc12>>COc1csc2ccccc12,HeteroAr–Br + R–OH → HeteroAr–O–R,
FC(F)(F)c1ccc(Cl)cc1.Oc1ccccc1>>FC(F)(F)c1ccc(Oc2ccccc2)cc1,Ar–Cl + Ar–OH → Ar–O–Ar,
Cc1cc([N+](=O)[O-])ccc1F.Oc1ccn2ncnc2c1>>Cc1cc([N+](=O)[O-])ccc1Oc1ccn2ncnc2c1,Ar–F + HeteroAr–OH → Ar–O–HeteroAr,nitro; tertiary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
Oc1ccccc1.O=[N+]([O-])c1c(F)c(F)c(F)c(F)c1F>>O=[N+]([O-])c1c(F)c(F)c(Oc2ccccc2)c(F)c1F,Ar–F + Ar–OH → Ar–O–Ar,aryl_halide; aryl_halide; aryl_halide; aryl_halide; nitro; tertiary_amine
CN(CCCO)C(=O)OC(C)(C)C.Fc1cc(Br)ccn1>>CN(CCCOc1cc(Br)ccn1)C(=O)OC(C)(C)C,HeteroAr–F + R–OH → HeteroAr–O–R,carbamate; heteroaryl_nitrogen; aryl_halide
Oc1cc(Br)cn2nccc12.O=[N+]([O-])c1cc(F)c(F)cc1F>>O=[N+]([O-])c1cc(F)c(Oc2cc(Br)cn3nccc23)cc1F,Ar–F + HeteroAr–OH → Ar–O–HeteroAr,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide; aryl_halide; nitro; tertiary_amine
N#Cc1ccc(F)cc1.OCc1cc(O)ccc1Br>>N#Cc1ccc(Oc2ccc(Br)c(CO)c2)cc1,Ar–F + Ar–OH → Ar–O–Ar,nitrile; alcohol; aryl_halide
Oc1ccc(Br)cc1.COc1ccc(Br)nc1>>COc1ccc(Oc2ccc(Br)cc2)nc1,HeteroAr–Br + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen; ether
C=CCc1ccc(O)c(OC)c1.O=[N+]([O-])c1ccc(F)c(Br)c1>>C=CCc1ccc(Oc2ccc([N+](=O)[O-])cc2Br)c(OC)c1,Ar–F + Ar–OH → Ar–O–Ar,ether; alkene; aryl_halide; nitro; tertiary_amine
Oc1ccccc1.O=[N+]([O-])c1cc(C(F)(F)F)ccc1I>>O=[N+]([O-])c1cc(C(F)(F)F)ccc1Oc1ccccc1,Ar–I + Ar–OH → Ar–O–Ar,nitro; tertiary_amine
COc1ccccc1O.N#Cc1cc(Cl)c(Cl)cc1C#N>>COc1ccccc1Oc1cc(C#N)c(C#N)cc1Cl,Ar–Cl + Ar–OH → Ar–O–Ar,ether; aryl_halide; nitrile; nitrile
Clc1ccc2ncccc2c1.CC(C)(C)OC(=O)N1CCN(CCCO)CC1>>CC(C)(C)OC(=O)N1CCN(CCCOc2ccc3ncccc3c2)CC1,Ar–Cl + R–OH → Ar–O–R,heteroaryl_nitrogen; tertiary_amine; carbamate
Cc1ccc(Br)cc1.CCc1ccc(O)cc1>>CCc1ccc(Oc2ccc(C)cc2)cc1,Ar–Br + Ar–OH → Ar–O–Ar,
O=C(NN1C(=O)c2ccccc2C1=O)c1ccccc1O.COc1cc(OC)c([I+]c2ccc(Br)cc2)c(OC)c1.O=C([O-])C(F)(F)F>>O=C(NN1C(=O)c2ccccc2C1=O)c1ccccc1Oc1ccc(Br)cc1,(Ar–Br + Ar–OH) OR (Ar–Br + R–C(O)–NHR) →,
Oc1ccccc1-c1ccccc1.CC(=O)c1ccc(Br)cc1>>CC(=O)c1ccc(Oc2ccccc2-c2ccccc2)cc1,Ar–Br + Ar–OH → Ar–O–Ar,ketone
COc1ccc(O)cc1.Brc1ccc2ncccc2c1>>COc1ccc(Oc2ccc3ncccc3c2)cc1,Ar–Br + Ar–OH → Ar–O–Ar,ether; heteroaryl_nitrogen
Oc1ccc(F)cc1.N#Cc1ccccc1Nc1cc(Cl)nc(N)n1>>N#Cc1ccccc1Nc1cc(Oc2ccc(F)cc2)nc(N)n1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; primary_amine; secondary_amine; nitrile
CO.Cc1nc(-c2c(F)c(F)c3c(c2F)C(F)(F)C(F)(F)C3(F)F)n(O)c1C>>COc1c(F)c2c(c(F)c1-c1nc(C)c(C)n1O)C(F)(F)C(F)(F)C2(F)F,Ar–F + R–OH → Ar–O–R,aryl_halide; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
OCCO.COc1ccccc1Cc1nc(N)c(Oc2ccccc2OC)c(Cl)n1>>COc1ccccc1Cc1nc(N)c(Oc2ccccc2OC)c(OCCO)n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,alcohol; heteroaryl_nitrogen; ether; heteroaryl_nitrogen; primary_amine; ether; ether
CO.CS(=O)(=O)N(Cc1ccccc1)Cc1cc([N+](=O)[O-])ccc1I>>COc1ccc([N+](=O)[O-])cc1CN(Cc1ccccc1)S(C)(=O)=O,Ar–I + R–OH → Ar–O–R,sulfonamide; nitro; tertiary_amine
OC(C(F)(F)F)C(F)(F)F.Clc1c2ccccc2nc2ccccc12>>FC(F)(F)C(Oc1c2ccccc2nc2ccccc12)C(F)(F)F,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen
Fc1cc(C(F)(F)F)cnc1F.CC(C)(C)OC(=O)N1C[C@@H](Nc2ccc3c(c2)OCO3)[C@@H]1CO>>CC(C)(C)OC(=O)N1C[C@@H](Nc2ccc3c(c2)OCO3)[C@@H]1COc1ncc(C(F)(F)F)cc1F,HeteroAr–F + R–OH → HeteroAr–O–R,aryl_halide; heteroaryl_nitrogen; carbamate; secondary_amine; ether; ether
COc1ccc(Br)cc1.CCCCCCO>>CCCCCCOc1ccc(OC)cc1,Ar–Br + R–OH → Ar–O–R,ether
CCO.O=c1oc2cc(F)ccc2c(=O)[c-]1[I+]c1ccccc1>>CCOc1c(O)c2ccc(F)cc2oc1=O,Ar–F + R–OH →,
CO.O=[N+]([O-])c1cccc([N+](=O)[O-])c1Cl>>COc1c([N+](=O)[O-])cccc1[N+](=O)[O-],Ar–Cl + R–OH → Ar–O–R,nitro; nitro; tertiary_amine; tertiary_amine
