reaction_smiles,reaction_label,spectator_groups
Cc1cccc2c(Cl)ncnc12.O/N=C(\C=C\c1ccccn1)/C=C/c1ccccc1OCc1ccc(Cl)cc1Cl>>Cc1cccc2c(O/N=C(\C=C\c3ccccn3)/C=C/c3ccccc3OCc3ccc(Cl)cc3Cl)ncnc12,HeteroAr–Cl + N–OH → HeteroAr–O–N,heteroaryl_nitrogen; heteroaryl_nitrogen; imine; alkene; alkene; heteroaryl_nitrogen; ether; aryl_halide; aryl_halide
Clc1ccc2ncnc(Cl)c2c1.O/N=C(\C=C\c1ccccn1)/C=C/c1ccccc1OCc1ccc(Cl)cc1>>Clc1ccc(COc2ccccc2/C=C/C(/C=C/c2ccccn2)=N/Oc2ncnc3ccc(Cl)cc23)cc1,HeteroAr–Cl + N–OH → HeteroAr–O–N,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; imine; alkene; alkene; heteroaryl_nitrogen; ether; aryl_halide
Clc1ncnc2ccccc12.O/N=C(/C=C/c1ccc(OCc2ccc(Cl)cc2Cl)cc1)\C=C\c1ccccn1>>Clc1ccc(COc2ccc(/C=C/C(/C=C/c3ccccn3)=N/Oc3ncnc4ccccc34)cc2)c(Cl)c1,HeteroAr–Cl + N–OH → HeteroAr–O–N,heteroaryl_nitrogen; heteroaryl_nitrogen; imine; alkene; alkene; heteroaryl_nitrogen; ether; aryl_halide; aryl_halide
CC(C)(C)c1ccc(O)cc1.Oc1cccc(-c2nnc3c4ccccc4c(Cl)nn23)c1>>CC(C)(C)c1ccc(Oc2nn3c(-c4cccc(O)c4)nnc3c3ccccc23)cc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; phenol
Clc1nc(Cl)c2sccc2n1.Cc1cc(-c2cccc(N(C)C)c2)cc(C)c1O>>Cc1cc(-c2cccc(N(C)C)c2)cc(C)c1Oc1nc(Cl)nc2ccsc12,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; tertiary_amine
Cc1ccc2cc(C=O)c(Cl)nc2c1.Oc1cnccc1Br>>Cc1ccc2cc(C=O)c(Oc3cnccc3Br)nc2c1,HeteroAr–Cl + HeteroAr–OH → HeteroAr–O–HeteroAr,heteroaryl_nitrogen; aldehyde; aryl_halide; heteroaryl_nitrogen
CCO.[Na].Clc1nc2ccccc2nc1-c1ccccc1>>CCOc1nc2ccccc2nc1-c1ccccc1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen
Oc1ccc(F)c(F)c1.N#Cc1ccc(I)cc1>>N#Cc1ccc(Oc2ccc(F)c(F)c2)cc1,Ar–I + Ar–OH → Ar–O–Ar,aryl_halide; aryl_halide; nitrile
O=[N+]([O-])c1ccc(F)cc1.Oc1cc(Br)cc(C(F)(F)F)c1>>O=[N+]([O-])c1ccc(Oc2cc(Br)cc(C(F)(F)F)c2)cc1,Ar–F + Ar–OH → Ar–O–Ar,nitro; tertiary_amine; aryl_halide
CCCCc1c(O)cccc1OC.CS(=O)c1cc(S(C)=O)c(Cl)cc1Cl>>CCCCc1c(OC)cccc1Oc1cc(Oc2cccc(OC)c2CCCC)c(S(C)=O)cc1S(C)=O,Ar–Cl + Ar–OH →,
CC(C)(C)c1ccnc(-n2c3ccccc3c3ccc(O)cc32)c1.CC(C)(C)c1cc(Br)cc(-n2cnc3cccnc32)c1>>CC(C)(C)c1cc(Oc2ccc3c4ccccc4n(-c4cc(C(C)(C)C)ccn4)c3c2)cc(-n2cnc3cccnc32)c1,Ar–Br + Ar–OH → Ar–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
OCC(F)(F)F.Clc1cc(-c2ccccc2)no1>>FC(F)(F)COc1cc(-c2ccccc2)no1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen
CO.Clc1cc(-c2ccc(-c3cc(Cl)on3)cc2)no1>>COc1cc(-c2ccc(-c3cc(OC)on3)cc2)no1,HeteroAr–Cl + R–OH →,
Oc1ccccc1.O=[N+]([O-])c1cnc(Cl)nc1.CC(=O)OI(OC(C)=O)c1ccccc1>>CC(=O)Oc1cccc(OC(C)=O)c1Oc1ncc([N+](=O)[O-])cn1,HeteroAr–Cl + Ar–OH →,
CN(C)CCO.COc1ncnc2c1c(-c1ccc(F)c([N+](=O)[O-])c1)cn2COCC[Si](C)(C)C>>COc1ncnc2c1c(-c1ccc(OCCN(C)C)c([N+](=O)[O-])c1)cn2COCC[Si](C)(C)C,Ar–F + R–OH → Ar–O–R,tertiary_amine; nitro; tertiary_amine; heteroaryl_nitrogen; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; ether
O=C(O)c1ccc(O)cc1.[Na].N#Cc1c(F)c(F)c(F)c(F)c1C#N>>N#Cc1c(F)c(F)c(F)c(Oc2ccc(C(=O)F)cc2)c1C#N,(Ar–F + Ar–OH) OR (intramolecular Ar–C(O)OH / Ar–OH) →,
Oc1ccc2ccccc2c1.O=S(=O)([O-])C(F)(F)F.O=[N+]([O-])c1ccc([I+]c2ccccc2)cc1>>O=[N+]([O-])c1ccc(Oc2ccc3ccccc3c2-c2ccc([N+](=O)[O-])cc2)cc1,,
OCCCO.Fc1c(F)c(F)c(I)c(F)c1F>>OCCCOc1c(F)c(F)c(I)c(F)c1F,Ar–F + R–OH → Ar–O–R,alcohol; aryl_halide; aryl_halide; aryl_halide; aryl_halide; aryl_halide
C=CCc1ccc(O)c(OC)c1.Clc1nnnn1-c1ccccc1>>C=CCc1ccc(Oc2nnnn2-c2ccccc2)c(OC)c1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,ether; alkene; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
Oc1cccc(Cl)c1.Clc1nnnn1-c1ccccc1>>Clc1cccc(Oc2nnnn2-c2ccccc2)c1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
COc1ccc(O)cc1.O=C1C2C3C=CC(C3)C2C(=O)N1c1c(F)c(F)nc(F)c1F>>COc1ccc(Oc2nc(Oc3ccc(OC)cc3)c(F)c(N3C(=O)C4C5C=CC(C5)C4C3=O)c2F)cc1,HeteroAr–F + Ar–OH →,
CC(C)(C)c1ccc(O)cc1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)cc(Cl)n2)c1>>CC(C)(C)c1ccc(Oc2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)ccn3)n2)cc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen
Oc1ccc(Br)cc1.O=[N+]([O-])c1cccc(Cl)c1>>O=[N+]([O-])c1cccc(Oc2ccc(Br)cc2)c1,Ar–Cl + Ar–OH → Ar–O–Ar,aryl_halide; nitro; tertiary_amine
OCc1ccccn1.Cc1cc(Cl)c2cccc(O)c2n1>>Cc1cc(OCc2ccccn2)c2cccc(O)c2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; phenol
CC(=O)c1ccc(Cl)cc1.Cc1cc(C)cc(O)c1>>CC(=O)c1ccc(Oc2cc(C)cc(C)c2)cc1,Ar–Cl + Ar–OH → Ar–O–Ar,ketone
Oc1ccc(-c2ccccc2)cc1.CC(=O)c1ccc(F)cc1>>CC(=O)c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,Ar–F + Ar–OH → Ar–O–Ar,ketone
O=Cc1c(F)c(F)c(F)c(F)c1F.COC(=O)c1cc(O)cc(O)c1>>COC(=O)c1cc(Oc2c(F)c(F)c(C=O)c(F)c2F)cc(Oc2c(F)c(F)c(C=O)c(F)c2F)c1,Ar–F + Ar–OH →,
Cc1ccc(O)cc1.COc1ccccc1Br>>COc1ccccc1Oc1ccc(C)cc1,Ar–Br + Ar–OH → Ar–O–Ar,ether
Cc1cc(C)cc(O)c1.O=C(Nc1ccccc1Cl)C(F)(F)F>>Cc1cc(C)cc(Oc2ccccc2NC(=O)C(F)(F)F)c1,Ar–Cl + Ar–OH → Ar–O–Ar,amide
Clc1ccc(I)cc1.CCOC(=O)Cc1cccc(O)c1>>CCOC(=O)Cc1cccc(Oc2ccc(Cl)cc2)c1,Ar–I + Ar–OH → Ar–O–Ar,aryl_halide; ester
Cc1cc(C)cc(O)c1.N#Cc1ccccc1I>>Cc1cc(C)cc(Oc2ccccc2C#N)c1,Ar–I + Ar–OH → Ar–O–Ar,nitrile
COc1ccccc1O.Clc1ccc(I)cc1>>COc1ccccc1Oc1ccc(Cl)cc1,Ar–I + Ar–OH → Ar–O–Ar,ether; aryl_halide
O=[N+]([O-])c1ccc(O)cc1.COc1ccc(I)cc1>>COc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,Ar–I + Ar–OH → Ar–O–Ar,nitro; tertiary_amine; ether
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.Oc1ccccc1C=NOCc1ccccc1>>O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Oc1ccccc1C=NOCc1ccccc1,Ar–Cl + Ar–OH → Ar–O–Ar,nitro; nitro; tertiary_amine; tertiary_amine; imine; ether
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1.O=[N+]([O-])c1ccc(I)cc1>>CC(C)(C)c1ccc(Oc2ccc([N+](=O)[O-])cc2)c(C(C)(C)C)c1,Ar–I + Ar–OH → Ar–O–Ar,nitro; tertiary_amine
O=[N+]([O-])c1ccccc1F.Oc1c(F)cc(F)cc1Br>>Nc1ccccc1Oc1c(F)cc(F)cc1Br,(Ar–F + Ar–OH) OR (intramolecular Ar–Br / Ar–OH) OR (intramolecular Ar–F / Ar–OH) →,
O=[N+]([O-])c1cc(C(F)(F)F)ccc1F.Cc1ccc(O)c(I)c1>>Cc1ccc(Oc2ccc(C(F)(F)F)cc2N)c(I)c1,(Ar–F + Ar–OH) OR (intramolecular Ar–I / Ar–OH) →,
O=[N+]([O-])c1cc(F)cc(C(F)(F)F)c1.N#Cc1ccc(O)cc1>>N#Cc1ccc(Oc2cc([N+](=O)[O-])cc(C(F)(F)F)c2)cc1,Ar–F + Ar–OH → Ar–O–Ar,nitro; tertiary_amine; nitrile
COc1ccc2c(c1O)C(Cc1ccc(OC)c(OC)c1Br)N(C)CC2>>COc1ccc2c(c1OC)Oc1c(OC)ccc3c1C(C2)N(C)CC3,intramolecular (7-membered ring) Ar–Br / Ar–OH → Ar–O–Ar,ether; ether; ether; tertiary_amine
COc1ccc(O)cc1.COC(=O)[C@H](Cc1ccc(I)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1>>COC(=O)[C@H](Cc1ccc(Oc2ccc(OC)cc2)cc1)NC(c1ccccc1)(c1ccccc1)c1ccccc1,Ar–I + Ar–OH → Ar–O–Ar,ether; ester; secondary_amine
COc1cccc(I)c1.Cc1ccc(N)cc1O>>COc1cccc(Oc2cc(N)ccc2C)c1,Ar–I + Ar–OH → Ar–O–Ar,ether; primary_amine
Cc1cccc(O)c1.Ic1ccc(NCc2ccccc2)cc1>>Cc1cccc(Oc2ccc(NCc3ccccc3)cc2)c1,Ar–I + Ar–OH → Ar–O–Ar,secondary_amine
CC(C)(C)c1ccc(O)cc1.Cc1cccc(I)c1>>Cc1cccc(Oc2ccc(C(C)(C)C)cc2)c1,Ar–I + Ar–OH → Ar–O–Ar,
Oc1c(F)c(F)c(F)c(F)c1N=Nc1c(F)c(F)c(F)c(F)c1F>>Fc1c(F)c(F)c2c(c1F)N=Nc1c(F)c(F)c(F)c(F)c1O2,intramolecular (7-membered ring) Ar–F / Ar–OH → Ar–O–Ar,aryl_halide; azo; aryl_halide; aryl_halide; aryl_halide; aryl_halide; aryl_halide; aryl_halide; aryl_halide
CSc1ccc(O)cc1C.O=Cc1cc(Br)ccc1F>>CSc1ccc(Oc2ccc(Br)cc2C=O)cc1C,Ar–F + Ar–OH → Ar–O–Ar,aldehyde; aryl_halide
OB(O)c1ccccc1.Clc1ccc(Cl)cc1.Oc1ccccc1>>c1ccc(Oc2ccc(-c3ccccc3)cc2)cc1,(Ar–B(OH)2 + Ar–OH) OR (Ar–Cl + Ar–B(OH)2) OR (Ar–Cl + Ar–OH) →,
OC12CC3CC(CC(C3)C1)C2.Cc1cc(Cl)c2ccccc2n1>>Cc1cc(OC23CC4CC(CC(C4)C2)C3)c2ccccc2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen
OC1CCOCC1.Clc1ccc2nc(Cl)nc(Cl)c2n1>>Clc1ccc2nc(Cl)nc(OC3CCOCC3)c2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,ether; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
CO.CC(C)(C)C(=O)Nc1nc(Cl)c2c(C#N)c[nH]c2n1>>COc1nc(N)nc2[nH]cc(C#N)c12,(HeteroAr–Cl + R–OH) OR (intramolecular HeteroAr–Cl / AromN–H) OR (intramolecular HeteroAr–Cl / R–C(O)–NHR) →,
CO.O=Cc1c(Cl)c2ccccc2oc1=O>>COc1c(C=O)c(=O)oc2ccccc12,HeteroAr–Cl + R–OH → HeteroAr–O–R,aldehyde
Cc1ccc(O)cn1.N#Cc1cc(Cl)ccn1>>Cc1ccc(Oc2ccnc(C#N)c2)cn1,HeteroAr–Cl + HeteroAr–OH → HeteroAr–O–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen; nitrile
Oc1ccccc1.CCOC(=O)c1ccc(Br)cc1>>CCOC(=O)c1ccc(Oc2ccccc2)cc1,Ar–Br + Ar–OH → Ar–O–Ar,ester
CO.[Na].OCCc1ccc(O)c(Br)c1>>COc1cc(CCO)ccc1O,Ar–Br + R–OH → Ar–O–R,phenol; alcohol
COCCO.O=Cc1cc2ccccc2nc1Cl>>COCCOc1nc2ccccc2cc1C=O,HeteroAr–Cl + R–OH → HeteroAr–O–R,ether; heteroaryl_nitrogen; aldehyde
COCCO.Cc1ccc2cc(C=O)c(Cl)nc2c1>>COCCOc1nc2cc(C)ccc2cc1C=O,HeteroAr–Cl + R–OH → HeteroAr–O–R,ether; heteroaryl_nitrogen; aldehyde
COc1ccc(C(=O)/C=C/c2ccc(O)cc2)cc1.Clc1ccc2nc(Cl)cnc2c1>>COc1ccc(C(=O)/C=C/c2ccc(Oc3cnc4cc(Cl)ccc4n3)cc2)cc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,alkene; ketone; ether; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide
Fc1c(F)c(F)c(F)c(F)c1F.N#Cc1ccc(-c2ccc(CCCCO)cc2)cc1>>N#Cc1ccc(-c2ccc(CCCCOc3c(F)c(F)c(F)c(F)c3F)cc2)cc1,Ar–F + R–OH → Ar–O–R,aryl_halide; aryl_halide; aryl_halide; aryl_halide; aryl_halide; nitrile
Cc1c(Cl)ncnc1Cl.CC(C)(C)OC(=O)N1CCC(O)CC1>>Cc1c(Cl)ncnc1OC1CCN(C(=O)OC(C)(C)C)CC1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; carbamate
Oc1ccc(F)cc1F.O=[N+]([O-])c1ccc(Cl)nc1>>O=[N+]([O-])c1ccc(Oc2ccc(F)cc2F)nc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; nitro; tertiary_amine
CC(C)O.N#Cc1cc(F)c(N)cc1F>>CC(C)Oc1cc(N)c(F)cc1C#N,Ar–F + R–OH → Ar–O–R,nitrile; aryl_halide; primary_amine
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21.N#Cc1ccc(F)cc1>>N#Cc1ccc(Oc2ccc3c(c2)Oc2cc(Oc4ccc(C#N)cc4)ccc2C32OC(=O)c3ccccc32)cc1,Ar–F + Ar–OH →,
Cc1cccc(C(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)O)c1O>>Cc1cccc2c(=O)c3c(C(=O)O)c(Cl)c(Cl)c(Cl)c3oc12,intramolecular (6-membered ring) Ar–Cl / Ar–OH → Ar–O–Ar,aryl_halide; ketone; aryl_halide; aryl_halide; carboxylic_acid
CO.[Na].CCOC(=O)C(CC)C1CC=C(c2ccnc(F)c2F)CC1>>CCOC(=O)C(CC)C1CC=C(c2ccnc(OC)c2F)CC1,HeteroAr–F + R–OH → HeteroAr–O–R,aryl_halide; heteroaryl_nitrogen; alkene; ester
Oc1ccc(Oc2ccc(O)cc2)cc1.O=[N+]([O-])c1ccc(F)cc1>>O=[N+]([O-])c1ccc(Oc2ccc(Oc3ccc(Oc4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,Ar–F + Ar–OH →,
COc1ccc(C(=O)c2cc(C(F)(F)F)ccc2F)c(O)c1>>COc1ccc2c(=O)c3cc(C(F)(F)F)ccc3oc2c1,intramolecular (6-membered ring) Ar–F / Ar–OH → Ar–O–Ar,ketone; ether
CCOC(=O)c1ccc(F)cc1.Oc1ccc(F)c(F)c1>>O=C(O)c1ccc(Oc2ccc(F)c(F)c2)cc1,(Ar–F + Ar–OH) OR (intramolecular Ar–F / Ar–OH) →,
Cc1ccc(O)cc1.N#Cc1ccc(Br)cc1>>Cc1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,Ar–Br + Ar–OH →,
Oc1ccccc1Br.CCOC(=O)c1ccc(F)cc1>>O=C(O)c1ccc(Oc2ccccc2Br)cc1,(Ar–F + Ar–OH) OR (intramolecular Ar–Br / Ar–OH) →,
CC(C)(C)OC(=O)NC(CO)C(=O)O.O=[N+]([O-])c1ncccc1F>>CC(C)(C)OC(=O)NC(COc1cccnc1[N+](=O)[O-])C(=O)O,HeteroAr–F + R–OH → HeteroAr–O–R,carbamate; carboxylic_acid; heteroaryl_nitrogen; nitro; tertiary_amine
CC(C)O.Cc1nnn(C2CCN(C(=O)OC(C)(C)C)CC2)c1-c1cccc(F)n1>>Cc1nnn(C2CCN(C(=O)OC(C)(C)C)CC2)c1-c1cccc(OC(C)C)n1,HeteroAr–F + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; carbamate
COc1ccc(O)cc1.CCc1ccc(NC(=O)NC(=O)CSc2nc(Cl)cc(C(F)(F)F)n2)cc1>>CCc1ccc(NC(=O)NC(=O)CSc2nc(Oc3ccc(OC)cc3)cc(C(F)(F)F)n2)cc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,ether; heteroaryl_nitrogen; heteroaryl_nitrogen; imide
Cc1ccc(O)cc1.CCc1ccc(NC(=O)NC(=O)CSc2nc(Cl)cc(C(F)(F)F)n2)cc1>>CCc1ccc(NC(=O)NC(=O)CSc2nc(Oc3ccc(C)cc3)cc(C(F)(F)F)n2)cc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; imide
CC(C)(C)c1ccc(O)cc1.CC(=O)[O-].COc1cc(OC)c([I+]c2ccccc2)c(OC)c1>>CC(C)(C)c1ccc(Oc2ccccc2)cc1,,
Oc1ccc2ccccc2c1Br.CC(=O)[O-].COc1cc(OC)c([I+]c2ccccc2)c(OC)c1>>Brc1c(Oc2ccccc2)ccc2ccccc12,intramolecular Ar–Br / Ar–OH →,
CO.[Na].COc1ccc(-c2cc(=O)c3c(O)c(Br)c(OC)c(Br)c3o2)cc1OC>>COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1OC.COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)cc1OC,(Ar–Br + R–OH) OR (intramolecular Ar–Br / Ar–OH) →,
Clc1ccnc(Cl)n1.O=C(Nc1ccc(O)cc1)C1(C(=O)Nc2ccc(F)cc2)CC1>>O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc(Cl)n3)cc2)CC1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; amide; amide; aryl_halide
CO.O=[N+]([O-])c1c(F)cc(Br)cc1F>>COc1cc(Br)cc(F)c1[N+](=O)[O-],Ar–F + R–OH → Ar–O–R,aryl_halide; aryl_halide; nitro; tertiary_amine
Oc1ccccc1.[Na].CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1[I+]c1c(C)noc1C.Cc1ccc(S(=O)(=O)[O-])cc1>>CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1Oc1ccccc1,,
CO.O=[N+]([O-])c1c(Br)nn(C2CSC2)c1Br>>COc1c([N+](=O)[O-])c(Br)nn1C1CSC1,HeteroAr–Br + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; nitro; tertiary_amine
CCO.[Na].COc1cc(C(=O)c2nc(Cl)nc3ccsc23)cc(OC)c1OC>>CCOc1nc(C(=O)c2cc(OC)c(OC)c(OC)c2)c2sccc2n1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; ketone; ether; ether; ether
COC(=O)c1ccc(I)cc1.CC(C)Cc1ccc(C(C)C(=O)O)cc1>>COC(=O)c1ccc(OC(=O)C(C)c2ccc(CC(C)C)cc2)cc1,,
Oc1ccc(Br)c(F)c1F.Fc1c(C(F)(F)F)ccnc1Cl>>Fc1c(Br)ccc(Oc2c(C(F)(F)F)ccnc2Cl)c1F,HeteroAr–F + Ar–OH → HeteroAr–O–Ar,aryl_halide; aryl_halide; aryl_halide; aryl_halide; heteroaryl_nitrogen
Clc1ccc2ccccc2n1.OCC#CCCc1ccccc1>>C(#CCOc1ccc2ccccc2n1)CCc1ccccc1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; alkyne
Ic1ccccc1.Oc1ccccc1>>c1ccc(Oc2ccccc2)cc1,Ar–I + Ar–OH → Ar–O–Ar,
CCO.[Na].Cc1ccc(-c2cc3nc(NC(C)(C)C)nc(Cl)c3s2)cc1>>CCOc1nc(NC(C)(C)C)nc2cc(-c3ccc(C)cc3)sc12,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine
CC(C)O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2O.Clc1ncc(Cl)c(Cl)n1>>CC(C)O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2Oc1nc(Cl)ncc1Cl,HeteroAr–Cl + R–OH → HeteroAr–O–R,ether; ether; ether; aryl_halide; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen
CO.[Na].CCCCCCCc1c(C)c(Br)cc2c3ccccc3n(C)c12>>CCCCCCCc1c(C)c(OC)cc2c3ccccc3n(C)c12,Ar–Br + R–OH → Ar–O–R,heteroaryl_nitrogen
COc1cc(CCc2cc(C)ccc2O)c(Br)c(OC)c1OC>>COc1cc2c(c(OC)c1OC)Oc1ccc(C)cc1CC2,intramolecular (7-membered ring) Ar–Br / Ar–OH → Ar–O–Ar,ether; ether; ether
Oc1c(F)cccc1F.N#Cc1cc(F)c(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)cc1F>>N#Cc1cc(F)c(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)cc1Oc1c(F)cccc1F,Ar–F + Ar–OH → Ar–O–Ar,aryl_halide; aryl_halide; nitrile; aryl_halide; heteroaryl_nitrogen
Cc1ccccc1O.COc1cc(C)c(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)cc1Br>>COc1cc(C)c(-n2c(=O)cc(C(F)(F)F)[nH]c2=O)cc1Oc1ccccc1C,Ar–Br + Ar–OH → Ar–O–Ar,ether; heteroaryl_nitrogen
CO.[Na].O=S(=O)(Nc1cncc(Cl)c1)c1cc(Br)cnc1Cl>>COc1ncc(Br)cc1S(=O)(=O)Nc1cncc(Cl)c1,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; sulfonamide; aryl_halide; aryl_halide; heteroaryl_nitrogen
CC(C)(C)OC(=O)N1CCC(CO)CC1.Clc1cnc(-c2cccc(Br)c2)c(-c2cccc(Br)c2)n1>>Brc1cccc(-c2ncc(OCC3CCNCC3)nc2-c2cccc(Br)c2)c1.Cl,(Ar–Br + R–OH) OR (HeteroAr–Cl + R–OH) →,
CCCO.N#Cc1cnc(N)cc1F>>CCCOc1cc(N)ncc1C#N,HeteroAr–F + R–OH → HeteroAr–O–R,nitrile; heteroaryl_nitrogen; primary_amine
CO.Clc1ccc2c(Cl)ccnc2c1>>COc1ccnc2cc(Cl)ccc12,HeteroAr–Cl + R–OH → HeteroAr–O–R,heteroaryl_nitrogen; aryl_halide
CCCCCCO.O=[N+]([O-])c1ccc(Br)cc1>>CCCCCCOc1ccc([N+](=O)[O-])cc1,Ar–Br + R–OH → Ar–O–R,nitro; tertiary_amine
CC(C)(C)OC(=O)N1CCC(O)CC1.C[Si](C)(C)CCOCn1ccc2c(Cl)nc(Cl)nc21>>CC(C)(C)OC(=O)N1CCC(Oc2nc(Cl)nc3c2ccn3COCC[Si](C)(C)C)CC1,HeteroAr–Cl + R–OH → HeteroAr–O–R,carbamate; heteroaryl_nitrogen; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; ether
Oc1ccc(Br)cc1.COc1cc2nccc(Cl)c2cc1OC>>COc1cc2nccc(Oc3ccc(Br)cc3)c2cc1OC,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; heteroaryl_nitrogen; ether; ether
Oc1ccc(Br)cc1F.COc1cc2c(Cl)ccnc2cc1OCc1ccccc1>>COc1cc2c(Oc3ccc(Br)cc3F)ccnc2cc1OCc1ccccc1,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; ether; ether
CCO.Cc1ccc(I)c(NC(=O)c2ccc(Br)cn2)c1>>CCOc1ccc(C)cc1NC(=O)c1ccc(Br)cn1,Ar–I + R–OH → Ar–O–R,amide; heteroaryl_nitrogen; aryl_halide
C=C(C)CO.CCOC(=O)c1ccc(I)cc1>>C=C(C)COc1ccc(C(=O)OCC)cc1,Ar–I + R–OH → Ar–O–R,alkene; ester
CN(C)CCCO.C[C@@H](Nc1c(-c2c(F)cc(F)cc2F)c(Cl)nc2ncnn12)C(C)(C)C.O=CO>>C[C@@H](Nc1c(-c2c(F)cc(OCCCN(C)C)cc2F)c(Cl)nc2ncnn12)C(C)(C)C.O=CO,Ar–F + R–OH → Ar–O–R,tertiary_amine; aryl_halide; aryl_halide; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; secondary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; carboxylic_acid
Oc1ccc(Oc2ncnc3c2CCCC3)cc1.Clc1ncnc2c1CCCC2>>c1nc2c(c(Oc3ccc(Oc4ncnc5c4CCCC5)cc3)n1)CCCC2,HeteroAr–Cl + Ar–OH → HeteroAr–O–Ar,ether; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
