cluster_id,cluster_count,motif_signature,event_signature,recommended_action,candidate_rank,candidate_reaction_id,candidate_name,candidate_category,score,reactant_overlap,product_overlap,matched_reacted_motifs,matched_formed_motifs
Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,1,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_record_bucket,4,Minisci_alkylation,Minisci_alkylation,,0.2167,0.3333,0.0,Ar-H,
Alkyl-H|Ar-COR|Ar-H -> Ar-C=N || events:c_n_bond_formation|intermolecular_or_multi_component,1,Alkyl-H|Ar-COR|Ar-H -> Ar-C=N,c_n_bond_formation|intermolecular_or_multi_component,consider_new_reaction_family_or_multistep_record_bucket,5,Minisci_acylation,Minisci_acylation,,0.2167,0.3333,0.0,Ar-H,
RCH2-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,1,RCH2-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,1,Arylation_acidic_C_H,Arylation_acidic_C_H,,0.85,1.0,0.0,RCH2-COR|R_acidic-H,
RCH2-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,1,RCH2-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,2,Reductive_amination,Reductive_amination,,0.425,0.5,0.0,RCH2-COR,
RCH2-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,1,RCH2-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,3,Reduction_carbonyl,Reduction_carbonyl,,0.425,0.5,0.0,RCH2-COR,
RCH2-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,1,RCH2-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,4,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
RCH2-COR|R_acidic-H -> none || events:c_n_bond_formation|intermolecular_or_multi_component,1,RCH2-COR|R_acidic-H -> none,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,5,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
R2CH-I -> R2CH-Br || events:intramolecular_likely|leaving_group_displacement,1,R2CH-I -> R2CH-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,1,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,R2CH-I,
R2CH-I -> R2CH-Br || events:intramolecular_likely|leaving_group_displacement,1,R2CH-I -> R2CH-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,2,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
R2CH-I -> R2CH-Br || events:intramolecular_likely|leaving_group_displacement,1,R2CH-I -> R2CH-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,3,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
R2CH-I -> R2CH-Br || events:intramolecular_likely|leaving_group_displacement,1,R2CH-I -> R2CH-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,4,Ircatalyzed_CH_borylation,Ircatalyzed_CH_borylation,,0.0,0.0,0.0,,
R2CH-I -> R2CH-Br || events:intramolecular_likely|leaving_group_displacement,1,R2CH-I -> R2CH-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,5,C_N_Coupling,C_N_Coupling,,0.0,0.0,0.0,,
Bn-Cl -> Bn-I || events:intramolecular_likely|leaving_group_displacement,1,Bn-Cl -> Bn-I,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,1,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,Bn-Cl,
Bn-Cl -> Bn-I || events:intramolecular_likely|leaving_group_displacement,1,Bn-Cl -> Bn-I,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,2,Alkylation_friedel_crafts,Alkylation_friedel_crafts,,0.65,1.0,0.0,Bn-Cl,
Bn-Cl -> Bn-I || events:intramolecular_likely|leaving_group_displacement,1,Bn-Cl -> Bn-I,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,3,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
Bn-Cl -> Bn-I || events:intramolecular_likely|leaving_group_displacement,1,Bn-Cl -> Bn-I,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,4,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
Bn-Cl -> Bn-I || events:intramolecular_likely|leaving_group_displacement,1,Bn-Cl -> Bn-I,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,5,Ircatalyzed_CH_borylation,Ircatalyzed_CH_borylation,,0.0,0.0,0.0,,
none -> RCH2-Br || events:intramolecular_likely,1,none -> RCH2-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,1,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
none -> RCH2-Br || events:intramolecular_likely,1,none -> RCH2-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,2,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
none -> RCH2-Br || events:intramolecular_likely,1,none -> RCH2-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,3,Ircatalyzed_CH_borylation,Ircatalyzed_CH_borylation,,0.0,0.0,0.0,,
none -> RCH2-Br || events:intramolecular_likely,1,none -> RCH2-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,4,C_N_Coupling,C_N_Coupling,,0.0,0.0,0.0,,
none -> RCH2-Br || events:intramolecular_likely,1,none -> RCH2-Br,intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,5,C_O_Coupling,C_O_Coupling,,0.0,0.0,0.0,,
AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,1,C_N_Coupling,C_N_Coupling,,0.65,1.0,0.0,AromN-H|R2CH-NH2,
AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,2,Chan_Lam_C_N_Coupling,Chan_Lam_C_N_Coupling,,0.65,1.0,0.0,AromN-H|R2CH-NH2,
AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,3,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,AromN-H|R2CH-NH2,
AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,4,Snar_cn,Snar_cn,,0.65,1.0,0.0,AromN-H|R2CH-NH2,
AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|R2CH-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,5,Amide_formation,Amide_formation,,0.65,1.0,0.0,AromN-H|R2CH-NH2,
AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,1,C_N_Coupling,C_N_Coupling,,0.65,1.0,0.0,AromN-H|RCH2-NH2,
AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,2,Chan_Lam_C_N_Coupling,Chan_Lam_C_N_Coupling,,0.65,1.0,0.0,AromN-H|RCH2-NH2,
AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,3,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,AromN-H|RCH2-NH2,
AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,4,Snar_cn,Snar_cn,,0.65,1.0,0.0,AromN-H|RCH2-NH2,
AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea || events:c_n_bond_formation|intermolecular_or_multi_component,1,AromN-H|RCH2-NH2 -> Ar-CO2H|Ar-Urea,c_n_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,5,Amide_formation,Amide_formation,,0.65,1.0,0.0,AromN-H|RCH2-NH2,
RCH2-OH -> RCH2-Br || events:intramolecular_likely,1,RCH2-OH -> RCH2-Br,intramolecular_likely,review_slot_constraints_and_missing_product_patterns,1,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> RCH2-Br || events:intramolecular_likely,1,RCH2-OH -> RCH2-Br,intramolecular_likely,review_slot_constraints_and_missing_product_patterns,2,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> RCH2-Br || events:intramolecular_likely,1,RCH2-OH -> RCH2-Br,intramolecular_likely,review_slot_constraints_and_missing_product_patterns,3,Esterification,Esterification,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> RCH2-Br || events:intramolecular_likely,1,RCH2-OH -> RCH2-Br,intramolecular_likely,review_slot_constraints_and_missing_product_patterns,4,Acylation_ester,Acylation_ester,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> RCH2-Br || events:intramolecular_likely,1,RCH2-OH -> RCH2-Br,intramolecular_likely,review_slot_constraints_and_missing_product_patterns,5,Oxidation_alcohol,Oxidation_alcohol,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> Alkenyl-CO2R|RCH2-I || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> Alkenyl-CO2R|RCH2-I,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,1,Esterification,Esterification,,0.825,1.0,0.5,RCH2-OH,Alkenyl-CO2R
RCH2-OH -> Alkenyl-CO2R|RCH2-I || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> Alkenyl-CO2R|RCH2-I,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,2,Acylation_ester,Acylation_ester,,0.825,1.0,0.5,RCH2-OH,Alkenyl-CO2R
RCH2-OH -> Alkenyl-CO2R|RCH2-I || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> Alkenyl-CO2R|RCH2-I,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,3,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> Alkenyl-CO2R|RCH2-I || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> Alkenyl-CO2R|RCH2-I,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,4,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> Alkenyl-CO2R|RCH2-I || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> Alkenyl-CO2R|RCH2-I,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,5,Oxidation_alcohol,Oxidation_alcohol,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,1,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.8833,1.0,0.6667,RCH2-OH,R3C-OR|RCH2-OR
RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,2,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,3,Esterification,Esterification,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,4,Acylation_ester,Acylation_ester,,0.65,1.0,0.0,RCH2-OH,
RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR || events:c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,1,RCH2-OH -> R3C-OR|RCH2-I|RCH2-OR,c_c_bond_formation|c_o_bond_formation|intramolecular_likely|ring_closure_or_annulation,review_slot_constraints_and_missing_product_patterns,5,Oxidation_alcohol,Oxidation_alcohol,,0.65,1.0,0.0,RCH2-OH,
HeteroAr-Br -> HeteroAr-Cl || events:intramolecular_likely|leaving_group_displacement,1,HeteroAr-Br -> HeteroAr-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,1,Suzuki_miyaura,Suzuki_miyaura,,0.65,1.0,0.0,HeteroAr-Br,
HeteroAr-Br -> HeteroAr-Cl || events:intramolecular_likely|leaving_group_displacement,1,HeteroAr-Br -> HeteroAr-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,2,Miyaura_borylation,Miyaura_borylation,,0.65,1.0,0.0,HeteroAr-Br,
HeteroAr-Br -> HeteroAr-Cl || events:intramolecular_likely|leaving_group_displacement,1,HeteroAr-Br -> HeteroAr-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,3,C_N_Coupling,C_N_Coupling,,0.65,1.0,0.0,HeteroAr-Br,
HeteroAr-Br -> HeteroAr-Cl || events:intramolecular_likely|leaving_group_displacement,1,HeteroAr-Br -> HeteroAr-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,4,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,HeteroAr-Br,
HeteroAr-Br -> HeteroAr-Cl || events:intramolecular_likely|leaving_group_displacement,1,HeteroAr-Br -> HeteroAr-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,5,C_S_Coupling,C_S_Coupling,,0.65,1.0,0.0,HeteroAr-Br,
Ar-I -> Ar-Br || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,1,Suzuki_miyaura,Suzuki_miyaura,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Br || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,2,Miyaura_borylation,Miyaura_borylation,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Br || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,3,C_N_Coupling,C_N_Coupling,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Br || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,4,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Br || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Br,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,5,C_S_Coupling,C_S_Coupling,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Cl || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,1,Suzuki_miyaura,Suzuki_miyaura,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Cl || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,2,Miyaura_borylation,Miyaura_borylation,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Cl || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,3,C_N_Coupling,C_N_Coupling,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Cl || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,4,C_O_Coupling,C_O_Coupling,,0.65,1.0,0.0,Ar-I,
Ar-I -> Ar-Cl || events:intramolecular_likely|leaving_group_displacement,1,Ar-I -> Ar-Cl,intramolecular_likely|leaving_group_displacement,review_slot_constraints_and_missing_product_patterns,5,C_S_Coupling,C_S_Coupling,,0.65,1.0,0.0,Ar-I,
Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,1,Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,1,Minisci_acylation,Minisci_acylation,,0.5,0.5,0.5,Ar-CHO,Ar-COR
Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,1,Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,2,Kumada,Kumada,,0.325,0.5,0.0,Alkyl-Mg*,
Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,1,Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,3,Reductive_amination,Reductive_amination,,0.325,0.5,0.0,Ar-CHO,
Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,1,Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,4,Reduction_carbonyl,Reduction_carbonyl,,0.325,0.5,0.0,Ar-CHO,
Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H || events:c_c_bond_formation|intermolecular_or_multi_component,1,Alkyl-Mg*|Ar-CHO -> Ar-COR|R_acidic-H,c_c_bond_formation|intermolecular_or_multi_component,review_slot_constraints_and_missing_product_patterns,5,Acylation_friedel_crafts,Acylation_friedel_crafts,,0.175,0.0,0.5,,Ar-COR
Alkyl-OCSSR -> none || events:none,1,Alkyl-OCSSR -> none,none,consider_new_reaction_family_or_multistep_record_bucket,1,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
Alkyl-OCSSR -> none || events:none,1,Alkyl-OCSSR -> none,none,consider_new_reaction_family_or_multistep_record_bucket,2,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
Alkyl-OCSSR -> none || events:none,1,Alkyl-OCSSR -> none,none,consider_new_reaction_family_or_multistep_record_bucket,3,Ircatalyzed_CH_borylation,Ircatalyzed_CH_borylation,,0.0,0.0,0.0,,
Alkyl-OCSSR -> none || events:none,1,Alkyl-OCSSR -> none,none,consider_new_reaction_family_or_multistep_record_bucket,4,C_N_Coupling,C_N_Coupling,,0.0,0.0,0.0,,
Alkyl-OCSSR -> none || events:none,1,Alkyl-OCSSR -> none,none,consider_new_reaction_family_or_multistep_record_bucket,5,C_O_Coupling,C_O_Coupling,,0.0,0.0,0.0,,
Alkyl-OCSSR|Ar-OR -> Ar-OH || events:none,1,Alkyl-OCSSR|Ar-OR -> Ar-OH,none,consider_new_reaction_family_or_multistep_record_bucket,1,Sandmeyer,Sandmeyer,,0.35,0.0,1.0,,Ar-OH
Alkyl-OCSSR|Ar-OR -> Ar-OH || events:none,1,Alkyl-OCSSR|Ar-OR -> Ar-OH,none,consider_new_reaction_family_or_multistep_record_bucket,2,Reduction_carbonyl,Reduction_carbonyl,,0.35,0.0,1.0,,Ar-OH
Alkyl-OCSSR|Ar-OR -> Ar-OH || events:none,1,Alkyl-OCSSR|Ar-OR -> Ar-OH,none,consider_new_reaction_family_or_multistep_record_bucket,3,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
Alkyl-OCSSR|Ar-OR -> Ar-OH || events:none,1,Alkyl-OCSSR|Ar-OR -> Ar-OH,none,consider_new_reaction_family_or_multistep_record_bucket,4,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
Alkyl-OCSSR|Ar-OR -> Ar-OH || events:none,1,Alkyl-OCSSR|Ar-OR -> Ar-OH,none,consider_new_reaction_family_or_multistep_record_bucket,5,Ircatalyzed_CH_borylation,Ircatalyzed_CH_borylation,,0.0,0.0,0.0,,
Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,1,Amide_formation,Amide_formation,,0.2333,0.0,0.6667,,Alkyl-NHCOR|RCH2-CONHR
Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,2,Acylation_amide,Acylation_amide,,0.2333,0.0,0.6667,,Alkyl-NHCOR|RCH2-CONHR
Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,3,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.1167,0.0,0.3333,,Alkyl-NHCOR
Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,4,Suzuki_miyaura,Suzuki_miyaura,,0.0,0.0,0.0,,
Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Alkyl-H -> Alkyl-NHCOR|RCH2-CONHR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,5,Miyaura_borylation,Miyaura_borylation,,0.0,0.0,0.0,,
Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,1,C_N_Coupling,C_N_Coupling,,0.175,0.0,0.5,,Ar-NHCOR
Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,2,Chan_Lam_C_N_Coupling,Chan_Lam_C_N_Coupling,,0.175,0.0,0.5,,Ar-NHCOR
Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,3,Alkyl_Nucleophilic_Substitution,Alkyl_Nucleophilic_Substitution,,0.175,0.0,0.5,,Ar-NHCOR
Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,4,Amide_formation,Amide_formation,,0.175,0.0,0.5,,Ar-NHCOR
Ar-C=N -> Ar-NHCOR|R_acidic-H || events:c_n_bond_formation|c_o_bond_formation|intramolecular_likely,1,Ar-C=N -> Ar-NHCOR|R_acidic-H,c_n_bond_formation|c_o_bond_formation|intramolecular_likely,consider_new_reaction_family_or_multistep_record_bucket,5,Acylation_amide,Acylation_amide,,0.175,0.0,0.5,,Ar-NHCOR
