sample_row,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,scope_excluded,scope_reason,decision,formed_motifs
10,Nc1cccc(S)c1.Clc1ccnc2cc(OCCCc3ccccc3)ccc12>>Nc1cccc(Sc2ccnc3cc(OCCCc4ccccc4)ccc23)c1,Nc1cccc(S)c1.Clc1ccnc2cc(OCCCc3ccccc3)ccc12>>Nc1cccc(Sc2ccnc3cc(OCCCc4ccccc4)ccc23)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
11,CC(=O)c1ccc(F)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(C(C)=O)cc2)cc1,CC(=O)c1ccc(F)cc1.COc1ccc(S)cc1>>COc1ccc(Sc2ccc(C(C)=O)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
12,Cn1c(=O)cc(Cl)[nH]c1=O.Sc1ccccc1>>Cn1c(=O)cc(Sc2ccccc2)[nH]c1=O,Cn1c(=O)cc(Cl)[nH]c1=O.Sc1ccccc1>>Cn1c(=O)cc(Sc2ccccc2)[nH]c1=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
13,O=S(=O)(S)c1ccccc1.[Na].Cc1ccc(C)c2c1[I+]c1cccc(OC(=O)c3ccccc3)c1-2.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(C)c(-c2c(OC(=O)c3ccccc3)cccc2SS(=O)(=O)c2ccccc2)c1I,O=S(=O)(S)c1ccccc1.[Na].Cc1ccc(C)c2c1[I+]c1cccc(OC(=O)c3ccccc3)c1-2.O=S(=O)([O-])C(F)(F)F>>Cc1ccc(C)c(-c2c(OC(=O)c3ccccc3)cccc2SS(=O)(=O)c2ccccc2)c1I,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-I
14,CCS.Fc1cnc(Cl)nc1Cl>>CCSc1nc(Cl)ncc1F,CCS.Fc1cnc(Cl)nc1Cl>>CCSc1nc(Cl)ncc1F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
15,SCCS.CCN(CC)c1ccc2c(C)c(Br)c(=O)oc2c1>>CCN(CC)c1ccc2c(C)c(SCCS)c(=O)oc2c1,SCCS.CCN(CC)c1ccc2c(C)c(Br)c(=O)oc2c1>>CCN(CC)c1ccc2c(C)c(SCCS)c(=O)oc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
16,Sc1cccc2cccnc12.CC1(N)CCN(c2nnc(Br)s2)CC1>>CC1(N)CCN(c2nnc(Sc3cccc4cccnc34)s2)CC1,Sc1cccc2cccnc12.CC1(N)CCN(c2nnc(Br)s2)CC1>>CC1(N)CCN(c2nnc(Sc3cccc4cccnc34)s2)CC1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
17,O=Cc1ccccc1F.Sc1cccc(Br)c1>>O=Cc1ccccc1Sc1cccc(Br)c1,O=Cc1ccccc1F.Sc1cccc(Br)c1>>O=Cc1ccccc1Sc1cccc(Br)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
18,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
19,Clc1ccc2ccccc2n1.S=C(S)OC1CCCCC1.[K]>>S=C(OC1CCCCC1)Sc1ccc2ccccc2n1,Clc1ccc2ccccc2n1.S=C(S)OC1CCCCC1.[K]>>S=C(OC1CCCCC1)Sc1ccc2ccccc2n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Alkyl-OCSSR|Ar-SR
20,SC1CCCC1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(SC2CCCC2)cc1,SC1CCCC1.FC(F)(F)c1ccc(Br)cc1>>FC(F)(F)c1ccc(SC2CCCC2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
21,Nc1ccccc1S.Fc1ccc(Br)cc1>>Nc1ccccc1Sc1ccc(F)cc1,Nc1ccccc1S.Fc1ccc(Br)cc1>>Nc1ccccc1Sc1ccc(F)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
22,CCOC(=S)S.[K].Nc1ccc(F)cc1Br>>Fc1ccc2[nH]c(=S)sc2c1,CCOC(=S)S.[K].Nc1ccc(F)cc1Br>>Fc1ccc2[nH]c(=S)sc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,AromN-H|HeteroAr-F|HeteroAr-H|Thiazole
23,CC1=C2C(=CC=C1)[I+]C1=CC=CC(C)=C12.[F-][P+5]([F-])([F-])([F-])([F-])[F-].COc1cccc(OC)c1C(=O)S.[K]>>COc1cccc(OC)c1C(=O)Sc1cccc(C)c1-c1c(C)cccc1I,CC1=C2C(=CC=C1)[I+]C1=CC=CC(C)=C12.COc1cccc(OC)c1C(=O)S.[K]>>COc1cccc(OC)c1C(=O)Sc1cccc(C)c1-c1c(C)cccc1I,1,0,1,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-I
24,Cc1ccc(S)cc1.COc1ccccc1I>>COc1ccccc1Sc1ccc(C)cc1,Cc1ccc(S)cc1.COc1ccccc1I>>COc1ccccc1Sc1ccc(C)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
25,N#Cc1ccc(F)cc1.Fc1cc(F)cc(S)c1>>N#Cc1ccc(Sc2cc(F)cc(F)c2)cc1,N#Cc1ccc(F)cc1.Fc1cc(F)cc(S)c1>>N#Cc1ccc(Sc2cc(F)cc(F)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
26,C[Si](C)(C)CCS.N#Cc1c(Cl)cncc1-c1ccc(CO)cc1>>C[Si](C)(C)CCSc1cncc(-c2ccc(CO)cc2)c1C#N,C[Si](C)(C)CCS.N#Cc1c(Cl)cncc1-c1ccc(CO)cc1>>C[Si](C)(C)CCSc1cncc(-c2ccc(CO)cc2)c1C#N,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
27,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.COc1ccc(I)cc1>>COc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
28,CCCCCCCCCCCCS.Cc1cccc(I)c1>>CCCCCCCCCCCCSc1cccc(C)c1,CCCCCCCCCCCCS.Cc1cccc(I)c1>>CCCCCCCCCCCCSc1cccc(C)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
29,Cn1cnc([N+](=O)[O-])c1Cl.NC(=O)CCNC(=O)c1ccccc1S>>Cn1cnc([N+](=O)[O-])c1Sc1ccccc1C(=O)NCCC(N)=O,Cn1cnc([N+](=O)[O-])c1Cl.NC(=O)CCNC(=O)c1ccccc1S>>Cn1cnc([N+](=O)[O-])c1Sc1ccccc1C(=O)NCCC(N)=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
30,Sc1ccc(Br)cc1.N#Cc1cc([N+](=O)[O-])ccc1Cl>>N#Cc1cc([N+](=O)[O-])ccc1Sc1ccc(Br)cc1,Sc1ccc(Br)cc1.N#Cc1cc([N+](=O)[O-])ccc1Cl>>N#Cc1cc([N+](=O)[O-])ccc1Sc1ccc(Br)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
31,Cc1ccc(S)cc1.Cc1cc2cc(Br)ccc2[nH]1>>Cc1ccc(Sc2ccc3[nH]c(C)cc3c2)cc1,Cc1ccc(S)cc1.Cc1cc2cc(Br)ccc2[nH]1>>Cc1ccc(Sc2ccc3[nH]c(C)cc3c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
32,Cc1ccc(S)cc1.O=Cc1ccccc1F>>Cc1ccc(Sc2ccccc2C=O)cc1,Cc1ccc(S)cc1.O=Cc1ccccc1F>>Cc1ccc(Sc2ccccc2C=O)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
33,N#Cc1ccc(Br)cc1.CCOC(=O)C(C)S>>CCOC(=O)C(C)Sc1ccc(C#N)cc1,N#Cc1ccc(Br)cc1.CCOC(=O)C(C)S>>CCOC(=O)C(C)Sc1ccc(C#N)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
34,Sc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
35,Sc1ccc(Cl)c(Cl)c1.O=Cc1ccc(F)c([N+](=O)[O-])c1>>O=Cc1ccc(Sc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,Sc1ccc(Cl)c(Cl)c1.O=Cc1ccc(F)c([N+](=O)[O-])c1>>O=Cc1ccc(Sc2ccc(Cl)c(Cl)c2)c([N+](=O)[O-])c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
36,CCCCCCCS.CN(C)c1cccc(Cl)c1>>CCCCCCCSc1cccc(N(C)C)c1,CCCCCCCS.CN(C)c1cccc(Cl)c1>>CCCCCCCSc1cccc(N(C)C)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
37,COc1ccc(S)cc1.Oc1c(-c2ccccc2)sc2c(Cl)ccnc12>>COc1ccc(Sc2ccnc3c(O)c(-c4ccccc4)sc23)cc1,COc1ccc(S)cc1.Oc1c(-c2ccccc2)sc2c(Cl)ccnc12>>COc1ccc(Sc2ccnc3c(O)c(-c4ccccc4)sc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
38,SCc1ccccc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(SCc2ccccc2)cc1,SCc1ccccc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(SCc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
39,SCc1ccccc1.COc1ccc(I)cc1>>COc1ccc(SCc2ccccc2)cc1,SCc1ccccc1.COc1ccc(I)cc1>>COc1ccc(SCc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
40,COc1ccc(CS)cc1.CC(=O)c1ccc(I)cc1>>COc1ccc(CSc2ccc(C(C)=O)cc2)cc1,COc1ccc(CS)cc1.CC(=O)c1ccc(I)cc1>>COc1ccc(CSc2ccc(C(C)=O)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
41,Cc1ccc(Br)cc1.SC1CCCCC1>>Cc1ccc(SC2CCCCC2)cc1,Cc1ccc(Br)cc1.SC1CCCCC1>>Cc1ccc(SC2CCCCC2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
42,CN(C)CCCS.C[C@H](Nc1c(-c2c(F)cc(F)cc2F)c(Cl)nc2ncnn12)C(F)(F)F>>C[C@H](Nc1c(-c2c(F)cc(SCCCN(C)C)cc2F)c(Cl)nc2ncnn12)C(F)(F)F,CN(C)CCCS.C[C@H](Nc1c(-c2c(F)cc(F)cc2F)c(Cl)nc2ncnn12)C(F)(F)F>>C[C@H](Nc1c(-c2c(F)cc(SCCCN(C)C)cc2F)c(Cl)nc2ncnn12)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
43,Ic1ccccc1.SCCc1ccccc1>>c1ccc(CCSc2ccccc2)cc1,Ic1ccccc1.SCCc1ccccc1>>c1ccc(CCSc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
44,O=C(S)c1ccccc1.Ic1cccs1>>O=C(Sc1cccs1)c1ccccc1,O=C(S)c1ccccc1.Ic1cccs1>>O=C(Sc1cccs1)c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,
45,O=[N+]([O-])c1ccc(S)cc1.COc1ccccc1NC(=O)c1c(N)cccc1Br>>COc1ccccc1NC(=O)c1c(N)cccc1Sc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(S)cc1.COc1ccccc1NC(=O)c1c(N)cccc1Br>>COc1ccccc1NC(=O)c1c(N)cccc1Sc1ccc([N+](=O)[O-])cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
46,Sc1ccccc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.N#Cc1ccc(I)cc1>>N#Cc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
47,CS.[Na].C/C(=C\C(=O)c1ccc(F)cc1)N(C)C>>CSc1ccc(C(=O)/C=C(\C)N(C)C)cc1,CS.[Na].C/C(=C\C(=O)c1ccc(F)cc1)N(C)C>>CSc1ccc(C(=O)/C=C(\C)N(C)C)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
48,CC(=O)c1ccc(Br)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccccc2)cc1,CC(=O)c1ccc(Br)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
49,CCOC(=S)S.[K].Nc1ccc(F)cc1Br>>Fc1ccc2[nH]c(=S)sc2c1,CCOC(=S)S.[K].Nc1ccc(F)cc1Br>>Fc1ccc2[nH]c(=S)sc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,AromN-H|HeteroAr-F|HeteroAr-H|Thiazole
50,Sc1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.Cc1ccc(I)cc1>>Cc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
51,CS.[Na].O=Cc1ccc(C(F)(F)F)cc1Br>>CSc1cc(C(F)(F)F)ccc1C=O,CS.[Na].O=Cc1ccc(C(F)(F)F)cc1Br>>CSc1cc(C(F)(F)F)ccc1C=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
52,COc1ccc(CS)cc1.COC(=O)CCCn1c(C(C)(C)C)nc2cc(Br)ccc21>>COC(=O)CCCn1c(C(C)(C)C)nc2cc(SCc3ccc(OC)cc3)ccc21,COc1ccc(CS)cc1.COC(=O)CCCn1c(C(C)(C)C)nc2cc(Br)ccc21>>COC(=O)CCCn1c(C(C)(C)C)nc2cc(SCc3ccc(OC)cc3)ccc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
53,Cc1ccc(S)cc1.Fc1cncc(Cl)c1>>Cc1ccc(Sc2cncc(F)c2)cc1,Cc1ccc(S)cc1.Fc1cncc(Cl)c1>>Cc1ccc(Sc2cncc(F)c2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
54,Sc1ccccc1.CCCCc1ccc(I)cc1>>CCCCc1ccc(Sc2ccccc2)cc1,Sc1ccccc1.CCCCc1ccc(I)cc1>>CCCCc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
55,Fc1ccc(S)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(F)cc2)cc1,Fc1ccc(S)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(F)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
56,CC(C)S.Clc1cccc(Cl)c1N=Cc1ccc2cccc(Br)c2n1>>CC(C)Sc1cccc2ccc(C=Nc3c(Cl)cccc3Cl)nc12,CC(C)S.Clc1cccc(Cl)c1N=Cc1ccc2cccc(Br)c2n1>>CC(C)Sc1cccc2ccc(C=Nc3c(Cl)cccc3Cl)nc12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
57,O=[N+]([O-])c1ccccc1Cl.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccccc2[N+](=O)[O-])cc1,O=[N+]([O-])c1ccccc1Cl.Cc1ccc(S)cc1>>Cc1ccc(Sc2ccccc2[N+](=O)[O-])cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
58,COc1ccc(Br)cc1.Sc1ccccc1>>COc1ccc(Sc2ccccc2)cc1,COc1ccc(Br)cc1.Sc1ccccc1>>COc1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
59,Cn1cnc(Cl)c1Cl.Sc1cccc(Cl)c1Cl>>Cn1cnc(Cl)c1Sc1cccc(Cl)c1Cl,Cn1cnc(Cl)c1Cl.Sc1cccc(Cl)c1Cl>>Cn1cnc(Cl)c1Sc1cccc(Cl)c1Cl,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
60,Cc1cccc(S)c1.Ic1ccccc1I>>Cc1cccc(Sc2ccccc2I)c1,Cc1cccc(S)c1.Ic1ccccc1I>>Cc1cccc(Sc2ccccc2I)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
61,Sc1ccccc1.COC(=O)c1ccc2c(Cl)c(C(=O)N(CCCc3ccc4sc5ccccc5c(=O)c4c3)c3ccccc3)sc2c1>>O=C(O)c1ccc2c(Sc3ccccc3)c(C(=O)N(CCCc3ccc4sc5ccccc5c(=O)c4c3)c3ccccc3)sc2c1,Sc1ccccc1.COC(=O)c1ccc2c(Cl)c(C(=O)N(CCCc3ccc4sc5ccccc5c(=O)c4c3)c3ccccc3)sc2c1>>O=C(O)c1ccc2c(Sc3ccccc3)c(C(=O)N(CCCc3ccc4sc5ccccc5c(=O)c4c3)c3ccccc3)sc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-COOH|Ar-SR
62,Clc1cc(Cl)c(Cl)cc1Cl.CC(C)(C)S.[Na]>>CC(C)(C)Sc1cc(SC(C)(C)C)c(SC(C)(C)C)cc1SC(C)(C)C,Clc1cc(Cl)c(Cl)cc1Cl.CC(C)(C)S.[Na]>>CC(C)(C)Sc1cc(SC(C)(C)C)c(SC(C)(C)C)cc1SC(C)(C)C,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
63,COc1ccc(S)cc1.O=C(c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1)N1Cc2ccccc2C1>>O=C(c1cc(Sc2ccc(O)cc2)c(O)cc1O)N1Cc2ccccc2C1,COc1ccc(S)cc1.O=C(c1cc(Br)c(OCc2ccccc2)cc1OCc1ccccc1)N1Cc2ccccc2C1>>O=C(c1cc(Sc2ccc(O)cc2)c(O)cc1O)N1Cc2ccccc2C1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-OH|Ar-SR
64,CCCCS.N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N>>CCCCSc1c(Cl)c(C#N)c(C#N)c(Cl)c1SCCCC,CCCCS.N#Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1C#N>>CCCCSc1c(Cl)c(C#N)c(C#N)c(Cl)c1SCCCC,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
65,CC(=O)c1ccc(Cl)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccccc2)cc1,CC(=O)c1ccc(Cl)cc1.Sc1ccccc1>>CC(=O)c1ccc(Sc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
66,Sc1ccc2ccccc2c1.Cc1ccccc1I>>Cc1ccccc1Sc1ccc2ccccc2c1,Sc1ccc2ccccc2c1.Cc1ccccc1I>>Cc1ccccc1Sc1ccc2ccccc2c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
67,Sc1ccc(Cl)cc1Cl.Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Cc1ccc2c(c1)Sc1ccc(Cl)cc1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,Sc1ccc(Cl)cc1Cl.Cc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c(Br)c1>>Cc1ccc2c(c1)Sc1ccc(Cl)cc1-n1c-2nc(-c2ccccc2)c1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-AromN|Ar-SR
68,Brc1ccccc1.COc1ccc(CS)cc1>>COc1ccc(CSc2ccccc2)cc1,Brc1ccccc1.COc1ccc(CS)cc1>>COc1ccc(CSc2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
69,Fc1ccc(S)cc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)cc1,Fc1ccc(S)cc1.O=[N+]([O-])c1ccc(I)cc1>>O=[N+]([O-])c1ccc(Sc2ccc(F)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
70,O=[N+]([O-])c1ccccc1Cl.Nc1ccccc1S>>Nc1ccccc1Sc1ccccc1[N+](=O)[O-],O=[N+]([O-])c1ccccc1Cl.Nc1ccccc1S>>Nc1ccccc1Sc1ccccc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
71,CCCCS.COc1ccc(I)cc1>>CCCCSc1ccc(OC)cc1,CCCCS.COc1ccc(I)cc1>>CCCCSc1ccc(OC)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-SR
