reaction_smiles,reaction_label,spectator_groups
Sc1cc(Cl)cc(Cl)c1.O=c1[nH]c(=O)n(COCc2ccccc2)c(Cl)c1C1CC1>>O=c1[nH]c(=O)n(COCc2ccccc2)c(Sc2cc(Cl)cc(Cl)c2)c1C1CC1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; ether
Ic1ccc(-c2ccc(I)cc2)cc1.Fc1c(F)c(F)c(S)c(F)c1F.[Cu]>>Fc1c(F)c(F)c(Sc2ccc(-c3ccc(Sc4c(F)c(F)c(F)c(F)c4F)cc3)cc2)c(F)c1F,(Ar–I + Ar–SH) OR (intramolecular Ar–F / Ar–SH) →,
Cc1cc(I)c(C)cc1I.Fc1c(F)c(F)c(S)c(F)c1F.[Cu]>>Cc1cc(Sc2c(F)c(F)c(F)c(F)c2F)c(C)cc1Sc1c(F)c(F)c(F)c(F)c1F,(Ar–I + Ar–SH) OR (intramolecular Ar–F / Ar–SH) →,
CC(C)(C)S.[Na].O=Cc1cc(Br)c(C=O)cc1Br>>CC(C)(C)Sc1cc(C=O)c(SC(C)(C)C)cc1C=O,Ar–Br + R–SH →,
CCOC(=S)S.[K].COc1ccc([I+]c2cc([N+](=O)[O-])ccc2OC)cc1.O=S(=O)([O-])C(F)(F)F>>CCOC(=S)Sc1cc([N+](=O)[O-])ccc1OC,,
COC(=S)S.[K].O=S(=O)([O-])C(F)(F)F.c1ccc([I+]c2ccccc2)cc1>>COC(=S)Sc1ccccc1,,
Cc1cccc(I)c1.COc1cccc(S)c1>>COc1cccc(Sc2cccc(C)c2)c1,Ar–I + Ar–SH → Ar–S–Ar,ether
CCN(CC)CC.O=P(S)(Oc1ccccc1)Oc1ccccc1.FC1=CC(F)=CC([I+]C2=CC(F)=CC(F)=C2)=C1.[F-][B+3]([F-])([F-])[F-]>>O=P(Oc1ccccc1)(Oc1ccccc1)Sc1cc(F)cc(F)c1,,
Cc1ccccc1S.N#Cc1ccc(Cl)cc1>>Cc1ccccc1Sc1ccc(C#N)cc1,Ar–Cl + Ar–SH → Ar–S–Ar,nitrile
Fc1ccc(S)cc1.N#Cc1ccc(Br)cc1>>N#Cc1ccc(Sc2ccc(F)cc2)cc1,Ar–Br + Ar–SH → Ar–S–Ar,aryl_halide; nitrile
CCCCCCCCCCCCS.Fc1cccc(Br)c1>>CCCCCCCCCCCCSc1cccc(Br)c1,Ar–F + R–SH → Ar–S–R,aryl_halide
CCCCCCCCCCCS.CC(=O)c1ccc(I)cc1>>CCCCCCCCCCCSc1ccc(C(C)=O)cc1,Ar–I + R–SH → Ar–S–R,ketone
SCc1ccccc1.COc1cc(F)cc(NS(=O)(=O)c2ccc(Br)c3c2OCCO3)c1>>COc1cc(F)cc(NS(=O)(=O)c2ccc(SCc3ccccc3)c3c2OCCO3)c1,Ar–Br + R–SH → Ar–S–R,ether; ether; sulfonamide; aryl_halide; ether
SCc1ccccc1.CC(C)(C)OC(=O)Nc1ccc(Br)c2c1CCCC2>>CC(C)(C)OC(=O)Nc1ccc(SCc2ccccc2)c2c1CCCC2,Ar–Br + R–SH → Ar–S–R,carbamate
Sc1ccccc1.Cc1ccc(C(=O)O)c(Cl)n1>>Cc1ccc(C(=O)O)c(Sc2ccccc2)n1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; carboxylic_acid
Sc1ccccc1.Cc1nn(-c2ccc(F)cc2)c(N)c1I>>Cc1nn(-c2ccc(F)cc2)c(N)c1Sc1ccccc1,HeteroAr–I + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; heteroaryl_nitrogen; primary_amine; aryl_halide
COc1ccc(S)cc1.Clc1ccc(-c2ccccn2)cc1>>COc1ccc(Sc2ccc(-c3ccccn3)cc2)cc1,Ar–Cl + Ar–SH → Ar–S–Ar,ether; heteroaryl_nitrogen
CCCS.O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1>>CCCSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Ar–Cl + R–SH → Ar–S–R,nitro; tertiary_amine; nitro; tertiary_amine
CCOC(=O)CCS.Brc1cnc(Br)nc1.Sc1ccccc1>>CCOC(=O)CCSc1cnc(Sc2ccccc2)nc1,(HeteroAr–Br + Ar–SH) OR (HeteroAr–Br + R–SH) →,
Sc1ccc(Cl)cc1.Cc1nc2c(Br)cc(Cl)cn2c1[N+](=O)[O-]>>Cc1nc2c(Sc3ccc(Cl)cc3)cc(Cl)cn2c1[N+](=O)[O-],HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; nitro; tertiary_amine
CCOC(=S)S.[K].Clc1ccc2nc(Cl)ccc2c1>>CCOC(=S)Sc1ccc2cc(Cl)ccc2n1,HeteroAr–Cl + Alkenyl–SH → HeteroAr–S–Alkenyl,ether; heteroaryl_nitrogen; aryl_halide
O=C(O)c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl.N.N#CS.CNCC#CC(O)CN1CCCCC1>>CN(CC#CC(O)CN1CCCCC1)c1nc(=O)c2cc(C(F)(F)F)cc([N+](=O)[O-])c2s1,(Ar–C(O)OH + Alkynyl–SH) OR (Ar–C(O)OH + NH3) OR (Ar–C(O)OH + R1R2–NH) OR (Ar–C(O)OH + R–OH) OR (Ar–Cl + Alkynyl–SH) OR (Ar–Cl + NH3) OR (Ar–Cl + R1R2–NH) OR (Ar–Cl + R–OH) →,
SCc1ccccc1.N#Cc1c(F)cccc1Br>>N#Cc1c(Br)cccc1SCc1ccccc1,Ar–F + R–SH → Ar–S–R,aryl_halide; nitrile
Cc1ccc(S)cc1.Fc1nc(F)c(F)c(F)c1F>>Cc1ccc(Sc2nc(Sc3ccc(C)cc3)c(Sc3ccc(C)cc3)c(Sc3ccc(C)cc3)c2Sc2ccc(C)cc2)cc1,HeteroAr–F + Ar–SH →,
Cc1ccc(S)cc1.O=Cc1ccccc1Br>>Cc1ccc(Sc2ccccc2C=O)cc1,Ar–Br + Ar–SH → Ar–S–Ar,aldehyde
Cc1cccc(C)c1I.CC(=O)S.[K]>>CC(=O)Sc1c(C)cccc1C,,
Sc1ccc(Cl)cc1.N#CC[Se]c1nc(N)c(Br)c(N)c1C#N>>N#Cc1c([Se][Se]c2nc(N)c(Sc3ccc(Cl)cc3)c(N)c2C#N)nc(N)c(Sc2ccc(Cl)cc2)c1N,(Ar–Cl + HeteroAr–NH2) OR (HeteroAr–Br + Ar–SH) OR (intramolecular Ar–Cl / Ar–SH) OR (intramolecular HeteroAr–Br / HeteroAr–NH2) →,
Fc1ccc(S)cc1.Ic1ccc2nccnc2c1>>Fc1ccc(Sc2ccc3nccnc3c2)cc1,Ar–I + Ar–SH → Ar–S–Ar,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen
O=[N+]([O-])c1ccsc1Cl.SCc1ccccc1>>O=[N+]([O-])c1ccsc1SCc1ccccc1,HeteroAr–Cl + R–SH → HeteroAr–S–R,nitro; tertiary_amine
COc1ccc(S)cc1.N#Cc1ccc(Cl)cn1>>COc1ccc(Sc2ccc(C#N)nc2)cc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,ether; heteroaryl_nitrogen; nitrile
CC(C)(C)c1ccc(S)cc1.Brc1ccc2ncccc2c1>>CC(C)(C)c1ccc(Sc2ccc3ncccc3c2)cc1,Ar–Br + Ar–SH → Ar–S–Ar,heteroaryl_nitrogen
COc1ccc(S)cc1.Brc1cccc2cncnc12>>COc1ccc(Sc2cccc3cncnc23)cc1,Ar–Br + Ar–SH → Ar–S–Ar,ether; heteroaryl_nitrogen; heteroaryl_nitrogen
Oc1ccc(S)cc1.CC(=O)c1ccc(Cl)s1>>CC(=O)c1ccc(Sc2ccc(O)cc2)s1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,phenol; ketone
N#CS.[K].CC(C)Nc1nc(C(F)(F)F)nc(Cl)c1[N+](=O)[O-]>>CC(C)Nc1nc(C(F)(F)F)nc(SC#N)c1[N+](=O)[O-],HeteroAr–Cl + Alkynyl–SH → HeteroAr–S–Alkynyl,nitrile; heteroaryl_nitrogen; nitro; tertiary_amine; heteroaryl_nitrogen; secondary_amine
N#Cc1ccccc1I.COC(=O)c1ccccc1S>>COC(=O)c1ccccc1Sc1ccccc1C#N,Ar–I + Ar–SH → Ar–S–Ar,nitrile; ester
Cc1ccc(I)cc1.Sc1ccccc1.[Cu]>>Cc1ccc(Sc2ccccc2)cc1,Ar–I + Ar–SH → Ar–S–Ar,
C[Si](C)(C)CCOCn1cc(S)c2ncnc(OCc3ccccc3)c21.CC(C)OP(=O)(COc1ccccc1I)OC(C)C>>CC(C)OP(=O)(COc1ccccc1Sc1cn(COCC[Si](C)(C)C)c2c(OCc3ccccc3)ncnc12)OC(C)C,Ar–I + HeteroAr–SH → Ar–S–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; heteroaryl_nitrogen; ether; phosphonate
C[Si](C)(C)CCOCn1cc(S)c2ncnc(OCc3ccccc3)c21.CCOP(=O)(/C=C/c1c(I)cccc1OC(C)C)OCC>>CCOP(=O)(/C=C/c1c(OC(C)C)cccc1Sc1cn(COCC[Si](C)(C)C)c2c(OCc3ccccc3)ncnc12)OCC,Ar–I + HeteroAr–SH → Ar–S–HeteroAr,heteroaryl_nitrogen; heteroaryl_nitrogen; ether; ether; heteroaryl_nitrogen; alkene; ether; phosphonate
Sc1ccccc1.COc1ccc2c(O)c(Br)c(=O)[nH]c2c1>>COc1ccc2c(O)c(Sc3ccccc3)c(=O)[nH]c2c1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,phenol; ether
CS.[Na].COc1ccnc(Br)c1>>COc1ccnc(SC)c1,HeteroAr–Br + R–SH → HeteroAr–S–R,heteroaryl_nitrogen; ether
COc1ccc(S)cc1.CCOC(=O)c1c(C)nc(Cl)nc1-c1ccccc1>>CCOC(=O)c1c(C)nc(Sc2ccc(OC)cc2)nc1-c1ccccc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,ether; heteroaryl_nitrogen; heteroaryl_nitrogen; ester
Sc1ccc(Cl)cc1.CCOC(=O)c1c(C)nc(Cl)nc1-c1ccccc1>>CCOC(=O)c1c(C)nc(Sc2ccc(Cl)cc2)nc1-c1ccccc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; ester
Sc1ccc(Br)cc1.CCOC(=O)c1c(C)nc(Cl)nc1-c1ccccc1>>CCOC(=O)c1c(C)nc(Sc2ccc(Br)cc2)nc1-c1ccccc1,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; ester
Sc1ccccc1Br.Nc1ccc(F)cc1I>>Fc1ccc2c(c1)Sc1ccccc1N2,(Ar–Br + Ar–NH2) OR (Ar–F + Ar–SH) OR (Ar–I + Ar–SH) OR (intramolecular Ar–Br / Ar–SH) OR (intramolecular Ar–F / Ar–NH2) OR (intramolecular Ar–I / Ar–NH2) →,
CCCCCS.CC(=O)c1ccc(I)cc1>>CCCCCSc1ccc(C(C)=O)cc1,Ar–I + R–SH → Ar–S–R,ketone
Brc1ccccn1.SCCc1ccccc1>>c1ccc(CCSc2ccccn2)cc1,HeteroAr–Br + R–SH → HeteroAr–S–R,heteroaryl_nitrogen
Brc1ccccc1Br.Cc1ccc(S)c(C)c1>>Cc1ccc(Sc2ccccc2Br)c(C)c1,Ar–Br + Ar–SH → Ar–S–Ar,aryl_halide
COc1ccc(CS)cc1.O=c1nc[nH]c2cc(F)c([N+](=O)[O-])cc12>>COc1ccc(CSc2cc3[nH]cnc(=O)c3cc2[N+](=O)[O-])cc1,Ar–F + R–SH → Ar–S–R,ether; nitro; tertiary_amine; heteroaryl_nitrogen
COc1cc(Br)cc(OC)c1OC.SC(c1ccccc1)(c1ccccc1)c1ccccc1.[K]>>COc1cc(SC(c2ccccc2)(c2ccccc2)c2ccccc2)cc(OC)c1OC,Ar–Br + R–SH → Ar–S–R,ether; ether; ether
COc1ccc(Br)cc1.SC(c1ccccc1)(c1ccccc1)c1ccccc1.[K]>>COc1ccc(SC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Ar–Br + R–SH → Ar–S–R,ether
CCC[C@H]1CC[C@H](c2ccc(Br)cc2)CC1.SC(c1ccccc1)(c1ccccc1)c1ccccc1.[K]>>CCC[C@H]1CC[C@H](c2ccc(SC(c3ccccc3)(c3ccccc3)c3ccccc3)cc2)CC1,Ar–Br + R–SH → Ar–S–R,
CCCN(CCC)S(=O)(=O)c1ccc(I)cc1.SC(c1ccccc1)(c1ccccc1)c1ccccc1.[K]>>CCCN(CCC)S(=O)(=O)c1ccc(SC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Ar–I + R–SH → Ar–S–R,sulfonamide
COC(=O)c1ccc(S)cc1.Nc1ncc(Br)cn1>>COC(=O)c1ccc(Sc2cnc(N)nc2)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,ester; heteroaryl_nitrogen; heteroaryl_nitrogen; primary_amine
COC(=O)c1ccc(S)cc1.Clc1cc(Br)c2nccn2n1>>Br.COC(=O)c1ccc(Sc2cc(Cl)nn3ccnc23)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,ester; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; heteroaryl_nitrogen
Cn1c(=O)[nH]c(N)c(Br)c1=O.Sc1cccc(Cl)c1Cl>>Cn1c(=O)[nH]c(N)c(Sc2cccc(Cl)c2Cl)c1=O,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen; primary_amine; aryl_halide; aryl_halide
CCS.CN(C)S(=O)(=O)c1ccc(F)c2n[se]nc12>>CCSc1ccc(S(=O)(=O)N(C)C)c2n[se]nc12,Ar–F + R–SH → Ar–S–R,heteroaryl_nitrogen; heteroaryl_nitrogen; sulfonamide
Nc1nccc(S)c1Cl.CC(C)(C)OC(=O)N1C2CN(c3nc4ccc(Br)nc4s3)CC1N2>>CC(C)(C)OC(=O)N1C2CN(c3nc4ccc(Sc5ccnc(N)c5Cl)nc4s3)CC1N2,HeteroAr–Br + HeteroAr–SH → HeteroAr–S–HeteroAr,aryl_halide; heteroaryl_nitrogen; primary_amine; heteroaryl_nitrogen; heteroaryl_nitrogen; tertiary_amine; carbamate; secondary_amine
Sc1ccccc1.COC(=O)c1ccc(Br)c(C=O)c1>>COC(=O)c1ccc(Sc2ccccc2)c(C=O)c1,Ar–Br + Ar–SH → Ar–S–Ar,aldehyde; ester
CCCCS.Nc1ncnc2c1nc(Br)n2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O>>CCCCSc1nc2c(N)ncnc2n1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,HeteroAr–Br + R–SH → HeteroAr–S–R,heteroaryl_nitrogen; heteroaryl_nitrogen; alcohol; ether; heteroaryl_nitrogen; alcohol; heteroaryl_nitrogen; primary_amine; alcohol
Sc1cccc(Cl)c1Cl.[O-][n+]1cc(Cl)ncc1Cl>>[O-][n+]1cc(Cl)ncc1Sc1cccc(Cl)c1Cl,HeteroAr–Cl + Ar–SH → HeteroAr–S–Ar,aryl_halide; aryl_halide; heteroaryl_nitrogen; heteroaryl_nitrogen; aryl_halide
CCCCCS.CCCCC(CC)Cn1c(=O)c2c(Br)c3c(=O)n(CC(CC)CCCC)c(=O)c3c(Br)c2c1=O>>CCCCCSc1c2c(=O)n(CC(CC)CCCC)c(=O)c2c(SCCCCC)c2c(=O)n(CC(CC)CCCC)c(=O)c12,Ar–Br + R–SH →,
Sc1ccccc1.Brc1nccs1>>c1ccc(Sc2nccs2)cc1,HeteroAr–Br + Ar–SH → HeteroAr–S–Ar,heteroaryl_nitrogen
COc1ccc(S)cc1.CCCn1cc(I2OC(=O)c3ccccc32)c(=O)n(C)c1=O>>CCCn1cc(Sc2ccc(OC)cc2)c(=O)n(C)c1=O,,
COc1ccc(S)cc1.CCCCCCn1cc(I2OC(=O)c3ccccc32)c(=O)n(CCCCCC)c1=O>>CCCCCCn1cc(Sc2ccc(OC)cc2)c(=O)n(CCCCCC)c1=O,,
Cc1ccc(S)cc1.O=S(=O)([O-])C(F)(F)F.c1ccc(-c2ccc3c(c2)[I+]c2ccccc2-3)cc1>>Cc1ccc(Sc2ccccc2-c2ccc(-c3ccccc3)cc2Sc2ccc(C)cc2)cc1,,
