sample_row,reaction_smiles,cleaned_reaction_smiles,cleanup_applied,coordination_removed,counterion_removed,routing_route,routing_excluded,scope_excluded,scope_reason,decision,formed_motifs
10,Clc1cnccn1.C1CCNC1>>c1cnc(N2CCCC2)cn1,Clc1cnccn1.C1CCNC1>>c1cnc(N2CCCC2)cn1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
11,O=C(O)[C@@H]1CCCN1.Fc1cccc(Br)c1-c1nc2ccccc2[nH]1>>Fc1cccc2c1-c1nc3ccccc3n1C1CCCN21,O=C(O)[C@@H]1CCCN1.Fc1cccc(Br)c1-c1nc2ccccc2[nH]1>>Fc1cccc2c1-c1nc3ccccc3n1C1CCCN21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Alkyl-AromN|Ar-NR2
12,O=[N+]([O-])c1ccc(Cl)cc1.CCNCC>>CCN(CC)c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(Cl)cc1.CCNCC>>CCN(CC)c1ccc([N+](=O)[O-])cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
13,Nc1ccccc1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F>>O=S(=O)(Oc1ccc(Nc2ccccc2)cc1)C(F)(F)F,Nc1ccccc1.O=S(=O)(Oc1ccc(Br)cc1)C(F)(F)F>>O=S(=O)(Oc1ccc(Nc2ccccc2)cc1)C(F)(F)F,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
14,COc1ccc(I)cc1.CCCC1=C(CCC)C(c2ccccc2)NC1=O>>CCCC1=C(CCC)C(c2ccccc2)N(c2ccc(OC)cc2)C1=O,COc1ccc(I)cc1.CCCC1=C(CCC)C(c2ccccc2)NC1=O>>CCCC1=C(CCC)C(c2ccccc2)N(c2ccc(OC)cc2)C1=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Alkenyl-CONR2|Ar-NRCOR
15,Nc1ccc(Cl)cc1.Cn1c(Cl)cc(=O)n(C)c1=O>>Cn1c(Nc2ccc(Cl)cc2)cc(=O)n(C)c1=O,Nc1ccc(Cl)cc1.Cn1c(Cl)cc(=O)n(C)c1=O>>Cn1c(Nc2ccc(Cl)cc2)cc(=O)n(C)c1=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
16,Brc1ccccn1.Fc1ccc2[nH]cc(-c3ccccc3)c2c1>>Fc1ccc2c(c1)c(-c1ccccc1)cn2-c1ccccn1,Brc1ccccn1.Fc1ccc2[nH]cc(-c3ccccc3)c2c1>>Fc1ccc2c(c1)c(-c1ccccc1)cn2-c1ccccn1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
17,Brc1ccccn1.O=C1Cc2c(Br)cccc2N1>>O=C1Cc2c(Br)cccc2N1c1ccccn1,Brc1ccccn1.O=C1Cc2c(Br)cccc2N1>>O=C1Cc2c(Br)cccc2N1c1ccccn1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NRCOR|Bn-CONR2
18,COc1ccccc1N.Clc1nc2ccccc2cc1-c1nc(Cl)c2ccccc2n1>>COc1ccccc1Nc1nc2ccccc2cc1-c1nc(Nc2ccccc2OC)c2ccccc2n1,COc1ccccc1N.Clc1nc2ccccc2cc1-c1nc(Cl)c2ccccc2n1>>COc1ccccc1Nc1nc2ccccc2cc1-c1nc(Nc2ccccc2OC)c2ccccc2n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-OR|HeteroAr-NHR
19,N#Cc1ccc([N+](=O)[O-])c(F)c1.NCc1ccccc1OC(F)F>>N#Cc1ccc([N+](=O)[O-])c(NCc2ccccc2OC(F)F)c1,N#Cc1ccc([N+](=O)[O-])c(F)c1.NCc1ccccc1OC(F)F>>N#Cc1ccc([N+](=O)[O-])c(NCc2ccccc2OC(F)F)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
20,c1c[nH]cn1.Ic1ccc(N=Nc2ccccc2)cc1>>c1ccc(N=Nc2ccc(-n3ccnc3)cc2)cc1,c1c[nH]cn1.Ic1ccc(N=Nc2ccccc2)cc1>>c1ccc(N=Nc2ccc(-n3ccnc3)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
21,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(F)cc1>>Fc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,FC(F)(F)c1ccc(Cl)cc1.Nc1ccc(F)cc1>>Fc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
22,C/C=C/CCOP(=O)(Nc1ccc(OC)cc1)Oc1ccc(Cl)c2cccnc12>>C=C[C@H]1CCO[P@@](=O)(Oc2ccc(Cl)c3cccnc23)N1c1ccc(OC)cc1,C/C=C/CCOP(=O)(Nc1ccc(OC)cc1)Oc1ccc(Cl)c2cccnc12>>C=C[C@H]1CCO[P@@](=O)(Oc2ccc(Cl)c3cccnc23)N1c1ccc(OC)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,R2CH-Alkenyl
23,c1ccc(Nc2ccccc2)cc1.COc1ccc(Cl)cc1>>COc1ccc(N(c2ccccc2)c2ccccc2)cc1,c1ccc(Nc2ccccc2)cc1.COc1ccc(Cl)cc1>>COc1ccc(N(c2ccccc2)c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
24,Fc1ccc2[nH]ccc2c1.Clc1ncccn1>>Fc1ccc2c(ccn2-c2ncccn2)c1,Fc1ccc2[nH]ccc2c1.Clc1ncccn1>>Fc1ccc2c(ccn2-c2ncccn2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
25,Cc1cccc(C)c1OCC(C)N.Cl.Fc1cc2nc3ccccc3c(Cl)c2cc1F>>Cc1cccc(C)c1OCC(C)Nc1c2ccccc2nc2cc(F)c(F)cc12,Cc1cccc(C)c1OCC(C)N.Fc1cc2nc3ccccc3c(Cl)c2cc1F>>Cc1cccc(C)c1OCC(C)Nc1c2ccccc2nc2cc(F)c(F)cc12,1,0,1,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
26,Brc1ccccc1.COc1cc2c(cc1OC)CNCC2>>COc1cc2c(cc1OC)CN(c1ccccc1)CC2,Brc1ccccc1.COc1cc2c(cc1OC)CNCC2>>COc1cc2c(cc1OC)CN(c1ccccc1)CC2,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
27,O=c1[nH][nH]c(=O)c2ccccc12.O=S(=O)([O-])C(F)(F)F.c1ccc2c(c1)[I+]c1ccccc1-2>>O=c1c2ccccc2c(=O)n2c3ccccc3c3ccccc3n12,O=c1[nH][nH]c(=O)c2ccccc12.O=S(=O)([O-])C(F)(F)F.c1ccc2c(c1)[I+]c1ccccc1-2>>O=c1c2ccccc2c(=O)n2c3ccccc3c3ccccc3n12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,HeteroAr-H
28,C1COCCN1.COc1cc(F)c(Br)cc1[N+](=O)[O-]>>COc1cc(N2CCOCC2)c(Br)cc1[N+](=O)[O-],C1COCCN1.COc1cc(F)c(Br)cc1[N+](=O)[O-]>>COc1cc(N2CCOCC2)c(Br)cc1[N+](=O)[O-],0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
29,Brc1ccccn1.COc1ccc[nH]c1=O>>COc1cccn(-c2ccccn2)c1=O,Brc1ccccn1.COc1ccc[nH]c1=O>>COc1cccn(-c2ccccn2)c1=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
30,Cc1ccc(Br)cc1>>Cc1ccc(NN)cc1.Cl,Cc1ccc(Br)cc1>>Cc1ccc(NN)cc1,1,0,1,eligible_taxonomy_benchmark,0,0,expected_bond_class_present,kept,Ar-Hydrazine
31,O=C1CCC(N2C(=O)c3cccc(F)c3C2=O)C(=O)N1.CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN>>CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,O=C1CCC(N2C(=O)c3cccc(F)c3C2=O)C(=O)N1.CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN>>CC(C)(C)OC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
32,CCN.CCOC(=O)c1cnc(Cl)cc1Cl>>CCNc1cc(Cl)ncc1C(=O)OCC,CCN.CCOC(=O)c1cnc(Cl)cc1Cl>>CCNc1cc(Cl)ncc1C(=O)OCC,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
33,CCCCN.O=C(Nc1ccccc1I)c1ccccc1I>>CCCCNc1ccccc1C(=O)Nc1ccccc1I,CCCCN.O=C(Nc1ccccc1I)c1ccccc1I>>CCCCNc1ccccc1C(=O)Nc1ccccc1I,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
34,Brc1cc2ccccc2cn1.CCOC(=O)CN(C(=O)OC(C)(C)C)c1nc(N2CCOCC2)nc2nc[nH]c12>>CCOC(=O)CN(C(=O)OC(C)(C)C)c1nc(N2CCOCC2)nc2c1ncn2-c1cc2ccccc2cn1,Brc1cc2ccccc2cn1.CCOC(=O)CN(C(=O)OC(C)(C)C)c1nc(N2CCOCC2)nc2nc[nH]c12>>CCOC(=O)CN(C(=O)OC(C)(C)C)c1nc(N2CCOCC2)nc2c1ncn2-c1cc2ccccc2cn1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
35,c1ccc2c(c1)[nH]c1ccccc12.Cc1ccccc1I>>Cc1ccccc1-n1c2ccccc2c2ccccc21,c1ccc2c(c1)[nH]c1ccccc12.Cc1ccccc1I>>Cc1ccccc1-n1c2ccccc2c2ccccc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
36,Ic1ccccc1I.Cc1ccc(N)c(C(C)(C)c2ccccc2)c1>>Cc1ccc(Nc2ccccc2I)c(C(C)(C)c2ccccc2)c1,Ic1ccccc1I.Cc1ccc(N)c(C(C)(C)c2ccccc2)c1>>Cc1ccc(Nc2ccccc2I)c(C(C)(C)c2ccccc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
37,CC(=O)c1cccc(Br)c1.C1CCC2CNCC2C1>>CC(=O)c1cccc(N2CC3CCCCC3C2)c1,CC(=O)c1cccc(Br)c1.C1CCC2CNCC2C1>>CC(=O)c1cccc(N2CC3CCCCC3C2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
38,COC(=O)c1ccc2[nH]ccc2c1.Brc1nccc2ccccc12>>COC(=O)c1ccc2c(ccn2-c2nccc3ccccc23)c1,COC(=O)c1ccc2[nH]ccc2c1.Brc1nccc2ccccc12>>COC(=O)c1ccc2c(ccn2-c2nccc3ccccc23)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
39,Cc1cc(C)c(N)c(C)c1.Brc1ccc2ccccc2c1>>Cc1cc(C)c(Nc2ccc3ccccc3c2)c(C)c1,Cc1cc(C)c(N)c(C)c1.Brc1ccc2ccccc2c1>>Cc1cc(C)c(Nc2ccc3ccccc3c2)c(C)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
40,Cc1ccccc1O.COc1ccc(N)cc1>>COc1ccc(Nc2ccccc2C)cc1,Cc1ccccc1O.COc1ccc(N)cc1>>COc1ccc(Nc2ccccc2C)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
41,O=C(Nc1ccc(Cl)cc1)Nc1cccnc1Br>>O=c1[nH]c2cccnc2n1-c1ccc(Cl)cc1,O=C(Nc1ccc(Cl)cc1)Nc1cccnc1Br>>O=c1[nH]c2cccnc2n1-c1ccc(Cl)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN|AromN-H|Imidazole
42,C1CSCCN1.CCn1cncc1C(=O)Nc1ccc2ncc(Cl)nc2c1I>>CCn1cncc1-c1nc2ccc3ncc(N4CCSCC4)nc3c2o1,C1CSCCN1.CCn1cncc1C(=O)Nc1ccc2ncc(Cl)nc2c1I>>CCn1cncc1-c1nc2ccc3ncc(N4CCSCC4)nc3c2o1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-Ar|Ar-NR2|Oxazole
43,C1COCCN1.O=C(Nc1cccc2cccnc12)c1cccc(Cl)c1>>O=C(Nc1cccc2cccnc12)c1cc(Cl)ccc1N1CCOCC1,C1COCCN1.O=C(Nc1cccc2cccnc12)c1cccc(Cl)c1>>O=C(Nc1cccc2cccnc12)c1cc(Cl)ccc1N1CCOCC1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
44,Clc1ccc(I)cc1.COc1ccc(N=C(NN)C(F)(F)F)cc1.O=COc1cc(OC=O)cc(OC=O)c1>>COc1ccc(-n2c(-c3ccc(Cl)cc3)nnc2C(F)(F)F)cc1,Clc1ccc(I)cc1.COc1ccc(N=C(NN)C(F)(F)F)cc1.O=COc1cc(OC=O)cc(OC=O)c1>>COc1ccc(-n2c(-c3ccc(Cl)cc3)nnc2C(F)(F)F)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-Ar|Ar-AromN|Ar-CF3
45,C#Cc1ccc(C)cc1.O=C(Nc1ccccc1)c1ccccc1I>>Cc1ccc(/C=C2/c3ccccc3C(=O)N2c2ccccc2)cc1,C#Cc1ccc(C)cc1.O=C(Nc1ccccc1)c1ccccc1I>>Cc1ccc(/C=C2/c3ccccc3C(=O)N2c2ccccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-Alkenyl|Ar-NRCOR
46,CC(C)CCN.Clc1nc(Cl)nc(Oc2ccccc2)n1>>CC(C)CCNc1nc(NCCC(C)C)nc(Oc2ccccc2)n1,CC(C)CCN.Clc1nc(Cl)nc(Oc2ccccc2)n1>>CC(C)CCNc1nc(NCCC(C)C)nc(Oc2ccccc2)n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
47,COc1ccc(N)cc1.Cn1cc(-c2cc3c(Br)ncnn3c2)cn1>>COc1ccc(Nc2ncnn3cc(-c4cnn(C)c4)cc23)cc1,COc1ccc(N)cc1.Cn1cc(-c2cc3c(Br)ncnn3c2)cn1>>COc1ccc(Nc2ncnn3cc(-c4cnn(C)c4)cc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR|Pyrazole
48,CCn1ccc(CN)n1.N#Cc1cccc(F)c1[N+](=O)[O-]>>CCn1ccc(CNc2cccc(C#N)c2[N+](=O)[O-])n1,CCn1ccc(CN)n1.N#Cc1cccc(F)c1[N+](=O)[O-]>>CCn1ccc(CNc2cccc(C#N)c2[N+](=O)[O-])n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
49,COC(=O)c1ccc(I)cc1.CC(C)(C)OC(=O)N1CCC(CN2CCNCC2)CC1>>COC(=O)c1ccc(N2CCN(CC3CCN(C(=O)OC(C)(C)C)CC3)CC2)cc1,COC(=O)c1ccc(I)cc1.CC(C)(C)OC(=O)N1CCC(CN2CCNCC2)CC1>>COC(=O)c1ccc(N2CCN(CC3CCN(C(=O)OC(C)(C)C)CC3)CC2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
50,Cc1c[nH]c(=O)n2ccnc12.Ic1coc(-c2ccccc2)n1>>Cc1cn(-c2coc(-c3ccccc3)n2)c(=O)n2ccnc12,Cc1c[nH]c(=O)n2ccnc12.Ic1coc(-c2ccccc2)n1>>Cc1cn(-c2coc(-c3ccccc3)n2)c(=O)n2ccnc12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
51,c1ccc2c(c1)[nH]c1ccccc12.Fc1ccc(I)cc1.C#Cc1cccc(F)c1>>Fc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,c1ccc2c(c1)[nH]c1ccccc12.Fc1ccc(I)cc1.C#Cc1cccc(F)c1>>Fc1cccc(C#Cc2ccc(-n3c4ccccc4c4ccccc43)cc2)c1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-Alkynyl|Ar-AromN
52,Nc1ccc(F)c([N+](=O)[O-])c1.Cn1cc(-c2ccnc(Cl)n2)c2ccccc21>>Cn1cc(-c2ccnc(Nc3ccc(F)c([N+](=O)[O-])c3)n2)c2ccccc21,Nc1ccc(F)c([N+](=O)[O-])c1.Cn1cc(-c2ccnc(Cl)n2)c2ccccc21>>Cn1cc(-c2ccnc(Nc3ccc(F)c([N+](=O)[O-])c3)n2)c2ccccc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
53,COC(=O)c1ccc(CN)cc1.O=[N+]([O-])c1c(Cl)nc2ccccc2c1Cl>>COC(=O)c1ccc(CNc2c([N+](=O)[O-])c(Cl)nc3ccccc23)cc1,COC(=O)c1ccc(CN)cc1.O=[N+]([O-])c1c(Cl)nc2ccccc2c1Cl>>COC(=O)c1ccc(CNc2c([N+](=O)[O-])c(Cl)nc3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
54,CC[C@@H](N)CO.Cc1cc(C)c(CNc2nc(F)nc3c2ncn3C(C)C)cn1>>CC[C@@H](CO)Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1,CC[C@@H](N)CO.Cc1cc(C)c(CNc2nc(F)nc3c2ncn3C(C)C)cn1>>CC[C@@H](CO)Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
55,C[C@@H]1CNC[C@H](C)O1.Clc1nccn2cnnc12>>C[C@@H]1CN(c2nccn3cnnc23)C[C@H](C)O1,C[C@@H]1CNC[C@H](C)O1.Clc1nccn2cnnc12>>C[C@@H]1CN(c2nccn3cnnc23)C[C@H](C)O1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
56,Nc1ccccc1.Clc1nc2ccccc2[nH]1>>Cl.c1ccc(Nc2nc3ccccc3[nH]2)cc1,Nc1ccccc1.Clc1nc2ccccc2[nH]1>>c1ccc(Nc2nc3ccccc3[nH]2)cc1,1,0,1,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
57,O=[N+]([O-])c1ccc(Cl)cc1.c1cc[nH]c1>>O=[N+]([O-])c1ccc(-n2cccc2)cc1,O=[N+]([O-])c1ccc(Cl)cc1.c1cc[nH]c1>>O=[N+]([O-])c1ccc(-n2cccc2)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
58,Nc1ccc(S(=O)(=O)NCC2CC2)cc1.CN1C(=O)C(c2c(F)cccc2F)N(C)c2nc(Cl)ncc21>>CN1C(=O)C(c2c(F)cccc2F)N(C)c2nc(Nc3ccc(S(=O)(=O)NCC4CC4)cc3)ncc21,Nc1ccc(S(=O)(=O)NCC2CC2)cc1.CN1C(=O)C(c2c(F)cccc2F)N(C)c2nc(Cl)ncc21>>CN1C(=O)C(c2c(F)cccc2F)N(C)c2nc(Nc3ccc(S(=O)(=O)NCC4CC4)cc3)ncc21,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR
59,C1COCCN1.Clc1cc(Cl)nc(Cl)n1.C1CCNC1>>Clc1cc(N2CCOCC2)nc(N2CCCC2)n1,C1COCCN1.Clc1cc(Cl)nc(Cl)n1.C1CCNC1>>Clc1cc(N2CCOCC2)nc(N2CCCC2)n1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
60,O=c1c(O)c(O)c1=O.Nc1cc(Br)c(Br)cc1N>>O=c1c2c(c1=O)Nc1cc(Br)c(Br)cc1N2,O=c1c(O)c(O)c1=O.Nc1cc(Br)c(Br)cc1N>>O=c1c2c(c1=O)Nc1cc(Br)c(Br)cc1N2,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
61,Nc1cccc2ccccc12.Clc1ccc(I)cc1>>Clc1ccc(Nc2cccc3ccccc23)cc1,Nc1cccc2ccccc12.Clc1ccc(I)cc1>>Clc1ccc(Nc2cccc3ccccc23)cc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NHR
62,CCNCC.Clc1ncnc2sccc12>>CCN(CC)c1ncnc2sccc12,CCNCC.Clc1ncnc2sccc12>>CCN(CC)c1ncnc2sccc12,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-NR2
63,CCOC(=O)c1cnc(Cl)nc1NCCCNC(=O)OC(C)(C)C.Nc1ccccc1F>>CCOC(=O)c1cnc(Nc2ccccc2F)nc1NCCCN,CCOC(=O)c1cnc(Cl)nc1NCCCNC(=O)OC(C)(C)C.Nc1ccccc1F>>CCOC(=O)c1cnc(Nc2ccccc2F)nc1NCCCN,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,HeteroAr-NHR|RCH2-NH2
64,Ic1ccccc1.Cc1ncc[nH]1>>Cc1nccn1-c1ccccc1,Ic1ccccc1.Cc1ncc[nH]1>>Cc1nccn1-c1ccccc1,0,0,0,eligible_taxonomy_benchmark,0,0,expected_n_formed_motif_present,kept,Ar-AromN
