"source_file","reaction_id","reaction_type","reaction_smiles"
"Acyl_Halides_formation.csv","31-371-CAS-21782569","Acyl Halides formation","CC(C)COc1cc(C(=O)O)nc2c(NC(=O)OCC3c4ccccc4-c4ccccc43)cccc12>>CC(C)COc1cc(C(=O)Cl)nc2c(NC(=O)OCC3c4ccccc4-c4ccccc43)cccc12"
"Acyl_Halides_formation.csv","31-371-CAS-21782572","Acyl Halides formation","CC(C)COc1cc(C(=O)Nc2cccc3c(OCC(C)C)cc(C(=O)O)nc23)nc2c(NC(=O)OCC3c4ccccc4-c4ccccc43)cccc12>>CC(C)COc1cc(C(=O)Nc2cccc3c(OCC(C)C)cc(C(=O)Cl)nc23)nc2c(NC(=O)OCC3c4ccccc4-c4ccccc43)cccc12"
"Acyl_Halides_formation.csv","31-371-CAS-21782578","Acyl Halides formation","CC(C)COc1cc(C(=O)Nc2cccc3c(N(c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc(C(=O)O)nc23)nc2c(NC(=O)[C@@]34CC[C@@](C)(C(=O)O3)C4(C)C)cccc12>>CC(C)COc1cc(C(=O)Nc2cccc3c(N(c4ccc5c(c4)C(C)(C)c4ccccc4-5)c4ccc5c(c4)C(C)(C)c4ccccc4-5)cc(C(=O)Cl)nc23)nc2c(NC(=O)[C@@]34CC[C@@](C)(C(=O)O3)C4(C)C)cccc12"
"Acyl_Halides_formation.csv","31-371-CAS-21787392","Acyl Halides formation","CC(=O)N1CCCC1(Cc1ccccc1)C(=O)O>>CC(=O)N1CCCC1(Cc1ccccc1)C(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-21791441","Acyl Halides formation","O=C(O)c1cc(Cl)ccc1Br>>O=C(Cl)c1cc(Cl)ccc1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21791442","Acyl Halides formation","COc1ccc(Br)c(C(=O)O)c1>>COc1ccc(Br)c(C(=O)Cl)c1"
"Acyl_Halides_formation.csv","31-371-CAS-21791443","Acyl Halides formation","O=C(O)c1ccc(Cl)cc1Br>>O=C(Cl)c1ccc(Cl)cc1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21791444","Acyl Halides formation","COc1ccc(C(=O)O)c(Br)c1>>COc1ccc(C(=O)Cl)c(Br)c1"
"Acyl_Halides_formation.csv","31-371-CAS-21791445","Acyl Halides formation","O=C(O)c1ccc(C(F)(F)F)cc1Br>>O=C(Cl)c1ccc(C(F)(F)F)cc1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21791474","Acyl Halides formation","Cc1cccc(Br)c1C(=O)O>>Cc1cccc(Br)c1C(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-21791475","Acyl Halides formation","O=C(O)c1ccc2ccccc2c1Br>>O=C(Cl)c1ccc2ccccc2c1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21791476","Acyl Halides formation","O=C(O)c1cc(Br)ccc1Br>>O=C(Cl)c1cc(Br)ccc1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21800329","Acyl Halides formation","O=C(O)Cc1ccc2c(c1)OCO2>>O=C(Cl)Cc1ccc2c(c1)OCO2"
"Acyl_Halides_formation.csv","31-371-CAS-21821663","Acyl Halides formation","COc1ccc(C2(C(=O)O)CCOCC2)cc1>>COc1ccc(C2(C(=O)Cl)CCOCC2)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-21823075","Acyl Halides formation","COC(C(=O)O)(c1ccco1)C(F)(F)F>>COC(C(=O)Cl)(c1ccco1)C(F)(F)F"
"Acyl_Halides_formation.csv","31-371-CAS-21847802","Acyl Halides formation","O=C(O)CCCc1ccccc1>>O=C(Cl)CCCc1ccccc1"
"Acyl_Halides_formation.csv","31-371-CAS-21847803","Acyl Halides formation","COc1ccc(CCC(=O)O)cc1>>COc1ccc(CCC(=O)Cl)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-21847809","Acyl Halides formation","O=C(O)c1ccc(F)cc1>>O=C(Cl)c1ccc(F)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-21849798","Acyl Halides formation","COc1ccc(C(=O)O)cc1[N+](=O)[O-]>>COc1ccc(C(=O)Cl)cc1[N+](=O)[O-]"
"Acyl_Halides_formation.csv","31-371-CAS-21853183","Acyl Halides formation","CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1>>CC(C(=O)Cl)c1cccc(C(=O)c2ccccc2)c1"
"Acyl_Halides_formation.csv","31-371-CAS-21853184","Acyl Halides formation","CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1>>CCCN(CCC)S(=O)(=O)c1ccc(C(=O)Cl)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-21853185","Acyl Halides formation","COc1ccc2cc([C@H](C)C(=O)O)ccc2c1>>COc1ccc2cc([C@H](C)C(=O)Cl)ccc2c1"
"Acyl_Halides_formation.csv","31-371-CAS-21861260","Acyl Halides formation","O=C(O)c1cccc(Br)c1CBr>>O=C(Cl)c1cccc(Br)c1CBr"
"Acyl_Halides_formation.csv","31-371-CAS-21861313","Acyl Halides formation","Cc1cc(F)cc(C(=O)O)c1Br>>Cc1cc(F)cc(C(=O)Cl)c1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21861325","Acyl Halides formation","Cc1ccc(F)c(C(=O)O)c1Br>>Cc1ccc(F)c(C(=O)Cl)c1Br"
"Acyl_Halides_formation.csv","31-371-CAS-21861365","Acyl Halides formation","O=C(O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1>>O=C(Cl)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1"
"Acyl_Halides_formation.csv","31-371-CAS-21863680","Acyl Halides formation","CO[C@@](C(=O)O)(c1ccccc1)C(F)(F)F>>CO[C@@](C(=O)Cl)(c1ccccc1)C(F)(F)F"
"Acyl_Halides_formation.csv","31-371-CAS-21873164","Acyl Halides formation","CC(C)(C)OC(=O)NC12CCC(C(=O)O)(CC1)CC2>>CC(C)(C)OC(=O)NC12CCC(C(=O)Cl)(CC1)CC2"
"Acyl_Halides_formation.csv","31-371-CAS-21929327","Acyl Halides formation","O=C(O)c1ccc2cc(C(=O)O)ccc2c1>>O=C(Cl)c1ccc2cc(C(=O)Cl)ccc2c1"
"Acyl_Halides_formation.csv","31-371-CAS-21946582","Acyl Halides formation","O=C(O)c1ccc(=O)oc1>>O=C(Cl)c1ccc(=O)oc1"
"Acyl_Halides_formation.csv","31-371-CAS-21950901","Acyl Halides formation","C=CCCC(=O)O>>C=CCCC(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-21962635","Acyl Halides formation","O=C(O)c1cccc(C(=O)O)n1>>O=C(Cl)c1cccc(C(=O)Cl)n1"
"Acyl_Halides_formation.csv","31-371-CAS-21962636","Acyl Halides formation","O=C(O)c1cccc(C(=O)O)c1>>O=C(Cl)c1cccc(C(=O)Cl)c1"
"Acyl_Halides_formation.csv","31-371-CAS-21966753","Acyl Halides formation","Cc1ccc(C)c2/c(=C/C(=O)O)o/c(=C\C(=O)O)c12>>Cc1ccc(C)c2/c(=C/C(=O)Cl)o/c(=C\C(=O)Cl)c12"
"Acyl_Halides_formation.csv","31-371-CAS-21984607","Acyl Halides formation","CCc1ccc(OCc2ccccc2C(=O)O)cc1>>CCc1ccc(OCc2ccccc2C(=O)Cl)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-21993025","Acyl Halides formation","O=Cc1ccc(C(=O)O)cc1>>O=Cc1ccc(C(=O)Cl)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-22012452","Acyl Halides formation","O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O>>O=C(Cl)c1cc(Cl)c(Cl)cc1C(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-22020138","Acyl Halides formation","CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-]>>CCN(CC)c1ccc2c(-c3ccccc3C(=O)Cl)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-]"
"Acyl_Halides_formation.csv","31-371-CAS-22032230","Acyl Halides formation","C#CCCCC(=O)O>>C#CCCCC(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-22035571","Acyl Halides formation","O=C(O)c1cccc2ccccc12>>O=C(Cl)c1cccc2ccccc12"
"Acyl_Halides_formation.csv","31-371-CAS-22035572","Acyl Halides formation","Cc1ccc(C(=O)O)c2ccccc12>>Cc1ccc(C(=O)Cl)c2ccccc12"
"Acyl_Halides_formation.csv","31-371-CAS-22035573","Acyl Halides formation","O=C(O)c1ccc(F)c2ccccc12>>O=C(Cl)c1ccc(F)c2ccccc12"
"Acyl_Halides_formation.csv","31-371-CAS-22035574","Acyl Halides formation","O=C(O)c1ccc2c3c(cccc13)CC2>>O=C(Cl)c1ccc2c3c(cccc13)CC2"
"Acyl_Halides_formation.csv","31-371-CAS-22035575","Acyl Halides formation","O=C(O)c1ccc2ccc3cccc4ccc1c2c34>>O=C(Cl)c1ccc2ccc3cccc4ccc1c2c34"
"Acyl_Halides_formation.csv","31-371-CAS-22069856","Acyl Halides formation","O=C(O)c1cc(-c2ccccn2)nc(-c2ccccn2)c1>>Cl.O=C(Cl)c1cc(-c2ccccn2)nc(-c2ccccn2)c1"
"Acyl_Halides_formation.csv","31-371-CAS-22193951","Acyl Halides formation","O=C(O)c1cc(-c2cn(-c3ccc(F)cc3)nc2-c2ccccc2)nc2ccccc12>>O=C(Cl)c1cc(-c2cn(-c3ccc(F)cc3)nc2-c2ccccc2)nc2ccccc12"
"Acyl_Halides_formation.csv","31-371-CAS-22193954","Acyl Halides formation","O=C(O)c1cc(-c2cn(-c3cc(Cl)cc(Cl)c3)nc2-c2ccccc2)nc2ccccc12>>O=C(Cl)c1cc(-c2cn(-c3cc(Cl)cc(Cl)c3)nc2-c2ccccc2)nc2ccccc12"
"Acyl_Halides_formation.csv","31-371-CAS-22197024","Acyl Halides formation","O=C(O)c1cc2ccccc2oc1=O>>O=C(Cl)c1cc2ccccc2oc1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22198298","Acyl Halides formation","CC(C)(C)O.O=CC(=O)O>>CC(C)(C)OC(=O)C(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-22210418","Acyl Halides formation","O=C(O)/C=C/c1ccccc1Br>>O=C(Cl)/C=C/c1ccccc1Br"
"Acyl_Halides_formation.csv","31-371-CAS-22235439","Acyl Halides formation","O=C(O)C(=O)c1ccccc1>>O=C(Cl)C(=O)c1ccccc1"
"Acyl_Halides_formation.csv","31-371-CAS-22269688","Acyl Halides formation","CCCCC(C(=O)O)N1C(=O)c2ccccc2C1=O>>CCCCC(C(=O)Cl)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269689","Acyl Halides formation","CC(C(=O)O)N1C(=O)c2ccccc2C1=O>>CC(C(=O)Cl)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269690","Acyl Halides formation","CC(C)C(C(=O)O)N1C(=O)c2ccccc2C1=O>>CC(C)C(C(=O)Cl)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269691","Acyl Halides formation","O=C(O)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O>>O=C(Cl)C(Cc1ccccc1)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269692","Acyl Halides formation","O=C(O)C(Cc1ccc(Br)cc1)N1C(=O)c2ccccc2C1=O>>O=C(Cl)C(Cc1ccc(Br)cc1)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269693","Acyl Halides formation","COc1ccc(CC(C(=O)O)N2C(=O)c3ccccc3C2=O)cc1>>COc1ccc(CC(C(=O)Cl)N2C(=O)c3ccccc3C2=O)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-22269694","Acyl Halides formation","C=CCC(C(=O)O)N1C(=O)c2ccccc2C1=O>>C=CCC(C(=O)Cl)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269695","Acyl Halides formation","O=C(O)CN1C(=O)c2ccccc2C1=O>>O=C(Cl)CN1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269696","Acyl Halides formation","O=C(O)C(c1ccccc1)N1C(=O)c2ccccc2C1=O>>O=C(Cl)C(c1ccccc1)N1C(=O)c2ccccc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269697","Acyl Halides formation","CC(C)(C)c1ccc2c(c1)C(=O)N(C(Cc1ccccc1)C(=O)O)C2=O>>CC(C)(C)c1ccc2c(c1)C(=O)N(C(Cc1ccccc1)C(=O)Cl)C2=O"
"Acyl_Halides_formation.csv","31-371-CAS-22269698","Acyl Halides formation","O=C(O)C(Cc1ccccc1)N1C(=O)c2ccc(Br)cc2C1=O>>O=C(Cl)C(Cc1ccccc1)N1C(=O)c2ccc(Br)cc2C1=O"
"Acyl_Halides_formation.csv","31-371-CAS-22282662","Acyl Halides formation","O=C(O)c1ccc([N+](=O)[O-])cc1>>O=C(Cl)c1ccc([N+](=O)[O-])cc1"
"Acyl_Halides_formation.csv","31-371-CAS-22282664","Acyl Halides formation","COc1ccc(C(=O)O)cc1>>COc1ccc(C(=O)Cl)cc1"
"Acyl_Halides_formation.csv","31-371-CAS-22293858","Acyl Halides formation","Cc1nnc(C(=O)O)o1.[K]>>Cc1nnc(C(=O)Cl)o1"
"Acyl_Halides_formation.csv","31-371-CAS-22297504","Acyl Halides formation","O=C(O)c1cc(F)c(F)cc1F>>O=C(Cl)c1cc(F)c(F)cc1F"
"Acyl_Halides_formation.csv","31-371-CAS-22303699","Acyl Halides formation","O=C(O)c1cc2cc([N+](=O)[O-])ccc2s1>>O=C(Cl)c1cc2cc([N+](=O)[O-])ccc2s1"
"Acyl_Halides_formation.csv","31-371-CAS-22311019","Acyl Halides formation","Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)O>>Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)Cl"
"Acyl_Halides_formation.csv","31-371-CAS-22315529","Acyl Halides formation","O=C(O)c1cccc(C(=O)O)c1I>>O=C(Cl)c1cccc(C(=O)Cl)c1I"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-046-CAS-3822845","Addition of Halogens to Double or Triple Bonds","BrC1=C(Br)c2ccc(Br)c3c(Br)ccc1c23>>ClC1(Cl)c2ccc(Br)c3c(Br)ccc(c23)C1(Cl)Cl"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-046-CAS-9199608","Addition of Halogens to Double or Triple Bonds","BrC1=CC2C3CC4C5CC(C14)C2C35.ClC1=C(Br)C2C3CC4C5CC(C14)C2C53>>Br[C@H]1[C@@H]2[C@@H]3C[C@H]4[C@@H]5C[C@@H]([C@H]2[C@H]35)[C@H]4C1(Br)Br.Br[C@H]1[C@H]2[C@@H]3C[C@@H]4[C@H]2[C@H]2C[C@@H]4[C@](Br)([C@@H]12)[C@@H]3Br"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-10469214","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OCC)C(O)/C=C(\Cl)c1ccccc1>>CCOC(=O)/C(=C/C=C(\Cl)c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-1171825","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc(Cl)cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc(Cl)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-11777249","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1cccc(Br)c1>>COC(=O)/C(=C/c1cccc(Br)c1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-12251104","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C/c1ccccc1>>COC(=O)/C(=C/C=C/c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-12612266","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc(C)cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc(C)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-13207094","Addition of Halogens to Double or Triple Bonds","C=CC(O)(c1ccc(F)cc1)c1ccc(F)cc1>>Fc1ccc(C(=CCCl)c2ccc(F)cc2)cc1"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-1338378","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc(OC)cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc(OC)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-13901380","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1cccc(Cl)c1>>COC(=O)/C(=C/C=C(\Cl)c1cccc(Cl)c1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-14371421","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(C)O>>CC=C(C#N)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-14737931","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OCC)C(O)/C=C(\Cl)c1ccc(C)cc1>>CCOC(=O)/C(=C/C=C(\Cl)c1ccc(C)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18037729","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccc(C#N)cc1>>COC(=O)/C(=C/c1ccc(C#N)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18043637","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C/c1ccccc1>>COC(=O)/C(=C/C=C/c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18084613","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)CCC>>CCC/C=C(\CBr)C(=O)OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18173214","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccc(Br)cc1>>COC(=O)/C(=C/c1ccc(Br)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18177660","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1cccc(Br)c1>>COC(=O)/C(=C/c1cccc(Br)c1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-18179982","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccccc1Br>>COC(=O)/C(=C/c1ccccc1Br)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-2063837","Addition of Halogens to Double or Triple Bonds","C=C(C(C)=O)C(O)/C=C/c1ccccc1>>CC(=O)/C(=C/C=C/c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-2070639","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C(C)=C/c1ccccc1>>COC(=O)/C(=C/C(C)=C/c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-21066796","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)CCCCC>>CCCCC/C=C(\CBr)C(=O)OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-292669","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)c1ccc(OC)c(OC)c1>>COc1ccc(C=C(C#N)CCl)cc1OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-3095304","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)CCC>>CCCC=C(C#N)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-3371247","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)CCc1ccccc1>>N#CC(=CCCc1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-3463546","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc([N+](=O)[O-])cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc([N+](=O)[O-])cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-4027354","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OCC)C(O)CC>>CCC=C(CBr)C(=O)OCC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-4184154","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C/C>>C/C=C/C=C(\CBr)C(=O)OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-4783117","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccc(C#N)cc1>>COC(=O)/C(=C/c1ccc(C#N)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-498505","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccccc1Br>>COC(=O)/C(=C/c1ccccc1Br)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-5001953","Addition of Halogens to Double or Triple Bonds","C=CCOCC(O)CO>>OC(CCl)COCC(Br)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-5211326","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)C(C)C>>CC(C)C=C(C#N)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-548345","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccc(F)cc1>>COC(=O)/C(=C/C=C(\Cl)c1ccc(F)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-5498359","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)c1ccc(C)cc1>>Cc1ccc(C=C(C#N)CBr)cc1"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-5594562","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)C1=C(Cl)c2ccccc2CC1>>COC(=O)/C(=C/C1=C(Cl)c2ccccc2CC1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-6050413","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C/c1ccc(OC)cc1>>COC(=O)/C(=C/C=C/c1ccc(OC)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-6991657","Addition of Halogens to Double or Triple Bonds","C=CC(O)c1cccc2ccccc12>>ClC/C=C/c1cccc2ccccc12"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-7154943","Addition of Halogens to Double or Triple Bonds","C=CCOCC(O)CO>>OC(CCl)COCC(Cl)CCl"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-7357274","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)CC(C)C>>CC(C)CC=C(C#N)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-7514383","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)c1ccc(Br)cc1>>COC(=O)/C(=C/c1ccc(Br)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-7738560","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OCC)C(O)C1=C(Cl)c2ccccc2CC1>>CCOC(=O)/C(=C/C1=C(Cl)c2ccccc2CC1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-8182018","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C/c1ccc(F)cc1>>COC(=O)/C(=C/C=C/c1ccc(F)cc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-8284642","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(C)O>>C/C=C(\CBr)C(=O)OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-8346952","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(O)/C=C(\Cl)c1ccccc1>>COC(=O)/C(=C/C=C(\Cl)c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-8717751","Addition of Halogens to Double or Triple Bonds","C=CC(O)c1ccc(Cl)nc1>>Clc1ccc(/C=C/CBr)cn1"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-9202307","Addition of Halogens to Double or Triple Bonds","CC(=O)OC[C@]1(O)C=C[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O>>CC(=O)OCC1=C[C@@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-9495259","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)c1ccccc1>>N#CC(=Cc1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-979993","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)CC>>CCC=C(C#N)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-9803299","Addition of Halogens to Double or Triple Bonds","C=C(C(=O)OC)C(C)O>>C/C=C(\CBr)C(=O)OC"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-048-CAS-9867391","Addition of Halogens to Double or Triple Bonds","C=C(C#N)C(O)/C=C(\Cl)c1ccccc1>>N#C/C(=C\C=C(/Cl)c1ccccc1)CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-049-CAS-6545787","Addition of Halogens to Double or Triple Bonds","C=CC(CCCCC)O[Si](C)(C)C(C)(C)C>>CCCCC/C=C/CBr"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-084-CAS-12006046","Addition of Halogens to Double or Triple Bonds","C=CCc1cccs1>>BrCC(Br)Cc1ccc(Br)s1"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-084-CAS-14306771","Addition of Halogens to Double or Triple Bonds","COc1ccc(C=CC(=O)C(C(=O)O)=C2SCCS2)cc1>>COc1ccc(C(Br)C(Br)C(=O)C(Br)=C2SCCS2)cc1Br"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-084-CAS-14436654","Addition of Halogens to Double or Triple Bonds","C/C=C/Cc1cc(C)ccc1C>>Cc1cc(CC(Br)C(C)Br)c(C)cc1Br"
"Addition_of_Halogens_to_Double_or_Triple_Bonds.csv","31-084-CAS-1689351","Addition of Halogens to Double or Triple Bonds","CCOC(=O)N1CC(c2ccc3ccccc3n2)=Cc2ccccc21>>CCOC(=O)N1CC(Br)(c2ccc3ccccc3n2)C(Br)c2cc(Br)ccc21"
